run_id,batch,scenario,alpha,p,K,U,k_neighbors,service_radius_m,n_nodes,n_arcs,total_demand,total_existing_ej,aggregate_capacity,capacity_to_demand_ratio,status,solve_seconds,n_variables,n_constraints,solver_objective_weighted_km,solver_log,note
diagnostic_C_p250_K10.307696_U10_k25_rnone,diagnostic,C,0.3,250,10.307695886708373,10,25,,4994,124850,360535.09021918604,38375,398134.7536241109,1.1042884990253412,Infeasible,2.660429249997833,129844,9989,103597.74534175679,/Users/alexia/Documents/CASA/Dissertation/06_outputs/pmedian/solver_logs/diagnostic_C_p250_K10.307696_U10_k25_rnone.log,Solver returned Infeasible; no solution extracted.
