K_mult,K,status,slack_frac,M1_avg_dist_m,M2_coverage_800m,M3_imd_gap,r_xj_income
1.0,16.70702596904573,Optimal,0.3608025035880466,344.92877539909927,0.8474367412352845,0.1360094532345708,-0.08932086041472644
1.5,25.060538953568596,Optimal,0.23481623505350804,331.6738949287198,0.8561070270059947,0.13829324816347977,-0.09648965943285706
2.0,33.41405193809146,Optimal,0.13465083926911625,313.72623527854677,0.8651421842439397,0.13518884683616395,-0.06129493159755128
3.0,50.12107790713719,Optimal,0.0,314.0084946261027,0.8615411891799826,0.11710206202491913,-0.11085835554957986
