lsoa_code,e_i,u_i,V_i,london_income_decile,mismatch_category
E01003945,10,0.0269672260794946,656.0000000000001,8,Saturated / potentially underprovided
E01003946,13,0.1066453881743827,720.0,8,Saturated / potentially underprovided
E01003947,1,7.716049382716049e-07,324.0,2,Apparently adequate
E01003948,8,0.0304097222217399,557.0,7,Saturated / potentially underprovided
E01003949,6,0.0277835005136316,582.0,7,Saturated / potentially underprovided
E01003950,15,0.014333796295679,505.00000000000006,4,Apparently adequate
E01003951,15,0.0351149176942644,581.9999999999999,9,Saturated / potentially underprovided
E01003952,28,0.0064957837299382,506.0,8,Apparently adequate
E01003953,31,0.0081211793107452,548.0,9,Apparently adequate
E01003954,21,0.0090496031740152,466.0,9,Apparently adequate
E01003955,25,0.0076497222218672,547.0,7,Apparently adequate
E01003956,24,0.0076618441354488,579.0,9,Apparently adequate
E01003957,14,0.0132005070539847,559.0,9,Apparently adequate
E01003958,11,0.0050995370368616,581.0,8,Apparently adequate
E01003960,11,0.0146004489334666,302.99999999999994,5,Apparently adequate
E01003961,11,0.0725965207617845,286.99999999999994,2,Saturated / potentially underprovided
E01003963,4,0.122773726848476,242.0,2,Saturated / potentially underprovided
E01003966,16,0.0971566116871021,306.0,3,Saturated / potentially underprovided
E01003969,8,0.0219130979930555,392.0,6,Saturated / potentially underprovided
E01003971,2,0.1320158178971836,188.0,2,Saturated / potentially underprovided
E01003972,16,0.0452473958318745,218.0,4,Saturated / potentially underprovided
E01003973,6,0.0272104552456275,221.99999999999997,3,Saturated / potentially underprovided
E01003975,5,0.0284009259248456,297.0,4,Saturated / potentially underprovided
E01003976,6,0.0956046167660751,386.99999999999994,4,Saturated / potentially underprovided
E01003977,6,0.0770412165621785,336.0,4,Saturated / potentially underprovided
E01003979,2,0.0346394675906635,304.0,5,Saturated / potentially underprovided
E01003980,6,0.0329162165628215,270.0,3,Saturated / potentially underprovided
E01003981,4,0.1143410493787615,195.99999999999997,5,Saturated / potentially underprovided
E01003983,11,0.05422253787742,305.99999999999994,2,Saturated / potentially underprovided
E01003984,19,0.0307285371986882,476.0,5,Saturated / potentially underprovided
E01003986,3,0.0569647633730709,248.0,2,Saturated / potentially underprovided
E01003987,7,0.0648170193979828,450.00000000000006,2,Saturated / potentially underprovided
E01003988,20,0.0444119020047646,316.99999999999994,2,Saturated / potentially underprovided
E01003989,7,0.0538333333317901,381.0,4,Saturated / potentially underprovided
E01003990,14,0.0574434064509387,482.0,3,Saturated / potentially underprovided
E01003991,9,0.0728347050729166,216.0,2,Saturated / potentially underprovided
E01003992,14,0.0567450947961033,246.0,2,Saturated / potentially underprovided
E01003993,3,0.0545122170763888,317.0,3,Saturated / potentially underprovided
E01003994,16,0.0694339072125289,278.0,5,Saturated / potentially underprovided
E01003995,10,0.0433950231461034,217.99999999999991,3,Saturated / potentially underprovided
E01003997,10,0.0260488811714891,230.99999999999997,5,Saturated / potentially underprovided
E01003998,12,0.0707955568402456,310.99999999999994,6,Saturated / potentially underprovided
E01003999,16,0.031377604165895,265.0,4,Saturated / potentially underprovided
E01004000,10,0.0247261574065586,466.0,4,Saturated / potentially underprovided
E01004001,11,0.0363236531973555,443.0,3,Saturated / potentially underprovided
E01004002,27,0.0318468792859224,530.0,8,Saturated / potentially underprovided
E01004003,17,0.0248659676824391,344.0,3,Saturated / potentially underprovided
E01004004,17,0.0249448756348946,600.0,4,Saturated / potentially underprovided
E01004005,11,0.0203230920306186,430.99999999999994,2,Saturated / potentially underprovided
E01004006,33,0.0155679596889964,478.0,6,Apparently adequate
E01004007,5,0.0550516975289351,309.0,2,Saturated / potentially underprovided
E01004008,9,0.0504072359378858,371.0,2,Saturated / potentially underprovided
E01004010,7,0.0711893738956679,278.0,3,Saturated / potentially underprovided
E01004011,10,0.047361496912037,445.99999999999994,3,Saturated / potentially underprovided
E01004012,13,0.0510218720307454,458.0,4,Saturated / potentially underprovided
E01004013,7,0.0306660052898478,375.0,3,Saturated / potentially underprovided
E01004014,3,0.1869952417665895,379.0,3,Saturated / potentially underprovided
E01004015,12,0.0109520640429848,487.0,8,Apparently adequate
E01004016,42,0.0235139440027189,757.0,8,Saturated / potentially underprovided
E01004017,14,0.0184014825833057,571.0,9,Saturated / potentially underprovided
E01004018,23,0.0340939848353629,622.0,9,Saturated / potentially underprovided
E01004019,17,0.0227136437901007,594.0,6,Saturated / potentially underprovided
E01004020,10,0.0206358796287037,373.0,3,Saturated / potentially underprovided
E01004021,21,0.0281233465599279,636.0,8,Saturated / potentially underprovided
E01004023,6,0.0710869341534207,315.0,4,Saturated / potentially underprovided
E01004024,6,0.0597753343602109,299.99999999999994,3,Saturated / potentially underprovided
E01004028,15,0.030132613167271,383.99999999999994,4,Saturated / potentially underprovided
E01004029,7,0.0467730379175485,379.99999999999994,8,Saturated / potentially underprovided
E01004030,5,0.0658171296260802,321.99999999999994,5,Saturated / potentially underprovided
E01004031,4,0.0097862654316165,372.0,6,Apparently adequate
E01004032,1,0.056390046294753,353.0,10,Saturated / potentially underprovided
E01004033,6,0.0354117155328575,413.99999999999994,4,Saturated / potentially underprovided
E01004034,6,0.0858769933107638,318.0,3,Saturated / potentially underprovided
E01004035,9,0.0337314386129115,269.0,4,Saturated / potentially underprovided
E01004036,5,0.0834009259227623,303.0,3,Saturated / potentially underprovided
E01004037,2,0.0642550154292052,350.0,4,Saturated / potentially underprovided
E01004038,8,0.0770090663562885,491.0,4,Saturated / potentially underprovided
E01004039,5,0.0785054012320216,292.0,5,Saturated / potentially underprovided
E01004040,1,0.0759309413545524,282.0,2,Saturated / potentially underprovided
E01004041,1,0.1073823302438271,287.0,4,Saturated / potentially underprovided
E01004042,11,0.0696886924780092,332.0,2,Saturated / potentially underprovided
E01004043,12,0.0170451710384194,336.0,6,Saturated / potentially underprovided
E01004044,3,0.1291552211904578,293.0,3,Saturated / potentially underprovided
E01004045,10,0.0701953317881173,318.99999999999994,3,Saturated / potentially underprovided
E01004046,6,0.0111424897118055,447.0,8,Apparently adequate
E01004047,14,0.0296972277329144,270.0,4,Saturated / potentially underprovided
E01004048,14,0.0094475308639495,374.99999999999994,7,Apparently adequate
E01004049,3,0.023794367283822,264.0,4,Saturated / potentially underprovided
E01004050,10,0.0372229552460262,407.0,9,Saturated / potentially underprovided
E01004051,6,0.0048598894025848,347.0,10,Apparently adequate
E01004052,23,0.0228140096611815,453.00000000000006,8,Saturated / potentially underprovided
E01004053,1,0.1022345678962191,536.0,9,Saturated / potentially underprovided
E01004054,2,0.0130345293209876,440.0,9,Apparently adequate
E01004055,4,0.061558641973476,341.0,3,Saturated / potentially underprovided
E01004056,5,0.075973842590895,613.0,7,Saturated / potentially underprovided
E01004057,3,0.0359848251018518,546.0,6,Saturated / potentially underprovided
E01004058,3,0.0159960133721707,381.0,10,Apparently adequate
E01004059,2,0.105811342589699,434.0,9,Saturated / potentially underprovided
E01004060,5,0.0796237654296296,392.0,5,Saturated / potentially underprovided
E01004061,25,0.0177937499994753,421.0,8,Saturated / potentially underprovided
E01004062,3,0.0401598508216306,385.0,4,Saturated / potentially underprovided
E01004063,4,0.0331259645040509,500.0,6,Saturated / potentially underprovided
E01004064,11,0.0264902321820812,438.0,4,Saturated / potentially underprovided
E01004065,0,,406.0,7,"Low-demand, no provision"
E01004066,21,0.0437393996165858,453.0,5,Saturated / potentially underprovided
E01004067,13,0.0173032704172008,323.0,3,Saturated / potentially underprovided
E01004068,23,0.0278270598490841,456.0,4,Saturated / potentially underprovided
E01004069,2,0.0076541280862911,585.0,10,Apparently adequate
E01004070,41,0.010113628236606,624.0,8,Apparently adequate
E01004071,23,0.0072849906062634,458.0,7,Apparently adequate
E01004072,24,0.0058641107247878,591.0,10,Apparently adequate
E01004073,26,0.0043342533236437,559.0,9,Apparently adequate
E01004074,31,0.0247258188960822,618.0,10,Saturated / potentially underprovided
E01004075,28,0.0130668127201003,671.0,10,Apparently adequate
E01004076,4,0.0244222608020833,728.0,6,Saturated / potentially underprovided
E01004077,2,2.8935185185185183e-05,782.0,7,Apparently adequate
E01004078,2,0.0210461033942901,836.0,6,Saturated / potentially underprovided
E01004079,3,0.0020762602880015,769.0,10,Apparently adequate
E01004080,0,,735.0,10,Demand-implied desert
E01004081,0,,746.0,8,Demand-implied desert
E01004082,0,,692.0,9,Demand-implied desert
E01004083,0,,614.9999999999999,1,Demand-implied desert
E01004084,0,,905.0,10,Demand-implied desert
E01004085,0,,963.0,10,Demand-implied desert
E01004086,0,,887.9999999999998,7,Demand-implied desert
E01004087,2,3.260030825617284e-05,896.0,10,Apparently adequate
E01004088,0,,642.0,1,Demand-implied desert
E01004089,0,,505.0,2,"Low-demand, no provision"
E01004090,0,,410.0,1,"Low-demand, no provision"
E01004091,0,,791.0,10,Demand-implied desert
E01004092,3,0.0698123713971193,827.0,10,Saturated / potentially underprovided
E01004093,0,,823.0,10,Demand-implied desert
E01004094,0,,904.0,9,Demand-implied desert
E01004095,0,,836.0,10,Demand-implied desert
E01004096,2,0.0232077546290509,628.0,6,Saturated / potentially underprovided
E01004097,0,,823.0,9,Demand-implied desert
E01004098,3,0.0229980709875257,644.0,10,Saturated / potentially underprovided
E01004099,6,0.0196024948531378,643.0,7,Saturated / potentially underprovided
E01004100,1,0.0247608024672067,753.9999999999999,9,Saturated / potentially underprovided
E01004101,0,,714.0000000000001,9,Demand-implied desert
E01004102,5,0.0172415123449845,702.0,9,Saturated / potentially underprovided
E01004103,3,0.0132490997938528,753.0000000000001,8,Apparently adequate
E01004104,1,0.0,794.0000000000001,10,Apparently adequate
E01004105,0,,970.0,9,Demand-implied desert
E01004106,0,,990.0,10,Demand-implied desert
E01004107,2,0.0092515432094907,767.0,7,Apparently adequate
E01004108,0,,1099.0,9,Demand-implied desert
E01004109,0,,842.0,6,Demand-implied desert
E01004110,0,,907.0,7,Demand-implied desert
E01004111,0,,768.0,9,Demand-implied desert
E01004112,0,,927.0,10,Demand-implied desert
E01004114,0,,1171.0,10,Demand-implied desert
E01004115,1,0.0035231481481481,912.0,9,Apparently adequate
E01004116,0,,838.0,9,Demand-implied desert
E01004117,0,,776.0,10,Demand-implied desert
E01004118,6,0.0141999099779771,819.0000000000001,8,Apparently adequate
E01004119,2,0.0549558256126543,753.0000000000001,10,Saturated / potentially underprovided
E01004120,0,,846.9999999999999,10,Demand-implied desert
E01004121,3,0.0373588605918852,670.0000000000001,8,Saturated / potentially underprovided
E01004122,0,,722.0,10,Demand-implied desert
E01004123,1,0.0,787.9999999999999,4,Apparently adequate
E01004124,1,1.5817900848765434e-05,791.0000000000001,4,Apparently adequate
E01004125,2,0.0060925925923996,623.0000000000002,3,Apparently adequate
E01004126,0,,611.0,4,Demand-implied desert
E01004127,0,,824.9999999999998,6,Demand-implied desert
E01004128,0,,590.0,4,Demand-implied desert
E01004129,0,,655.0,2,Demand-implied desert
E01004130,3,0.0484953060639789,923.0,8,Saturated / potentially underprovided
E01004131,1,0.0,880.0000000000002,8,Apparently adequate
E01004132,0,,799.0,10,Demand-implied desert
E01004133,0,,807.0,10,Demand-implied desert
E01004134,0,,727.0000000000001,8,Demand-implied desert
E01004135,0,,736.0,9,Demand-implied desert
E01004136,0,,844.9999999999999,9,Demand-implied desert
E01004137,1,0.0,870.0,8,Apparently adequate
E01004138,2,0.0,707.0000000000001,7,Apparently adequate
E01004139,2,0.0408491512330247,593.0000000000001,8,Saturated / potentially underprovided
E01004140,3,0.0380642361095036,572.0,3,Saturated / potentially underprovided
E01004141,3,0.0102677469129372,606.0,3,Apparently adequate
E01004143,5,0.0237203703689814,591.0,8,Saturated / potentially underprovided
E01004144,0,,868.0000000000001,9,Demand-implied desert
E01004145,0,,1020.0,8,Demand-implied desert
E01004146,4,0.0046182484567901,760.9999999999999,8,Apparently adequate
E01004147,0,,793.0,9,Demand-implied desert
E01004148,1,0.0140713734567901,638.0,3,Apparently adequate
E01004149,1,0.0020096450617283,844.0,8,Apparently adequate
E01004150,2,0.0416442901222993,630.0,5,Saturated / potentially underprovided
E01004151,1,0.0,775.0,7,Apparently adequate
E01004152,1,0.0650181327141203,672.0,6,Saturated / potentially underprovided
E01004153,1,0.0619363425902777,748.0,8,Saturated / potentially underprovided
E01004154,1,0.0133329475304783,780.0,10,Apparently adequate
E01004155,4,0.0168307291657503,773.0000000000001,8,Saturated / potentially underprovided
E01004156,1,0.0254832175920138,723.0,8,Saturated / potentially underprovided
E01004157,0,,690.9999999999999,10,Demand-implied desert
E01004158,2,0.0452820216041666,723.0000000000001,9,Saturated / potentially underprovided
E01004159,0,,769.9999999999999,8,Demand-implied desert
E01004160,3,0.004829603909465,773.0,8,Apparently adequate
E01004161,1,0.0,761.0000000000001,9,Apparently adequate
E01004162,3,0.0021966949584619,659.0,7,Apparently adequate
E01004163,0,,877.9999999999999,9,Demand-implied desert
E01004164,0,,718.0,9,Demand-implied desert
E01004165,2,0.0056452546296296,735.0,6,Apparently adequate
E01004166,2,0.0094197530862268,734.0000000000001,8,Apparently adequate
E01004167,0,,611.0000000000001,3,Demand-implied desert
E01004168,0,,809.0,9,Demand-implied desert
E01004169,0,,714.0000000000002,5,Demand-implied desert
E01004170,1,0.0036381172839506,960.0,7,Apparently adequate
E01004171,0,,729.0,9,Demand-implied desert
E01004172,5,0.0052001543209876,738.0,3,Apparently adequate
E01004173,1,0.0,689.9999999999999,8,Apparently adequate
E01004174,2,0.0476091820979938,710.9999999999999,7,Saturated / potentially underprovided
E01004175,1,0.025379629628858,826.0,9,Saturated / potentially underprovided
E01004176,0,,676.0,7,Demand-implied desert
E01004177,3,0.0412211934148662,693.0,5,Saturated / potentially underprovided
E01004178,0,,931.0,6,Demand-implied desert
E01004179,4,0.0085534336418788,838.0,9,Apparently adequate
E01004180,2,0.065017939814429,1027.0,10,Saturated / potentially underprovided
E01004181,4,0.0159901620368441,803.0,7,Apparently adequate
E01004182,4,0.0098674768517071,653.0,4,Apparently adequate
E01004183,0,,680.9999999999999,4,Demand-implied desert
E01004184,0,,659.0,4,Demand-implied desert
E01004185,0,,769.9999999999999,3,Demand-implied desert
E01004186,4,0.0621048418197337,778.0000000000001,7,Saturated / potentially underprovided
E01004187,0,,759.0,6,Demand-implied desert
E01004189,0,,830.0,4,Demand-implied desert
E01004190,0,,747.0,10,Demand-implied desert
E01004191,2,0.0454002700609567,889.0,8,Saturated / potentially underprovided
E01004192,1,0.0172307098757716,846.0000000000001,7,Saturated / potentially underprovided
E01004193,0,,1288.0,7,Demand-implied desert
E01004194,0,,758.0000000000001,7,Demand-implied desert
E01004195,2,0.0126741898142361,715.0000000000001,7,Apparently adequate
E01004196,0,,803.0,9,Demand-implied desert
E01004198,9,0.0357743627107481,216.99999999999997,1,Saturated / potentially underprovided
E01004199,18,0.030424875685378,239.0,1,Saturated / potentially underprovided
E01004200,20,0.0500184413569637,197.99999999999997,6,Saturated / potentially underprovided
E01004201,20,0.0246019290119984,284.99999999999994,3,Saturated / potentially underprovided
E01004202,16,0.0434589843744454,298.0,4,Saturated / potentially underprovided
E01004203,22,0.0144647341466049,250.0,3,Apparently adequate
E01004204,16,0.0092316261571903,281.0,1,Apparently adequate
E01004205,12,0.0339691679519032,284.0,1,Saturated / potentially underprovided
E01004206,6,0.0035787037033822,214.99999999999997,1,Apparently adequate
E01004207,28,0.0084213651894014,219.99999999999997,1,Apparently adequate
E01004208,6,0.0352493998623542,209.99999999999997,4,Saturated / potentially underprovided
E01004209,20,0.031137538579456,211.99999999999997,1,Saturated / potentially underprovided
E01004211,31,0.0217571435677518,226.0,4,Saturated / potentially underprovided
E01004212,15,0.0203233796290895,219.99999999999991,2,Saturated / potentially underprovided
E01004214,3,0.0153843878598251,282.0,1,Apparently adequate
E01004216,14,0.0314509204138007,372.0,4,Saturated / potentially underprovided
E01004217,45,0.0194726680377914,438.0,5,Saturated / potentially underprovided
E01004218,29,0.0134001569812686,455.00000000000006,6,Apparently adequate
E01004219,25,0.0105880864194444,292.0,2,Apparently adequate
E01004221,11,0.0251956369241722,395.0,3,Saturated / potentially underprovided
E01004222,12,0.0061494984566293,504.99999999999994,1,Apparently adequate
E01004223,9,0.0123198445356081,471.0,2,Apparently adequate
E01004226,25,0.0173735956787037,385.99999999999994,2,Saturated / potentially underprovided
E01004228,41,0.0031760294338489,405.99999999999994,6,Apparently adequate
E01004229,32,0.0083093050730131,291.0,3,Apparently adequate
E01004230,35,0.0103425705464616,394.0,3,Apparently adequate
E01004231,42,0.0160386261755033,273.99999999999994,2,Apparently adequate
E01004232,63,0.0060832537231346,409.00000000000006,7,Apparently adequate
E01004233,6,0.0145722093620113,379.0,2,Apparently adequate
E01004234,46,0.0084698990201204,551.0,7,Apparently adequate
E01004235,0,,207.0,1,"Low-demand, no provision"
E01004236,17,0.0332756445163171,273.0,1,Saturated / potentially underprovided
E01004237,1,0.0067060185185185,242.99999999999991,1,Apparently adequate
E01004239,11,0.0372247825464716,307.0,2,Saturated / potentially underprovided
E01004240,32,0.0429018373832224,307.0,1,Saturated / potentially underprovided
E01004241,28,0.0222585289897486,289.0,1,Saturated / potentially underprovided
E01004243,4,0.1368999807052469,213.0,1,Saturated / potentially underprovided
E01004244,29,0.0247813431240421,279.0,1,Saturated / potentially underprovided
E01004245,15,0.0322579475299125,410.0,2,Saturated / potentially underprovided
E01004247,10,0.0206253472215277,330.99999999999994,1,Saturated / potentially underprovided
E01004248,12,0.0170188721702674,274.0,1,Saturated / potentially underprovided
E01004249,5,0.0777901234550154,409.0,1,Saturated / potentially underprovided
E01004251,23,0.0518869766490036,407.0,1,Saturated / potentially underprovided
E01004255,9,0.0549059070625428,273.0,1,Saturated / potentially underprovided
E01004256,23,0.0219711990065083,273.99999999999994,1,Saturated / potentially underprovided
E01004257,39,0.0097223706075003,335.0,1,Apparently adequate
E01004258,3,0.0952854938243312,370.0,6,Saturated / potentially underprovided
E01004259,23,0.0154568572191525,253.0,3,Apparently adequate
E01004260,5,0.052237962961574,279.99999999999994,1,Saturated / potentially underprovided
E01004263,40,0.0404857638883294,253.0,1,Saturated / potentially underprovided
E01004264,5,0.005285185185108,202.0,1,Apparently adequate
E01004266,39,0.0244819365299244,287.0,2,Saturated / potentially underprovided
E01004267,11,2.1710157126823794e-05,391.99999999999994,2,Apparently adequate
E01004268,0,,256.99999999999994,1,"Low-demand, no provision"
E01004270,12,0.0220411040373424,387.0,5,Saturated / potentially underprovided
E01004271,16,0.0268222415118152,369.0,1,Saturated / potentially underprovided
E01004272,7,0.0217995480593584,386.0,1,Saturated / potentially underprovided
E01004274,5,0.0606101080227623,427.0,2,Saturated / potentially underprovided
E01004275,31,0.0218264511146331,480.0,3,Saturated / potentially underprovided
E01004276,3,0.004952417695216,531.0,9,Apparently adequate
E01004277,0,,320.0,9,"Low-demand, no provision"
E01004280,15,0.0169986882708976,371.99999999999994,2,Saturated / potentially underprovided
E01004281,2,0.0397461419735725,388.0,7,Saturated / potentially underprovided
E01004283,15,0.0217604681062757,354.0,1,Saturated / potentially underprovided
E01004286,35,0.0292174933856922,463.99999999999994,2,Saturated / potentially underprovided
E01004287,9,0.0050189043207733,339.0,1,Apparently adequate
E01004288,23,0.0580296732410091,318.0,1,Saturated / potentially underprovided
E01004289,44,0.0265776822033661,346.00000000000006,2,Saturated / potentially underprovided
E01004290,20,0.0352541087955825,290.99999999999994,2,Saturated / potentially underprovided
E01004291,13,0.0665261158584104,459.0,8,Saturated / potentially underprovided
E01004292,2,0.0255119598759645,359.0,9,Saturated / potentially underprovided
E01004293,18,0.0343579068065843,467.99999999999994,9,Saturated / potentially underprovided
E01004295,8,0.023754774305025,267.0,1,Saturated / potentially underprovided
E01004296,8,0.0409786361875,368.0,2,Saturated / potentially underprovided
E01004297,3,0.0205295781890432,525.0,9,Saturated / potentially underprovided
E01004298,9,0.0263359053487654,233.0,1,Saturated / potentially underprovided
E01004300,4,0.011685570987172,245.99999999999997,1,Apparently adequate
E01004301,9,0.022790337791238,210.0,1,Saturated / potentially underprovided
E01004302,6,0.0403876671797196,197.99999999999991,1,Saturated / potentially underprovided
E01004303,7,0.0178839836858465,471.99999999999994,2,Saturated / potentially underprovided
E01004304,14,0.0139276620366604,222.99999999999991,1,Apparently adequate
E01004305,21,0.0107370664312353,287.0,1,Apparently adequate
E01004306,19,0.0398260436966171,275.0,3,Saturated / potentially underprovided
E01004307,19,0.0242892300191073,214.99999999999991,9,Saturated / potentially underprovided
E01004308,6,0.0501611368301826,190.99999999999997,2,Saturated / potentially underprovided
E01004309,10,0.0142244984565586,254.99999999999991,1,Apparently adequate
E01004310,8,0.0467806471827256,217.99999999999991,3,Saturated / potentially underprovided
E01004311,11,0.0482300785619037,274.0,1,Saturated / potentially underprovided
E01004312,5,0.0085019290119598,194.0,1,Apparently adequate
E01004313,19,0.0425272904472262,254.99999999999997,1,Saturated / potentially underprovided
E01004315,11,0.0245542227830387,247.99999999999997,4,Saturated / potentially underprovided
E01004316,19,0.0384500284267584,131.0,2,Saturated / potentially underprovided
E01004319,27,0.0314677211926297,281.0,1,Saturated / potentially underprovided
E01004321,28,0.0454562114190365,253.99999999999997,2,Saturated / potentially underprovided
E01004322,9,0.020467121055727,165.99999999999997,1,Saturated / potentially underprovided
E01004323,16,0.048121141974754,224.99999999999997,2,Saturated / potentially underprovided
E01004324,19,0.0123878736189083,215.0,1,Apparently adequate
E01004326,20,0.0600516203695794,211.99999999999991,2,Saturated / potentially underprovided
E01004327,6,0.0105639146087319,380.0,4,Apparently adequate
E01004328,13,0.0095658089978038,408.0,5,Apparently adequate
E01004329,20,0.0029095679011766,416.0,4,Apparently adequate
E01004330,16,0.007305073302228,449.0,7,Apparently adequate
E01004331,16,0.0159851707173032,412.0,3,Apparently adequate
E01004332,18,0.008451838991448,414.0,3,Apparently adequate
E01004333,9,0.036318887173954,373.00000000000006,3,Saturated / potentially underprovided
E01004334,7,0.020192019400022,270.99999999999994,1,Saturated / potentially underprovided
E01004335,8,0.001574556327064,389.0,1,Apparently adequate
E01004336,12,0.0064950703015662,296.0,4,Apparently adequate
E01004337,12,0.0117076260287101,382.0,2,Apparently adequate
E01004338,10,0.0040372685183256,362.0,6,Apparently adequate
E01004339,11,0.0082386714362724,477.0,5,Apparently adequate
E01004340,11,0.0024371141974607,412.0,2,Apparently adequate
E01004341,3,0.0037417695471965,429.99999999999994,2,Apparently adequate
E01004342,9,0.0001961162551011,575.0,4,Apparently adequate
E01004343,8,0.0019238522374131,681.0,7,Apparently adequate
E01004344,12,0.0058482510286136,554.0,4,Apparently adequate
E01004345,11,0.0078355429290474,507.0,5,Apparently adequate
E01004346,11,0.0013517115598695,561.9999999999999,6,Apparently adequate
E01004347,8,0.00149295910489,559.0,6,Apparently adequate
E01004348,16,0.0022087914736689,781.9999999999999,5,Apparently adequate
E01004349,5,2.0138888811728396e-05,673.0,5,Apparently adequate
E01004350,3,0.0102083333327546,784.0,5,Apparently adequate
E01004351,2,0.0,831.9999999999998,8,Apparently adequate
E01004352,5,0.0,946.0,9,Apparently adequate
E01004353,3,7.27880658436214e-05,934.0,8,Apparently adequate
E01004354,7,0.0047673059962797,802.0,7,Apparently adequate
E01004355,2,0.004304012345679,741.0,4,Apparently adequate
E01004356,3,0.0,779.0000000000001,6,Apparently adequate
E01004357,0,,758.0,7,Demand-implied desert
E01004358,4,0.000816743827064,901.9999999999998,7,Apparently adequate
E01004359,6,0.0,804.0,8,Apparently adequate
E01004360,3,0.003889403292181,678.0,9,Apparently adequate
E01004361,7,0.0013912588182319,739.9999999999999,8,Apparently adequate
E01004362,8,0.0,492.0,7,Apparently adequate
E01004363,17,0.0101166825524237,477.00000000000006,7,Apparently adequate
E01004364,19,0.0061825860946637,513.0,2,Apparently adequate
E01004365,8,2.618634259259259e-05,485.99999999999994,3,Apparently adequate
E01004366,13,0.0153078406929012,568.0,7,Apparently adequate
E01004367,11,0.0041213524128787,378.0,5,Apparently adequate
E01004368,8,0.0100033275461516,661.0,7,Apparently adequate
E01004369,12,0.0041689814812885,405.0,5,Apparently adequate
E01004370,13,0.0056348824784247,494.99999999999994,6,Apparently adequate
E01004371,14,0.0018149112654045,419.0,8,Apparently adequate
E01004372,6,0.0016978523661908,399.0,7,Apparently adequate
E01004373,7,0.0065535714283509,380.0,5,Apparently adequate
E01004374,14,0.002119536761388,441.0,7,Apparently adequate
E01004375,12,0.0100270704730581,448.00000000000006,6,Apparently adequate
E01004376,8,0.0626447723759162,367.0,6,Saturated / potentially underprovided
E01004377,14,0.0047060185184358,753.0,8,Apparently adequate
E01004378,10,0.001329359567824,589.0,6,Apparently adequate
E01004379,5,0.0,738.0,9,Apparently adequate
E01004380,4,0.0076590470676601,695.0,7,Apparently adequate
E01004381,20,0.0056791666665702,732.9999999999999,7,Apparently adequate
E01004382,6,6.558641911008231e-06,511.0,2,Apparently adequate
E01004383,8,0.0,721.0000000000001,8,Apparently adequate
E01004384,5,0.0068950617281635,728.0,3,Apparently adequate
E01004385,12,0.0065697980963541,588.0,5,Apparently adequate
E01004386,10,0.0013159336418595,923.0,10,Apparently adequate
E01004387,5,0.0179244598762345,689.0,10,Saturated / potentially underprovided
E01004388,4,0.0,617.0,6,Apparently adequate
E01004389,6,0.0,766.0,3,Apparently adequate
E01004390,2,0.0,693.0000000000001,4,Apparently adequate
E01004391,8,0.013319251542824,479.99999999999994,4,Apparently adequate
E01004392,10,0.0070264660489197,513.0,4,Apparently adequate
E01004393,3,0.0044318415636574,325.99999999999994,3,Apparently adequate
E01004394,5,0.0030273148145833,459.0,3,Apparently adequate
E01004395,17,0.0035281635801107,441.0,7,Apparently adequate
E01004396,5,0.0073973765430555,431.0,6,Apparently adequate
E01004397,15,0.0013122427983024,533.0,5,Apparently adequate
E01004398,6,0.0054340277774562,593.0,2,Apparently adequate
E01004399,3,3.6008230452674896e-06,534.0,2,Apparently adequate
E01004400,8,6.992669753086419e-06,509.0,3,Apparently adequate
E01004401,13,0.0043585292020269,573.0,4,Apparently adequate
E01004402,10,0.0029241126540702,488.99999999999994,3,Apparently adequate
E01004403,5,0.0057908950617283,722.0,3,Apparently adequate
E01004404,9,0.0047755701302726,665.0,2,Apparently adequate
E01004405,13,0.0084344432572412,435.0,5,Apparently adequate
E01004406,6,0.0005530478395061,365.0,5,Apparently adequate
E01004407,2,0.0018028549382716,304.99999999999994,1,Apparently adequate
E01004408,8,0.0088130063654755,404.0,6,Apparently adequate
E01004409,15,0.0029862139916666,372.99999999999994,4,Apparently adequate
E01004410,10,0.0048136574071566,440.0,4,Apparently adequate
E01004411,7,0.0043097993825507,407.00000000000006,6,Apparently adequate
E01004412,10,0.0021133101850694,454.0,7,Apparently adequate
E01004413,0,,645.0,4,Demand-implied desert
E01004414,4,0.0005753279320987,695.0,6,Apparently adequate
E01004415,2,0.0095489969135802,692.9999999999999,4,Apparently adequate
E01004416,5,0.004104629629591,785.9999999999999,7,Apparently adequate
E01004417,2,0.0012638888888888,707.0000000000001,7,Apparently adequate
E01004418,11,0.0060644290122053,697.0,6,Apparently adequate
E01004419,9,0.0045872556583076,929.0,4,Apparently adequate
E01004420,13,0.0025361170463556,460.0,2,Apparently adequate
E01004421,13,0.006791785375,530.0,4,Apparently adequate
E01004422,10,0.005006018518287,594.0,5,Apparently adequate
E01004423,9,0.0159003343618398,408.0,3,Apparently adequate
E01004424,8,0.0103843074845196,504.0,3,Apparently adequate
E01004425,13,0.0017438568374732,439.00000000000006,4,Apparently adequate
E01004426,15,0.0026470164608539,485.0,6,Apparently adequate
E01004427,9,0.003592721193287,424.99999999999994,4,Apparently adequate
E01004428,7,5.566578428130512e-06,469.0,1,Apparently adequate
E01004429,6,0.0087350823043338,426.0,5,Apparently adequate
E01004430,7,0.0079585537911706,507.99999999999994,5,Apparently adequate
E01004432,13,0.0068335707499703,452.0,5,Apparently adequate
