lsoa_code,e_i,u_i,V_i,london_income_decile,mismatch_category
E01000001,1,0.2439112653715277,331.0,10,Saturated / potentially underprovided
E01000002,1,0.0159715952928723,296.0,10,Apparently adequate
E01000003,0,,219.99999999999991,9,"Low-demand, no provision"
E01000005,0,,119.0,7,"Low-demand, no provision"
E01000006,0,,516.0,4,"Low-demand, no provision"
E01000007,0,,529.0,1,"Low-demand, no provision"
E01000008,0,,338.0,1,"Low-demand, no provision"
E01000009,1,0.212976176693287,404.0,2,Saturated / potentially underprovided
E01000011,0,,358.0,2,"Low-demand, no provision"
E01000012,1,0.0640728202142168,473.0,1,Saturated / potentially underprovided
E01000013,0,,534.0,3,"Low-demand, no provision"
E01000014,0,,618.0,4,Demand-implied desert
E01000015,0,,698.0,2,Demand-implied desert
E01000016,0,,616.0,3,Demand-implied desert
E01000017,0,,562.0,2,Demand-implied desert
E01000018,0,,621.0000000000001,3,Demand-implied desert
E01000019,0,,519.9999999999999,2,"Low-demand, no provision"
E01000020,0,,675.0,4,Demand-implied desert
E01000021,0,,534.0,2,"Low-demand, no provision"
E01000022,0,,500.00000000000006,3,"Low-demand, no provision"
E01000024,0,,506.00000000000006,3,"Low-demand, no provision"
E01000025,0,,604.0,3,Demand-implied desert
E01000027,0,,694.0,2,Demand-implied desert
E01000028,0,,512.0,2,"Low-demand, no provision"
E01000029,0,,779.0,7,Demand-implied desert
E01000030,0,,792.0,2,Demand-implied desert
E01000031,0,,691.0,6,Demand-implied desert
E01000032,0,,688.9999999999999,4,Demand-implied desert
E01000033,0,,517.0,2,"Low-demand, no provision"
E01000034,0,,560.0,4,Demand-implied desert
E01000035,3,0.1097373799667866,569.0,4,Saturated / potentially underprovided
E01000036,0,,500.0,4,"Low-demand, no provision"
E01000037,0,,785.0,6,Demand-implied desert
E01000038,0,,670.0,6,Demand-implied desert
E01000039,0,,737.0,6,Demand-implied desert
E01000040,0,,515.0,2,"Low-demand, no provision"
E01000041,0,,602.0,3,Demand-implied desert
E01000042,0,,487.0,1,"Low-demand, no provision"
E01000043,0,,477.0,5,"Low-demand, no provision"
E01000044,0,,469.00000000000006,3,"Low-demand, no provision"
E01000045,0,,524.0,3,"Low-demand, no provision"
E01000046,0,,608.0,3,Demand-implied desert
E01000049,1,0.1532857831761188,435.0,4,Saturated / potentially underprovided
E01000050,0,,452.0,3,"Low-demand, no provision"
E01000051,1,0.0,233.0,1,Apparently adequate
E01000052,0,,598.0,2,Demand-implied desert
E01000053,1,0.1135201581768904,502.0,3,Saturated / potentially underprovided
E01000054,0,,618.0,3,Demand-implied desert
E01000055,0,,542.9999999999999,3,Demand-implied desert
E01000056,0,,533.0,1,"Low-demand, no provision"
E01000057,2,0.0,433.0,3,Apparently adequate
E01000058,0,,633.0,3,Demand-implied desert
E01000059,1,0.0750745563256173,589.0,3,Saturated / potentially underprovided
E01000060,0,,641.0,2,Demand-implied desert
E01000061,0,,465.0,1,"Low-demand, no provision"
E01000062,1,0.118656925152199,744.9999999999999,3,Saturated / potentially underprovided
E01000063,0,,585.9999999999999,4,Demand-implied desert
E01000064,0,,755.0,3,Demand-implied desert
E01000065,1,0.1230733024664351,651.0,1,Saturated / potentially underprovided
E01000066,1,0.0813431712954282,776.9999999999999,6,Saturated / potentially underprovided
E01000067,0,,737.0000000000001,4,Demand-implied desert
E01000068,0,,535.0,5,Demand-implied desert
E01000069,1,0.0354682355955504,754.9999999999999,8,Saturated / potentially underprovided
E01000070,2,0.0491489519022472,698.0,6,Saturated / potentially underprovided
E01000071,0,,877.9999999999998,5,Demand-implied desert
E01000072,0,,631.0,2,Demand-implied desert
E01000073,0,,617.0,2,Demand-implied desert
E01000074,0,,559.0,3,Demand-implied desert
E01000075,1,0.0190861625511831,666.0,4,Saturated / potentially underprovided
E01000076,0,,660.0,3,Demand-implied desert
E01000077,0,,515.0,2,"Low-demand, no provision"
E01000078,0,,592.0000000000001,2,Demand-implied desert
E01000079,1,0.2445590277734375,545.0,3,Saturated / potentially underprovided
E01000080,0,,579.9999999999999,4,Demand-implied desert
E01000081,0,,655.9999999999999,4,Demand-implied desert
E01000082,0,,685.0,3,Demand-implied desert
E01000083,1,0.2530785107972608,611.0,2,Saturated / potentially underprovided
E01000084,2,0.070754259900045,416.0,3,Saturated / potentially underprovided
E01000085,0,,451.0,2,"Low-demand, no provision"
E01000086,0,,428.0,2,"Low-demand, no provision"
E01000087,1,0.0088531378600823,500.0,2,Apparently adequate
E01000088,0,,582.0,4,Demand-implied desert
E01000089,0,,574.0,2,Demand-implied desert
E01000090,0,,527.0,2,"Low-demand, no provision"
E01000091,2,0.0421535493814621,555.0,1,Saturated / potentially underprovided
E01000093,0,,462.0,1,"Low-demand, no provision"
E01000094,0,,720.0,3,Demand-implied desert
E01000095,0,,706.0,1,Demand-implied desert
E01000096,2,0.0489269065061085,435.99999999999994,2,Saturated / potentially underprovided
E01000097,0,,599.0,2,Demand-implied desert
E01000098,0,,600.0000000000001,2,Demand-implied desert
E01000099,0,,964.0,4,Demand-implied desert
E01000100,0,,619.9999999999999,4,Demand-implied desert
E01000101,1,0.0026021090533693,558.0,2,Apparently adequate
E01000102,0,,578.0,2,Demand-implied desert
E01000103,0,,617.0,3,Demand-implied desert
E01000104,0,,589.0,2,Demand-implied desert
E01000105,0,,647.0,1,Demand-implied desert
E01000106,0,,636.0,1,Demand-implied desert
E01000107,0,,635.0000000000001,4,Demand-implied desert
E01000108,0,,628.0,3,Demand-implied desert
E01000110,0,,637.0,6,Demand-implied desert
E01000111,1,0.0337749807093942,654.0,4,Saturated / potentially underprovided
E01000112,0,,653.0,5,Demand-implied desert
E01000113,3,0.0824387860066872,594.0,4,Saturated / potentially underprovided
E01000114,0,,817.0000000000001,3,Demand-implied desert
E01000115,0,,747.0,10,Demand-implied desert
E01000116,6,0.1034448945351723,794.0,8,Saturated / potentially underprovided
E01000117,4,0.0584270833274016,857.0000000000001,8,Saturated / potentially underprovided
E01000118,1,0.0,964.0,8,Apparently adequate
E01000119,1,0.0221902006153549,824.0000000000001,8,Saturated / potentially underprovided
E01000120,2,0.0040044367282021,735.0,9,Apparently adequate
E01000121,0,,563.0,4,Demand-implied desert
E01000122,1,0.0183788580239197,704.0,8,Saturated / potentially underprovided
E01000123,2,0.0090532407405478,795.0,6,Apparently adequate
E01000124,4,0.0155549768514178,600.0,4,Apparently adequate
E01000126,2,0.0020381944444444,698.0,2,Apparently adequate
E01000127,0,,469.00000000000006,2,"Low-demand, no provision"
E01000128,0,,684.0,3,Demand-implied desert
E01000129,0,,384.00000000000006,1,"Low-demand, no provision"
E01000130,0,,644.9999999999999,4,Demand-implied desert
E01000131,3,0.1354884902180426,680.0,5,Saturated / potentially underprovided
E01000132,0,,520.0,2,"Low-demand, no provision"
E01000133,0,,539.0,2,Demand-implied desert
E01000134,0,,550.0,4,Demand-implied desert
E01000135,6,0.0664063785994727,673.0,8,Saturated / potentially underprovided
E01000136,6,0.0220631430029578,687.0,10,Saturated / potentially underprovided
E01000137,7,0.011499944885141,428.99999999999994,2,Apparently adequate
E01000138,3,0.0117824074067644,573.0,3,Apparently adequate
E01000139,8,0.0355163966041666,508.00000000000006,7,Saturated / potentially underprovided
E01000140,7,0.0499763833721064,611.0,6,Saturated / potentially underprovided
E01000141,6,0.0061567001021733,368.0,2,Apparently adequate
E01000142,7,0.0323312940909391,680.0,3,Saturated / potentially underprovided
E01000143,4,0.06482904127527,423.0,2,Saturated / potentially underprovided
E01000144,3,0.0318143004104938,456.0,5,Saturated / potentially underprovided
E01000145,10,0.0108810185183256,551.0,4,Apparently adequate
E01000146,5,0.0089314043206018,489.0,6,Apparently adequate
E01000147,3,0.0819369212890946,737.0,7,Saturated / potentially underprovided
E01000150,1,0.0189259259247685,831.9999999999998,3,Saturated / potentially underprovided
E01000151,0,,403.0,1,"Low-demand, no provision"
E01000152,0,,830.0,3,Demand-implied desert
E01000153,0,,599.0,2,Demand-implied desert
E01000154,0,,488.0,2,"Low-demand, no provision"
E01000156,11,0.0151221590904531,661.0,8,Apparently adequate
E01000157,11,0.006321934623562,531.0,6,Apparently adequate
E01000158,7,0.0101958223100198,564.0000000000001,6,Apparently adequate
E01000159,2,0.0277139274685571,846.0,7,Saturated / potentially underprovided
E01000160,4,0.0059820601850887,750.0000000000001,6,Apparently adequate
E01000161,10,0.0079804783949459,719.0,5,Apparently adequate
E01000162,3,0.0730453960807613,598.0,6,Saturated / potentially underprovided
E01000163,5,0.0097355709873456,547.0,2,Apparently adequate
E01000164,4,0.0152807677467206,551.0,2,Apparently adequate
E01000165,0,,734.0,5,Demand-implied desert
E01000166,0,,829.0,6,Demand-implied desert
E01000167,3,0.0025749742795781,616.0,4,Apparently adequate
E01000168,0,,825.0,9,Demand-implied desert
E01000169,0,,808.0,8,Demand-implied desert
E01000170,0,,821.0,6,Demand-implied desert
E01000171,2,0.0738613040113811,812.0,2,Saturated / potentially underprovided
E01000172,0,,841.0,9,Demand-implied desert
E01000173,6,0.0008514660493184,782.0,8,Apparently adequate
E01000174,4,0.0512013406588541,663.0,5,Saturated / potentially underprovided
E01000175,2,0.0254114583327546,908.0,9,Saturated / potentially underprovided
E01000176,3,0.0153554526739969,599.0,3,Apparently adequate
E01000177,2,0.0068541666664737,595.0,8,Apparently adequate
E01000178,11,0.0153543771032898,592.0,8,Apparently adequate
E01000179,10,0.003421990740625,659.0,8,Apparently adequate
E01000180,2,0.0139295910489969,529.0,4,Apparently adequate
E01000181,8,0.0379823977577883,567.0,9,Saturated / potentially underprovided
E01000182,13,0.023050866571136,533.0,10,Saturated / potentially underprovided
E01000183,16,0.0026786506558159,579.0,9,Apparently adequate
E01000184,2,0.0,577.0,3,Apparently adequate
E01000185,0,,406.0,2,"Low-demand, no provision"
E01000186,0,,838.0,8,Demand-implied desert
E01000187,1,0.0,722.0,4,Apparently adequate
E01000188,0,,886.0,6,Demand-implied desert
E01000189,6,0.0584403292157921,915.0,3,Saturated / potentially underprovided
E01000190,3,0.0173422067890946,809.0,8,Saturated / potentially underprovided
E01000191,3,0.0196129115205118,781.0,7,Saturated / potentially underprovided
E01000192,1,0.0172829218088991,749.0000000000001,5,Saturated / potentially underprovided
E01000193,2,0.0126388888881172,715.0,4,Apparently adequate
E01000194,6,0.0956664416065136,593.0,2,Saturated / potentially underprovided
E01000195,1,0.0001983024683641,634.0,2,Apparently adequate
E01000196,7,0.1064599592076444,695.0,6,Saturated / potentially underprovided
E01000197,9,0.0334555469814814,645.0,7,Saturated / potentially underprovided
E01000198,2,0.0,994.0,6,Apparently adequate
E01000199,9,0.0032748199585905,817.0,8,Apparently adequate
E01000200,8,0.0111816165121527,939.0,8,Apparently adequate
E01000201,4,0.0052050540118634,851.0,10,Apparently adequate
E01000202,5,0.0174587962957561,731.0000000000001,8,Saturated / potentially underprovided
E01000203,0,,707.9999999999999,3,Demand-implied desert
E01000204,14,0.037311315034419,775.0,9,Saturated / potentially underprovided
E01000205,15,0.0109477109048096,729.0000000000001,9,Apparently adequate
E01000206,3,0.0145842978386702,885.0,10,Apparently adequate
E01000207,11,0.0191555485390011,801.0000000000001,9,Saturated / potentially underprovided
E01000208,4,0.0157831790120563,765.9999999999999,10,Apparently adequate
E01000209,27,0.0138101708955475,685.9999999999999,9,Apparently adequate
E01000210,10,0.006422453703395,675.9999999999999,10,Apparently adequate
E01000211,27,0.0434836176788766,551.0,4,Saturated / potentially underprovided
E01000212,13,0.0131993114905923,605.9999999999999,8,Apparently adequate
E01000213,1,0.0,750.0,10,Apparently adequate
E01000214,7,0.0117119157843915,636.0,9,Apparently adequate
E01000215,6,0.0067119984566615,711.0,1,Apparently adequate
E01000216,12,0.0045443351336484,670.0,5,Apparently adequate
E01000217,4,0.0456057098754822,665.0,4,Saturated / potentially underprovided
E01000218,8,0.0569490740672501,575.0,2,Saturated / potentially underprovided
E01000219,3,0.0,606.0,2,Apparently adequate
E01000220,11,0.0085360900670945,533.0,1,Apparently adequate
E01000221,2,0.0,341.0,1,Apparently adequate
E01000222,1,0.013155864197145,644.0,3,Apparently adequate
E01000223,1,0.0,581.0,1,Apparently adequate
E01000224,2,0.0062972608022762,553.0,2,Apparently adequate
E01000225,3,0.0,759.0,5,Apparently adequate
E01000226,0,,601.0,1,Demand-implied desert
E01000227,0,,839.0,8,Demand-implied desert
E01000228,1,0.0,744.0,7,Apparently adequate
E01000229,0,,667.0,3,Demand-implied desert
E01000230,5,0.0735043209801311,871.0000000000001,6,Saturated / potentially underprovided
E01000231,3,0.013425282921039,796.0,5,Apparently adequate
E01000232,1,0.0,919.0,6,Apparently adequate
E01000233,1,0.0129764660493827,879.0,8,Apparently adequate
E01000234,4,0.0241083622663966,799.0,7,Saturated / potentially underprovided
E01000235,0,,670.0,4,Demand-implied desert
E01000236,3,0.0021360596706532,700.0,3,Apparently adequate
E01000237,5,0.04392168209402,677.0,6,Saturated / potentially underprovided
E01000238,13,0.0025392924974774,706.0,5,Apparently adequate
E01000239,2,0.104523244588831,706.0,3,Saturated / potentially underprovided
E01000240,2,0.0160691165108603,724.9999999999999,5,Apparently adequate
E01000241,1,0.0211577932094907,789.0,6,Saturated / potentially underprovided
E01000242,1,0.0022681327156635,743.9999999999999,6,Apparently adequate
E01000243,3,0.0637067258167438,614.0,4,Saturated / potentially underprovided
E01000244,4,0.0052487461419753,483.0,6,Apparently adequate
E01000245,7,0.0530453317844466,557.0,2,Saturated / potentially underprovided
E01000246,2,0.0738113425908564,812.9999999999999,9,Saturated / potentially underprovided
E01000247,0,,834.0000000000002,8,Demand-implied desert
E01000248,26,0.0114228988600575,700.0,8,Apparently adequate
E01000249,3,0.0023657407407407,843.0,10,Apparently adequate
E01000250,1,0.0339614197527006,1049.0,7,Saturated / potentially underprovided
E01000251,6,0.0107509002053755,869.0,6,Apparently adequate
E01000252,0,,814.0000000000001,7,Demand-implied desert
E01000253,1,0.0147060185185185,1223.0,10,Apparently adequate
E01000254,5,0.0197749999992283,833.0,10,Saturated / potentially underprovided
E01000255,5,0.0045329475306327,770.0,6,Apparently adequate
E01000256,0,,885.0,7,Demand-implied desert
E01000257,1,0.0,729.0,4,Apparently adequate
E01000258,0,,913.9999999999998,8,Demand-implied desert
E01000259,2,0.009442901234375,1195.0,6,Apparently adequate
E01000260,0,,942.0,5,Demand-implied desert
E01000261,0,,892.0,9,Demand-implied desert
E01000263,0,,896.0,10,Demand-implied desert
E01000264,11,0.0963209701084105,794.0,5,Saturated / potentially underprovided
E01000265,2,0.0063003472220293,751.0,4,Apparently adequate
E01000266,2,0.0245216049376929,831.0,10,Saturated / potentially underprovided
E01000267,1,0.0071153549378858,807.0,8,Apparently adequate
E01000268,9,0.0532927383349408,808.0,3,Saturated / potentially underprovided
E01000269,3,0.0225747170775462,706.0,8,Saturated / potentially underprovided
E01000270,3,0.0287970678995627,768.9999999999999,7,Saturated / potentially underprovided
E01000271,2,0.0955275848646797,845.9999999999999,9,Saturated / potentially underprovided
E01000272,1,0.0,797.0,9,Apparently adequate
E01000273,5,0.0738282021514274,756.0,5,Saturated / potentially underprovided
E01000274,3,0.0322406121390174,785.0,5,Saturated / potentially underprovided
E01000275,3,0.0346838991759259,757.0,7,Saturated / potentially underprovided
E01000276,0,,760.0,10,Demand-implied desert
E01000277,3,0.0199196244848251,510.99999999999994,5,Saturated / potentially underprovided
E01000278,0,,728.0,10,Demand-implied desert
E01000279,0,,945.0,10,Demand-implied desert
E01000280,0,,802.0,10,Demand-implied desert
E01000281,0,,679.0,6,Demand-implied desert
E01000282,1,0.0170177469128086,797.0,9,Saturated / potentially underprovided
E01000283,0,,755.0,10,Demand-implied desert
E01000284,12,0.030497620882298,706.0,5,Saturated / potentially underprovided
E01000285,3,0.0553330761309156,705.0,7,Saturated / potentially underprovided
E01000286,2,0.0951064814785879,718.0,4,Saturated / potentially underprovided
E01000287,1,0.0234263117276234,655.0,5,Saturated / potentially underprovided
E01000288,1,0.0020015432091049,685.0,7,Apparently adequate
E01000289,1,0.0,507.0,1,Apparently adequate
E01000290,1,0.0080385802461419,890.0,6,Apparently adequate
E01000291,0,,609.0,6,Demand-implied desert
E01000292,1,0.0,689.0,8,Apparently adequate
E01000293,3,0.0015879629629629,779.0,9,Apparently adequate
E01000294,4,0.0034347029319058,757.0000000000001,7,Apparently adequate
E01000295,9,0.0561437328522376,577.0,8,Saturated / potentially underprovided
E01000296,7,0.0107808090820656,563.0,7,Apparently adequate
E01000297,3,3.8580246913580246e-05,478.0,7,Apparently adequate
E01000298,11,0.0510085051860795,570.0,6,Saturated / potentially underprovided
E01000299,9,0.0257419624456447,635.0,5,Saturated / potentially underprovided
E01000300,1,0.0,624.9999999999999,7,Apparently adequate
E01000301,0,,635.0,9,Demand-implied desert
E01000302,9,0.0139674211240997,538.0,5,Apparently adequate
E01000303,4,0.0051723572530864,598.0,9,Apparently adequate
E01000304,9,0.0096368741423182,527.0,7,Apparently adequate
E01000305,3,0.0285690586413323,476.0,2,Saturated / potentially underprovided
E01000306,3,0.0426139403275462,500.00000000000006,6,Saturated / potentially underprovided
E01000307,5,0.03385262345625,523.0,3,Saturated / potentially underprovided
E01000308,1,0.0,638.0,5,Apparently adequate
E01000309,4,0.0111490162034143,721.0,6,Apparently adequate
E01000310,11,0.0184470348302444,688.0,3,Saturated / potentially underprovided
E01000311,6,0.0108768647116126,667.0,7,Apparently adequate
E01000312,0,,592.0,4,Demand-implied desert
E01000313,3,0.0116608796292438,494.0,3,Apparently adequate
E01000314,11,0.049330054007716,711.0,7,Saturated / potentially underprovided
E01000315,1,0.069279706787037,627.0,3,Saturated / potentially underprovided
E01000316,5,0.0140649691351851,769.0,5,Apparently adequate
E01000317,8,0.0049068769287229,568.0,6,Apparently adequate
E01000318,8,0.0080157214501832,779.9999999999999,7,Apparently adequate
E01000319,7,0.0094433421512345,587.0,9,Apparently adequate
E01000320,4,0.0605521797779224,788.9999999999999,7,Saturated / potentially underprovided
E01000321,11,0.0202995931517957,651.0,6,Saturated / potentially underprovided
E01000322,3,0.0023713991768261,676.0,5,Apparently adequate
E01000323,9,0.060202181920739,624.0,5,Saturated / potentially underprovided
E01000324,8,0.0009461323301986,773.0,8,Apparently adequate
E01000325,0,,911.0,10,Demand-implied desert
E01000326,0,,678.0,9,Demand-implied desert
E01000327,0,,877.0,9,Demand-implied desert
E01000328,0,,819.9999999999999,9,Demand-implied desert
E01000329,1,0.0,772.0,7,Apparently adequate
E01000330,0,,699.0,7,Demand-implied desert
E01000331,0,,738.0,5,Demand-implied desert
E01000332,1,0.0,744.0,8,Apparently adequate
E01000333,4,0.0220202546291956,761.0,4,Saturated / potentially underprovided
E01000334,0,,788.0000000000001,8,Demand-implied desert
E01000335,1,0.1165821759224537,984.0,5,Saturated / potentially underprovided
E01000336,0,,579.0,3,Demand-implied desert
E01000337,3,0.1286324588455504,646.0,5,Saturated / potentially underprovided
E01000338,0,,750.9999999999999,6,Demand-implied desert
E01000339,0,,806.9999999999998,7,Demand-implied desert
E01000340,2,5.922067901234568e-05,830.0000000000001,9,Apparently adequate
E01000341,2,0.0085878665123456,863.0,9,Apparently adequate
E01000342,0,,820.9999999999998,9,Demand-implied desert
E01000343,0,,809.0,9,Demand-implied desert
E01000344,1,0.0133360339506172,808.0,9,Apparently adequate
E01000345,0,,751.0,10,Demand-implied desert
E01000346,3,0.0476724537024176,854.0000000000001,10,Saturated / potentially underprovided
E01000347,0,,738.0,8,Demand-implied desert
E01000348,0,,900.0,10,Demand-implied desert
E01000349,0,,967.0,10,Demand-implied desert
E01000350,0,,804.0,10,Demand-implied desert
E01000351,1,0.0,902.0,9,Apparently adequate
E01000352,0,,822.9999999999998,7,Demand-implied desert
E01000353,1,0.0198761574066358,936.0,10,Saturated / potentially underprovided
E01000354,2,0.0173504050921103,714.0000000000001,7,Saturated / potentially underprovided
E01000355,1,0.0,830.0000000000001,10,Apparently adequate
E01000356,1,0.0004999999996141,773.0,10,Apparently adequate
E01000357,1,1.1574074074074074e-06,749.9999999999999,10,Apparently adequate
E01000358,0,,820.0,9,Demand-implied desert
E01000359,0,,679.0,10,Demand-implied desert
E01000360,3,0.012830889917181,713.0,6,Apparently adequate
E01000361,0,,829.0,9,Demand-implied desert
E01000362,1,0.0058499228375771,895.0,8,Apparently adequate
E01000363,0,,827.0,9,Demand-implied desert
E01000364,1,0.0016454475304783,926.0,9,Apparently adequate
E01000365,0,,722.0000000000001,8,Demand-implied desert
E01000366,1,0.0018834876539351,718.9999999999999,8,Apparently adequate
E01000367,0,,870.0,4,Demand-implied desert
E01000368,0,,701.0,4,Demand-implied desert
E01000369,1,0.0049648919749228,871.0,9,Apparently adequate
E01000370,0,,819.0,9,Demand-implied desert
E01000371,0,,831.9999999999998,8,Demand-implied desert
E01000372,0,,706.0,4,Demand-implied desert
E01000373,0,,459.99999999999994,3,"Low-demand, no provision"
E01000374,1,0.0,627.0,3,Apparently adequate
E01000375,0,,948.0,7,Demand-implied desert
E01000376,0,,799.0,8,Demand-implied desert
E01000377,3,0.0127809927969393,797.0,9,Apparently adequate
E01000379,0,,823.0000000000001,7,Demand-implied desert
E01000380,0,,907.0,5,Demand-implied desert
E01000381,0,,760.0,5,Demand-implied desert
E01000382,0,,890.0,10,Demand-implied desert
E01000383,1,0.0,929.0,8,Apparently adequate
E01000384,4,0.0066227816355131,782.0,7,Apparently adequate
E01000385,2,0.0,858.0,4,Apparently adequate
E01000386,1,0.0076049382712191,552.0,2,Apparently adequate
E01000387,0,,863.0,9,Demand-implied desert
E01000388,0,,770.0,9,Demand-implied desert
E01000389,0,,856.9999999999999,9,Demand-implied desert
E01000390,2,0.0337102623451003,719.0,9,Saturated / potentially underprovided
E01000391,0,,842.0000000000001,8,Demand-implied desert
E01000392,0,,687.0,5,Demand-implied desert
E01000393,3,0.0041577289093364,774.0,9,Apparently adequate
E01000394,0,,735.0,9,Demand-implied desert
E01000395,3,0.0023454218104423,802.0000000000001,10,Apparently adequate
E01000396,2,0.0073847415122492,723.0,9,Apparently adequate
E01000398,0,,745.0000000000001,7,Demand-implied desert
E01000399,3,0.0056194058639403,769.0,9,Apparently adequate
E01000400,1,0.0,695.0,8,Apparently adequate
E01000401,0,,710.0,5,Demand-implied desert
E01000402,0,,659.0,4,Demand-implied desert
E01000403,1,0.0573927469124228,846.0,3,Saturated / potentially underprovided
E01000404,0,,728.0,3,Demand-implied desert
E01000405,0,,598.0,3,Demand-implied desert
E01000406,1,0.0397372685177469,847.0000000000001,6,Saturated / potentially underprovided
E01000407,1,0.0664529320983796,874.9999999999999,8,Saturated / potentially underprovided
E01000408,0,,636.9999999999999,4,Demand-implied desert
E01000409,0,,869.0,9,Demand-implied desert
E01000410,2,0.026038676697145,798.0,9,Saturated / potentially underprovided
E01000411,0,,761.0,9,Demand-implied desert
E01000412,1,0.0,846.0,9,Apparently adequate
E01000413,2,0.0075348186724537,710.0,9,Apparently adequate
E01000414,0,,749.9999999999998,6,Demand-implied desert
E01000415,0,,802.0,10,Demand-implied desert
E01000416,2,0.0707559799367284,495.0,5,Saturated / potentially underprovided
E01000417,0,,756.0,7,Demand-implied desert
E01000418,0,,736.0000000000001,6,Demand-implied desert
E01000419,1,0.0851209490725308,780.0,10,Saturated / potentially underprovided
E01000420,0,,808.0,8,Demand-implied desert
E01000421,0,,835.0,10,Demand-implied desert
E01000422,1,0.0,341.0,4,Apparently adequate
E01000423,0,,809.0,10,Demand-implied desert
E01000424,1,0.01424537036902,907.0,10,Apparently adequate
E01000425,0,,921.0,10,Demand-implied desert
E01000426,2,0.0132060185179398,845.0,9,Apparently adequate
E01000427,0,,992.0,8,Demand-implied desert
E01000428,0,,797.0,5,Demand-implied desert
E01000429,0,,533.0,2,"Low-demand, no provision"
E01000430,1,0.0,834.0000000000001,6,Apparently adequate
E01000431,1,0.0001157407407407,438.0,2,Apparently adequate
E01000433,0,,654.0,2,Demand-implied desert
E01000434,1,0.0062131558641975,577.0,2,Apparently adequate
E01000435,1,0.0063603395059799,589.0,5,Apparently adequate
E01000436,0,,939.0,10,Demand-implied desert
E01000437,0,,701.0,8,Demand-implied desert
E01000438,1,0.0434386574070216,734.9999999999999,7,Saturated / potentially underprovided
E01000439,0,,577.0,5,Demand-implied desert
E01000440,0,,773.0,10,Demand-implied desert
E01000441,0,,710.0000000000001,3,Demand-implied desert
E01000442,1,1.2731481095679012e-05,906.0,9,Apparently adequate
E01000443,0,,658.0,7,Demand-implied desert
E01000444,0,,1062.0,10,Demand-implied desert
E01000445,1,0.0,875.0,10,Apparently adequate
E01000446,0,,815.0,10,Demand-implied desert
E01000447,1,0.0044238040117669,948.0,8,Apparently adequate
E01000448,1,0.0,761.0,10,Apparently adequate
E01000449,2,0.0006933834876543,837.9999999999999,10,Apparently adequate
E01000450,1,0.0290725308634259,861.0,6,Saturated / potentially underprovided
E01000451,3,0.0024700360081018,860.0,9,Apparently adequate
E01000452,2,0.011704089505787,762.0,10,Apparently adequate
E01000453,1,0.0020933641975308,766.9999999999999,9,Apparently adequate
E01000454,0,,700.0000000000001,7,Demand-implied desert
E01000455,2,0.0219888117280092,828.0,9,Saturated / potentially underprovided
E01000456,0,,676.0,10,Demand-implied desert
E01000457,0,,841.0,7,Demand-implied desert
E01000458,2,0.0244759837961033,804.0,10,Saturated / potentially underprovided
E01000459,0,,877.0000000000001,7,Demand-implied desert
E01000460,1,0.0308456790123456,740.0,10,Saturated / potentially underprovided
E01000461,0,,899.9999999999998,10,Demand-implied desert
E01000462,0,,744.0,8,Demand-implied desert
E01000463,0,,642.0,10,Demand-implied desert
E01000464,0,,453.0,3,"Low-demand, no provision"
E01000465,1,0.0,520.0,2,Apparently adequate
E01000466,0,,477.0,3,"Low-demand, no provision"
E01000467,1,0.2046871141944444,547.9999999999999,4,Saturated / potentially underprovided
E01000468,1,0.0,915.0,5,Apparently adequate
E01000469,0,,600.0,4,Demand-implied desert
E01000470,0,,337.0,1,"Low-demand, no provision"
E01000471,0,,509.99999999999994,6,"Low-demand, no provision"
E01000472,0,,540.0,2,Demand-implied desert
E01000473,2,0.0821402391877893,486.00000000000006,3,Saturated / potentially underprovided
E01000474,0,,549.0,5,Demand-implied desert
E01000475,0,,615.0,4,Demand-implied desert
E01000476,0,,572.0,5,Demand-implied desert
E01000477,0,,500.0,1,"Low-demand, no provision"
E01000478,0,,553.0,4,Demand-implied desert
E01000479,1,0.0,777.0,7,Apparently adequate
E01000480,0,,694.0,6,Demand-implied desert
E01000481,1,0.0,477.0,2,Apparently adequate
E01000483,1,0.0283805298347479,433.0,1,Saturated / potentially underprovided
E01000484,0,,518.0,3,"Low-demand, no provision"
E01000485,0,,506.0,3,"Low-demand, no provision"
E01000486,0,,686.0,5,Demand-implied desert
E01000487,2,0.000169174382716,601.0,3,Apparently adequate
E01000488,4,0.014811985596322,449.0,5,Apparently adequate
E01000489,6,0.0214314557608667,552.0,5,Saturated / potentially underprovided
E01000490,3,0.0167296167687114,375.99999999999994,5,Saturated / potentially underprovided
E01000491,11,0.0295446712489478,641.0,7,Saturated / potentially underprovided
E01000492,4,0.0054706790120563,459.00000000000006,8,Apparently adequate
E01000493,4,0.0009145447527006,568.0,8,Apparently adequate
E01000494,0,,471.00000000000006,5,"Low-demand, no provision"
E01000495,3,0.0571622299257973,362.0,3,Saturated / potentially underprovided
E01000497,3,0.003194915980667,561.0,2,Apparently adequate
E01000498,0,,518.0,1,"Low-demand, no provision"
E01000499,0,,477.0,1,"Low-demand, no provision"
E01000501,0,,556.0,1,Demand-implied desert
E01000502,3,0.0135254843960048,553.0,1,Apparently adequate
E01000503,0,,672.0,2,Demand-implied desert
E01000504,6,0.0018129501026877,449.00000000000006,4,Apparently adequate
E01000505,4,0.0081846064809992,475.0,5,Apparently adequate
