lsoa_code,e_i,D_A,D_B,D_C,D_D,IMD_i,london_income_decile,x_j_A_p2000,s_j_A_p2000,A_i_A_p2000,x_j_A_p5000,s_j_A_p5000,A_i_A_p5000,x_j_A_p8000,s_j_A_p8000,A_i_A_p8000,x_j_B_p2000,s_j_B_p2000,A_i_B_p2000,x_j_B_p5000,s_j_B_p5000,A_i_B_p5000,x_j_B_p8000,s_j_B_p8000,A_i_B_p8000,x_j_C_p2000,s_j_C_p2000,A_i_C_p2000,x_j_C_p5000,s_j_C_p5000,A_i_C_p5000,x_j_C_p8000,s_j_C_p8000,A_i_C_p8000,x_j_D_p2000,s_j_D_p2000,A_i_D_p2000,x_j_D_p5000,s_j_D_p5000,A_i_D_p5000,x_j_D_p8000,s_j_D_p8000,A_i_D_p8000
E01000718,0,101.39902597402596,104.25847850649347,109.97738357142856,115.6962886363636,0.282,5,7.0,9.2257988,1.91710593768471,7.0,9.2257988,2.104365659088471,7.0,9.2257988,2.325231419776701,7.0,12.085251,1.9193755347936996,7.0,12.085251,2.1165060819150803,7.0,12.085251,2.349984467454612,8.0,4.6365525,1.926400050111833,8.0,4.6365525,2.155045730106438,8.0,4.6365525,2.3565205814855843,8.0,10.355458,1.9364450284910193,8.0,10.355458,2.1507845777999197,8.0,10.355458,2.3773536209401938
E01000719,0,108.56103896103896,111.92643116883114,118.65721558441555,125.388,0.31,4,8.0,3.2202079,1.236675841686374,8.0,3.2202079,1.461690022829605,8.0,3.2202079,1.6532753003771492,8.0,6.5856001,1.2389505693832614,8.0,6.5856001,1.469824363693031,8.0,6.5856001,1.6478590255733492,9.0,0.14878062,1.2589540711397438,9.0,0.14878062,1.5341452704391465,9.0,0.14878062,1.7001283732153774,9.0,6.879565,1.2755109746800715,9.0,6.879565,1.498576055072694,9.0,6.879565,1.7215310606066438
E01000720,0,104.03766233766233,108.30320649350648,116.8342948051948,125.36538311688312,0.41,2,0.0,104.03766,1.054117855761611,7.0,11.864435,1.2979071704412481,7.0,11.864435,1.4646633645008516,0.0,108.30321,1.053657058049536,8.0,2.9623754,1.3203463450452904,8.0,2.9623754,1.4724867910060089,0.0,116.83429,1.0577064705077057,8.0,11.493464,1.3496461498483812,8.0,11.493464,1.500353660310327,9.0,6.8569482,1.1521530397449735,9.0,6.8569482,1.3378034547010758,9.0,6.8569482,1.5264724936285603
E01000721,0,73.37922077922076,76.54186519480517,82.867154025974,89.19244285714284,0.431,2,0.0,73.379221,1.12764837076895,0.0,73.379221,1.3417569119698536,5.0,7.5412014,1.576443403850891,0.0,76.541865,1.1283274885062144,0.0,76.541865,1.3541277589102594,0.0,76.541865,1.5284594900292379,0.0,82.867154,1.1361442528897743,6.0,3.8615307,1.4521689091418866,6.0,3.8615307,1.620047193609141,0.0,89.192443,1.1546385577634797,0.0,89.192443,1.3692921241314069,0.0,89.192443,1.5881171942111463
E01000722,0,110.69707792207792,113.91836288961038,120.36093282467532,126.80350275974024,0.291,5,0.0,110.69708,1.1478495255313663,8.0,5.3562468,1.4681224276766685,8.0,5.3562468,1.6624274378848498,0.0,113.91836,1.1487633746984702,8.0,8.5775318,1.4788615187776586,8.0,8.5775318,1.6592698412303415,0.0,120.36093,1.1571227535250705,9.0,1.8524979,1.542635946249274,9.0,1.8524979,1.7097492223506678,9.0,8.2950678,1.2630311949405475,9.0,8.2950678,1.5106699268204853,9.0,8.2950678,1.7376924512522287
E01000723,0,92.47792207792206,93.2639844155844,94.83610909090908,96.40823376623376,0.085,9,0.0,92.477922,1.0529728092467132,0.0,92.477922,1.2584024226194268,7.0,0.30469488,1.5050663391994765,0.0,93.263984,1.0520706787565615,7.0,1.0907572,1.344907969479662,7.0,1.0907572,1.5042644593170877,0.0,94.836109,1.0562125011481518,0.0,94.836109,1.3050257336034452,7.0,2.6628819,1.5347277609251715,0.0,96.408234,1.0720048188465512,0.0,96.408234,1.2822201478397885,7.0,4.2350066,1.5576792478687507
E01000724,0,79.66168831168831,83.42172,90.94178337662336,98.46184675324676,0.472,1,0.0,79.661688,1.1080302082582643,0.0,79.661688,1.3298880408161005,6.0,0.656065,1.5737138451715174,0.0,83.42172,1.1081730735563116,0.0,83.42172,1.3450006611010812,6.0,4.4160967,1.567343709147094,0.0,90.941783,1.1146218502136114,0.0,90.941783,1.3911936883431362,6.0,11.93616,1.6088571946852117,0.0,98.461847,1.1365004115706399,0.0,98.461847,1.357458405851482,7.0,6.2886196,1.6348091608173696
E01000725,0,91.22142857142856,94.12227,99.92395285714282,105.72563571428569,0.318,4,0.0,91.221429,1.1233427373555793,6.0,12.215805,1.4300068654122604,6.0,12.215805,1.6217030322393038,0.0,94.12227,1.1231857168716366,7.0,1.9490428,1.4523296908163483,7.0,1.9490428,1.6283676226082162,0.0,99.923953,1.129427309714524,7.0,7.7507257,1.5013266055917098,7.0,7.7507257,1.667473437408818,8.0,0.38480463,1.2277691146861858,8.0,0.38480463,1.4800291043036662,8.0,0.38480463,1.7044924399018129
E01000726,0,91.72402597402598,93.2099551948052,96.18181363636364,99.15367207792208,0.162,8,0.0,91.724026,1.098049445286271,6.0,12.718403,1.38383333410049,6.0,12.718403,1.576813508058442,0.0,93.209955,1.0977206821675392,7.0,1.036728,1.4081200988645408,7.0,1.036728,1.5839218013468552,0.0,96.181814,1.1033314605193487,7.0,4.0085864,1.4497564940103387,7.0,4.0085864,1.6202595064310668,0.0,99.153672,1.1290321967910857,7.0,6.9804449,1.417547747263301,7.0,6.9804449,1.6450398331336886
E01000727,0,100.64512987012984,102.6077099025974,106.53286996753243,110.4580300324675,0.195,7,0.0,100.64513,1.1300697828633417,7.0,8.4719027,1.45140011873087,7.0,8.4719027,1.643675630389161,0.0,102.60771,1.1292673637782966,7.0,10.434483,1.4652915844218204,7.0,10.434483,1.640933773992225,0.0,106.53287,1.1347663646737018,8.0,1.1920389,1.5237543359086287,8.0,1.1920389,1.6876507854154073,0.0,110.45803,1.158521531246972,8.0,5.117199,1.4984751386397077,8.0,5.117199,1.7206820130509035
E01000728,0,101.14772727272728,103.75733863636364,108.97656136363636,114.19578409090909,0.258,6,7.0,8.9745001,1.2449768405423964,7.0,8.9745001,1.4409491682477564,7.0,8.9745001,1.6214773414310866,7.0,11.584111,1.2459111834307997,7.0,11.584111,1.4515340834342472,7.0,11.584111,1.619290849239426,8.0,3.6357303,1.2634637419385286,8.0,3.6357303,1.5023982224214276,8.0,3.6357303,1.6656176571386472,8.0,8.854953,1.2662479171626306,8.0,8.854953,1.4744149889551124,8.0,8.854953,1.682514047203528
E01000729,0,97.37824675324671,101.1175714285714,108.59622077922074,116.07487012987008,0.384,3,7.0,5.2050196,1.3103549934039092,7.0,5.2050196,1.5411408120916854,7.0,5.2050196,1.7363707243354232,7.0,8.9443442,1.322205291876911,7.0,8.9443442,1.5509179890689464,7.0,8.9443442,1.7345426744169614,8.0,3.2553897,1.3466907279086744,8.0,3.2553897,1.6170464396627864,8.0,3.2553897,1.7897011563877592,8.0,10.734039,1.352935487834872,8.0,10.734039,1.5854243264493788,8.0,10.734039,1.8180147808143037
E01000730,0,81.79772727272727,84.93876,91.22082545454543,97.50289090909092,0.384,3,0.0,81.797727,1.1940623603429263,6.0,2.792104,1.493579779537615,6.0,2.792104,1.6894255097423032,0.0,84.93876,1.1982604111068405,0.0,84.93876,1.4503758009493115,6.0,5.9331367,1.6868104516851083,0.0,91.220825,1.215390279084191,6.0,12.215202,1.5626134398886817,6.0,12.215202,1.7310314973928427,0.0,97.502891,1.2338256814801438,0.0,97.502891,1.4781441305899656,7.0,5.3296637,1.7697580957033163
E01000731,0,79.41038961038957,81.63388051948048,86.0808623376623,90.52784415584412,0.28,5,0.0,79.41039,1.202976399225865,6.0,0.4047663,1.506540033642629,6.0,0.4047663,1.7115826087728552,0.0,81.633881,1.2066876927370491,6.0,2.6282572,1.5135755325248825,6.0,2.6282572,1.707801142204581,0.0,86.080862,1.2178401055820356,6.0,7.075239,1.5820910387953044,6.0,7.075239,1.7525586696981075,0.0,90.527844,1.2335781242813917,6.0,11.522221,1.5481104251584088,6.0,11.522221,1.7881385275180117
E01000732,0,106.67629870129868,108.1164287337662,110.99668879870129,113.87694886363631,0.135,8,0.0,106.6763,1.1830634936985274,8.0,1.3354676,1.507021638080011,8.0,1.3354676,1.7164743820440838,0.0,108.11643,1.18358141090265,8.0,2.7755977,1.517591925493066,8.0,2.7755977,1.7115148588951021,0.0,110.99669,1.190714085306936,8.0,5.6558577,1.5860112722269164,8.0,5.6558577,1.7550838793044539,0.0,113.87695,1.2082131343533833,8.0,8.5361178,1.5563316301892338,8.0,8.5361178,1.7920210377998564
E01000733,0,99.262987012987,101.5857409090909,106.23124870129868,110.87675649350648,0.234,6,0.0,99.262987,1.17243413813317,7.0,7.0897598,1.494927605640616,7.0,7.0897598,1.694339509092254,0.0,101.58574,1.1738540155008004,7.0,9.4125137,1.5036728606656329,7.0,9.4125137,1.6906906591054929,0.0,106.23125,1.1826432204512858,8.0,0.89041762,1.5744964870031573,8.0,0.89041762,1.7421995196895923,0.0,110.87676,1.2075988954472159,8.0,5.5359254,1.5426128674847082,8.0,5.5359254,1.7751046459346513
E01000734,0,89.21103896103895,90.4867568181818,93.03819253246752,95.58962824675322,0.143,8,0.0,89.211039,1.1612595163982702,6.0,10.205416,1.4728733164583163,6.0,10.205416,1.6768252192693616,0.0,90.486757,1.160734862146453,6.0,11.481134,1.4848340546786634,6.0,11.481134,1.672130714081728,0.0,93.038193,1.166738114900781,7.0,0.86496534,1.5547814303112082,7.0,0.86496534,1.7216450483997892,0.0,95.589628,1.185704249379504,7.0,3.4164011,1.528074734435485,7.0,3.4164011,1.7576483419985378
E01000735,0,86.44675324675323,89.22169402597402,94.77157558441556,100.32145714285711,0.321,4,0.0,86.446753,1.2787247417392862,6.0,7.4411299,1.546508495822537,6.0,7.4411299,1.7421085598307307,6.0,10.216071,1.3377736864865082,6.0,10.216071,1.557595578263501,6.0,10.216071,1.740307833623885,7.0,2.5983484,1.3577318484589231,7.0,2.5983484,1.6202666576368314,7.0,2.5983484,1.7969637193862318,7.0,8.1482299,1.3578521221470723,7.0,8.1482299,1.5881928675877437,7.0,8.1482299,1.8214691055259065
E01000736,0,101.14772727272724,103.73710909090909,108.9158727272727,114.09463636363635,0.256,6,0.0,101.14773,1.265444323006101,7.0,8.9745001,1.5568035067556028,7.0,8.9745001,1.7647029336911562,0.0,103.73711,1.277081215735958,7.0,11.563882,1.5673066022851725,7.0,11.563882,1.7617930875050556,0.0,108.91587,1.2883287340025071,8.0,3.5750416,1.6415173347487357,8.0,3.5750416,1.8201712851252423,0.0,114.09464,1.2943068602019927,8.0,8.7538053,1.6093876263554456,8.0,8.7538053,1.8581854626738115
E01000737,0,86.06980519480517,88.66911331168829,93.86772954545452,99.06634577922075,0.302,5,0.0,86.069805,1.2506473526328001,6.0,7.0641819,1.5412107557504076,6.0,7.0641819,1.7433654584567848,6.0,9.66349,1.3105182941434834,6.0,9.66349,1.5507594402315559,6.0,9.66349,1.741050377811736,7.0,1.6945024,1.3337949985973674,7.0,1.6945024,1.6231196067634224,7.0,1.6945024,1.7980165284141956,7.0,6.8931186,1.3416267496802525,7.0,6.8931186,1.5909242805089487,7.0,6.8931186,1.832188139415107
E01000738,0,107.30454545454543,109.24675772727272,113.13118227272726,117.0156068181818,0.181,7,8.0,1.9637144,1.3034328480887905,8.0,1.9637144,1.5235291991770956,8.0,1.9637144,1.7143507030145795,8.0,3.9059266,1.3106265875992822,8.0,3.9059266,1.5332612832665027,8.0,3.9059266,1.712211848114747,8.0,7.7903512,1.3256047666203883,8.0,7.7903512,1.587350872873745,8.0,7.7903512,1.7571859569619335,8.0,11.674776,1.3315333093358466,8.0,11.674776,1.5561560410240465,8.0,11.674776,1.7815883459757618
E01000739,0,78.15389610389607,81.36602123376619,87.79027149350645,94.21452175324671,0.411,2,0.0,78.153896,1.219034295261749,5.0,12.315877,1.5037765450860492,5.0,12.315877,1.6997214177967184,0.0,81.366021,1.2269272863151692,6.0,2.3603979,1.5159940167104122,6.0,2.3603979,1.705574980477475,6.0,8.7846482,1.2931301216223,6.0,8.7846482,1.5808835993718144,6.0,8.7846482,1.7508880350117628,7.0,2.0412946,1.31358223437287,7.0,2.0412946,1.552044229255542,7.0,2.0412946,1.7898891938579395
E01000741,0,63.452922077922075,65.00751866883117,68.11671185064934,71.22590503246754,0.245,6,0.0,0.0,2.0370160559795467,0.0,0.0,2.202288649929736,0.0,0.0,2.4068389083976234,0.0,0.0,2.037539339585332,0.0,0.0,2.223794037808026,0.0,0.0,2.405935983533725,0.0,0.0,2.0363881093609857,0.0,0.0,2.27753738248967,0.0,0.0,2.461949177836586,0.0,71.225905,2.0508814043799237,0.0,71.225905,2.2482929207293867,0.0,71.225905,2.425951755059047
E01000742,0,82.92857142857142,85.08471428571427,89.39699999999999,93.7092857142857,0.26,6,0.0,0.0,2.0124980468434845,0.0,0.0,2.1795045282432097,0.0,0.0,2.384746309358417,0.0,6.6375028,2.0127732523680772,0.0,6.6375028,2.1987138287150163,0.0,6.6375028,2.386611245624596,0.0,89.397,2.0117215022438804,6.0,10.391377,2.2951357853722514,6.0,10.391377,2.479881742903185,0.0,93.709286,2.024845161267913,7.0,1.5360585,2.28419296355715,7.0,1.5360585,2.467102663987034
E01000743,0,68.10194805194804,71.0643827922078,76.98925227272727,82.91412175324675,0.435,2,0.0,68.101948,1.9230547915811846,0.0,68.101948,2.0904379825440786,0.0,68.101948,2.2990277396206613,0.0,71.064383,1.923048252956851,0.0,71.064383,2.114376914087522,0.0,71.064383,2.2981493286090497,0.0,76.989252,1.9223321494223657,0.0,76.989252,2.169426512365842,0.0,76.989252,2.353861116848525,0.0,82.914122,1.9367584631228576,0.0,82.914122,2.1387065928165327,0.0,82.914122,2.318082530384288
E01000744,0,53.40097402597401,55.90013961038959,60.898470779220766,65.89680194805193,0.468,1,0.0,53.400974,1.8950274442453512,0.0,53.400974,2.062305440210088,0.0,53.400974,2.2730174899846265,0.0,55.90014,1.8948834561505221,0.0,55.90014,2.0893110806293955,0.0,55.90014,2.2700736596772586,0.0,60.898471,1.8943643589555574,0.0,60.898471,2.1532022928217263,0.0,60.898471,2.33778184862084,0.0,65.896802,1.9094418516669092,0.0,65.896802,2.111370010989247,0.0,65.896802,2.28829925187493
E01000745,0,80.1642857142857,82.05616285714285,85.83991714285712,89.6236714285714,0.236,6,0.0,0.0,2.10979974103759,0.0,0.0,2.27604912616444,0.0,0.0,2.478371341641342,0.0,0.0,2.1100970747171077,0.0,0.0,2.2923974974865233,0.0,0.0,2.481482689083501,0.0,0.0,2.108981288900602,0.0,0.0,2.3306401798470513,0.0,0.0,2.5154869044264165,0.0,0.0,2.1209888222012445,0.0,0.0,2.3162450147851192,0.0,0.0,2.5010067158556186
E01000746,0,76.14350649350648,77.60546181818181,80.52937246753245,83.45328311688311,0.192,7,0.0,0.0,2.107332506274272,0.0,0.0,2.271536267825096,0.0,0.0,2.473645096010778,0.0,0.0,2.108089271712514,0.0,0.0,2.2916917357638584,0.0,0.0,2.4728197746775553,0.0,0.0,2.1067471036677765,0.0,0.0,2.3390064957419314,0.0,0.0,2.522851187967666,0.0,0.0,2.1213074883946663,0.0,0.0,2.313337363552384,0.0,0.0,2.490059387942411
E01000747,0,164.0980519480519,166.78925999999996,172.17167610389603,177.55409220779217,0.164,8,0.0,164.09805,1.0606269575036098,0.0,164.09805,1.2087792536368975,0.0,164.09805,1.3534084034480856,0.0,166.78926,1.0552537910434312,0.0,166.78926,1.2183054841636811,0.0,166.78926,1.3488304943898886,0.0,172.17168,1.061025687930133,0.0,172.17168,1.2409223421724156,0.0,172.17168,1.3686226113568536,0.0,177.55409,1.0850839219080313,13.0,6.3752417,1.3929307621350024,13.0,6.3752417,1.5384030597682057
E01000748,0,157.56428571428566,158.50967142857138,160.4004428571428,162.29121428571423,0.06,10,0.0,157.56429,0.8959322662426408,0.0,157.56429,1.0171668575029065,0.0,157.56429,1.1379551174667555,0.0,158.50967,0.8931622707941822,0.0,158.50967,1.0233504426931996,0.0,158.50967,1.1351264842740063,0.0,160.40044,0.8961047268480319,0.0,160.40044,1.03901356480306,0.0,160.40044,1.14858235438809,0.0,162.29121,0.9080496518313013,0.0,162.29121,1.05707204116161,0.0,162.29121,1.1783404609063295
E01000749,0,130.92662337662335,132.20970428571428,134.7758661038961,137.3420279220779,0.098,9,0.0,130.92662,0.9981338681280987,0.0,130.92662,1.1413223543881863,0.0,130.92662,1.2822565211893775,0.0,132.2097,0.9948194244668679,0.0,132.2097,1.1500537522153338,0.0,132.2097,1.278577052148302,0.0,134.77587,0.9983525893443771,0.0,134.77587,1.1718918752659464,0.0,134.77587,1.2978384240582639,0.0,137.34203,1.0121068919684522,0.0,137.34203,1.1803477782930003,0.0,137.34203,1.329271471070609
E01000750,0,85.19025974025972,88.29118519480517,94.49303610389607,100.69488701298698,0.364,3,0.0,85.19026,1.106834347659682,0.0,85.19026,1.2788458150082642,0.0,85.19026,1.4467495487368023,0.0,88.291185,1.1029425523580285,0.0,88.291185,1.289874092155302,0.0,88.291185,1.4404174287585358,0.0,94.493036,1.1069737631769019,0.0,94.493036,1.3228217560434585,0.0,94.493036,1.468466532288455,0.0,100.69489,1.1219855657673337,0.0,100.69489,1.319364306337377,0.0,100.69489,1.5065002101351586
E01000751,0,135.45,136.492965,138.578895,140.66482499999998,0.077,10,0.0,135.45,1.111134343384209,0.0,135.45,1.2729014890053327,0.0,135.45,1.435430640196872,0.0,136.49297,1.1064334028162164,0.0,136.49297,1.2835085707793117,0.0,136.49297,1.4288983745446815,0.0,138.57889,1.1108695897712164,0.0,138.57889,1.3138552244995199,0.0,138.57889,1.455211032586095,0.0,140.66482,1.128467617857892,0.0,140.66482,1.3208177534781744,0.0,140.66482,1.4982416983193785
E01000752,0,122.75941558441556,123.97473379870128,126.4053702272727,128.83600665584413,0.099,9,0.0,122.75942,1.0755267396691086,0.0,122.75942,1.24061625060295,0.0,122.75942,1.4006374750389101,0.0,123.97473,1.0719149163042279,0.0,123.97473,1.2512502299866588,0.0,123.97473,1.3954370116816812,0.0,126.40537,1.0757843054456409,0.0,126.40537,1.2805165631755018,0.0,126.40537,1.4207923024870994,0.0,128.83601,1.090326857600843,0.0,128.83601,1.2797931955787496,0.0,128.83601,1.4558213362743568
E01000753,0,140.60162337662337,141.2202705194805,142.4575648051948,143.6948590909091,0.044,10,0.0,140.60162,1.1673580530050665,0.0,140.60162,1.355142844771671,0.0,140.60162,1.5465213166676575,0.0,141.22027,1.163218736783827,0.0,141.22027,1.3667335772444087,0.0,141.22027,1.5366278080989497,0.0,142.45756,1.167390757469959,0.0,142.45756,1.4112404754274774,0.0,142.45756,1.5724794249798444,0.0,143.69486,1.1818635798167971,0.0,143.69486,1.3961366456509623,0.0,143.69486,1.6170708969291574
E01000754,0,112.58181818181816,113.66260363636364,115.82417454545453,117.98574545454544,0.096,9,0.0,112.58182,1.1315182981212542,8.0,7.2409871,1.4277473608015208,8.0,7.2409871,1.6172000068785555,0.0,113.6626,1.128950910650099,8.0,8.3217726,1.440497629178907,8.0,8.3217726,1.6113853987674176,0.0,115.82417,1.133227683431377,8.0,10.483343,1.4844831587196043,8.0,10.483343,1.6453299734055693,0.0,117.98575,1.1475280704532764,8.0,12.644914,1.467054754968888,8.0,12.644914,1.6821901564119373
E01000755,0,112.58181818181816,113.33611636363634,114.84471272727272,116.35330909090908,0.067,10,0.0,112.58182,1.143305503737847,0.0,112.58182,1.354241583272076,0.0,112.58182,1.5457842724191078,0.0,113.33612,1.1401810908384347,0.0,113.33612,1.3663054048088203,0.0,113.33612,1.5384242834015467,0.0,114.84471,1.1443748325419205,0.0,114.84471,1.4104256503240205,0.0,114.84471,1.5727651619372982,0.0,116.35331,1.1584152879051435,0.0,116.35331,1.3940851607038236,0.0,116.35331,1.6121584373409863
E01000756,0,128.7905844155844,129.48605357142856,130.87699188311686,132.26793019480516,0.054,10,0.0,128.79058,1.1656161197487365,0.0,128.79058,1.3411268190570764,0.0,128.79058,1.5222743236901697,0.0,129.48605,1.160698267742562,0.0,129.48605,1.3525008642914693,0.0,129.48605,1.5125938145915003,0.0,130.87699,1.164976589886371,0.0,130.87699,1.3921967156228234,0.0,130.87699,1.5459731841207378,0.0,132.26793,1.180997744431167,0.0,132.26793,1.3846146927257144,0.0,132.26793,1.5918382986516115
E01000757,0,112.58181818181816,112.9308218181818,113.62882909090906,114.32683636363636,0.031,10,0.0,112.58182,1.1180442239802013,0.0,112.58182,1.306011145983918,0.0,112.58182,1.482287235067067,0.0,112.93082,1.1146147176776382,0.0,112.93082,1.3176977290683594,0.0,112.93082,1.4758405486287374,0.0,113.62883,1.1186257919067055,0.0,113.62883,1.3545666286485851,0.0,113.62883,1.506345120453521,0.0,114.32684,1.1328464731538506,0.0,114.32684,1.3446062638423797,0.0,114.32684,1.5437149454787014
E01000758,0,93.35746753246752,93.60019694805192,94.08565577922076,94.57111461038956,0.026,10,0.0,93.357468,1.1031426243223081,0.0,93.357468,1.3055492771313144,0.0,93.357468,1.4812538939047044,0.0,93.600197,1.1003153026104158,0.0,93.600197,1.318114277342958,0.0,93.600197,1.476239602267837,0.0,94.085656,1.1042826476824796,0.0,94.085656,1.3543705506844392,0.0,94.085656,1.506369187998422,0.0,94.571115,1.1181428033909286,0.0,94.571115,1.3421012909852221,0.0,94.571115,1.5406908523503469
E01000759,0,124.64415584415582,125.24244779220776,126.43903168831166,127.63561558441556,0.048,10,0.0,124.64416,1.2453411818607725,0.0,124.64416,1.4140648981093789,0.0,124.64416,1.5839892261154578,0.0,125.24245,1.2355975174216276,0.0,125.24245,1.4283507812850977,0.0,125.24245,1.5755728230496704,0.0,126.43903,1.2455544680299968,0.0,126.43903,1.4587808796211197,0.0,126.43903,1.6038808368857655,9.0,9.1271806,1.3758197804593493,9.0,9.1271806,1.580614800423903,9.0,9.1271806,1.7486070246425633
E01000760,1,112.47049525489676,113.69642365317512,116.14828044973189,118.60013724628864,0.109,9,0.0,99.302891,1.321843742272224,0.0,99.302891,1.4931740711596593,0.0,99.302891,1.6729078733721066,0.0,100.52882,1.3112305665429682,0.0,100.52882,1.5101888670595245,0.0,100.52882,1.6623116561195144,0.0,102.98068,1.320925737528034,0.0,102.98068,1.5423336027884147,0.0,102.98068,1.6935783302745588,8.0,0.091702281,1.4411032056863045,8.0,0.091702281,1.6638405063801815,8.0,0.091702281,1.836502497792118
E01000761,0,111.9535714285714,112.36779964285712,113.19625607142852,114.02471249999996,0.037,10,0.0,111.95357,1.2814157212243806,0.0,111.95357,1.4505318587914173,0.0,111.95357,1.6272781662283826,0.0,112.3678,1.2714626380841567,0.0,112.3678,1.465757002489643,0.0,112.3678,1.617415046469204,0.0,113.19626,1.280213686909641,0.0,113.19626,1.4980099559888178,0.0,113.19626,1.6477116545109791,8.0,8.6838814,1.4032447364278093,8.0,8.6838814,1.6173934011600313,8.0,8.6838814,1.7939994173895855
E01000762,0,109.1892857142857,110.24842178571429,112.3666939285714,114.48496607142856,0.097,9,8.0,3.8484546,1.5008927662942089,8.0,3.8484546,1.677797896404519,8.0,3.8484546,1.8936883491217493,0.0,110.24842,1.4041563101691632,8.0,4.9075907,1.692031882060251,8.0,4.9075907,1.8739534495519243,0.0,112.36669,1.408076374201809,8.0,7.0258628,1.7423387936512655,8.0,7.0258628,1.9150969042919508,0.0,114.48497,1.425224530749424,0.0,114.48497,1.6343775604794646,8.0,9.144135,1.9708289586204026
E01000763,0,103.78636363636362,104.1496159090909,104.87612045454544,105.602625,0.035,10,0.0,103.78636,1.3705649906775608,0.0,103.78636,1.5452982413744532,0.0,103.78636,1.7581355330835147,0.0,104.14962,1.3504342134666736,0.0,104.14962,1.5589733845830702,0.0,104.14962,1.7350142650637048,0.0,104.87612,1.3547072112079388,0.0,104.87612,1.6131765704054786,0.0,104.87612,1.7821426125845394,0.0,105.60262,1.3730012628957429,0.0,105.60262,1.5805422916518639,0.0,105.60262,1.8422033521708259
E01000764,0,108.68668831168829,110.12135259740258,112.99068116883114,115.86000974025973,0.132,8,0.0,108.68669,1.4060225427123916,0.0,108.68669,1.5801645311318788,0.0,108.68669,1.7842611743105534,0.0,110.12135,1.3846336488621003,0.0,110.12135,1.5955239356236497,0.0,110.12135,1.7691263629310945,0.0,112.99068,1.3892997436222432,0.0,112.99068,1.6384995768057045,0.0,112.99068,1.8061654364252782,0.0,115.86001,1.4097898603132233,0.0,115.86001,1.6220157977298024,0.0,115.86001,1.8592695450553833
E01000765,0,119.36688311688306,120.50086850649346,122.76883928571422,125.036810064935,0.095,9,0.0,119.36688,1.2836084420881084,0.0,119.36688,1.4536410689925483,0.0,119.36688,1.6438033918676815,0.0,120.50087,1.2733676966111602,0.0,120.50087,1.4668831303302396,0.0,120.50087,1.6295663051223537,0.0,122.76884,1.2786068369383714,0.0,122.76884,1.5085448042310214,0.0,122.76884,1.6665224013515907,0.0,125.03681,1.3023259049002929,0.0,125.03681,1.5093007174554307,0.0,125.03681,1.7252521355725645
E01000766,0,122.1311688311688,122.48534922077916,123.19370999999995,123.90207077922074,0.029,10,0.0,122.13117,1.3712584159851766,0.0,122.13117,1.5432466400769091,0.0,122.13117,1.7377812172653184,0.0,122.48535,1.357859289381159,0.0,122.48535,1.5597082645098417,0.0,122.48535,1.7249029764728556,0.0,123.19371,1.3636801904741584,0.0,123.19371,1.5976184054818008,0.0,123.19371,1.759466074241826,0.0,123.90207,1.3899495089003069,0.0,123.90207,1.6119904259340907,0.0,123.90207,1.8196499125452612
E01000767,0,110.94837662337662,111.22574756493503,111.78048944805197,112.3352313311688,0.025,10,0.0,110.94838,1.3414723455402857,0.0,110.94838,1.5127663339289634,0.0,110.94838,1.7068388160743595,0.0,111.22575,1.3281916747642881,0.0,111.22575,1.5276871087833659,0.0,111.22575,1.692867326302943,0.0,111.78049,1.3337203795365804,0.0,111.78049,1.5679568597975648,0.0,111.78049,1.72895221087149,0.0,112.33523,1.3592637702350294,0.0,112.33523,1.5749912532810826,0.0,112.33523,1.790159054406222
E01000768,0,102.40422077922076,103.49994594155842,105.69139626623377,107.88284659090908,0.107,9,0.0,102.40422,1.3209233044465374,0.0,102.40422,1.4909631805668973,0.0,102.40422,1.6767642756982313,0.0,103.49995,1.3100376113271457,0.0,103.49995,1.5066878353655535,0.0,103.49995,1.6651047995048418,0.0,105.6914,1.3169507066362582,0.0,105.6914,1.542125539532575,0.0,105.6914,1.6979910395489495,0.0,107.88285,1.3535660928577118,8.0,2.5420155,1.6440225542410514,8.0,2.5420155,1.836801094241304
E01000769,0,83.05422077922076,84.41630999999997,87.1404884415584,89.86466688311687,0.164,8,0.0,83.054221,1.5243676691153012,0.0,83.054221,1.6987065192114088,0.0,83.054221,1.9154959832577738,0.0,84.41631,1.517167057886776,0.0,84.41631,1.7397998643126442,0.0,84.41631,1.896313285088663,0.0,87.140488,1.5230681626276925,0.0,87.140488,1.7722318049712595,0.0,87.140488,1.9399318536443197,0.0,89.864667,1.5418390197612029,0.0,89.864667,1.7645359055235421,0.0,89.864667,1.9478273994794302
E01000770,0,97.7551948051948,98.3123994155844,99.42680863636362,100.54121785714284,0.057,10,0.0,97.755195,1.6308419476543337,0.0,97.755195,1.8119039331570042,0.0,97.755195,2.0240938188875264,0.0,98.312399,1.6263092232240155,0.0,98.312399,1.8298250346337477,0.0,98.312399,2.0304857422037013,0.0,99.426809,1.627312004839041,0.0,99.426809,1.861770473746011,0.0,99.426809,2.04507353848878,0.0,100.54122,1.6415621999762653,0.0,100.54122,1.8541693166444193,0.0,100.54122,2.0648208465796545
