lsoa_code,lsoa_name,ej,seff,ubar_i,has_evse_i,desert_condition
E01000001,City of London 001A,1,0.0,0.0,True,B_underutilised
E01000002,City of London 001B,1,0.3740079365079364,0.06233465608465607,True,normal
E01000003,City of London 001C,0,0.0,,False,A_true_desert
E01000005,City of London 001E,0,0.0,,False,A_true_desert
E01032739,City of London 001F,13,0.0,0.0,True,B_underutilised
E01032740,City of London 001G,0,0.0,,False,A_true_desert
E01000027,Barking and Dagenham 001A,0,0.0,,False,A_true_desert
E01000028,Barking and Dagenham 001B,0,0.0,,False,A_true_desert
E01000029,Barking and Dagenham 001C,0,0.0,,False,A_true_desert
E01000030,Barking and Dagenham 001D,0,0.0,,False,A_true_desert
E01000031,Barking and Dagenham 002A,0,0.0,,False,A_true_desert
E01000032,Barking and Dagenham 002B,0,0.0,,False,A_true_desert
E01000110,Barking and Dagenham 002C,0,0.0,,False,A_true_desert
E01000111,Barking and Dagenham 002D,1,0.006646825396825298,0.0022156084656084324,True,B_underutilised
E01000112,Barking and Dagenham 002E,0,0.0,,False,A_true_desert
E01000113,Barking and Dagenham 002F,3,0.2598214285714282,0.02358630952380948,True,normal
E01000034,Barking and Dagenham 003A,0,0.0,,False,A_true_desert
E01000037,Barking and Dagenham 003B,0,0.0,,False,A_true_desert
E01000038,Barking and Dagenham 003C,0,0.0,,False,A_true_desert
E01000039,Barking and Dagenham 003D,0,0.0,,False,A_true_desert
E01000063,Barking and Dagenham 004A,0,0.0,,False,A_true_desert
E01000100,Barking and Dagenham 004B,0,0.0,,False,A_true_desert
E01000101,Barking and Dagenham 004C,1,0.0301587301587301,0.0301587301587301,True,normal
E01000114,Barking and Dagenham 004E,0,0.0,,False,A_true_desert
E01034469,Barking and Dagenham 004F,0,0.0,,False,A_true_desert
E01034470,Barking and Dagenham 004G,0,0.0,,False,A_true_desert
E01000033,Barking and Dagenham 006A,0,0.0,,False,A_true_desert
E01000060,Barking and Dagenham 006B,0,0.0,,False,A_true_desert
E01000061,Barking and Dagenham 006C,0,0.0,,False,A_true_desert
E01000062,Barking and Dagenham 006D,1,0.0004960317460316,0.0002480158730158,True,B_underutilised
E01000064,Barking and Dagenham 006E,0,0.0,,False,A_true_desert
E01000065,Barking and Dagenham 007A,1,0.06339285714285695,0.015848214285714236,True,normal
E01000078,Barking and Dagenham 007B,0,0.0,,False,A_true_desert
E01000080,Barking and Dagenham 007C,0,0.0,,False,A_true_desert
E01000081,Barking and Dagenham 007D,0,0.0,,False,A_true_desert
E01000082,Barking and Dagenham 007E,0,0.0,,False,A_true_desert
E01000083,Barking and Dagenham 007F,1,0.0274801587301585,0.006870039682539625,True,normal
E01000102,Barking and Dagenham 007G,0,0.0,,False,A_true_desert
E01000021,Barking and Dagenham 008A,0,0.0,,False,A_true_desert
E01000022,Barking and Dagenham 008B,0,0.0,,False,A_true_desert
E01000024,Barking and Dagenham 008D,0,0.0,,False,A_true_desert
E01000025,Barking and Dagenham 008E,0,0.0,,False,A_true_desert
E01000077,Barking and Dagenham 008F,0,0.0,,False,A_true_desert
E01034471,Barking and Dagenham 008G,0,0.0,,False,A_true_desert
E01034472,Barking and Dagenham 008H,0,0.0,,False,A_true_desert
E01000015,Barking and Dagenham 009A,0,0.0,,False,A_true_desert
E01000016,Barking and Dagenham 009B,0,0.0,,False,A_true_desert
E01000017,Barking and Dagenham 009C,0,0.0,,False,A_true_desert
E01000018,Barking and Dagenham 009D,0,0.0,,False,A_true_desert
E01000079,Barking and Dagenham 009E,1,0.031051587301587098,0.010350529100529032,True,normal
E01000035,Barking and Dagenham 010A,3,1.7329365079365078,0.28877314814814814,True,normal
E01000036,Barking and Dagenham 010B,0,0.0,,False,A_true_desert
E01000107,Barking and Dagenham 010C,0,0.0,,False,A_true_desert
E01000108,Barking and Dagenham 010D,0,0.0,,False,A_true_desert
E01000066,Barking and Dagenham 011A,1,0.00029761904761904765,9.920634920634922e-05,True,B_underutilised
E01000067,Barking and Dagenham 011B,0,0.0,,False,A_true_desert
E01000069,Barking and Dagenham 011C,1,0.881547619047619,0.4407738095238095,True,normal
E01000070,Barking and Dagenham 011D,2,0.6991071428571427,0.11651785714285712,True,normal
E01000071,Barking and Dagenham 011E,0,0.0,,False,A_true_desert
E01000057,Barking and Dagenham 012A,2,0.0,0.0,True,B_underutilised
E01000073,Barking and Dagenham 012B,0,0.0,,False,A_true_desert
E01000074,Barking and Dagenham 012C,0,0.0,,False,A_true_desert
E01000075,Barking and Dagenham 012D,1,0.6279761904761905,0.31398809523809523,True,normal
E01000076,Barking and Dagenham 012E,0,0.0,,False,A_true_desert
E01000013,Barking and Dagenham 013A,0,0.0,,False,A_true_desert
E01000014,Barking and Dagenham 013B,0,0.0,,False,A_true_desert
E01000059,Barking and Dagenham 013C,1,0.0043650793650791995,0.0021825396825395998,True,B_underutilised
E01000084,Barking and Dagenham 013D,2,1.2213293650793648,0.30172371031746026,True,normal
E01000085,Barking and Dagenham 013E,0,0.0,,False,A_true_desert
E01000086,Barking and Dagenham 013F,0,0.0,,False,A_true_desert
E01000103,Barking and Dagenham 014A,0,0.0,,False,A_true_desert
E01000104,Barking and Dagenham 014B,0,0.0,,False,A_true_desert
E01000105,Barking and Dagenham 014C,0,0.0,,False,A_true_desert
E01000106,Barking and Dagenham 014D,0,0.0,,False,A_true_desert
E01000007,Barking and Dagenham 015A,0,0.0,,False,A_true_desert
E01000008,Barking and Dagenham 015B,0,0.0,,False,A_true_desert
E01000012,Barking and Dagenham 015D,1,0.0039682539682537495,0.0009920634920634374,True,B_underutilised
E01034473,Barking and Dagenham 015E,0,0.0,,False,A_true_desert
E01034474,Barking and Dagenham 015F,1,0.033333333333333104,0.008333333333333276,True,normal
E01000006,Barking and Dagenham 016A,0,0.0,,False,A_true_desert
E01000009,Barking and Dagenham 016B,1,0.0014880952380951476,0.0003720238095237869,True,B_underutilised
E01000011,Barking and Dagenham 016C,0,0.0,,False,A_true_desert
E01000044,Barking and Dagenham 016D,0,0.0,,False,A_true_desert
E01000068,Barking and Dagenham 016E,0,0.0,,False,A_true_desert
E01000041,Barking and Dagenham 017A,0,0.0,,False,A_true_desert
E01000042,Barking and Dagenham 017B,0,0.0,,False,A_true_desert
E01000045,Barking and Dagenham 017C,0,0.0,,False,A_true_desert
E01000046,Barking and Dagenham 017D,0,0.0,,False,A_true_desert
E01000072,Barking and Dagenham 017E,0,0.0,,False,A_true_desert
E01000054,Barking and Dagenham 018A,0,0.0,,False,A_true_desert
E01000055,Barking and Dagenham 018B,0,0.0,,False,A_true_desert
E01000056,Barking and Dagenham 018C,0,0.0,,False,A_true_desert
E01000058,Barking and Dagenham 018D,0,0.0,,False,A_true_desert
E01000095,Barking and Dagenham 018E,0,0.0,,False,A_true_desert
E01000040,Barking and Dagenham 019A,0,0.0,,False,A_true_desert
E01000043,Barking and Dagenham 019B,0,0.0,,False,A_true_desert
E01000050,Barking and Dagenham 019C,0,0.0,,False,A_true_desert
E01000052,Barking and Dagenham 019D,0,0.0,,False,A_true_desert
E01034475,Barking and Dagenham 019F,1,1.6395833333333334,0.5465277777777778,True,normal
E01034476,Barking and Dagenham 019G,0,0.0,,False,A_true_desert
E01034477,Barking and Dagenham 019H,0,0.0,,False,A_true_desert
E01034478,Barking and Dagenham 019I,0,0.0,,False,A_true_desert
E01000053,Barking and Dagenham 020A,1,0.0045634920634919,0.0015211640211639666,True,B_underutilised
E01000087,Barking and Dagenham 020B,1,0.871329365079365,0.29044312169312164,True,normal
E01000088,Barking and Dagenham 020C,0,0.0,,False,A_true_desert
E01000089,Barking and Dagenham 020D,0,0.0,,False,A_true_desert
E01000090,Barking and Dagenham 020E,0,0.0,,False,A_true_desert
E01000049,Barking and Dagenham 021C,1,0.0021825396825395985,0.0005456349206348996,True,B_underutilised
E01000051,Barking and Dagenham 021D,1,0.0,0.0,True,B_underutilised
E01033587,Barking and Dagenham 021E,0,0.0,,False,A_true_desert
E01034479,Barking and Dagenham 021G,1,0.0,0.0,True,B_underutilised
E01000091,Barking and Dagenham 022A,2,0.2755952380952378,0.038578869047618994,True,normal
E01000093,Barking and Dagenham 022B,0,0.0,,False,A_true_desert
E01000094,Barking and Dagenham 022C,0,0.0,,False,A_true_desert
E01000096,Barking and Dagenham 022D,2,1.1253968253968252,0.18756613756613755,True,normal
E01000019,Barking and Dagenham 023A,0,0.0,,False,A_true_desert
E01000020,Barking and Dagenham 023B,0,0.0,,False,A_true_desert
E01000097,Barking and Dagenham 023C,0,0.0,,False,A_true_desert
E01000098,Barking and Dagenham 023D,0,0.0,,False,A_true_desert
E01000099,Barking and Dagenham 023E,0,0.0,,False,A_true_desert
E01032580,Barking and Dagenham 023F,0,0.0,,False,A_true_desert
E01000248,Barnet 001A,26,3.1150793650793647,0.1198107448107448,True,normal
E01000249,Barnet 001B,3,0.189781746031746,0.063260582010582,True,normal
E01000250,Barnet 001C,1,0.0001984126984126,0.0001984126984126,True,B_underutilised
E01000254,Barnet 001D,5,0.2402777777777777,0.04805555555555554,True,normal
E01000292,Barnet 001E,1,0.0,0.0,True,B_underutilised
E01000293,Barnet 001F,3,0.0,0.0,True,B_underutilised
E01000167,Barnet 002A,3,0.3571428571428571,0.11904761904761903,True,normal
E01000246,Barnet 002B,2,0.3572420634920634,0.1786210317460317,True,normal
E01000247,Barnet 002C,0,0.0,,False,A_true_desert
E01000251,Barnet 002D,6,1.185515873015873,0.19758597883597884,True,normal
E01000252,Barnet 002E,0,0.0,,False,A_true_desert
E01000166,Barnet 003A,0,0.0,,False,A_true_desert
E01000168,Barnet 003B,0,0.0,,False,A_true_desert
E01000169,Barnet 003C,0,0.0,,False,A_true_desert
E01000172,Barnet 003D,0,0.0,,False,A_true_desert
E01000285,Barnet 004A,3,0.0001984126984126,6.613756613753333e-05,True,B_underutilised
E01000287,Barnet 004B,1,0.0,0.0,True,B_underutilised
E01000288,Barnet 004C,1,0.0811507936507936,0.0811507936507936,True,normal
E01000289,Barnet 004D,1,0.0,0.0,True,B_underutilised
E01000291,Barnet 004E,0,0.0,,False,A_true_desert
E01000294,Barnet 004F,4,0.0,0.0,True,B_underutilised
E01000267,Barnet 005A,1,0.0,0.0,True,B_underutilised
E01000268,Barnet 005B,9,0.810218253968254,0.09002425044091711,True,normal
E01000269,Barnet 005C,3,0.6669642857142857,0.22232142857142856,True,normal
E01000270,Barnet 005D,3,1.596825396825397,0.5322751322751323,True,normal
E01000170,Barnet 006A,0,0.0,,False,A_true_desert
E01000171,Barnet 006B,2,9.92063492063492e-05,4.96031746031746e-05,True,B_underutilised
E01000173,Barnet 006C,6,1.1722222222222223,0.1953703703703704,True,normal
E01000174,Barnet 006D,4,0.0,0.0,True,B_underutilised
E01000175,Barnet 006E,2,1.1499007936507937,0.5749503968253968,True,normal
E01000228,Barnet 007A,1,0.0,0.0,True,B_underutilised
E01000253,Barnet 007B,1,0.010813492063492,0.010813492063492,True,normal
E01000279,Barnet 007C,0,0.0,,False,A_true_desert
E01000280,Barnet 007D,0,0.0,,False,A_true_desert
E01000286,Barnet 007E,2,0.0,0.0,True,B_underutilised
E01000290,Barnet 007F,1,0.6531746031746032,0.6531746031746032,True,normal
E01000271,Barnet 008A,2,0.0,0.0,True,B_underutilised
E01000272,Barnet 008B,1,0.1800595238095238,0.1800595238095238,True,normal
E01000273,Barnet 008C,5,0.0,0.0,True,B_underutilised
E01000281,Barnet 008D,0,0.0,,False,A_true_desert
E01000282,Barnet 008E,1,0.0,0.0,True,B_underutilised
E01000115,Barnet 009A,0,0.0,,False,A_true_desert
E01000116,Barnet 009B,6,0.0,0.0,True,B_underutilised
E01000119,Barnet 009C,1,9.92063492063492e-05,9.92063492063492e-05,True,B_underutilised
E01000120,Barnet 009D,2,9.92063492063492e-05,4.96031746031746e-05,True,B_underutilised
E01000122,Barnet 009E,1,0.3571428571428571,0.3571428571428571,True,normal
E01000117,Barnet 010A,4,0.0,0.0,True,B_underutilised
E01000118,Barnet 010B,1,0.0,0.0,True,B_underutilised
E01000121,Barnet 010C,0,0.0,,False,A_true_desert
E01000123,Barnet 010D,2,0.0,0.0,True,B_underutilised
E01000124,Barnet 010E,4,0.3573412698412698,0.08933531746031745,True,normal
E01000265,Barnet 011A,2,0.9234126984126984,0.4617063492063492,True,normal
E01000266,Barnet 011B,2,0.8682539682539683,0.43412698412698414,True,normal
E01000274,Barnet 011C,3,0.29871031746031734,0.09957010582010578,True,normal
E01000320,Barnet 011D,4,0.0,0.0,True,B_underutilised
E01000322,Barnet 011E,3,0.2247023809523809,0.07490079365079363,True,normal
E01000275,Barnet 012A,3,0.5680555555555554,0.1893518518518518,True,normal
E01000277,Barnet 012B,3,9.92063492063492e-05,3.306878306878307e-05,True,B_underutilised
E01000283,Barnet 012C,0,0.0,,False,A_true_desert
E01000284,Barnet 012D,12,0.7143849206349205,0.059532076719576714,True,normal
E01000321,Barnet 012E,11,0.056547619047619,0.005140692640692637,True,normal
E01000195,Barnet 013A,1,0.0854166666666666,0.0854166666666666,True,normal
E01000229,Barnet 013B,0,0.0,,False,A_true_desert
E01000230,Barnet 013C,5,0.0,0.0,True,B_underutilised
E01000231,Barnet 013D,3,0.9191468253968254,0.3063822751322751,True,normal
E01000232,Barnet 013E,1,0.0,0.0,True,B_underutilised
E01000233,Barnet 013F,1,0.0,0.0,True,B_underutilised
E01000186,Barnet 014A,0,0.0,,False,A_true_desert
E01000187,Barnet 014B,1,0.0,0.0,True,B_underutilised
E01000188,Barnet 014C,0,0.0,,False,A_true_desert
E01000189,Barnet 014D,6,3.377876984126984,0.5629794973544974,True,normal
E01000190,Barnet 014E,3,0.0,0.0,True,B_underutilised
E01000191,Barnet 014F,3,0.0,0.0,True,B_underutilised
E01000158,Barnet 015A,7,0.0,0.0,True,B_underutilised
E01000159,Barnet 015B,2,0.0,0.0,True,B_underutilised
E01000160,Barnet 015C,4,0.0001984126984126,4.960317460315e-05,True,B_underutilised
E01000161,Barnet 015D,10,0.35744047619047603,0.035744047619047606,True,normal
E01000162,Barnet 015E,3,0.0,0.0,True,B_underutilised
E01000324,Barnet 015F,8,0.2145833333333333,0.02682291666666666,True,normal
E01000256,Barnet 016A,0,0.0,,False,A_true_desert
E01000258,Barnet 016B,0,0.0,,False,A_true_desert
E01000263,Barnet 016C,0,0.0,,False,A_true_desert
E01000264,Barnet 016D,11,0.0,0.0,True,B_underutilised
E01000255,Barnet 017A,5,0.0412698412698412,0.00825396825396824,True,normal
E01000257,Barnet 017B,1,0.0,0.0,True,B_underutilised
E01000261,Barnet 017C,0,0.0,,False,A_true_desert
E01033911,Barnet 017E,2,9.92063492063492e-05,4.96031746031746e-05,True,B_underutilised
E01033912,Barnet 017F,0,0.0,,False,A_true_desert
E01000192,Barnet 018A,1,0.0,0.0,True,B_underutilised
E01000193,Barnet 018B,2,0.015079365079365,0.0075396825396825,True,normal
E01000194,Barnet 018C,6,0.714186507936508,0.11903108465608465,True,normal
E01000226,Barnet 018D,0,0.0,,False,A_true_desert
E01000227,Barnet 018E,0,0.0,,False,A_true_desert
E01000299,Barnet 019A,9,0.5995039682539681,0.06661155202821868,True,normal
E01000300,Barnet 019B,1,0.0,0.0,True,B_underutilised
E01000302,Barnet 019C,9,0.0001984126984126,2.2045855379177777e-05,True,B_underutilised
E01000317,Barnet 019D,8,0.5106150793650793,0.06382688492063492,True,normal
E01000318,Barnet 019E,8,0.1583333333333333,0.019791666666666662,True,normal
E01000323,Barnet 019F,9,0.0003968253968253,4.409171075836667e-05,True,B_underutilised
E01000276,Barnet 020A,0,0.0,,False,A_true_desert
E01000278,Barnet 020B,0,0.0,,False,A_true_desert
E01000301,Barnet 020C,0,0.0,,False,A_true_desert
E01000303,Barnet 020D,4,0.608829365079365,0.15220734126984126,True,normal
E01000304,Barnet 020E,9,1.298313492063492,0.14425705467372132,True,normal
E01000130,Barnet 021A,0,0.0,,False,A_true_desert
E01000132,Barnet 021B,0,0.0,,False,A_true_desert
E01000133,Barnet 021C,0,0.0,,False,A_true_desert
E01000234,Barnet 021D,4,0.0,0.0,True,B_underutilised
E01000235,Barnet 021E,0,0.0,,False,A_true_desert
E01000156,Barnet 022A,11,2.6120039682539677,0.23745490620490617,True,normal
E01000157,Barnet 022B,11,1.4287698412698413,0.12988816738816739,True,normal
E01000163,Barnet 022C,5,0.7599206349206349,0.15198412698412697,True,normal
E01000164,Barnet 022D,4,0.0001984126984126984,4.96031746031746e-05,True,B_underutilised
E01000165,Barnet 022E,0,0.0,,False,A_true_desert
E01000315,Barnet 022F,1,9.92063492063492e-05,9.92063492063492e-05,True,B_underutilised
E01000197,Barnet 023A,9,0.9003968253968253,0.10004409171075837,True,normal
E01000295,Barnet 023B,9,0.3820436507936506,0.04244929453262784,True,normal
E01000296,Barnet 023C,7,0.1929563492063491,0.027565192743764157,True,normal
E01000298,Barnet 023D,11,0.446031746031746,0.04054834054834055,True,normal
E01000127,Barnet 024B,0,0.0,,False,A_true_desert
E01000128,Barnet 024C,0,0.0,,False,A_true_desert
E01000129,Barnet 024D,0,0.0,,False,A_true_desert
E01000131,Barnet 024E,3,0.8864087301587301,0.2954695767195767,True,normal
E01000134,Barnet 024F,0,0.0,,False,A_true_desert
E01033913,Barnet 024G,3,0.3656746031746031,0.12189153439153437,True,normal
E01033914,Barnet 024H,2,0.000297619047619,0.0001488095238095,True,B_underutilised
E01000198,Barnet 025A,2,0.0,0.0,True,B_underutilised
E01000199,Barnet 025B,9,9.92063492063492e-05,1.1022927689594357e-05,True,B_underutilised
E01000204,Barnet 025C,14,1.2547619047619047,0.08962585034013605,True,normal
E01000259,Barnet 025D,2,0.0,0.0,True,B_underutilised
E01000260,Barnet 025E,0,0.0,,False,A_true_desert
E01000126,Barnet 026A,2,0.0,0.0,True,B_underutilised
E01000151,Barnet 026B,0,0.0,,False,A_true_desert
E01000152,Barnet 026C,0,0.0,,False,A_true_desert
E01000153,Barnet 026D,0,0.0,,False,A_true_desert
E01000154,Barnet 026E,0,0.0,,False,A_true_desert
E01000176,Barnet 027A,3,0.0,0.0,True,B_underutilised
E01000178,Barnet 027B,11,0.013888888888888649,0.0012626262626262408,True,normal
E01000184,Barnet 027C,2,0.0,0.0,True,B_underutilised
E01000297,Barnet 027D,3,0.0,0.0,True,B_underutilised
E01000316,Barnet 027E,5,0.5841269841269842,0.11682539682539683,True,normal
E01000319,Barnet 027F,7,0.0006944444444443,9.920634920632857e-05,True,B_underutilised
E01000196,Barnet 028A,7,0.0004960317460317,7.086167800452858e-05,True,B_underutilised
E01000200,Barnet 028B,8,0.0,0.0,True,B_underutilised
E01000201,Barnet 028C,4,0.0001984126984126,4.960317460315e-05,True,B_underutilised
E01000202,Barnet 028D,5,0.9890873015873014,0.19781746031746028,True,normal
E01000203,Barnet 028E,0,0.0,,False,A_true_desert
E01000177,Barnet 029A,2,9.92063492063492e-05,4.96031746031746e-05,True,B_underutilised
E01000179,Barnet 029B,10,0.43571428571428555,0.04357142857142855,True,normal
E01000180,Barnet 029C,2,0.0,0.0,True,B_underutilised
E01000181,Barnet 029D,8,0.0975198412698412,0.01218998015873015,True,normal
E01000182,Barnet 029E,13,1.0309523809523808,0.0793040293040293,True,normal
E01000185,Barnet 029F,0,0.0,,False,A_true_desert
E01000239,Barnet 031A,2,0.0,0.0,True,B_underutilised
E01000240,Barnet 031B,2,1.0541666666666667,0.2635416666666667,True,normal
E01000241,Barnet 031C,1,0.6817460317460318,0.6817460317460318,True,normal
E01000309,Barnet 031D,4,0.714186507936508,0.178546626984127,True,normal
E01000237,Barnet 032A,5,0.45347222222222217,0.04534722222222222,True,normal
E01000242,Barnet 032B,1,0.0,0.0,True,B_underutilised
E01000243,Barnet 032C,3,0.0,0.0,True,B_underutilised
E01000244,Barnet 032D,4,1.3465277777777778,0.33663194444444444,True,normal
E01000245,Barnet 032E,7,0.0334325396825396,0.004776077097505657,True,normal
E01000314,Barnet 032F,11,0.992361111111111,0.09021464646464646,True,normal
E01000183,Barnet 033A,16,0.0,0.0,True,B_underutilised
E01000206,Barnet 033B,3,0.334126984126984,0.11137566137566134,True,normal
E01000207,Barnet 033C,11,0.6645833333333331,0.060416666666666646,True,normal
E01000208,Barnet 033D,4,0.304265873015873,0.07606646825396825,True,normal
E01000210,Barnet 033E,10,0.3325396825396825,0.03325396825396825,True,normal
E01000213,Barnet 033F,1,0.0,0.0,True,B_underutilised
E01000236,Barnet 034A,3,0.3570436507936508,0.11901455026455027,True,normal
E01000238,Barnet 034B,13,1.536111111111111,0.11816239316239316,True,normal
E01000310,Barnet 034C,11,1.4847222222222223,0.06748737373737373,True,normal
E01000311,Barnet 034D,6,0.0,0.0,True,B_underutilised
E01000205,Barnet 035A,15,1.6439484126984125,0.10959656084656083,True,normal
E01000209,Barnet 035B,27,0.7941468253968251,0.029412845385067596,True,normal
E01000211,Barnet 035C,27,0.8428571428571427,0.021476337448559663,True,normal
E01000212,Barnet 035D,13,0.9722222222222221,0.07478632478632477,True,normal
E01000216,Barnet 035E,12,0.7142857142857142,0.059523809523809514,True,normal
E01000217,Barnet 035F,4,0.0001984126984126,4.960317460315e-05,True,B_underutilised
E01000150,Barnet 036A,1,0.0,0.0,True,B_underutilised
E01000305,Barnet 036B,3,0.3570436507936508,0.11901455026455027,True,normal
E01000306,Barnet 036C,3,1.247420634920635,0.4158068783068783,True,normal
E01000308,Barnet 036D,1,0.0,0.0,True,B_underutilised
E01000312,Barnet 036E,0,0.0,,False,A_true_desert
E01000313,Barnet 036F,3,0.0839285714285714,0.027976190476190464,True,normal
E01000145,Barnet 037A,10,0.7143849206349207,0.07143849206349207,True,normal
E01000215,Barnet 037B,6,0.0994047619047619,0.016567460317460318,True,normal
E01000218,Barnet 037C,8,0.0,0.0,True,B_underutilised
E01000219,Barnet 037D,3,0.0,0.0,True,B_underutilised
E01000220,Barnet 037E,11,1.0854166666666667,0.09867424242424243,True,normal
E01000225,Barnet 037F,3,0.0,0.0,True,B_underutilised
E01000135,Barnet 038A,6,0.3680555555555555,0.06134259259259259,True,normal
E01000136,Barnet 038B,6,9.92063492063492e-05,1.6534391534391536e-05,True,B_underutilised
E01000144,Barnet 038C,3,0.3231150793650794,0.10770502645502646,True,normal
E01000146,Barnet 038D,5,0.3471230158730157,0.06942460317460314,True,normal
E01000214,Barnet 038E,7,0.8811507936507934,0.1258786848072562,True,normal
E01000141,Barnet 039A,6,1.6609126984126983,0.27681878306878305,True,normal
E01000221,Barnet 039B,2,0.0,0.0,True,B_underutilised
E01000223,Barnet 039C,1,0.0,0.0,True,B_underutilised
E01000307,Barnet 039D,5,0.000595238095238,0.00011904761904759999,True,B_underutilised
E01000138,Barnet 040A,3,0.0,0.0,True,B_underutilised
E01000142,Barnet 040B,7,0.3722222222222221,0.05317460317460316,True,normal
E01000222,Barnet 040C,1,0.0,0.0,True,B_underutilised
E01000224,Barnet 040D,2,0.0,0.0,True,B_underutilised
E01000137,Barnet 041A,7,0.9716269841269841,0.13880385487528343,True,normal
E01000139,Barnet 041B,8,0.7145833333333332,0.08932291666666665,True,normal
E01000140,Barnet 041C,7,0.3571428571428571,0.0510204081632653,True,normal
E01000143,Barnet 041D,4,0.4035714285714286,0.10089285714285715,True,normal
E01033915,Barnet 042A,0,0.0,,False,A_true_desert
E01033916,Barnet 042B,6,0.31557539682539676,0.05259589947089946,True,normal
E01033917,Barnet 042C,0,0.0,,False,A_true_desert
E01033918,Barnet 042D,5,0.0,0.0,True,B_underutilised
E01033919,Barnet 042E,0,0.0,,False,A_true_desert
E01033920,Barnet 042F,5,0.0,0.0,True,B_underutilised
E01000147,Barnet 043F,3,0.0,0.0,True,B_underutilised
E01033921,Barnet 043A,0,0.0,,False,A_true_desert
E01033922,Barnet 043B,10,0.0016865079365076443,1.5331890331887676e-05,True,B_underutilised
E01033923,Barnet 043C,0,0.0,,False,A_true_desert
E01033924,Barnet 043D,0,0.0,,False,A_true_desert
E01033925,Barnet 043E,3,0.0,0.0,True,B_underutilised
E01000466,Bexley 001A,0,0.0,,False,A_true_desert
E01000467,Bexley 001B,1,0.000297619047619,0.000297619047619,True,B_underutilised
E01000468,Bexley 001C,1,0.0,0.0,True,B_underutilised
E01000469,Bexley 001D,0,0.0,,False,A_true_desert
E01000416,Bexley 002A,2,0.000297619047619,0.0001488095238095,True,B_underutilised
E01000418,Bexley 002B,0,0.0,,False,A_true_desert
E01000422,Bexley 002C,1,0.0,0.0,True,B_underutilised
E01000464,Bexley 002D,0,0.0,,False,A_true_desert
E01000465,Bexley 002E,1,0.0,0.0,True,B_underutilised
E01000470,Bexley 002F,0,0.0,,False,A_true_desert
E01000333,Bexley 003A,4,0.023313492063491852,0.005828373015872963,True,normal
E01000335,Bexley 003B,1,0.0001984126984126,0.0001984126984126,True,B_underutilised
E01000336,Bexley 003C,0,0.0,,False,A_true_desert
E01000337,Bexley 003D,3,0.007638888888888748,0.0025462962962962492,True,B_underutilised
E01000338,Bexley 003E,0,0.0,,False,A_true_desert
E01000403,Bexley 004A,1,0.0,0.0,True,B_underutilised
E01000404,Bexley 004B,0,0.0,,False,A_true_desert
E01000405,Bexley 004C,0,0.0,,False,A_true_desert
E01000408,Bexley 004D,0,0.0,,False,A_true_desert
E01000332,Bexley 005A,1,0.0,0.0,True,B_underutilised
E01000402,Bexley 005B,0,0.0,,False,A_true_desert
E01000406,Bexley 005C,1,9.92063492063492e-05,9.92063492063492e-05,True,B_underutilised
E01000407,Bexley 005D,1,0.0,0.0,True,B_underutilised
E01000334,Bexley 006A,0,0.0,,False,A_true_desert
E01000417,Bexley 006B,0,0.0,,False,A_true_desert
E01000419,Bexley 006C,1,9.92063492063492e-05,9.92063492063492e-05,True,B_underutilised
E01000420,Bexley 006D,0,0.0,,False,A_true_desert
E01000442,Bexley 006E,1,0.0,0.0,True,B_underutilised
E01000437,Bexley 007A,0,0.0,,False,A_true_desert
E01000438,Bexley 007B,1,0.0003968253968253,0.0003968253968253,True,B_underutilised
E01000439,Bexley 007C,0,0.0,,False,A_true_desert
E01000440,Bexley 007D,0,0.0,,False,A_true_desert
E01000441,Bexley 007E,0,0.0,,False,A_true_desert
E01000373,Bexley 008A,0,0.0,,False,A_true_desert
E01000429,Bexley 008B,0,0.0,,False,A_true_desert
E01000430,Bexley 008C,1,0.0,0.0,True,B_underutilised
E01000431,Bexley 008D,1,0.0,0.0,True,B_underutilised
E01000433,Bexley 008F,0,0.0,,False,A_true_desert
E01000434,Bexley 008G,1,9.92063492063492e-05,9.92063492063492e-05,True,B_underutilised
E01033789,Bexley 008H,1,9.92063492063492e-05,9.92063492063492e-05,True,B_underutilised
E01033790,Bexley 008I,3,0.0,0.0,True,B_underutilised
E01000356,Bexley 009A,1,0.0,0.0,True,B_underutilised
E01000357,Bexley 009B,1,0.0,0.0,True,B_underutilised
E01000359,Bexley 009C,0,0.0,,False,A_true_desert
E01000421,Bexley 009D,0,0.0,,False,A_true_desert
E01000450,Bexley 009E,1,0.0,0.0,True,B_underutilised
E01000451,Bexley 009F,3,9.92063492063492e-05,3.306878306878307e-05,True,B_underutilised
E01000452,Bexley 009G,2,0.0,0.0,True,B_underutilised
E01000367,Bexley 010A,0,0.0,,False,A_true_desert
E01000368,Bexley 010B,0,0.0,,False,A_true_desert
E01000372,Bexley 010C,0,0.0,,False,A_true_desert
E01000380,Bexley 010D,0,0.0,,False,A_true_desert
E01000435,Bexley 010E,1,9.92063492063492e-05,9.92063492063492e-05,True,B_underutilised
E01000353,Bexley 011A,1,0.0001984126984126,0.0001984126984126,True,B_underutilised
E01000354,Bexley 011B,2,0.0003968253968253,0.00019841269841265,True,B_underutilised
E01000355,Bexley 011C,1,0.0,0.0,True,B_underutilised
E01000358,Bexley 011D,0,0.0,,False,A_true_desert
E01000436,Bexley 011E,0,0.0,,False,A_true_desert
