lsoa_code,lsoa_name,e_i,S_eff_i,U_i,n_evse,n_active_evse,n_active_locations,has_evse_i
E01002708,Islington 015A,2,0.10723167436130401,0.05361583718065201,4,4,2,True
E01002709,Islington 019C,2,0.1183099922824074,0.0591549961412037,3,3,2,True
E01002710,Islington 019D,2,0.23027160493479937,0.11513580246739968,2,2,2,True
E01002711,Islington 021B,7,0.16706404320601853,0.023866291886574076,8,5,5,True
E01002712,Islington 015B,4,0.09250977365959362,0.023127443414898405,6,6,4,True
E01002713,Islington 015C,2,0.04866473765162037,0.024332368825810184,3,3,2,True
E01002714,Islington 017D,4,0.10215817901041667,0.025539544752604167,4,3,3,True
E01002715,Islington 019E,1,0.06542862654108796,0.06542862654108796,2,2,1,True
E01002716,Islington 014A,5,0.06495447530671297,0.012990895061342595,7,6,4,True
E01002717,Islington 016A,4,0.012189429011959876,0.003047357252989969,5,1,1,True
E01002718,Islington 014B,3,0.04942554012210648,0.01647518004070216,4,3,3,True
E01002719,Islington 016B,3,0.062108410490933644,0.02070280349697788,4,4,3,True
E01002720,Islington 016C,6,0.13236747684992284,0.022061246141653806,9,8,6,True
E01002721,Islington 014C,4,0.05695659721971451,0.014239149304928627,7,6,4,True
E01002722,Islington 018A,3,0.027456597221836423,0.009152199073945474,4,3,2,True
E01002723,Islington 022C,10,0.37332407402199075,0.03733240740219908,13,12,10,True
E01002724,Islington 022D,4,0.19673398919412294,0.049183497298530734,8,6,3,True
E01002725,Islington 022E,1,0.1927293595322145,0.1927293595322145,2,2,1,True
E01002726,Islington 022F,1,0.039845293208719136,0.039845293208719136,2,2,1,True
E01002727,Islington 021C,3,0.06596669238541666,0.021988897461805556,5,4,3,True
E01002728,Islington 021D,3,0.008321759258873457,0.002773919752957819,6,1,1,True
E01002729,Islington 021E,5,0.15975334361741256,0.03195066872348251,7,7,5,True
E01002730,Islington 007A,1,0.0780077160486111,0.0780077160486111,1,1,1,True
E01002732,Islington 005A,6,0.21844878470322143,0.036408130783870236,15,4,2,True
E01002733,Islington 007C,2,0.15112229937731483,0.07556114968865742,2,2,2,True
E01002734,Islington 005B,2,0.060955825615740734,0.030477912807870367,4,2,1,True
E01002735,Islington 003A,1,0.043015432097415124,0.043015432097415124,2,2,1,True
E01002736,Islington 005C,1,0.05539441872299383,0.05539441872299383,3,2,1,True
E01002737,Islington 005D,1,0.06321064814621913,0.06321064814621913,2,2,1,True
E01002738,Islington 009A,2,0.13686458333024693,0.06843229166512346,2,2,2,True
E01002739,Islington 013A,3,0.058177083331018516,0.019392361110339505,3,2,2,True
E01002740,Islington 013B,8,0.17942689042717977,0.02242836130339747,13,12,7,True
E01002741,Islington 009B,2,0.043779899690200616,0.021889949845100308,4,4,2,True
E01002742,Islington 006A,12,0.1444199459841821,0.01203499549868184,13,10,9,True
E01002743,Islington 009C,10,0.09582754629108797,0.009582754629108797,11,9,8,True
E01002744,Islington 009D,0,0.0,,0,0,0,False
E01002745,Islington 013C,1,0.0,0.0,1,0,0,True
E01002747,Islington 006B,5,0.031733603392361115,0.006346720678472223,6,4,3,True
E01002748,Islington 006C,2,0.22490451386574073,0.11245225693287036,7,2,1,True
E01002749,Islington 006D,2,0.2037851079859182,0.1018925539929591,3,3,2,True
E01002751,Islington 005E,4,0.08614139660262346,0.021535349150655865,8,5,3,True
E01002752,Islington 009E,3,0.15022048610725308,0.05007349536908436,4,4,3,True
E01002753,Islington 002A,0,0.0,,0,0,0,False
E01002754,Islington 002B,9,0.16550417952269805,0.018389353280299784,12,10,7,True
E01002755,Islington 001A,1,0.027943672838541662,0.027943672838541662,2,2,1,True
E01002756,Islington 001B,10,0.13352237653935187,0.013352237653935187,12,12,10,True
E01002757,Islington 002C,7,0.09939969135416667,0.014199955907738095,7,5,5,True
E01002758,Islington 001C,6,0.024913580245884775,0.004152263374314129,9,4,3,True
E01002759,Islington 002D,0,0.0,,0,0,0,False
E01002760,Islington 002E,3,0.04866782407368827,0.016222608024562758,6,2,1,True
E01002762,Islington 011C,8,0.22833169366222994,0.028541461707778742,15,10,7,True
E01002763,Islington 007D,2,0.06052276234047067,0.030261381170235337,7,2,1,True
E01002764,Islington 010A,1,0.034082754628472225,0.034082754628472225,2,2,1,True
E01002765,Islington 015D,1,0.05369965277623456,0.05369965277623456,2,2,1,True
E01002766,Islington 015E,1,0.1480970292926312,0.1480970292926312,2,2,1,True
E01002767,Islington 011D,1,0.10873270317965535,0.10873270317965535,6,2,1,True
E01002768,Islington 004A,2,0.007993827160108024,0.003996913580054012,3,1,1,True
E01002769,Islington 008A,19,0.1260802469072145,0.0066358024688007635,20,14,13,True
E01002770,Islington 004B,3,0.06772080760969651,0.022573602536565502,11,5,3,True
E01002771,Islington 004C,1,0.017401620369212965,0.017401620369212965,2,2,1,True
E01002772,Islington 002F,1,0.048893614968267746,0.048893614968267746,4,4,1,True
E01002773,Islington 004D,1,0.06100540123263889,0.06100540123263889,2,2,1,True
E01002774,Islington 004E,0,0.0,,0,0,0,False
E01002775,Islington 014D,9,0.16978124999402006,0.018864583332668897,11,10,9,True
E01002776,Islington 014E,4,0.06594714505999229,0.016486786264998072,6,4,2,True
E01002777,Islington 012A,20,0.10021238425482253,0.005010619212741126,22,9,8,True
E01002778,Islington 012B,1,0.03868846450520833,0.03868846450520833,2,2,1,True
E01002779,Islington 012C,2,0.020693801439429012,0.010346900719714506,5,4,2,True
E01002780,Islington 014F,0,0.0,,0,0,0,False
E01002781,Islington 012D,2,0.02146132330111883,0.010730661650559414,5,3,2,True
E01002782,Islington 012E,2,0.018126157407021604,0.009063078703510802,2,1,1,True
E01002783,Islington 010B,0,0.0,,0,0,0,False
E01002784,Islington 010C,5,0.08788406635416667,0.01757681327083333,7,6,5,True
E01002785,Islington 008B,25,0.23705787036033948,0.009482314814413579,28,19,17,True
E01002786,Islington 010D,5,0.05932118055362654,0.011864236110725308,6,4,3,True
E01002787,Islington 010E,1,0.015779899690972224,0.015779899690972224,2,2,1,True
E01002788,Islington 008C,7,0.03451022376292438,0.004930031966132055,8,5,4,True
E01002789,Islington 008D,14,0.17738406635146606,0.012670290453676148,17,14,12,True
E01002790,Islington 016D,2,0.022222800924768516,0.011111400462384258,3,3,2,True
E01002791,Islington 016E,2,0.01631983024691358,0.00815991512345679,2,1,1,True
E01002792,Islington 017E,13,0.18346643518016975,0.014112802706166903,13,10,10,True
E01002793,Islington 016F,6,0.3023794367204861,0.05039657278674769,9,9,6,True
E01002794,Islington 020B,8,0.034538194442515435,0.004317274305314429,8,7,7,True
E01002795,Islington 013D,5,0.0912276234556327,0.01824552469112654,5,5,5,True
E01002796,Islington 013E,9,0.13348746141647377,0.014831940157385974,11,9,9,True
E01002797,Islington 018B,1,0.022203703703317902,0.022203703703317902,2,2,1,True
E01002798,Islington 018C,3,0.02322337962847222,0.007741126542824074,3,2,2,True
E01002799,Islington 018D,3,0.028708719135030862,0.009569573045010287,3,2,2,True
E01002800,Islington 018E,2,0.0722847222201003,0.03614236111005015,4,4,2,True
E01002801,Islington 020C,0,0.0,,0,0,0,False
E01002802,Islington 020D,14,0.2789434799320988,0.019924534280864197,17,11,10,True
E01002804,Islington 001D,0,0.0,,0,0,0,False
E01002805,Islington 003B,1,0.010885030863618826,0.010885030863618826,2,2,1,True
E01002806,Islington 003C,6,0.09266975308275463,0.015444958847125772,8,8,6,True
E01002807,Islington 001E,5,0.05626909721971451,0.011253819443942902,8,7,4,True
E01002808,Islington 003D,1,0.023160879628858027,0.023160879628858027,1,1,1,True
E01002809,Islington 003E,4,0.17195447530516975,0.042988618826292437,5,3,3,True
E01002810,Islington 003F,12,0.1499969135760031,0.012499742798000257,14,12,11,True
E01002811,Islington 001F,0,0.0,,0,0,0,False
E01002812,Kensington and Chelsea 013A,2,0.03654629629494598,0.01827314814747299,3,3,2,True
E01002813,Kensington and Chelsea 011A,17,0.24475192900154322,0.014397172294208425,21,17,14,True
E01002814,Kensington and Chelsea 015A,1,0.0,0.0,1,0,0,True
E01002815,Kensington and Chelsea 011B,2,0.026663194442901234,0.013331597221450617,2,2,2,True
E01002816,Kensington and Chelsea 011C,4,0.08271469907156635,0.020678674767891588,5,4,3,True
E01002817,Kensington and Chelsea 011D,9,0.1016446759232253,0.011293852880358368,9,6,6,True
E01002818,Kensington and Chelsea 012A,12,0.3802663965951003,0.03168886638292503,14,13,11,True
E01002819,Kensington and Chelsea 012B,7,0.13388888888020833,0.019126984125744047,9,8,7,True
E01002821,Kensington and Chelsea 014A,8,0.26841628085628855,0.03355203510703607,13,11,7,True
E01002823,Kensington and Chelsea 014B,9,0.08397415123206017,0.009330461248006686,11,7,6,True
E01002824,Kensington and Chelsea 008A,9,0.20062789351292437,0.022291988168102708,10,7,6,True
E01002825,Kensington and Chelsea 008B,8,0.3129492669646991,0.03911865837058739,10,9,8,True
E01002826,Kensington and Chelsea 008C,4,0.030563657406635802,0.007640914351658951,4,2,2,True
E01002827,Kensington and Chelsea 008D,11,0.17788695986728395,0.016171541806116723,11,9,9,True
E01002828,Kensington and Chelsea 008E,6,0.047768518515817905,0.007961419752636317,9,4,4,True
E01002829,Kensington and Chelsea 004A,7,0.13768113425559414,0.019668733465084878,8,7,6,True
E01002830,Kensington and Chelsea 004B,10,0.10323688271141974,0.010323688271141974,11,11,10,True
E01002831,Kensington and Chelsea 004C,9,0.10070081018094136,0.011188978908993485,10,9,8,True
E01002832,Kensington and Chelsea 004D,6,0.19339737653703704,0.03223289608950617,8,5,5,True
E01002833,Kensington and Chelsea 007A,9,0.12464930555246914,0.013849922839163238,9,8,8,True
E01002834,Kensington and Chelsea 013B,10,0.09469386573765431,0.00946938657376543,11,8,8,True
E01002835,Kensington and Chelsea 016C,10,0.16128192514728007,0.016128192514728006,15,13,10,True
E01002836,Kensington and Chelsea 016D,6,0.11024170524344135,0.018373617540573556,7,6,5,True
E01002837,Kensington and Chelsea 016E,5,0.14675733024344137,0.029351466048688275,7,4,4,True
E01002839,Kensington and Chelsea 013C,4,0.07497299382445988,0.01874324845611497,4,4,4,True
E01002840,Kensington and Chelsea 021A,5,0.03349189814737654,0.006698379629475308,5,2,2,True
E01002841,Kensington and Chelsea 021B,17,0.46842592591512344,0.02755446623030138,19,17,16,True
E01002842,Kensington and Chelsea 021C,0,0.0,,0,0,0,False
E01002843,Kensington and Chelsea 021D,3,0.11132812499768517,0.03710937499922839,5,4,3,True
E01002844,Kensington and Chelsea 019A,8,0.06746219135416667,0.008432773919270834,11,9,7,True
E01002845,Kensington and Chelsea 019B,3,0.018950617283564817,0.006316872427854939,3,1,1,True
E01002846,Kensington and Chelsea 017A,6,0.03441460905163323,0.005735768175272205,9,5,4,True
E01002847,Kensington and Chelsea 015B,8,0.09132523148070987,0.011415653935088733,10,8,8,True
E01002848,Kensington and Chelsea 015C,9,0.050561535490547836,0.0056179483878386486,12,7,6,True
E01002849,Kensington and Chelsea 017B,8,0.3202519290023148,0.04003149112528935,8,8,8,True
E01002850,Kensington and Chelsea 013D,3,0.08060937499710649,0.026869791665702164,5,3,2,True
E01002851,Kensington and Chelsea 015D,8,0.20194714505671296,0.02524339313208912,10,9,8,True
E01002852,Kensington and Chelsea 001A,3,0.15272202931635803,0.050907343105452675,5,5,3,True
E01002853,Kensington and Chelsea 001B,2,0.036633487652777776,0.018316743826388888,2,2,2,True
E01002854,Kensington and Chelsea 001C,4,0.1500389660474537,0.037509741511863426,4,4,4,True
E01002855,Kensington and Chelsea 001D,2,0.07665200617071759,0.038326003085358794,3,3,2,True
E01002856,Kensington and Chelsea 004E,9,0.24756905863252313,0.027507673181391457,11,10,8,True
E01002857,Kensington and Chelsea 001E,3,0.10411149691242283,0.034703832304140945,6,1,1,True
E01002858,Kensington and Chelsea 014C,6,0.07391473765162038,0.01231912294193673,6,5,5,True
E01002859,Kensington and Chelsea 012C,14,0.2605864197434414,0.018613315695960097,24,13,12,True
E01002860,Kensington and Chelsea 012D,17,0.3837733410349151,0.022574902413818536,19,18,16,True
E01002861,Kensington and Chelsea 014D,6,0.1283844521574074,0.021397408692901233,8,7,6,True
E01002862,Kensington and Chelsea 014E,3,0.08869540894868827,0.029565136316229423,4,4,3,True
E01002863,Kensington and Chelsea 012E,11,0.21186246141184414,0.019260223764713105,13,12,11,True
E01002864,Kensington and Chelsea 009A,11,0.23830111882118055,0.021663738074652775,14,13,10,True
E01002865,Kensington and Chelsea 011E,14,0.03763503086265432,0.0026882164901895944,15,2,2,True
E01002866,Kensington and Chelsea 009B,11,0.4398346836324588,0.03998497123931444,16,8,8,True
E01002867,Kensington and Chelsea 009C,7,0.1734486882635031,0.0247783840376433,8,6,6,True
E01002868,Kensington and Chelsea 009D,13,0.1379552469083719,0.010611942069874761,16,13,10,True
E01002869,Kensington and Chelsea 009E,8,0.086438078703125,0.010804759837890626,9,6,6,True
E01002870,Kensington and Chelsea 005A,7,0.2465399305476466,0.03521999007823523,8,7,6,True
E01002871,Kensington and Chelsea 007B,19,0.3392447916589506,0.01785498903468161,21,18,17,True
E01002872,Kensington and Chelsea 005B,7,0.060543209872299386,0.008649029981757055,10,5,4,True
E01002873,Kensington and Chelsea 007C,11,0.1787241512297454,0.016247650111795034,15,12,11,True
E01002874,Kensington and Chelsea 007D,11,0.28576774689969137,0.025978886081790123,11,11,11,True
E01002875,Kensington and Chelsea 007E,21,0.4118317901101466,0.019611037624292695,27,21,16,True
E01002876,Kensington and Chelsea 003A,10,0.31572472993113426,0.03157247299311343,11,8,8,True
E01002877,Kensington and Chelsea 003B,7,0.1166122685152392,0.01665889550217703,11,7,6,True
E01002878,Kensington and Chelsea 003C,6,0.045757716047453705,0.007626286007908951,8,6,5,True
E01002879,Kensington and Chelsea 005C,4,0.07341917437924383,0.01835479359481096,6,6,4,True
E01002880,Kensington and Chelsea 005D,3,0.07069251542939814,0.02356417180979938,4,3,2,True
E01002881,Kensington and Chelsea 005E,9,0.13446412036651234,0.014940457818501372,9,8,8,True
E01002882,Kensington and Chelsea 006A,10,0.21230574844926697,0.021230574844926697,12,11,10,True
E01002883,Kensington and Chelsea 006B,9,0.14383622684741512,0.015981802983046123,12,6,5,True
E01002884,Kensington and Chelsea 006C,4,0.03966647376369599,0.009916618440923997,5,4,4,True
E01002885,Kensington and Chelsea 006D,4,0.06707754629398148,0.01676938657349537,4,3,3,True
E01002886,Kensington and Chelsea 006E,9,0.0881662808601466,0.009796253428905178,11,8,6,True
E01002887,Kensington and Chelsea 010A,6,0.17178317900424384,0.02863052983404064,12,8,6,True
E01002888,Kensington and Chelsea 013E,5,0.07822685185030863,0.015645370370061727,6,4,4,True
E01002889,Kensington and Chelsea 010B,9,0.08524421295679012,0.009471579217421124,13,7,7,True
E01002890,Kensington and Chelsea 010C,13,0.26162692900221834,0.020125148384786025,18,12,10,True
E01002891,Kensington and Chelsea 010D,10,0.11481375385156249,0.01148137538515625,17,11,9,True
E01002892,Kensington and Chelsea 010E,11,0.24715354937596448,0.022468504488724044,12,12,11,True
E01002893,Kensington and Chelsea 017C,6,0.22316743826466048,0.03719457304411008,6,6,6,True
E01002894,Kensington and Chelsea 017D,3,0.02388503086419753,0.007961676954732511,3,2,2,True
E01002896,Kensington and Chelsea 020C,8,0.22761619083622686,0.028452023854528358,13,10,8,True
E01002897,Kensington and Chelsea 020D,2,0.03855189043094136,0.01927594521547068,3,3,2,True
E01002898,Kensington and Chelsea 017E,13,0.15826350307947532,0.0121741156214981,16,12,10,True
E01002899,Kensington and Chelsea 018A,9,0.07045785107590663,0.00782865011954518,14,10,8,True
E01002900,Kensington and Chelsea 018B,5,0.04338414351369599,0.008676828702739198,15,5,4,True
E01002901,Kensington and Chelsea 018C,9,0.18453549381905865,0.020503943757673185,12,6,6,True
E01002902,Kensington and Chelsea 018D,7,0.04179629629359568,0.005970899470513669,8,7,6,True
E01002903,Kensington and Chelsea 018E,12,0.05925964505864198,0.004938303754886832,14,8,8,True
E01002904,Kensington and Chelsea 002A,3,0.18393055555208332,0.061310185184027775,3,3,3,True
E01002905,Kensington and Chelsea 002B,9,0.2302378472150849,0.02558198302389832,13,8,6,True
E01002906,Kensington and Chelsea 002C,10,0.2334552469068287,0.02334552469068287,17,13,9,True
E01002907,Kensington and Chelsea 002D,1,0.02417418981394676,0.02417418981394676,4,4,1,True
E01002908,Kensington and Chelsea 003D,7,0.036907021604166666,0.005272431657738095,8,6,6,True
E01002909,Kensington and Chelsea 003E,15,0.39963560955497685,0.02664237397033179,20,17,13,True
E01002910,Kensington and Chelsea 019C,14,0.2367193929981996,0.016908528071299972,19,16,13,True
E01002911,Kensington and Chelsea 019D,11,0.07908236882118055,0.007189306256470959,13,10,9,True
E01002912,Kensington and Chelsea 020E,10,0.2721706211322338,0.02721706211322338,15,12,9,True
E01002913,Kensington and Chelsea 021E,4,0.13404687499421297,0.03351171874855324,5,5,4,True
E01002914,Kensington and Chelsea 019E,15,0.22890914351118827,0.01526060956741255,18,17,14,True
E01002915,Kingston upon Thames 014A,0,0.0,,0,0,0,False
E01002916,Kingston upon Thames 014B,0,0.0,,0,0,0,False
E01002917,Kingston upon Thames 014C,0,0.0,,0,0,0,False
E01002918,Kingston upon Thames 017A,0,0.0,,0,0,0,False
E01002919,Kingston upon Thames 017B,2,0.0,0.0,2,0,0,True
E01002920,Kingston upon Thames 014D,0,0.0,,0,0,0,False
E01002921,Kingston upon Thames 011A,5,0.1149332561712963,0.022986651234259258,5,3,3,True
E01002922,Kingston upon Thames 010A,1,0.0025474537037037037,0.0025474537037037037,1,1,1,True
E01002923,Kingston upon Thames 013A,1,0.08217554012191358,0.08217554012191358,1,1,1,True
E01002924,Kingston upon Thames 014E,0,0.0,,0,0,0,False
E01002925,Kingston upon Thames 013B,8,0.14107947530632714,0.017634934413290893,8,5,5,True
E01002926,Kingston upon Thames 010B,1,0.016386188270833334,0.016386188270833334,2,2,1,True
E01002927,Kingston upon Thames 008A,2,0.027541666665895064,0.013770833332947532,2,1,1,True
E01002928,Kingston upon Thames 008B,3,0.1284733796277006,0.0428244598759002,3,2,2,True
E01002929,Kingston upon Thames 007A,3,0.07187615740625,0.023958719135416667,3,2,2,True
E01002930,Kingston upon Thames 007B,9,0.17685615996334877,0.019650684440372088,17,6,3,True
E01002931,Kingston upon Thames 007C,7,0.09895949074035494,0.014137070105764992,7,3,3,True
E01002932,Kingston upon Thames 006A,0,0.0,,0,0,0,False
E01002933,Kingston upon Thames 004A,11,0.12684857252854936,0.011531688411686307,12,6,6,True
E01002934,Kingston upon Thames 004B,4,0.11319753086304014,0.028299382715760036,4,3,3,True
E01002935,Kingston upon Thames 003A,7,0.16357330246630658,0.023367614638043797,9,8,6,True
E01002937,Kingston upon Thames 004D,25,0.24286959876060957,0.009714783950424383,26,14,14,True
E01002938,Kingston upon Thames 003B,9,0.07882754629513888,0.008758616255015431,9,5,5,True
E01002939,Kingston upon Thames 018A,4,0.06396334875636574,0.015990837189091434,9,2,1,True
E01002940,Kingston upon Thames 020A,5,0.09989583333256173,0.019979166666512345,5,2,2,True
E01002941,Kingston upon Thames 018B,2,0.1039332561723251,0.05196662808616255,4,4,2,True
E01002942,Kingston upon Thames 018C,0,0.0,,0,0,0,False
E01002943,Kingston upon Thames 020B,6,0.148027391972608,0.024671231995434667,6,2,2,True
E01002944,Kingston upon Thames 019A,3,0.006942129629629629,0.002314043209876543,4,1,1,True
E01002945,Kingston upon Thames 019B,0,0.0,,0,0,0,False
E01002946,Kingston upon Thames 019C,0,0.0,,0,0,0,False
E01002947,Kingston upon Thames 019D,0,0.0,,0,0,0,False
E01002948,Kingston upon Thames 020C,0,0.0,,0,0,0,False
E01002949,Kingston upon Thames 020D,1,0.0,0.0,1,0,0,True
E01002950,Kingston upon Thames 020E,7,0.022338348765432097,0.003191192680776014,7,2,2,True
E01002951,Kingston upon Thames 003C,2,0.023726080246141975,0.011863040123070987,2,2,2,True
E01002952,Kingston upon Thames 002A,0,0.0,,0,0,0,False
E01002953,Kingston upon Thames 002B,0,0.0,,0,0,0,False
E01002954,Kingston upon Thames 003D,0,0.0,,0,0,0,False
E01002955,Kingston upon Thames 002C,0,0.0,,0,0,0,False
E01002956,Kingston upon Thames 002D,4,0.022104166666280865,0.005526041666570216,4,2,2,True
E01002957,Kingston upon Thames 003E,0,0.0,,0,0,0,False
E01002958,Kingston upon Thames 008C,11,0.28385281635320214,0.02580480148665474,12,9,8,True
E01002959,Kingston upon Thames 002E,0,0.0,,0,0,0,False
E01002960,Kingston upon Thames 006B,6,0.19383719133892746,0.03230619855648791,11,4,3,True
E01002961,Kingston upon Thames 008D,4,0.005866512345679011,0.0014666280864197528,6,1,1,True
E01002962,Kingston upon Thames 006C,0,0.0,,0,0,0,False
E01002963,Kingston upon Thames 007D,2,0.06620061728317901,0.033100308641589506,2,1,1,True
E01002964,Kingston upon Thames 005A,7,0.15104398147800924,0.021577711639715606,7,4,4,True
E01002965,Kingston upon Thames 009A,4,0.03977970678954475,0.009944926697386187,5,3,2,True
E01002966,Kingston upon Thames 010C,8,0.24119830246219137,0.03014978780777392,8,7,7,True
E01002967,Kingston upon Thames 009B,6,0.06491036522402263,0.010818394204003772,8,6,4,True
E01002968,Kingston upon Thames 009C,1,0.0039027777777777776,0.0039027777777777776,2,1,1,True
E01002969,Kingston upon Thames 005B,5,0.030324845679012342,0.006064969135802468,5,3,3,True
E01002970,Kingston upon Thames 006D,5,0.0,0.0,5,0,0,True
E01002971,Kingston upon Thames 005C,6,0.13751736110802468,0.02291956018467078,6,5,5,True
E01002972,Kingston upon Thames 005D,2,0.0,0.0,2,0,0,True
E01002973,Kingston upon Thames 006E,1,0.007985725308256173,0.007985725308256173,1,1,1,True
E01002974,Kingston upon Thames 005E,10,0.07764197530709877,0.007764197530709877,12,6,5,True
E01002975,Kingston upon Thames 012A,1,0.014523726851273148,0.014523726851273148,4,2,1,True
E01002976,Kingston upon Thames 015A,0,0.0,,0,0,0,False
E01002977,Kingston upon Thames 012B,2,0.0,0.0,3,0,0,True
E01002978,Kingston upon Thames 015B,1,0.013044945986882715,0.013044945986882715,2,2,1,True
E01002979,Kingston upon Thames 015C,0,0.0,,0,0,0,False
E01002980,Kingston upon Thames 012C,0,0.0,,0,0,0,False
E01002981,Kingston upon Thames 012D,0,0.0,,0,0,0,False
E01002982,Kingston upon Thames 015D,0,0.0,,0,0,0,False
E01002983,Kingston upon Thames 015E,0,0.0,,0,0,0,False
E01002984,Kingston upon Thames 012E,3,0.03819483024691358,0.012731610082304527,3,2,2,True
E01002985,Kingston upon Thames 007E,4,0.028177083332561727,0.007044270833140432,7,4,2,True
E01002986,Kingston upon Thames 008E,2,0.09779050925077161,0.048895254625385805,7,2,1,True
E01002987,Kingston upon Thames 011B,3,0.0492880658420782,0.016429355280692733,5,4,3,True
E01002988,Kingston upon Thames 011C,2,0.0,0.0,2,0,0,True
E01002989,Kingston upon Thames 011D,8,0.020947530864197532,0.0026184413580246915,8,3,3,True
E01002990,Kingston upon Thames 009D,6,0.08129475308352624,0.01354912551392104,7,5,4,True
E01002991,Kingston upon Thames 009E,4,0.5136311728344908,0.1284077932086227,4,3,3,True
E01002992,Kingston upon Thames 010D,4,0.0214116512345679,0.005352912808641975,4,1,1,True
E01002993,Kingston upon Thames 013C,3,0.050231481480709876,0.016743827160236625,3,2,2,True
E01002994,Kingston upon Thames 016A,0,0.0,,0,0,0,False
E01002995,Kingston upon Thames 013D,0,0.0,,0,0,0,False
E01002996,Kingston upon Thames 016B,4,0.044907793209490746,0.011226948302372686,4,2,2,True
E01002997,Kingston upon Thames 016C,1,0.013884837962577161,0.013884837962577161,2,2,1,True
E01002998,Kingston upon Thames 016D,5,0.11482060184953703,0.022964120369907408,5,2,2,True
E01002999,Kingston upon Thames 013E,2,0.01331057098765432,0.00665528549382716,2,1,1,True
E01003000,Kingston upon Thames 017C,2,0.08808371913425926,0.04404185956712963,14,1,1,True
E01003001,Kingston upon Thames 017D,0,0.0,,0,0,0,False
E01003002,Kingston upon Thames 016E,1,0.003470679011959876,0.003470679011959876,1,1,1,True
E01003003,Kingston upon Thames 017E,3,0.0402321244845679,0.013410708161522634,5,4,2,True
E01003004,Kingston upon Thames 018D,4,0.07566994598013116,0.01891748649503279,15,2,1,True
E01003005,Kingston upon Thames 018E,0,0.0,,0,0,0,False
E01003006,Kingston upon Thames 001A,1,0.0,0.0,1,0,0,True
E01003007,Kingston upon Thames 001B,2,0.014467206789737654,0.007233603394868827,2,1,1,True
E01003008,Kingston upon Thames 001C,6,0.03981134259259259,0.006635223765432099,6,1,1,True
E01003009,Kingston upon Thames 001D,4,0.07923688271450617,0.019809220678626543,5,4,3,True
E01003010,Kingston upon Thames 001E,1,0.0,0.0,1,0,0,True
E01003011,Kingston upon Thames 004E,12,0.36940020575488686,0.030783350479573906,18,12,10,True
E01003013,Lambeth 036A,3,0.0012735339498456792,0.0004245113166152264,4,1,1,True
E01003014,Lambeth 036B,6,0.21800308641280863,0.036333847735468106,6,6,6,True
E01003015,Lambeth 002A,2,0.0787619598757716,0.0393809799378858,2,2,2,True
E01003016,Lambeth 036C,2,0.07570023147839505,0.037850115739197526,2,2,2,True
E01003017,Lambeth 036D,6,0.2287299382654321,0.03812165637757201,7,4,4,True
E01003018,Lambeth 020A,14,0.11053645833140432,0.007895461309386023,18,5,5,True
E01003019,Lambeth 015A,4,0.06843595678858025,0.017108989197145062,4,3,3,True
E01003020,Lambeth 016A,7,0.056506558640432095,0.008072365520061728,9,4,4,True
E01003021,Lambeth 021A,5,0.04463464506082819,0.008926929012165638,7,4,2,True
E01003022,Lambeth 021B,7,0.20249633487133487,0.028928047838762124,8,6,6,True
E01003023,Lambeth 021C,6,0.6986103394945987,0.11643505658243312,6,6,6,True
E01003024,Lambeth 021D,0,0.0,,0,0,0,False
E01003025,Lambeth 021E,2,0.02430478395023148,0.01215239197511574,2,1,1,True
E01003026,Lambeth 019A,5,0.03495640432002315,0.00699128086400463,7,4,2,True
E01003027,Lambeth 019B,5,0.2748470293126929,0.05496940586253858,6,5,5,True
E01003028,Lambeth 019C,8,0.16629533178703704,0.02078691647337963,11,5,4,True
E01003029,Lambeth 017A,4,0.08887345678549383,0.022218364196373457,4,3,3,True
E01003030,Lambeth 019D,3,0.030654706788194444,0.010218235596064815,3,2,2,True
E01003031,Lambeth 023A,2,0.023369020060378085,0.011684510030189043,3,3,2,True
E01003032,Lambeth 017B,0,0.0,,0,0,0,False
E01003033,Lambeth 019E,6,0.29815007715007713,0.049691679525012855,6,5,5,True
E01003034,Lambeth 012A,3,0.12179166666589507,0.040597222221965025,5,3,3,True
E01003035,Lambeth 012B,1,0.05511342592554012,0.05511342592554012,1,1,1,True
E01003036,Lambeth 012C,8,0.17738213734047067,0.022172767167558834,12,8,7,True
E01003037,Lambeth 013A,2,0.09999035493479938,0.04999517746739969,2,2,2,True
E01003038,Lambeth 013B,7,0.07237114197299382,0.010338734567570547,8,4,4,True
E01003039,Lambeth 013C,6,0.193617476846965,0.032269579474494166,9,4,4,True
E01003040,Lambeth 013D,4,0.03993055555478395,0.009982638888695987,8,2,2,True
E01003041,Lambeth 017C,1,0.04085069444328704,0.04085069444328704,1,1,1,True
E01003042,Lambeth 013E,1,0.0,0.0,1,0,0,True
E01003043,Lambeth 018A,5,0.18433912036747685,0.03686782407349537,6,5,5,True
E01003044,Lambeth 018B,1,0.0380540123441358,0.0380540123441358,1,1,1,True
E01003045,Lambeth 011A,1,0.1277793209861111,0.1277793209861111,1,1,1,True
E01003046,Lambeth 009A,3,0.25856790122878087,0.08618930040959362,3,3,3,True
E01003047,Lambeth 011B,5,0.20799498456249998,0.0415989969125,5,5,5,True
E01003048,Lambeth 009B,4,0.15694212962538578,0.039235532406346446,4,3,3,True
