lsoa_code,lsoa_name,e_i,S_eff_i,U_i,n_evse,n_active_evse,n_active_locations,has_evse_i
E01000001,City of London 001A,1,0.24391126537152777,0.24391126537152777,1,1,1,True
E01000002,City of London 001B,1,0.0159715952928723,0.0159715952928723,8,7,1,True
E01000003,City of London 001C,0,0.0,,0,0,0,False
E01000005,City of London 001E,0,0.0,,0,0,0,False
E01000006,Barking and Dagenham 016A,0,0.0,,0,0,0,False
E01000007,Barking and Dagenham 015A,0,0.0,,0,0,0,False
E01000008,Barking and Dagenham 015B,0,0.0,,0,0,0,False
E01000009,Barking and Dagenham 016B,1,0.21297617669328706,0.21297617669328706,4,4,1,True
E01000011,Barking and Dagenham 016C,0,0.0,,0,0,0,False
E01000012,Barking and Dagenham 015D,1,0.06407282021421683,0.06407282021421683,4,4,1,True
E01000013,Barking and Dagenham 013A,0,0.0,,0,0,0,False
E01000014,Barking and Dagenham 013B,0,0.0,,0,0,0,False
E01000015,Barking and Dagenham 009A,0,0.0,,0,0,0,False
E01000016,Barking and Dagenham 009B,0,0.0,,0,0,0,False
E01000017,Barking and Dagenham 009C,0,0.0,,0,0,0,False
E01000018,Barking and Dagenham 009D,0,0.0,,0,0,0,False
E01000019,Barking and Dagenham 023A,0,0.0,,0,0,0,False
E01000020,Barking and Dagenham 023B,0,0.0,,0,0,0,False
E01000021,Barking and Dagenham 008A,0,0.0,,0,0,0,False
E01000022,Barking and Dagenham 008B,0,0.0,,0,0,0,False
E01000024,Barking and Dagenham 008D,0,0.0,,0,0,0,False
E01000025,Barking and Dagenham 008E,0,0.0,,0,0,0,False
E01000027,Barking and Dagenham 001A,0,0.0,,0,0,0,False
E01000028,Barking and Dagenham 001B,0,0.0,,0,0,0,False
E01000029,Barking and Dagenham 001C,0,0.0,,0,0,0,False
E01000030,Barking and Dagenham 001D,0,0.0,,0,0,0,False
E01000031,Barking and Dagenham 002A,0,0.0,,0,0,0,False
E01000032,Barking and Dagenham 002B,0,0.0,,0,0,0,False
E01000033,Barking and Dagenham 006A,0,0.0,,0,0,0,False
E01000034,Barking and Dagenham 003A,0,0.0,,0,0,0,False
E01000035,Barking and Dagenham 010A,3,0.3292121399003601,0.10973737996678669,11,6,2,True
E01000036,Barking and Dagenham 010B,0,0.0,,0,0,0,False
E01000037,Barking and Dagenham 003B,0,0.0,,0,0,0,False
E01000038,Barking and Dagenham 003C,0,0.0,,0,0,0,False
E01000039,Barking and Dagenham 003D,0,0.0,,0,0,0,False
E01000040,Barking and Dagenham 019A,0,0.0,,0,0,0,False
E01000041,Barking and Dagenham 017A,0,0.0,,0,0,0,False
E01000042,Barking and Dagenham 017B,0,0.0,,0,0,0,False
E01000043,Barking and Dagenham 019B,0,0.0,,0,0,0,False
E01000044,Barking and Dagenham 016D,0,0.0,,0,0,0,False
E01000045,Barking and Dagenham 017C,0,0.0,,0,0,0,False
E01000046,Barking and Dagenham 017D,0,0.0,,0,0,0,False
E01000049,Barking and Dagenham 021C,1,0.15328578317611882,0.15328578317611882,4,4,1,True
E01000050,Barking and Dagenham 019C,0,0.0,,0,0,0,False
E01000051,Barking and Dagenham 021D,1,0.0,0.0,6,0,0,True
E01000052,Barking and Dagenham 019D,0,0.0,,0,0,0,False
E01000053,Barking and Dagenham 020A,1,0.11352015817689043,0.11352015817689043,4,4,1,True
E01000054,Barking and Dagenham 018A,0,0.0,,0,0,0,False
E01000055,Barking and Dagenham 018B,0,0.0,,0,0,0,False
E01000056,Barking and Dagenham 018C,0,0.0,,0,0,0,False
E01000057,Barking and Dagenham 012A,2,0.0,0.0,6,0,0,True
E01000058,Barking and Dagenham 018D,0,0.0,,0,0,0,False
E01000059,Barking and Dagenham 013C,1,0.0750745563256173,0.0750745563256173,4,4,1,True
E01000060,Barking and Dagenham 006B,0,0.0,,0,0,0,False
E01000061,Barking and Dagenham 006C,0,0.0,,0,0,0,False
E01000062,Barking and Dagenham 006D,1,0.11865692515219907,0.11865692515219907,4,4,1,True
E01000063,Barking and Dagenham 004A,0,0.0,,0,0,0,False
E01000064,Barking and Dagenham 006E,0,0.0,,0,0,0,False
E01000065,Barking and Dagenham 007A,1,0.12307330246643518,0.12307330246643518,4,4,1,True
E01000066,Barking and Dagenham 011A,1,0.08134317129542823,0.08134317129542823,4,4,1,True
E01000067,Barking and Dagenham 011B,0,0.0,,0,0,0,False
E01000068,Barking and Dagenham 016E,0,0.0,,0,0,0,False
E01000069,Barking and Dagenham 011C,1,0.03546823559555041,0.03546823559555041,3,2,1,True
E01000070,Barking and Dagenham 011D,2,0.09829790380449459,0.049148951902247294,7,7,2,True
E01000071,Barking and Dagenham 011E,0,0.0,,0,0,0,False
E01000072,Barking and Dagenham 017E,0,0.0,,0,0,0,False
E01000073,Barking and Dagenham 012B,0,0.0,,0,0,0,False
E01000074,Barking and Dagenham 012C,0,0.0,,0,0,0,False
E01000075,Barking and Dagenham 012D,1,0.019086162551183127,0.019086162551183127,3,3,1,True
E01000076,Barking and Dagenham 012E,0,0.0,,0,0,0,False
E01000077,Barking and Dagenham 008F,0,0.0,,0,0,0,False
E01000078,Barking and Dagenham 007B,0,0.0,,0,0,0,False
E01000079,Barking and Dagenham 009E,1,0.24455902777343752,0.24455902777343752,4,4,1,True
E01000080,Barking and Dagenham 007C,0,0.0,,0,0,0,False
E01000081,Barking and Dagenham 007D,0,0.0,,0,0,0,False
E01000082,Barking and Dagenham 007E,0,0.0,,0,0,0,False
E01000083,Barking and Dagenham 007F,1,0.2530785107972608,0.2530785107972608,4,4,1,True
E01000084,Barking and Dagenham 013D,2,0.14150851980009002,0.07075425990004501,7,7,2,True
E01000085,Barking and Dagenham 013E,0,0.0,,0,0,0,False
E01000086,Barking and Dagenham 013F,0,0.0,,0,0,0,False
E01000087,Barking and Dagenham 020B,1,0.008853137860082304,0.008853137860082304,3,2,1,True
E01000088,Barking and Dagenham 020C,0,0.0,,0,0,0,False
E01000089,Barking and Dagenham 020D,0,0.0,,0,0,0,False
E01000090,Barking and Dagenham 020E,0,0.0,,0,0,0,False
E01000091,Barking and Dagenham 022A,2,0.08430709876292439,0.042153549381462194,10,4,1,True
E01000093,Barking and Dagenham 022B,0,0.0,,0,0,0,False
E01000094,Barking and Dagenham 022C,0,0.0,,0,0,0,False
E01000095,Barking and Dagenham 018E,0,0.0,,0,0,0,False
E01000096,Barking and Dagenham 022D,2,0.09785381301221707,0.048926906506108536,7,7,2,True
E01000097,Barking and Dagenham 023C,0,0.0,,0,0,0,False
E01000098,Barking and Dagenham 023D,0,0.0,,0,0,0,False
E01000099,Barking and Dagenham 023E,0,0.0,,0,0,0,False
E01000100,Barking and Dagenham 004B,0,0.0,,0,0,0,False
E01000101,Barking and Dagenham 004C,1,0.0026021090533693415,0.0026021090533693415,3,1,1,True
E01000102,Barking and Dagenham 007G,0,0.0,,0,0,0,False
E01000103,Barking and Dagenham 014A,0,0.0,,0,0,0,False
E01000104,Barking and Dagenham 014B,0,0.0,,0,0,0,False
E01000105,Barking and Dagenham 014C,0,0.0,,0,0,0,False
E01000106,Barking and Dagenham 014D,0,0.0,,0,0,0,False
E01000107,Barking and Dagenham 010C,0,0.0,,0,0,0,False
E01000108,Barking and Dagenham 010D,0,0.0,,0,0,0,False
E01000110,Barking and Dagenham 002C,0,0.0,,0,0,0,False
E01000111,Barking and Dagenham 002D,1,0.03377498070939429,0.03377498070939429,4,4,1,True
E01000112,Barking and Dagenham 002E,0,0.0,,0,0,0,False
E01000113,Barking and Dagenham 002F,3,0.24731635802006172,0.08243878600668723,11,8,2,True
E01000114,Barking and Dagenham 004E,0,0.0,,0,0,0,False
E01000115,Barnet 009A,0,0.0,,0,0,0,False
E01000116,Barnet 009B,6,0.6206693672110339,0.10344489453517232,11,6,3,True
E01000117,Barnet 010A,4,0.23370833330960647,0.05842708332740162,6,4,3,True
E01000118,Barnet 010B,1,0.0,0.0,1,0,0,True
E01000119,Barnet 009C,1,0.022190200615354937,0.022190200615354937,1,1,1,True
E01000120,Barnet 009D,2,0.008008873456404322,0.004004436728202161,2,1,1,True
E01000121,Barnet 010C,0,0.0,,0,0,0,False
E01000122,Barnet 009E,1,0.018378858023919753,0.018378858023919753,1,1,1,True
E01000123,Barnet 010D,2,0.018106481481095678,0.009053240740547839,2,1,1,True
E01000124,Barnet 010E,4,0.06221990740567129,0.015554976851417823,5,2,2,True
E01000126,Barnet 026A,2,0.004076388888888889,0.0020381944444444445,2,1,1,True
E01000127,Barnet 024B,0,0.0,,0,0,0,False
E01000128,Barnet 024C,0,0.0,,0,0,0,False
E01000129,Barnet 024D,0,0.0,,0,0,0,False
E01000130,Barnet 021A,0,0.0,,0,0,0,False
E01000131,Barnet 024E,3,0.4064654706541281,0.13548849021804268,5,3,2,True
E01000132,Barnet 021B,0,0.0,,0,0,0,False
E01000133,Barnet 021C,0,0.0,,0,0,0,False
E01000134,Barnet 024F,0,0.0,,0,0,0,False
E01000135,Barnet 038A,6,0.39843827159683637,0.06640637859947272,6,5,5,True
E01000136,Barnet 038B,6,0.1323788580177469,0.02206314300295782,6,4,4,True
E01000137,Barnet 041A,7,0.08049961419598765,0.011499944885141094,7,4,4,True
E01000138,Barnet 040A,3,0.03534722222029321,0.011782407406764403,3,2,2,True
E01000139,Barnet 041B,8,0.28413117283333333,0.03551639660416667,12,5,5,True
E01000140,Barnet 041C,7,0.3498346836047454,0.049976383372106484,10,5,3,True
E01000141,Barnet 039A,6,0.036940200613040125,0.006156700102173354,6,4,4,True
E01000142,Barnet 040B,7,0.2263190586365741,0.032331294090939156,7,6,6,True
E01000143,Barnet 041D,4,0.25931616510108024,0.06482904127527006,5,3,2,True
E01000144,Barnet 038C,3,0.09544290123148147,0.03181430041049382,3,2,2,True
E01000145,Barnet 037A,10,0.10881018518325616,0.010881018518325616,10,7,7,True
E01000146,Barnet 038D,5,0.04465702160300926,0.008931404320601851,5,3,3,True
E01000147,Barnet 043F,3,0.24581076386728395,0.08193692128909465,5,2,1,True
E01000150,Barnet 036A,1,0.01892592592476852,0.01892592592476852,1,1,1,True
E01000151,Barnet 026B,0,0.0,,0,0,0,False
E01000152,Barnet 026C,0,0.0,,0,0,0,False
E01000153,Barnet 026D,0,0.0,,0,0,0,False
E01000154,Barnet 026E,0,0.0,,0,0,0,False
E01000156,Barnet 022A,11,0.16634374999498458,0.015122159090453143,11,9,9,True
E01000157,Barnet 022B,11,0.0695412808591821,0.006321934623562009,11,6,6,True
E01000158,Barnet 015A,7,0.07137075617013888,0.01019582231001984,7,3,3,True
E01000159,Barnet 015B,2,0.0554278549371142,0.0277139274685571,2,1,1,True
E01000160,Barnet 015C,4,0.023928240740354937,0.005982060185088734,4,2,2,True
E01000161,Barnet 015D,10,0.07980478394945988,0.007980478394945988,10,4,4,True
E01000162,Barnet 015E,3,0.21913618824228395,0.07304539608076131,5,2,1,True
E01000163,Barnet 022C,5,0.048677854936728396,0.00973557098734568,5,3,3,True
E01000164,Barnet 022D,4,0.061123070986882716,0.015280767746720679,4,2,2,True
E01000165,Barnet 022E,0,0.0,,0,0,0,False
E01000166,Barnet 003A,0,0.0,,0,0,0,False
E01000167,Barnet 002A,3,0.007724922838734567,0.002574974279578189,3,1,1,True
E01000168,Barnet 003B,0,0.0,,0,0,0,False
E01000169,Barnet 003C,0,0.0,,0,0,0,False
E01000170,Barnet 006A,0,0.0,,0,0,0,False
E01000171,Barnet 006B,2,0.14772260802276235,0.07386130401138118,2,1,1,True
E01000172,Barnet 003D,0,0.0,,0,0,0,False
E01000173,Barnet 006C,6,0.005108796295910494,0.0008514660493184156,6,2,2,True
E01000174,Barnet 006D,4,0.20480536263541665,0.051201340658854164,6,4,3,True
E01000175,Barnet 006E,2,0.05082291666550926,0.02541145833275463,2,2,2,True
E01000176,Barnet 027A,3,0.046066358021990744,0.015355452673996914,3,2,2,True
E01000177,Barnet 029A,2,0.01370833333294753,0.006854166666473765,2,2,2,True
E01000178,Barnet 027B,11,0.16889814813618828,0.015354377103289844,11,6,6,True
E01000179,Barnet 029B,10,0.03421990740625001,0.0034219907406250008,10,5,5,True
E01000180,Barnet 029C,2,0.027859182097993828,0.013929591048996914,2,2,2,True
E01000181,Barnet 029D,8,0.3038591820623071,0.03798239775778839,13,7,5,True
E01000182,Barnet 029E,13,0.29966126542476856,0.023050866571136044,13,7,7,True
E01000183,Barnet 033A,16,0.042858410493055554,0.002678650655815972,16,7,7,True
E01000184,Barnet 027C,2,0.0,0.0,2,0,0,True
E01000185,Barnet 029F,0,0.0,,0,0,0,False
E01000186,Barnet 014A,0,0.0,,0,0,0,False
E01000187,Barnet 014B,1,0.0,0.0,1,0,0,True
E01000188,Barnet 014C,0,0.0,,0,0,0,False
E01000189,Barnet 014D,6,0.3506419752947531,0.05844032921579218,6,5,5,True
E01000190,Barnet 014E,3,0.05202662036728394,0.017342206789094646,3,1,1,True
E01000191,Barnet 014F,3,0.058838734561535495,0.019612911520511832,6,2,1,True
E01000192,Barnet 018A,1,0.017282921808899177,0.017282921808899177,3,2,1,True
E01000193,Barnet 018B,2,0.025277777776234567,0.012638888888117284,3,1,1,True
E01000194,Barnet 018C,6,0.5739986496390818,0.09566644160651362,10,7,4,True
E01000195,Barnet 013A,1,0.00019830246836419755,0.00019830246836419755,1,1,1,True
E01000196,Barnet 028A,7,0.7452197144535109,0.10645995920764441,11,6,4,True
E01000197,Barnet 023A,9,0.30109992283333337,0.03345554698148148,9,4,4,True
E01000198,Barnet 025A,2,0.0,0.0,2,0,0,True
E01000199,Barnet 025B,9,0.029473379627314816,0.003274819958590535,9,5,5,True
E01000200,Barnet 028B,8,0.08945293209722223,0.011181616512152779,8,5,5,True
E01000201,Barnet 028C,4,0.020820216047453703,0.005205054011863426,4,2,2,True
E01000202,Barnet 028D,5,0.08729398147878087,0.017458796295756175,5,3,3,True
E01000203,Barnet 028E,0,0.0,,0,0,0,False
E01000204,Barnet 025C,14,0.5223584104818673,0.03731131503441909,15,8,8,True
E01000205,Barnet 035A,15,0.16421566357214507,0.010947710904809671,15,11,11,True
E01000206,Barnet 033B,3,0.043752893516010805,0.014584297838670268,4,3,3,True
E01000207,Barnet 033C,11,0.21071103392901233,0.01915554853900112,11,9,9,True
E01000208,Barnet 033D,4,0.0631327160482253,0.015783179012056326,4,2,2,True
E01000209,Barnet 035B,27,0.37287461417978396,0.013810170895547555,27,23,23,True
E01000210,Barnet 033E,10,0.06422453703395062,0.006422453703395062,10,6,6,True
E01000211,Barnet 035C,27,1.1740576773296683,0.0434836176788766,40,17,11,True
E01000212,Barnet 035D,13,0.17159104937770062,0.013199311490592355,13,8,8,True
E01000213,Barnet 033F,1,0.0,0.0,1,0,0,True
E01000214,Barnet 038E,7,0.08198341049074073,0.011711915784391532,7,5,5,True
E01000215,Barnet 037B,6,0.040271990739969135,0.006711998456661522,6,4,4,True
E01000216,Barnet 035E,12,0.054532021603780866,0.004544335133648406,13,8,8,True
E01000217,Barnet 035F,4,0.18242283950192903,0.04560570987548226,4,1,1,True
E01000218,Barnet 037C,8,0.45559259253800155,0.056949074067250194,12,7,5,True
E01000219,Barnet 037D,3,0.0,0.0,3,0,0,True
E01000220,Barnet 037E,11,0.09389699073804011,0.008536090067094555,11,7,7,True
E01000221,Barnet 039B,2,0.0,0.0,2,0,0,True
E01000222,Barnet 040C,1,0.013155864197145062,0.013155864197145062,1,1,1,True
E01000223,Barnet 039C,1,0.0,0.0,1,0,0,True
E01000224,Barnet 040D,2,0.012594521604552468,0.006297260802276234,2,1,1,True
E01000225,Barnet 037F,3,0.0,0.0,3,0,0,True
E01000226,Barnet 018D,0,0.0,,0,0,0,False
E01000227,Barnet 018E,0,0.0,,0,0,0,False
E01000228,Barnet 007A,1,0.0,0.0,1,0,0,True
E01000229,Barnet 013B,0,0.0,,0,0,0,False
E01000230,Barnet 013C,5,0.3675216049006559,0.07350432098013118,9,5,3,True
E01000231,Barnet 013D,3,0.04027584876311729,0.013425282921039096,3,2,2,True
E01000232,Barnet 013E,1,0.0,0.0,1,0,0,True
E01000233,Barnet 013F,1,0.012976466049382717,0.012976466049382717,1,1,1,True
E01000234,Barnet 021D,4,0.09643344906558642,0.024108362266396604,6,2,1,True
E01000235,Barnet 021E,0,0.0,,0,0,0,False
E01000236,Barnet 034A,3,0.006408179011959877,0.002136059670653292,4,1,1,True
E01000237,Barnet 032A,5,0.2196084104701003,0.04392168209402006,12,3,2,True
E01000238,Barnet 034B,13,0.033010802467206786,0.002539292497477445,13,6,6,True
E01000239,Barnet 031A,2,0.20904648917766203,0.10452324458883101,4,2,1,True
E01000240,Barnet 031B,2,0.03213823302172068,0.01606911651086034,11,3,2,True
E01000241,Barnet 031C,1,0.02115779320949074,0.02115779320949074,1,1,1,True
E01000242,Barnet 032B,1,0.00226813271566358,0.00226813271566358,1,1,1,True
E01000243,Barnet 032C,3,0.19112017745023147,0.06370672581674382,4,2,1,True
E01000244,Barnet 032D,4,0.020994984567901234,0.0052487461419753086,4,3,3,True
E01000245,Barnet 032E,7,0.37131732249112653,0.05304533178444665,11,5,3,True
E01000246,Barnet 002B,2,0.14762268518171295,0.07381134259085648,2,2,2,True
E01000247,Barnet 002C,0,0.0,,0,0,0,False
E01000248,Barnet 001A,26,0.2969953703614969,0.011422898860057575,26,12,12,True
E01000249,Barnet 001B,3,0.007097222222222223,0.0023657407407407407,3,1,1,True
E01000250,Barnet 001C,1,0.03396141975270062,0.03396141975270062,1,1,1,True
E01000251,Barnet 002D,6,0.06450540123225308,0.010750900205375514,6,4,4,True
E01000252,Barnet 002E,0,0.0,,0,0,0,False
E01000253,Barnet 007B,1,0.01470601851851852,0.01470601851851852,1,1,1,True
E01000254,Barnet 001D,5,0.09887499999614197,0.019774999999228392,5,4,4,True
E01000255,Barnet 017A,5,0.02266473765316358,0.0045329475306327156,5,2,2,True
E01000256,Barnet 016A,0,0.0,,0,0,0,False
E01000257,Barnet 017B,1,0.0,0.0,1,0,0,True
E01000258,Barnet 016B,0,0.0,,0,0,0,False
E01000259,Barnet 025D,2,0.01888580246875,0.009442901234375,2,2,2,True
E01000260,Barnet 025E,0,0.0,,0,0,0,False
E01000261,Barnet 017C,0,0.0,,0,0,0,False
E01000263,Barnet 016C,0,0.0,,0,0,0,False
E01000264,Barnet 016D,11,1.0595306711925154,0.0963209701084105,20,11,6,True
E01000265,Barnet 011A,2,0.012600694444058641,0.006300347222029321,2,1,1,True
E01000266,Barnet 011B,2,0.0490432098753858,0.0245216049376929,2,2,2,True
E01000267,Barnet 005A,1,0.007115354937885803,0.007115354937885803,1,1,1,True
E01000268,Barnet 005B,9,0.4796346450144676,0.053292738334940845,13,5,3,True
E01000269,Barnet 005C,3,0.06772415123263889,0.022574717077546297,3,2,2,True
E01000270,Barnet 005D,3,0.08639120369868827,0.028797067899562757,3,3,3,True
E01000271,Barnet 008A,2,0.19105516972935957,0.09552758486467978,3,3,2,True
E01000272,Barnet 008B,1,0.0,0.0,1,0,0,True
E01000273,Barnet 008C,5,0.36914101075713734,0.07382820215142746,8,4,2,True
E01000274,Barnet 011C,3,0.09672183641705247,0.03224061213901749,3,3,3,True
E01000275,Barnet 012A,3,0.10405169752777778,0.034683899175925924,3,2,2,True
E01000276,Barnet 020A,0,0.0,,0,0,0,False
E01000277,Barnet 012B,3,0.05975887345447531,0.019919624484825104,3,2,2,True
E01000278,Barnet 020B,0,0.0,,0,0,0,False
E01000279,Barnet 007C,0,0.0,,0,0,0,False
E01000280,Barnet 007D,0,0.0,,0,0,0,False
E01000281,Barnet 008D,0,0.0,,0,0,0,False
E01000282,Barnet 008E,1,0.01701774691280864,0.01701774691280864,1,1,1,True
E01000283,Barnet 012C,0,0.0,,0,0,0,False
E01000284,Barnet 012D,12,0.36597145058757713,0.030497620882298095,14,8,7,True
E01000285,Barnet 004A,3,0.16599922839274692,0.05533307613091564,3,2,2,True
E01000286,Barnet 007E,2,0.19021296295717594,0.09510648147858797,2,1,1,True
E01000287,Barnet 004B,1,0.023426311727623456,0.023426311727623456,1,1,1,True
E01000288,Barnet 004C,1,0.0020015432091049384,0.0020015432091049384,1,1,1,True
E01000289,Barnet 004D,1,0.0,0.0,1,0,0,True
E01000290,Barnet 007F,1,0.008038580246141975,0.008038580246141975,1,1,1,True
E01000291,Barnet 004E,0,0.0,,0,0,0,False
E01000292,Barnet 001E,1,0.0,0.0,1,0,0,True
E01000293,Barnet 001F,3,0.0047638888888888896,0.0015879629629629631,3,1,1,True
E01000294,Barnet 004F,4,0.013738811727623458,0.0034347029319058645,4,2,2,True
E01000295,Barnet 023B,9,0.5052935956701389,0.05614373285223765,10,7,7,True
E01000296,Barnet 023C,7,0.07546566357445988,0.010780809082065699,7,5,5,True
E01000297,Barnet 027D,3,0.00011574074074074075,3.8580246913580246e-05,4,1,1,True
E01000298,Barnet 023D,11,0.561093557046875,0.05100850518607955,16,11,8,True
E01000299,Barnet 019A,9,0.23167766201080248,0.02574196244564472,10,8,7,True
E01000300,Barnet 019B,1,0.0,0.0,1,0,0,True
E01000301,Barnet 020C,0,0.0,,0,0,0,False
E01000302,Barnet 019C,9,0.12570679011689817,0.013967421124099797,10,2,2,True
E01000303,Barnet 020D,4,0.020689429012345682,0.005172357253086421,4,3,3,True
E01000304,Barnet 020E,9,0.0867318672808642,0.009636874142318244,11,2,2,True
E01000305,Barnet 036B,3,0.08570717592399692,0.028569058641332305,3,2,2,True
E01000306,Barnet 036C,3,0.12784182098263888,0.04261394032754629,3,3,3,True
E01000307,Barnet 039D,5,0.16926311728125001,0.03385262345625,12,3,3,True
E01000308,Barnet 036D,1,0.0,0.0,1,0,0,True
E01000309,Barnet 031D,4,0.04459606481365741,0.011149016203414353,4,3,3,True
E01000310,Barnet 034C,11,0.2029173831326885,0.01844703483024441,36,4,2,True
E01000311,Barnet 034D,6,0.06526118826967593,0.010876864711612656,6,2,2,True
E01000312,Barnet 036E,0,0.0,,0,0,0,False
E01000313,Barnet 036F,3,0.03498263888773148,0.011660879629243828,3,3,3,True
E01000314,Barnet 032F,11,0.5426305940848766,0.049330054007716055,15,6,4,True
E01000315,Barnet 022F,1,0.06927970678703703,0.06927970678703703,1,1,1,True
E01000316,Barnet 027E,5,0.07032484567592592,0.014064969135185184,6,4,4,True
E01000317,Barnet 019D,8,0.03925501542978395,0.004906876928722994,9,5,5,True
E01000318,Barnet 019E,8,0.06412577160146606,0.008015721450183257,8,5,5,True
E01000319,Barnet 027F,7,0.06610339505864198,0.009443342151234569,7,5,5,True
E01000320,Barnet 011D,4,0.2422087191116898,0.06055217977792245,6,2,1,True
E01000321,Barnet 012E,11,0.22329552466975308,0.020299593151795733,13,3,2,True
E01000322,Barnet 011E,3,0.007114197530478395,0.0023713991768261316,3,2,2,True
E01000323,Barnet 019F,9,0.5418196372866513,0.060202181920739034,13,8,6,True
E01000324,Barnet 015F,8,0.007569058641589506,0.0009461323301986883,8,1,1,True
E01000325,Bexley 014A,0,0.0,,0,0,0,False
E01000326,Bexley 014B,0,0.0,,0,0,0,False
E01000327,Bexley 017A,0,0.0,,0,0,0,False
E01000328,Bexley 017B,0,0.0,,0,0,0,False
E01000329,Bexley 017C,1,0.0,0.0,1,0,0,True
E01000330,Bexley 017D,0,0.0,,0,0,0,False
E01000331,Bexley 017E,0,0.0,,0,0,0,False
E01000332,Bexley 005A,1,0.0,0.0,2,0,0,True
E01000333,Bexley 003A,4,0.0880810185167824,0.0220202546291956,6,5,4,True
E01000334,Bexley 006A,0,0.0,,0,0,0,False
E01000335,Bexley 003B,1,0.1165821759224537,0.1165821759224537,1,1,1,True
E01000336,Bexley 003C,0,0.0,,0,0,0,False
E01000337,Bexley 003D,3,0.38589737653665124,0.1286324588455504,3,3,3,True
E01000338,Bexley 003E,0,0.0,,0,0,0,False
E01000339,Bexley 025A,0,0.0,,0,0,0,False
E01000340,Bexley 018A,2,0.00011844135802469136,5.922067901234568e-05,2,1,1,True
E01000341,Bexley 022A,2,0.01717573302469136,0.00858786651234568,4,3,2,True
E01000342,Bexley 022B,0,0.0,,0,0,0,False
E01000343,Bexley 022C,0,0.0,,0,0,0,False
E01000344,Bexley 025B,1,0.013336033950617283,0.013336033950617283,1,1,1,True
E01000345,Bexley 022D,0,0.0,,0,0,0,False
E01000346,Bexley 021A,3,0.14301736110725308,0.04767245370241769,4,4,3,True
E01000347,Bexley 021B,0,0.0,,0,0,0,False
E01000348,Bexley 020A,0,0.0,,0,0,0,False
E01000349,Bexley 020B,0,0.0,,0,0,0,False
E01000350,Bexley 021C,0,0.0,,0,0,0,False
E01000351,Bexley 024A,1,0.0,0.0,1,0,0,True
E01000352,Bexley 021D,0,0.0,,0,0,0,False
E01000353,Bexley 011A,1,0.019876157406635803,0.019876157406635803,1,1,1,True
E01000354,Bexley 011B,2,0.03470081018422068,0.01735040509211034,4,2,1,True
E01000355,Bexley 011C,1,0.0,0.0,1,0,0,True
E01000356,Bexley 009A,1,0.0004999999996141975,0.0004999999996141975,1,1,1,True
E01000357,Bexley 009B,1,1.1574074074074074e-06,1.1574074074074074e-06,1,1,1,True
E01000358,Bexley 011D,0,0.0,,0,0,0,False
E01000359,Bexley 009C,0,0.0,,0,0,0,False
E01000360,Bexley 015A,3,0.03849266975154322,0.012830889917181072,5,4,3,True
E01000361,Bexley 020C,0,0.0,,0,0,0,False
E01000362,Bexley 015B,1,0.005849922837577161,0.005849922837577161,1,1,1,True
E01000363,Bexley 020D,0,0.0,,0,0,0,False
E01000364,Bexley 023A,1,0.0016454475304783951,0.0016454475304783951,1,1,1,True
E01000365,Bexley 015C,0,0.0,,0,0,0,False
E01000366,Bexley 015D,1,0.0018834876539351852,0.0018834876539351852,1,1,1,True
E01000367,Bexley 010A,0,0.0,,0,0,0,False
E01000368,Bexley 010B,0,0.0,,0,0,0,False
E01000369,Bexley 014C,1,0.004964891974922839,0.004964891974922839,1,1,1,True
E01000370,Bexley 014D,0,0.0,,0,0,0,False
E01000371,Bexley 014E,0,0.0,,0,0,0,False
E01000372,Bexley 010C,0,0.0,,0,0,0,False
E01000373,Bexley 008A,0,0.0,,0,0,0,False
E01000374,Bexley 019A,1,0.0,0.0,1,0,0,True
E01000375,Bexley 019B,0,0.0,,0,0,0,False
E01000376,Bexley 019C,0,0.0,,0,0,0,False
E01000377,Bexley 019D,3,0.038342978390817906,0.012780992796939302,3,2,2,True
E01000379,Bexley 019F,0,0.0,,0,0,0,False
E01000380,Bexley 010D,0,0.0,,0,0,0,False
E01000381,Bexley 028A,0,0.0,,0,0,0,False
E01000382,Bexley 027A,0,0.0,,0,0,0,False
E01000383,Bexley 028B,1,0.0,0.0,2,0,0,True
E01000384,Bexley 027B,4,0.02649112654205247,0.006622781635513117,6,4,3,True
E01000385,Bexley 028C,2,0.0,0.0,3,0,0,True
E01000386,Bexley 028D,1,0.007604938271219135,0.007604938271219135,1,1,1,True
E01000387,Bexley 027C,0,0.0,,0,0,0,False
E01000388,Bexley 016A,0,0.0,,0,0,0,False
E01000389,Bexley 020E,0,0.0,,0,0,0,False
E01000390,Bexley 020F,2,0.06742052469020061,0.03371026234510031,2,2,2,True
E01000391,Bexley 021E,0,0.0,,0,0,0,False
E01000392,Bexley 016B,0,0.0,,0,0,0,False
E01000393,Bexley 020G,3,0.01247318672800926,0.00415772890933642,6,3,3,True
E01000394,Bexley 015E,0,0.0,,0,0,0,False
E01000395,Bexley 018B,3,0.0070362654313271605,0.0023454218104423867,3,3,3,True
E01000396,Bexley 018C,2,0.014769483024498455,0.007384741512249228,3,2,2,True
E01000398,Bexley 029A,0,0.0,,0,0,0,False
E01000399,Bexley 029B,3,0.016858217591820986,0.005619405863940329,6,4,2,True
E01000400,Bexley 029C,1,0.0,0.0,2,0,0,True
E01000401,Bexley 013A,0,0.0,,0,0,0,False
