lsoa_code,lsoa_name,driving_age_pop,income_score,income_decile,D_A,D_B,D_C,D_D
E01002186,Harrow 009B,1509,0.291,3,187.116,192.5610756,203.4512268,214.34137800000002
E01002187,Harrow 009C,1576,0.203,5,195.424,199.3911072,207.3253216,215.259536
E01002188,Harrow 016A,1324,0.038,10,164.17600000000002,164.7998688,166.04760640000003,167.295344
E01002189,Harrow 016B,1409,0.131,7,174.716,177.00477960000003,181.5823388,186.15989800000003
E01002190,Harrow 009D,1403,0.052,10,173.972,174.87665440000004,176.68596320000003,178.495272
E01002191,Harrow 022A,1561,0.106,8,193.564,195.61577839999998,199.7193352,203.82289199999997
E01002192,Harrow 016C,1349,0.103,8,167.276,168.9989428,172.4448284,175.89071400000003
E01002193,Harrow 016D,1517,0.194,5,188.108,191.75729520000002,199.0558856,206.354476
E01002194,Harrow 022B,1394,0.069,9,172.856,174.0487064,176.4341192,178.81953199999998
E01002195,Harrow 022C,1311,0.133,7,162.56400000000002,164.72610120000004,169.05030360000003,173.37450600000003
E01002196,Harrow 022D,1396,0.094,8,173.104,174.73117760000002,177.98553280000002,181.239888
E01002197,Harrow 012B,1137,0.202,5,140.988,143.8359576,149.5318728,155.227788
E01002198,Harrow 010C,1487,0.242,4,184.388,188.8501896,197.7745688,206.698948
E01002199,Harrow 012C,1247,0.287,4,154.62800000000001,159.06582360000002,167.94147080000002,176.81711800000002
E01002200,Harrow 010D,1700,0.173,6,210.8,214.44684000000004,221.74052000000003,229.03420000000003
E01002201,Harrow 012D,1412,0.211,5,175.088,178.78235679999997,186.1710704,193.55978399999998
E01002202,Harrow 012E,1630,0.399,2,202.12,210.18458800000002,226.313764,242.44294000000002
E01002203,Harrow 010E,1432,0.308,3,177.568,183.0370944,193.9752832,204.913472
E01002204,Harrow 032A,1440,0.345,3,178.56,184.72032,197.04095999999998,209.36159999999998
E01002206,Harrow 032B,1091,0.281,4,135.284,139.0854804,146.6884412,154.291402
E01002207,Harrow 032C,1396,0.229,5,173.104,177.0680816,184.9962448,192.92440800000003
E01002208,Harrow 025A,1119,0.075,9,138.756,139.79667,141.87801,143.95935
E01002209,Harrow 025B,1517,0.168,6,188.108,191.26821439999998,197.5886432,203.909072
E01002210,Harrow 032D,1256,0.226,5,155.74400000000003,159.26381440000003,166.30344320000003,173.34307200000003
E01002211,Harrow 028A,1176,0.357,3,145.824,151.02991680000002,161.44175040000002,171.85358400000004
E01002212,Harrow 028B,1424,0.415,2,176.57600000000002,183.90390400000004,198.55971200000005,213.21552000000003
E01002214,Harrow 031A,1460,0.349,3,181.04000000000002,187.358296,199.99488800000003,212.63148000000004
E01002215,Harrow 031B,1341,0.45,2,166.284,173.76677999999998,188.73234,203.6979
E01002216,Harrow 028C,1308,0.296,3,162.192,166.99288320000002,176.5946496,186.196416
E01002217,Harrow 028D,1679,0.374,2,208.19600000000003,215.98253040000006,231.55559120000004,247.12865200000005
E01002218,Harrow 030A,1446,0.31,3,179.304,184.86242399999998,195.979272,207.09612
E01002219,Harrow 030B,1517,0.381,2,188.108,195.2749148,209.6087444,223.94257400000004
E01002220,Harrow 031C,1306,0.283,4,161.94400000000002,166.52701520000002,175.6930456,184.85907600000002
E01002221,Harrow 030C,1342,0.322,3,166.40800000000002,171.7663376,182.4830128,193.19968800000004
E01002222,Harrow 030D,1269,0.249,4,157.356,161.2741644,169.11049319999998,176.946822
E01002223,Harrow 031D,1439,0.275,4,178.436,183.34299000000001,193.15697,202.97095
E01002224,Harrow 031E,1281,0.357,3,158.84400000000002,164.51473080000002,175.85619240000003,187.19765400000006
E01002225,Harrow 001C,1509,0.089,9,187.116,188.7813324,192.1119972,195.442662
E01002226,Harrow 001D,2155,0.225,5,267.21999999999997,273.23245,285.2573499999999,297.28225
E01002227,Harrow 003A,1716,0.371,2,212.78400000000002,220.6782864,236.46685920000002,252.255432
E01002228,Harrow 003B,1794,0.226,5,222.45600000000002,227.4835056,237.53851680000002,247.59352800000002
E01002229,Harrow 003C,1484,0.273,4,184.01600000000002,189.03963680000004,199.08691040000005,209.13418400000003
E01002230,Harrow 003D,1496,0.164,6,185.50400000000002,188.54626560000003,194.6307968,200.71532800000003
E01002231,Harrow 013E,1539,0.337,3,190.836,197.26717320000003,210.1295196,222.99186600000004
E01002232,Harrow 011A,1748,0.317,3,216.752,223.6230384,237.3651152,251.10719200000003
E01002233,Harrow 011B,1877,0.42,2,232.74800000000002,242.52341600000003,262.074248,281.62508
E01002234,Harrow 011C,1426,0.332,3,176.824,182.6945568,194.4356704,206.176784
E01002235,Harrow 011D,1477,0.473,1,183.14800000000002,191.8109004,209.1367012,226.46250200000003
E01002236,Harrow 011E,1743,0.382,2,216.13200000000003,224.38824240000002,240.90072720000003,257.41321200000004
E01002237,Harrow 024A,1758,0.236,4,217.99200000000002,223.13661120000003,233.4258336,243.715056
E01002238,Harrow 024B,1484,0.196,5,184.01600000000002,187.62271360000003,194.8361408,202.04956800000005
E01002239,Harrow 025C,1603,0.151,6,198.77200000000002,201.7734572,207.7763716,213.779286
E01002240,Harrow 024C,1551,0.215,5,192.324,196.45896600000003,204.72889800000002,212.99883
E01002241,Harrow 025D,1480,0.35,3,183.52,189.9432,202.7896,215.63600000000002
E01002242,Harrow 024D,1515,0.17,6,187.86,191.05362,197.44086000000001,203.8281
E01002243,Havering 013A,1503,0.406,2,186.372,193.93870320000002,209.0721096,224.20551600000002
E01002244,Havering 011A,1408,0.205,5,174.592,178.17113600000002,185.329408,192.48768
E01002245,Havering 011B,1293,0.226,5,160.332,163.95550319999998,171.2025096,178.449516
E01002246,Havering 017A,1531,0.187,5,189.84400000000002,193.3940828,200.49424840000003,207.594414
E01002247,Havering 017B,1791,0.368,2,222.08400000000003,230.25669120000003,246.60207360000004,262.94745600000005
E01002248,Havering 017C,1277,0.315,3,158.348,163.33596200000002,173.31188600000002,183.28781
E01002250,Havering 017E,1429,0.24,4,177.19600000000003,181.44870400000002,189.95411200000004,198.45952000000005
E01002251,Havering 017F,1194,0.327,3,148.056,152.8974312,162.58029360000003,172.263156
E01002252,Havering 018A,1292,0.096,8,160.208,161.7459968,164.82199039999998,167.897984
E01002253,Havering 019A,1284,0.02,10,159.216,159.534432,160.171296,160.80816000000002
E01002254,Havering 019B,1340,0.039,10,166.16,166.808024,168.104072,169.40012000000002
E01002255,Havering 022A,1231,0.108,8,152.644,154.29255519999998,157.5896656,160.88677600000003
E01002256,Havering 018B,1234,0.09,9,153.01600000000002,154.393144,157.147432,159.90172
E01002257,Havering 019C,1388,0.033,10,172.112,172.67996960000002,173.8159088,174.95184799999998
E01002258,Havering 018C,1424,0.223,5,176.57600000000002,180.5136448,188.3889344,196.264224
E01002259,Havering 018D,1222,0.105,8,151.528,153.11904399999997,156.301132,159.48322
E01002260,Havering 026A,1429,0.188,5,177.19600000000003,180.52728480000002,187.18985440000003,193.85242400000004
E01002261,Havering 026B,1392,0.164,6,172.608,175.4387712,181.1003136,186.76185600000002
E01002262,Havering 026C,1431,0.192,5,177.44400000000002,180.85092480000003,187.66477440000003,194.47862400000002
E01002263,Havering 026D,1289,0.107,8,159.836,161.54624520000002,164.96673560000002,168.38722600000003
E01002264,Havering 026E,1242,0.393,2,154.008,160.0605144,172.16554320000003,184.270572
E01002265,Havering 025A,1230,0.114,8,152.52,154.25872800000002,157.736184,161.21364
E01002266,Havering 027A,1237,0.144,7,153.388,155.5967872,160.0143616,164.431936
E01002267,Havering 027B,1427,0.296,3,176.948,182.18566080000002,192.6609824,203.136304
E01002268,Havering 010A,1163,0.145,7,144.212,146.30307399999998,150.485222,154.66736999999998
E01002269,Havering 010B,1462,0.11,8,181.288,183.28216799999998,187.270504,191.25884
E01002270,Havering 015A,1450,0.089,9,179.8,181.40022,184.60066,187.80110000000002
E01002271,Havering 015B,1330,0.04,10,164.92000000000002,165.57968000000002,166.89904,168.21840000000003
E01002272,Havering 014A,1103,0.125,7,136.77200000000002,138.48165,141.90095000000002,145.32025000000002
E01002273,Havering 015C,1124,0.077,9,139.376,140.44919520000002,142.5955856,144.741976
E01002274,Havering 014B,1389,0.098,8,172.236,173.92391279999998,177.2997384,180.67556399999998
E01002275,Havering 015D,1132,0.054,10,140.36800000000002,141.12598720000003,142.64196160000003,144.157936
E01002276,Havering 001A,1652,0.314,3,204.848,211.28022720000004,224.14468160000004,237.009136
E01002277,Havering 002A,1269,0.294,3,157.356,161.98226640000001,171.2347992,180.487332
E01002278,Havering 001B,1281,0.368,2,158.84400000000002,164.68945920000002,176.38037760000003,188.07129600000002
E01002279,Havering 002B,1340,0.28,4,166.16,170.81248,180.11744000000002,189.4224
E01002280,Havering 004A,1297,0.439,2,160.828,167.88834920000002,182.0090476,196.129746
E01002281,Havering 002C,1703,0.386,2,211.172,219.3232392,235.62571759999997,251.928196
E01002282,Havering 004B,1337,0.466,1,165.788,173.51372080000002,188.9651624,204.41660400000004
E01002283,Havering 002D,1290,0.28,4,159.96,164.43888,173.39664000000002,182.35440000000003
E01002284,Havering 004C,1525,0.31,3,189.10000000000002,194.96210000000002,206.68630000000002,218.41050000000004
E01002285,Havering 025B,1145,0.072,9,141.98,143.00225600000002,145.046768,147.09127999999998
E01002286,Havering 025C,1349,0.044,10,167.276,168.0120144,169.48404320000003,170.956072
E01002287,Havering 023A,1297,0.113,8,160.828,162.64535640000003,166.2800692,169.914782
E01002288,Havering 025D,1293,0.116,8,160.332,162.1918512,165.9115536,169.631256
E01002289,Havering 022B,1336,0.109,8,165.66400000000002,167.4697376,171.0812128,174.692688
E01002290,Havering 025E,1261,0.06,10,156.36400000000003,157.30218400000004,159.17855200000002,161.05492000000004
E01002291,Havering 023B,1315,0.139,7,163.06,165.326534,169.85960200000002,174.39267
E01002292,Havering 022C,1327,0.191,5,164.548,167.69086679999998,173.9766004,180.26233399999998
E01002294,Havering 007B,1269,0.129,7,157.356,159.3858924,163.44567719999998,167.505462
E01002295,Havering 010C,1587,0.187,5,196.788,200.4679356,207.82780680000002,215.187678
E01002296,Havering 007C,1401,0.133,7,173.72400000000002,176.03452920000004,180.65558760000002,185.27664600000003
E01002297,Havering 004D,1269,0.401,2,157.356,163.6659756,176.2859268,188.90587799999997
E01002298,Havering 007D,1309,0.161,6,162.31600000000003,164.92928760000004,170.15586280000002,175.38243800000004
E01002299,Havering 002E,1417,0.245,4,175.708,180.012846,188.622538,197.23223000000002
E01002300,Havering 007E,1668,0.154,6,206.83200000000002,210.01721280000004,216.38763840000001,222.75806400000002
E01002301,Havering 003A,1340,0.16,6,166.16,168.81856,174.13568,179.4528
E01002302,Havering 005A,1339,0.168,6,166.036,168.8254048,174.4042144,179.983024
E01002303,Havering 003B,1660,0.297,3,205.84000000000003,211.95344800000004,224.18034400000002,236.40724000000006
E01002304,Havering 003C,1298,0.135,7,160.952,163.124852,167.470556,171.81625999999997
E01002305,Havering 005B,1315,0.215,5,163.06,166.56579000000002,173.57737,180.58894999999998
E01002306,Havering 003D,1325,0.372,2,164.3,170.41196,182.63588,194.8598
E01002307,Havering 003E,1415,0.28,4,175.46,180.37288,190.19864,200.02440000000004
E01002308,Havering 005C,1421,0.276,4,176.204,181.06723040000003,190.7936912,200.520152
E01002309,Havering 006A,1339,0.298,3,166.036,170.9838728,180.8796184,190.775364
E01002310,Havering 006B,1479,0.332,3,183.39600000000002,189.4847472,201.6622416,213.83973600000002
E01002311,Havering 006C,1398,0.305,3,173.352,178.639236,189.213708,199.78818
E01002312,Havering 001C,1337,0.263,4,165.788,170.1482244,178.86867320000002,187.589122
E01002313,Havering 001D,1718,0.28,4,213.03200000000004,218.99689600000005,230.92668800000007,242.85648000000006
E01002314,Havering 004E,1336,0.433,2,165.66400000000002,172.8372512,187.1837536,201.530256
E01002315,Havering 006D,1305,0.292,3,161.82000000000002,166.545144,175.995432,185.44572000000002
E01002316,Havering 004F,1463,0.471,1,181.412,189.95650519999998,207.04551560000002,224.13452600000002
E01002317,Havering 014C,1284,0.059,10,159.216,160.1553744,162.0341232,163.91287200000002
E01002318,Havering 014D,1351,0.085,9,167.524,168.94795399999998,171.79586200000003,174.64377
E01002319,Havering 016A,1466,0.291,3,181.784,187.07391439999998,197.65374319999998,208.23357199999998
E01002320,Havering 021A,1211,0.12,7,150.16400000000002,151.965968,155.569904,159.17384
E01002321,Havering 021B,1484,0.1,8,184.01600000000002,185.85616000000002,189.53648,193.21680000000003
E01002322,Havering 021C,1542,0.125,7,191.208,193.5981,198.37830000000002,203.1585
E01002323,Havering 021D,1392,0.102,8,172.608,174.3686016,177.8898048,181.41100799999998
E01002324,Havering 021E,1278,0.226,5,158.472,162.0534672,169.2164016,176.379336
E01002325,Havering 011C,1603,0.329,3,198.77200000000002,205.3115988,218.39079640000003,231.46999400000004
E01002326,Havering 005D,1311,0.273,4,162.56400000000002,167.00199720000003,175.87799160000003,184.75398600000003
E01002327,Havering 009A,1273,0.173,6,157.852,160.58283960000003,166.04451880000002,171.506198
E01002328,Havering 009B,1395,0.132,7,172.98000000000002,175.26333600000004,179.83000800000002,184.39668000000003
E01002329,Havering 011D,1392,0.168,6,172.608,175.5078144,181.3074432,187.10707200000002
E01002330,Havering 011E,1397,0.279,4,173.228,178.0610612,187.72718360000002,197.393306
E01002331,Havering 005E,1310,0.182,6,162.44000000000003,165.39640800000004,171.30922400000003,177.22204000000002
E01002332,Havering 009C,1391,0.199,5,172.484,175.9164316,182.7812948,189.64615799999999
E01002333,Havering 008A,1128,0.096,8,139.872,141.21477120000003,143.9003136,146.585856
E01002334,Havering 008B,1434,0.112,8,177.81600000000003,179.80753920000004,183.79061760000005,187.77369600000003
E01002335,Havering 009D,1159,0.241,4,143.716,147.17955560000001,154.1066668,161.033778
E01002336,Havering 008C,1338,0.15,6,165.912,168.40068,173.37804,178.3554
E01002337,Havering 012A,1140,0.165,6,141.35999999999999,143.69243999999998,148.35732,153.0222
E01002338,Havering 009E,1103,0.153,6,136.77200000000002,138.86461160000005,143.04983480000004,147.235058
E01002339,Havering 008D,1341,0.07,9,166.284,167.44798799999998,169.775964,172.10393999999997
E01002340,Havering 009F,1147,0.133,7,142.228,144.11963240000003,147.9028972,151.686162
E01002341,Havering 008E,1172,0.081,9,145.328,146.5051568,148.8594704,151.213784
E01002342,Havering 030A,1294,0.272,4,160.45600000000002,164.82040320000004,173.5492096,182.27801600000004
E01002343,Havering 029A,1443,0.145,7,178.93200000000002,181.52651400000002,186.71554200000003,191.90457
E01002344,Havering 029B,1527,0.26,4,189.348,194.271048,204.11714400000002,213.96323999999998
E01002345,Havering 030B,1427,0.347,3,176.948,183.0880956,195.36828680000002,207.648478
E01002346,Havering 030C,1195,0.319,3,148.18,152.90694200000002,162.360826,171.81471
E01002347,Havering 030D,1202,0.216,5,149.048,152.2674368,158.7063104,165.14518400000003
E01002348,Havering 029C,1300,0.128,7,161.20000000000002,163.26336,167.39008,171.51680000000002
E01002349,Havering 029D,1285,0.158,6,159.34000000000003,161.85757200000003,166.89271600000006,171.92786000000004
E01002350,Havering 016B,1332,0.31,3,165.168,170.288208,180.528624,190.76904000000002
E01002351,Havering 016C,1394,0.17,6,172.856,175.79455199999998,181.67165599999998,187.54876
E01002352,Havering 016D,1540,0.219,5,190.96,195.14202400000002,203.50607200000002,211.87012
E01002353,Havering 013B,1688,0.23,5,209.312,214.126176,223.754528,233.38288
E01002354,Havering 012B,1131,0.065,10,140.244,141.155586,142.978758,144.80193
E01002355,Havering 014E,1184,0.072,9,146.816,147.87307520000002,149.98722560000002,152.10137600000002
E01002356,Havering 013C,1614,0.37,2,200.136,207.54103199999997,222.35109599999998,237.16116
E01002358,Havering 016E,1647,0.237,4,204.228,209.06820360000003,218.7486108,228.429018
E01002359,Havering 020A,1098,0.057,10,136.15200000000002,136.92806640000003,138.4801992,140.03233200000003
E01002360,Havering 020B,1261,0.203,5,156.36400000000003,159.53818920000003,165.88656760000003,172.23494600000004
E01002361,Havering 020C,1585,0.218,5,196.54000000000002,200.82457200000002,209.393716,217.96286
E01002362,Havering 022D,1238,0.086,9,153.512,154.83220319999998,157.4726096,160.113016
E01002363,Havering 020D,1195,0.243,4,148.18,151.780774,158.982322,166.18387
E01002364,Havering 023C,1164,0.082,9,144.33599999999998,145.51955519999999,147.8866656,150.25377599999996
E01002365,Havering 023D,1086,0.193,5,134.66400000000002,137.26301520000004,142.46104560000003,147.65907600000003
E01002366,Havering 023E,1229,0.129,7,152.39600000000002,154.3619084,158.2937252,162.22554200000002
E01002367,Havering 020E,1427,0.154,6,176.948,179.67299920000002,185.12299760000002,190.572996
E01002368,Havering 028A,1838,0.417,2,227.912,237.41593040000004,256.4237912,275.431652
E01002369,Havering 028B,1598,0.237,4,198.15200000000002,202.84820240000002,212.2406072,221.63301200000004
E01002370,Havering 028C,1855,0.4,2,230.01999999999998,239.2208,257.6224,276.02399999999994
E01002371,Havering 028D,1353,0.177,6,167.77200000000002,170.74156440000002,176.6806932,182.61982200000003
E01002372,Havering 027C,1328,0.161,6,164.67200000000003,167.32321920000004,172.62565760000004,177.92809600000004
E01002373,Havering 027D,1326,0.182,6,164.424,167.4165168,173.4015504,179.386584
E01002374,Havering 027E,1352,0.244,4,167.64800000000002,171.7386112,179.9198336,188.101056
E01002375,Havering 028E,1478,0.305,3,183.27200000000002,188.86179600000003,200.041388,211.22098000000003
E01002376,Havering 012C,1196,0.046,10,148.304,148.9861984,150.35059520000001,151.714992
E01002377,Havering 010D,1415,0.153,6,175.46,178.144538,183.51361400000002,188.88269
E01002378,Havering 010E,1330,0.105,8,164.92000000000002,166.65166000000002,170.11498000000003,173.5783
E01002379,Havering 012D,1292,0.155,6,160.208,162.691224,167.657672,172.62411999999998
E01002380,Havering 012E,1823,0.284,4,226.05200000000002,232.47187680000002,245.3116304,258.151384
E01002381,Havering 012F,1237,0.178,6,153.388,156.11830640000002,161.5789192,167.039532
E01002382,Havering 014F,1464,0.141,7,181.536,184.0956576,189.2149728,194.33428800000002
E01002383,Havering 010F,1319,0.123,7,163.556,165.5677388,169.5912164,173.61469400000004
E01002384,Havering 019D,1320,0.076,9,163.68,164.923968,167.411904,169.89984
E01002385,Havering 024A,1332,0.057,10,165.168,166.1094576,167.9923728,169.875288
E01002386,Havering 022E,1676,0.157,6,207.82399999999998,211.0868368,217.61251039999996,224.138184
E01002387,Havering 024B,1304,0.038,10,161.69600000000003,162.31044480000003,163.53933440000003,164.768224
E01002388,Havering 024C,1344,0.026,10,166.656,167.0893056,167.9559168,168.82252799999998
E01002389,Havering 024D,1351,0.036,10,167.524,168.1270864,169.3332592,170.539432
E01002390,Havering 024E,1185,0.017,10,146.94000000000003,147.18979800000002,147.68939400000005,148.18899000000002
E01002391,Havering 018E,1402,0.078,9,173.848,175.2040144,177.91604320000002,180.628072
E01002392,Hillingdon 020A,1265,0.461,2,156.86,164.091246,178.55373800000004,193.01623
E01002393,Hillingdon 020B,1604,0.306,3,198.89600000000002,204.9822176,217.15465280000004,229.32708800000003
E01002394,Hillingdon 021A,1307,0.34,3,162.068,167.578312,178.59893600000004,189.61956
E01002395,Hillingdon 021B,1069,0.301,3,132.556,136.5459356,144.52580680000003,152.50567800000002
E01002396,Hillingdon 026A,1420,0.347,3,176.08,182.189976,194.40992800000004,206.62988
E01002397,Hillingdon 021C,1475,0.431,2,182.9,190.78298999999998,206.54897,222.31495
E01002398,Hillingdon 021D,1449,0.266,4,179.67600000000002,184.4553816,194.01414480000003,203.572908
E01002399,Hillingdon 021E,1304,0.3,3,161.69600000000003,166.54688000000004,176.24864000000005,185.9504
E01002400,Hillingdon 024A,1552,0.363,2,192.448,199.4338624,213.4055872,227.37731200000002
E01002401,Hillingdon 024B,1701,0.38,2,210.92399999999998,218.939112,234.96933599999994,250.99955999999997
E01002402,Hillingdon 024C,1291,0.394,2,160.084,166.39130960000003,179.00592880000002,191.620548
E01002403,Hillingdon 024D,1783,0.445,2,221.092,230.930594,250.60778200000001,270.28497
E01002404,Hillingdon 024E,1468,0.429,2,182.032,189.8411728,205.4595184,221.077864
E01002405,Hillingdon 027A,1487,0.352,3,184.388,190.8784576,203.8593728,216.840288
E01002408,Hillingdon 019A,1270,0.429,2,157.48000000000002,164.235892,177.747676,191.25946000000002
E01002409,Hillingdon 019B,1531,0.329,3,189.84400000000002,196.08986760000002,208.5816028,221.07333800000004
E01002410,Hillingdon 017A,1494,0.241,4,185.256,189.7206696,198.6500088,207.579348
E01002411,Hillingdon 022A,1661,0.237,4,205.964,210.84534680000002,220.6080404,230.370734
E01002412,Hillingdon 017B,1902,0.197,5,235.848,240.49420560000002,249.7866168,259.079028
E01002413,Hillingdon 022B,1221,0.407,2,151.404,157.5661428,169.89042840000002,182.214714
E01002414,Hillingdon 015A,2159,0.114,8,267.716,270.76796240000004,276.8718872,282.975812
E01002415,Hillingdon 010A,1337,0.087,9,165.788,167.2303556,170.11506680000002,172.99977800000002
E01002416,Hillingdon 008A,1352,0.123,7,167.64800000000002,169.71007040000003,173.83421120000003,177.95835200000005
E01002417,Hillingdon 008B,1470,0.098,8,182.28,184.06634400000002,187.63903200000001,191.21171999999999
E01002418,Hillingdon 006A,1422,0.171,6,176.328,179.34320879999999,185.37362639999998,191.404044
E01002419,Hillingdon 006B,1344,0.1,8,166.656,168.32256,171.65568000000002,174.98880000000003
E01002420,Hillingdon 008C,1273,0.201,5,157.852,161.0248252,167.37047560000002,173.716126
E01002421,Hillingdon 008D,1352,0.137,7,167.64800000000002,169.94477760000004,174.5383328,179.13188800000003
E01002422,Hillingdon 018A,1208,0.303,3,149.792,154.3306976,163.4080928,172.485488
E01002423,Hillingdon 018B,1437,0.293,3,178.188,183.4089084,193.8507252,204.292542
E01002424,Hillingdon 018C,1274,0.281,4,157.976,162.4151256,171.2933768,180.171628
E01002425,Hillingdon 018D,1249,0.396,2,154.876,161.0090896,173.27526880000002,185.541448
E01002426,Hillingdon 021F,1478,0.336,3,183.27200000000002,189.42993920000004,201.7458176,214.061696
E01002427,Hillingdon 018E,1267,0.205,5,157.108,160.328714,166.770142,173.21157000000002
E01002428,Hillingdon 018F,1224,0.194,5,151.776,154.72045440000002,160.60936320000002,166.49827200000001
E01002429,Hillingdon 019C,1193,0.386,2,147.932,153.64217519999997,165.06252559999996,176.482876
E01002430,Hillingdon 007A,1159,0.031,10,143.716,144.16151960000002,145.0525588,145.943598
E01002431,Hillingdon 006C,1080,0.03,10,133.92000000000002,134.32176,135.12528,135.9288
E01002432,Hillingdon 006D,1236,0.147,7,153.264,155.5169808,160.0229424,164.52890399999998
E01002433,Hillingdon 004A,1969,0.197,5,244.156,248.9658732,258.5856196,268.205366
E01002434,Hillingdon 007B,1115,0.067,9,138.26,139.18634199999997,141.03902599999998,142.89171
E01002435,Hillingdon 007C,1243,0.042,10,154.132,154.7793544,156.07406319999998,157.36877199999998
E01002436,Hillingdon 004B,1328,0.139,7,164.67200000000003,166.96094080000003,171.53882240000004,176.11670400000006
E01002437,Hillingdon 006E,1214,0.049,10,150.536,151.27362639999998,152.7488792,154.224132
E01002438,Hillingdon 003A,1179,0.144,7,146.196,148.3012224,152.51166719999998,156.722112
E01002439,Hillingdon 003B,1246,0.194,5,154.50400000000002,157.50137760000004,163.49613280000003,169.490888
E01002440,Hillingdon 003C,1263,0.242,4,156.612,160.4020104,167.9820312,175.562052
E01002441,Hillingdon 003D,1312,0.219,5,162.688,166.2508672,173.37660160000001,180.50233599999999
E01002442,Hillingdon 003E,1315,0.265,4,163.06,167.38109,176.02327,184.66545000000002
E01002443,Hillingdon 032A,1632,0.287,4,202.36800000000002,208.17596160000002,219.79188480000005,231.40780800000002
E01002444,Hillingdon 031A,1581,0.353,3,196.044,202.96435319999998,216.80505960000002,230.64576599999998
E01002445,Hillingdon 029A,1262,0.427,2,156.488,163.1700376,176.53411279999997,189.898188
E01002446,Hillingdon 031B,1519,0.245,4,188.356,192.970722,202.20016599999997,211.42961
E01002447,Hillingdon 031C,1656,0.292,3,205.34400000000002,211.3400448,223.3321344,235.32422400000002
E01002448,Hillingdon 032B,1648,0.322,3,204.352,210.9321344,224.0924032,237.25267200000002
E01002449,Hillingdon 032C,1663,0.373,2,206.212,213.90370760000002,229.28712279999996,244.67053800000002
E01002450,Hillingdon 014A,1132,0.154,6,140.36800000000002,142.52966720000003,146.85300160000003,151.17633600000002
E01002451,Hillingdon 014B,1169,0.166,6,144.956,147.3622696,152.1748088,156.98734799999997
E01002452,Hillingdon 014C,1226,0.174,6,152.024,154.66921760000002,159.95965280000001,165.250088
E01002453,Hillingdon 014D,1368,0.214,5,169.632,173.2621248,180.52237440000002,187.782624
E01002454,Hillingdon 014E,1412,0.267,4,175.088,179.76284959999998,189.1125488,198.462248
E01002455,Hillingdon 019D,1485,0.32,3,184.14000000000001,190.03248000000002,201.81744000000003,213.6024
E01002456,Hillingdon 017C,1324,0.285,4,164.17600000000002,168.855016,178.21304800000001,187.57108000000002
E01002457,Hillingdon 019E,1234,0.378,2,153.01600000000002,158.80000480000004,170.36801440000002,181.93602400000003
E01002458,Hillingdon 011A,1162,0.038,10,144.088,144.6355344,145.73060320000002,146.82567199999997
E01002459,Hillingdon 011B,1359,0.041,10,168.51600000000002,169.20691560000003,170.58874680000002,171.97057800000002
E01002460,Hillingdon 011C,1170,0.096,8,145.08,146.47276800000003,149.258304,152.04384000000002
E01002461,Hillingdon 013A,1242,0.103,8,154.008,155.5942824,158.7668472,161.93941200000003
E01002462,Hillingdon 011D,1141,0.071,9,141.484,142.48853640000002,144.49760920000003,146.506682
E01002463,Hillingdon 013B,1233,0.08,9,152.89200000000002,154.11513600000004,156.56140800000003,159.00768000000002
E01002464,Hillingdon 011E,1263,0.132,7,156.612,158.67927840000002,162.8138352,166.948392
E01002465,Hillingdon 009A,1330,0.202,5,164.92000000000002,168.251384,174.914152,181.57692
E01002466,Hillingdon 010B,1342,0.095,8,166.40800000000002,167.98887600000003,171.150628,174.31238000000002
E01002467,Hillingdon 009B,1258,0.089,9,155.99200000000002,157.3803288,160.15698640000002,162.93364400000002
E01002468,Hillingdon 010C,1362,0.104,8,168.888,170.6444352,174.1573056,177.67017600000003
E01002469,Hillingdon 010D,1368,0.071,9,169.632,170.83638720000002,173.24516160000002,175.65393600000002
E01002470,Hillingdon 007D,1481,0.189,5,183.644,187.1148716,194.0566148,200.99835800000002
E01002471,Hillingdon 008E,1299,0.075,9,161.07600000000002,162.28407000000004,164.70021000000003,167.11635000000004
E01002472,Hillingdon 002A,1382,0.161,6,171.36800000000002,174.12702480000002,179.64507440000003,185.16312400000004
E01002473,Hillingdon 001A,1414,0.123,7,175.336,177.4926328,181.8058984,186.11916400000004
E01002474,Hillingdon 002B,1381,0.157,6,171.24400000000003,173.93253080000002,179.3095924,184.68665400000003
E01002475,Hillingdon 001B,1332,0.207,5,165.168,168.58697759999998,175.42493280000002,182.262888
E01002476,Hillingdon 001C,1333,0.075,9,165.29200000000003,166.53169000000005,169.01107000000002,171.49045000000004
E01002477,Hillingdon 001D,1111,0.129,7,137.764,139.5411556,143.0954668,146.649778
E01002478,Hillingdon 002C,1282,0.139,7,158.96800000000002,161.17765520000003,165.59696560000003,170.01627600000003
E01002479,Hillingdon 004C,1435,0.23,5,177.94000000000003,182.03262,190.21786000000003,198.40310000000002
E01002480,Hillingdon 004D,1472,0.076,9,182.52800000000002,183.91521280000003,186.6896384,189.46406400000004
E01002481,Hillingdon 004E,1316,0.295,3,163.184,167.997928,177.625784,187.25364
E01002482,Hillingdon 001E,1352,0.044,10,167.64800000000002,168.3856512,169.86095360000004,171.33625600000002
E01002483,Hillingdon 002D,1545,0.244,4,191.58,196.25455200000002,205.603656,214.95275999999998
E01002484,Hillingdon 002E,1132,0.298,3,140.36800000000002,144.55096640000002,152.91689920000002,161.28283200000004
