lsoa_code,lsoa_name,driving_age_pop,income_score,income_decile,D_A,D_B,D_C,D_D
E01001242,Ealing 024C,1286,0.267,4,159.46400000000003,163.7216888,172.23706640000003,180.75244400000003
E01001243,Ealing 024D,1903,0.373,2,235.97199999999998,244.77375560000002,262.3772668,279.980778
E01001244,Ealing 024E,2202,0.374,2,273.048,283.25999520000005,303.6839856,324.107976
E01001245,Ealing 024F,1702,0.298,3,211.048,217.3372304,229.9156912,242.494152
E01001246,Ealing 015D,1518,0.397,2,188.232,195.7048104,210.65043119999999,225.59605200000001
E01001247,Ealing 015E,1854,0.389,2,229.89600000000002,238.8389544,256.7248632,274.61077200000005
E01001248,Ealing 035A,1292,0.229,5,160.208,163.8767632,171.2142896,178.551816
E01001249,Ealing 028A,1950,0.465,1,241.8,253.0437,275.5311,298.0185
E01001250,Ealing 028B,1750,0.47,1,217.0,227.19899999999998,247.597,267.99499999999995
E01001251,Ealing 030A,1406,0.222,5,174.34400000000002,178.21443680000002,185.95531040000003,193.69618400000002
E01001252,Ealing 030B,1942,0.363,2,240.808,249.5493304,267.0319912,284.514652
E01001253,Ealing 030C,1626,0.261,4,201.62400000000002,206.88638640000002,217.41115920000004,227.93593200000004
E01001254,Ealing 030D,1364,0.175,6,169.136,172.09588,178.01564,183.9354
E01001255,Ealing 028C,1199,0.14,7,148.67600000000002,150.75746400000003,154.92039200000002,159.08332000000001
E01001257,Ealing 008A,1633,0.518,1,202.49200000000002,212.98108560000003,233.95925680000002,254.937428
E01001258,Ealing 010B,1442,0.315,3,178.808,184.440452,195.705356,206.97026
E01001259,Ealing 014B,1253,0.325,3,155.372,160.42159,170.52077,180.61995000000002
E01001260,Ealing 012B,1634,0.306,3,202.616,208.8160496,221.21614880000004,233.616248
E01001261,Ealing 012C,1862,0.339,3,230.88800000000003,238.71510320000004,254.3693096,270.02351600000003
E01001262,Ealing 010C,1278,0.398,2,158.472,164.7791856,177.3935568,190.00792800000002
E01001263,Ealing 010D,1476,0.458,2,183.024,191.4064992,208.17149759999998,224.936496
E01001264,Ealing 010E,1431,0.382,2,177.44400000000002,184.22236080000002,197.77908240000002,211.33580400000002
E01001265,Ealing 006A,1367,0.318,3,169.508,174.89835440000002,185.6790632,196.45977200000002
E01001266,Ealing 006B,1522,0.28,4,188.728,194.01238400000003,204.58115200000003,215.14992000000004
E01001267,Ealing 006C,1591,0.409,2,197.284,205.3529156,221.4907468,237.62857799999998
E01001268,Ealing 012D,1538,0.239,4,190.712,195.2700168,204.38605040000002,213.50208399999997
E01001269,Ealing 001A,1777,0.275,4,220.348,226.40757000000002,238.52671,250.64585
E01001270,Ealing 004A,1398,0.258,4,173.352,177.8244816,186.7694448,195.714408
E01001271,Ealing 001B,1481,0.389,2,183.644,190.7877516,205.0752548,219.36275800000004
E01001272,Ealing 006D,1395,0.269,4,172.98000000000002,177.633162,186.93948600000002,196.24581000000003
E01001273,Ealing 041C,1353,0.163,6,167.77200000000002,170.50668360000003,175.97605080000002,181.44541800000002
E01001274,Ealing 041E,1195,0.125,7,148.18,150.03225,153.73675000000003,157.44125
E01001275,Ealing 041D,1541,0.246,4,191.084,195.7846664,205.18599920000003,214.587332
E01001276,Ealing 011A,1462,0.434,2,181.288,189.15589920000002,204.8916976,220.62749600000004
E01001277,Ealing 011B,1591,0.345,3,197.284,204.090298,217.702894,231.31548999999995
E01001278,Ealing 011C,1616,0.343,3,200.38400000000001,207.25717120000002,221.00351360000002,234.74985600000002
E01001279,Ealing 013C,1188,0.07,9,147.31199999999998,148.34318399999998,150.40555199999997,152.46791999999996
E01001280,Ealing 011D,1415,0.251,4,175.46,179.864046,188.672138,197.48023
E01001281,Ealing 013D,1239,0.096,8,153.636,155.1109056,158.0607168,161.010528
E01001282,Ealing 016B,1241,0.425,2,153.88400000000001,160.42407,173.50421,186.58435
E01001283,Ealing 016C,1431,0.408,2,177.44400000000002,184.6837152,199.16314560000004,213.64257600000002
E01001284,Ealing 022A,1304,0.211,5,161.69600000000003,165.1077856,171.9313568,178.754928
E01001285,Ealing 016D,1365,0.373,2,169.26,175.573398,188.20019399999998,200.82699
E01001286,Ealing 016E,1261,0.348,3,156.36400000000003,161.80546720000004,172.68840160000005,183.57133600000003
E01001287,Ealing 016F,1171,0.328,3,145.204,149.96669119999999,159.49207360000003,169.017456
E01001288,Ealing 022B,1124,0.279,4,139.376,143.2645904,151.04177120000003,158.818952
E01001289,Ealing 022C,1044,0.267,4,129.456,132.9124752,139.8254256,146.738376
E01001290,Ealing 022D,1622,0.231,5,201.12800000000001,205.77405679999998,215.0661704,224.358284
E01001291,Ealing 014C,1367,0.327,3,169.508,175.0509116,186.13673480000003,197.22255800000002
E01001292,Ealing 014D,1360,0.266,4,168.64000000000001,173.125824,182.09747200000004,191.06912000000003
E01001293,Ealing 014E,1394,0.305,3,172.856,178.128108,188.67232399999997,199.21654
E01001294,Ealing 017A,1604,0.303,3,198.89600000000002,204.92254880000002,216.97564640000002,229.02874400000002
E01001295,Ealing 017B,1451,0.243,4,179.924,184.2961532,193.0404596,201.784766
E01001296,Ealing 017C,1154,0.326,3,143.096,147.7609296,157.09078879999998,166.420648
E01001297,Ealing 017D,1437,0.391,2,178.188,185.15515079999997,199.08945239999997,213.023754
E01001298,Ealing 017E,1750,0.33,3,217.0,224.16099999999997,238.483,252.805
E01001299,Ealing 035B,1393,0.11,8,172.732,174.632052,178.432156,182.23226
E01001300,Ealing 039A,1225,0.093,8,151.9,153.31267000000003,156.13801,158.96335
E01001301,Ealing 039B,1568,0.236,4,194.43200000000002,199.02059520000003,208.1977856,217.374976
E01001302,Ealing 039C,1263,0.118,8,156.612,158.4600216,162.1560648,165.852108
E01001303,Ealing 032A,1327,0.121,7,164.548,166.5390308,170.52109240000001,174.503154
E01001304,Ealing 039D,1301,0.193,5,161.324,164.43755320000002,170.66465960000002,176.89176600000002
E01001305,Ealing 035C,1349,0.089,9,167.276,168.76475639999998,171.7422692,174.719782
E01001306,Ealing 035D,1276,0.161,6,158.22400000000002,160.77140640000002,165.86621920000002,170.96103200000002
E01001307,Ealing 002A,1486,0.251,4,184.264,188.8890264,198.1390792,207.389132
E01001308,Ealing 002B,1647,0.205,5,204.228,208.414674,216.78802199999998,225.16137
E01001309,Ealing 001C,1477,0.316,3,183.14800000000002,188.93547680000003,200.51043040000002,212.085384
E01001310,Ealing 001D,1723,0.234,4,213.65200000000002,218.65145680000003,228.6503704,238.64928400000002
E01001311,Ealing 001E,2027,0.352,3,251.348,260.19544959999996,277.89034879999997,295.585248
E01001312,Ealing 002C,1589,0.271,4,197.036,202.3756756,213.05502679999998,223.734378
E01001313,Ealing 002D,1408,0.301,3,174.592,179.8472192,190.3576576,200.86809600000004
E01001314,Ealing 002E,1221,0.278,4,151.404,155.6130312,164.0310936,172.449156
E01001315,Ealing 003A,1170,0.291,3,145.08,149.301828,157.745484,166.18914
E01001316,Ealing 003B,1307,0.445,2,162.068,169.28002600000002,183.704078,198.12813
E01001317,Ealing 003C,1640,0.407,2,203.36,211.636752,228.19025600000003,244.74376
E01001318,Ealing 003D,1501,0.534,1,186.12400000000002,196.0630216,215.94106480000005,235.819108
E01001319,Ealing 004B,1256,0.287,4,155.74400000000003,160.2138528,169.15355840000004,178.09326400000003
E01001320,Ealing 003E,1178,0.501,1,146.072,153.39020720000002,168.02662160000003,182.663036
E01001321,Ealing 003F,1774,0.33,3,219.976,227.23520799999997,241.753624,256.27204
E01001322,Ealing 004C,1627,0.357,3,201.74800000000002,208.95040360000004,223.3552108,237.76001800000003
E01001323,Ealing 004D,1539,0.364,2,190.836,197.7824304,211.6752912,225.568152
E01001324,Ealing 008B,1256,0.458,2,155.74400000000003,162.87707520000004,177.14322560000002,191.40937600000004
E01001325,Ealing 009A,1502,0.332,3,186.24800000000002,192.4314336,204.7983008,217.165168
E01001326,Ealing 008C,1416,0.436,2,175.584,183.2394624,198.55038720000002,213.861312
E01001327,Ealing 009B,1489,0.385,2,184.636,191.744486,205.961458,220.17842999999996
E01001328,Ealing 009C,1371,0.442,2,170.00400000000002,177.51817680000002,192.54653040000002,207.57488400000003
E01001329,Ealing 009D,1442,0.367,2,178.808,185.37025359999998,198.4947608,211.61926799999998
E01001330,Ealing 008D,1347,0.605,1,167.02800000000002,177.13319400000003,197.34358200000003,217.55397000000002
E01001331,Ealing 009E,1266,0.522,1,156.984,165.1785648,181.56769440000002,197.95682400000004
E01001332,Ealing 008E,1185,0.493,1,146.94000000000003,154.184142,168.67242600000003,183.16071000000002
E01001333,Ealing 038A,1905,0.501,1,236.22,248.054622,271.72386600000004,295.39311
E01001334,Ealing 029C,1246,0.498,1,154.50400000000002,162.19829920000004,177.58689760000001,192.97549600000005
E01001335,Ealing 038B,1465,0.263,4,181.66,186.437658,195.992974,205.54828999999998
E01001336,Ealing 038C,1497,0.341,3,185.62800000000001,191.95791480000003,204.61774440000002,217.27757400000004
E01001337,Ealing 029D,1705,0.28,4,211.42,217.33975999999998,229.17928,241.0188
E01001338,Ealing 029E,1485,0.411,2,184.14000000000001,191.708154,206.84446200000002,221.98077
E01001339,Ealing 029F,1685,0.386,2,208.94000000000003,217.005084,233.135252,249.26542000000003
E01001340,Ealing 029G,1250,0.472,1,155.0,162.31599999999997,176.94799999999998,191.57999999999998
E01001341,Ealing 005A,1423,0.322,3,176.452,182.1337544,193.4972632,204.860772
E01001342,Ealing 005B,1546,0.353,3,191.704,198.47115119999998,212.00545360000004,225.53975599999998
E01001343,Ealing 005C,1190,0.287,4,147.56,151.794972,160.264916,168.73486
E01001344,Ealing 007A,1808,0.415,2,224.192,233.49596800000003,252.10390400000003,270.71184
E01001345,Ealing 005D,1406,0.327,3,174.34400000000002,180.04504880000002,191.44714640000004,202.84924400000003
E01001346,Ealing 007B,1526,0.375,2,189.22400000000002,196.31990000000005,210.51170000000002,224.70350000000002
E01001347,Ealing 007C,1645,0.38,2,203.98000000000002,211.73124,227.23372,242.7362
E01001348,Ealing 007D,1317,0.465,1,163.308,170.90182199999998,186.089466,201.27711
E01001349,Ealing 006E,1144,0.417,2,141.856,147.7713952,159.60218559999998,171.43297599999997
E01001350,Ealing 027C,1213,0.206,5,150.412,153.5104872,159.70746160000002,165.904436
E01001351,Ealing 025E,1591,0.353,3,197.284,204.24812519999998,218.1763756,232.10462599999997
E01001352,Ealing 027D,1335,0.177,6,165.54000000000002,168.47005800000002,174.330174,180.19029000000003
E01001353,Ealing 033A,1174,0.32,3,145.576,150.234432,159.551296,168.86816
E01001354,Ealing 027E,1756,0.241,4,217.74400000000003,222.99163040000002,233.48689120000003,243.98215200000004
E01001355,Ealing 033B,1642,0.284,4,203.608,209.3904672,220.9554016,232.520336
E01001356,Ealing 033C,1097,0.572,1,136.028,143.80880159999998,159.3704048,174.932008
E01001357,Ealing 033D,2188,0.274,4,271.312,278.74594880000006,293.6138464,308.481744
E01001358,Ealing 033E,1559,0.374,2,193.31600000000003,200.54601840000007,215.00605520000005,229.46609200000006
E01001359,Ealing 026A,1918,0.386,2,237.83200000000002,247.01231520000002,265.3729456,283.733576
E01001360,Ealing 026B,1815,0.301,3,225.06,231.834306,245.38291800000002,258.93153
E01001361,Ealing 023E,1753,0.408,2,217.37199999999999,226.24077759999997,243.9783328,261.71588799999995
E01001362,Ealing 026C,1963,0.458,2,243.412,254.56026960000003,276.8568088,299.15334800000005
E01001363,Ealing 026D,1481,0.414,2,183.644,191.24686160000002,206.4525848,221.65830800000003
E01001364,Ealing 026E,1431,0.467,1,177.44400000000002,185.73063480000002,202.3039044,218.87717400000002
E01001365,Ealing 026F,2036,0.366,2,252.464,261.7041824,280.1845472,298.664912
E01001366,Ealing 044C,1542,0.405,2,191.208,198.951924,214.43977199999998,229.92762000000002
E01001367,Ealing 043B,2036,0.467,1,252.464,264.25406879999997,287.83420639999997,311.414344
E01001368,Ealing 044D,1419,0.363,2,175.95600000000002,182.34320280000003,195.11760840000002,207.89201400000002
E01001369,Ealing 038D,1593,0.449,2,197.532,206.4011868,224.13956040000002,241.877934
E01001370,Ealing 044A,1688,0.337,3,209.312,216.36581440000003,230.47344320000002,244.58107200000003
E01001371,Ealing 044B,1727,0.432,2,214.14800000000002,223.39919360000002,241.9015808,260.403968
E01001372,Ealing 043C,1920,0.409,2,238.08000000000004,247.81747200000004,267.29241600000006,286.76736000000005
E01001373,Ealing 043A,1599,0.373,2,198.276,205.67169480000004,220.46308439999999,235.25447400000004
E01001374,Ealing 040A,1601,0.133,7,198.524,201.1643692,206.4451076,211.725846
E01001375,Ealing 034A,1364,0.062,10,169.136,170.18464319999998,172.28192959999998,174.37921599999999
E01001376,Ealing 040B,1370,0.28,4,169.88,174.63664,184.14992,193.66320000000002
E01001377,Ealing 034B,1340,0.086,9,166.16,167.58897599999997,170.446928,173.30488
E01001379,Ealing 034C,1370,0.062,10,169.88,170.933256,173.03976799999998,175.14628
E01001380,Ealing 040C,1922,0.095,8,238.32800000000003,240.59211600000003,245.12034800000004,249.64858000000007
E01001381,Ealing 034D,1518,0.285,4,188.232,193.596612,204.32583599999998,215.05506000000003
E01001382,Ealing 032B,1161,0.103,8,143.96400000000003,145.44682920000002,148.41248760000002,151.37814600000004
E01001383,Ealing 028D,1413,0.161,6,175.212,178.0329132,183.67473959999998,189.316566
E01001384,Ealing 032C,1397,0.181,6,173.228,176.3634268,182.63428040000002,188.905134
E01001385,Ealing 032D,1318,0.148,7,163.43200000000002,165.8507936,170.6883808,175.52596800000003
E01001386,Ealing 031F,1473,0.11,8,182.65200000000002,184.661172,188.679516,192.69786
E01001387,Ealing 032E,1330,0.219,5,164.92000000000002,168.53174800000002,175.75524400000003,182.97874000000002
E01001388,Ealing 028E,1166,0.484,1,144.584,151.58186560000001,165.5775968,179.573328
E01001389,Ealing 028F,1504,0.336,3,186.496,192.76226560000003,205.2947968,217.827328
E01001390,Enfield 036A,1509,0.2,5,187.116,190.85832000000002,198.34296000000003,205.82760000000002
E01001391,Enfield 036B,1469,0.332,3,182.156,188.20357919999998,200.29873759999998,212.39389599999998
E01001392,Enfield 032A,1523,0.148,7,188.852,191.6470096,197.2370288,202.82704800000002
E01001393,Enfield 036C,1595,0.331,3,197.78,204.326518,217.41955399999998,230.51259
E01001394,Enfield 035A,1669,0.365,2,206.95600000000002,214.509894,229.617682,244.72547000000003
E01001395,Enfield 035B,1315,0.456,2,163.06,170.49553600000002,185.366608,200.23768
E01001396,Enfield 036D,1227,0.257,4,152.148,156.0582036,163.8786108,171.699018
E01001397,Enfield 035C,1662,0.426,2,206.08800000000002,214.86734880000003,232.42604640000002,249.98474400000003
E01001398,Enfield 021A,1055,0.122,7,130.82000000000002,132.41600400000002,135.60801200000003,138.80002000000002
E01001399,Enfield 021B,1201,0.138,7,148.924,150.97915120000002,155.0894536,159.199756
E01001400,Enfield 021C,1310,0.158,6,162.44000000000003,165.00655200000003,170.13965600000006,175.27276000000003
E01001401,Enfield 016A,1082,0.227,5,134.168,137.2136136,143.30484080000002,149.39606799999999
E01001402,Enfield 021D,1539,0.182,6,190.836,194.3092152,201.2556456,208.202076
E01001403,Enfield 021E,1367,0.239,4,169.508,173.5592412,181.66172360000002,189.764206
E01001404,Enfield 026A,1164,0.284,4,144.33599999999998,148.4351424,156.63342719999997,164.83171199999998
E01001405,Enfield 015A,1528,0.238,4,189.472,193.98143360000003,203.0003008,212.019168
E01001406,Enfield 015B,1289,0.31,3,159.836,164.790916,174.700748,184.61058000000003
E01001407,Enfield 005A,1234,0.262,4,153.01600000000002,157.02501920000003,165.04305760000003,173.06109600000002
E01001408,Enfield 004A,1272,0.2,5,157.728,160.88256,167.19168000000002,173.50080000000003
E01001409,Enfield 005B,1505,0.508,1,186.62,196.100296,215.06088800000003,234.02148
E01001410,Enfield 005C,1584,0.484,1,196.41600000000003,205.92253440000002,224.93560320000003,243.94867200000002
E01001411,Enfield 004B,1427,0.218,5,176.948,180.80546640000003,188.52039919999999,196.235332
E01001412,Enfield 004C,1413,0.299,3,175.212,180.45083879999999,190.92851639999998,201.40619399999997
E01001413,Enfield 004D,1304,0.108,8,161.69600000000003,163.44231680000001,166.93495040000002,170.42758400000002
E01001414,Enfield 004E,1257,0.497,1,155.86800000000002,163.61463960000003,179.10791880000002,194.601198
E01001415,Enfield 011A,1625,0.241,4,201.5,206.35615,216.06845,225.78075
E01001416,Enfield 013A,1399,0.08,9,173.476,174.863808,177.639424,180.41504
E01001417,Enfield 011B,1542,0.056,10,191.208,192.2787648,194.4202944,196.561824
E01001418,Enfield 011C,1420,0.257,4,176.08,180.60525600000003,189.655768,198.70628000000002
E01001419,Enfield 020A,1576,0.274,4,195.424,200.77861760000002,211.4878528,222.197088
E01001420,Enfield 020B,1390,0.323,3,172.36,177.927228,189.061684,200.19614
E01001421,Enfield 020C,1303,0.333,3,161.572,166.95234760000002,177.7130428,188.47373800000003
E01001422,Enfield 011D,1381,0.034,10,171.24400000000003,171.82622960000003,172.99068880000002,174.15514800000003
E01001423,Enfield 027A,1318,0.463,2,163.43200000000002,170.9989016,186.13270480000003,201.26650800000002
E01001424,Enfield 030A,909,0.672,1,112.71600000000001,120.2905152,135.4395456,150.58857600000002
E01001425,Enfield 027B,1432,0.66,1,177.568,189.28748800000002,212.726464,236.16544000000002
E01001426,Enfield 030B,1363,0.59,1,169.012,178.98370799999998,198.92712400000002,218.87053999999998
E01001427,Enfield 030C,1304,0.55,1,161.69600000000003,170.58928000000003,188.37584000000004,206.16240000000002
E01001428,Enfield 027C,1302,0.592,1,161.448,171.0057216,190.1211648,209.23660800000002
E01001429,Enfield 030D,1753,0.674,1,217.37199999999999,232.02287279999996,261.32461839999996,290.62636399999997
E01001430,Enfield 030E,1402,0.6,1,173.848,184.27888000000002,205.14064,226.00240000000002
E01001431,Enfield 033A,1290,0.591,1,159.96,169.413636,188.320908,207.22818000000004
E01001432,Enfield 033B,1445,0.58,1,179.18,189.57244000000003,210.35732,231.1422
E01001433,Enfield 007A,1324,0.578,1,164.17600000000002,173.66537280000003,192.64411840000002,211.62286400000002
E01001434,Enfield 007B,1186,0.431,2,147.06400000000002,153.4024584,166.07937520000002,178.75629200000003
E01001435,Enfield 007C,1165,0.41,2,144.46,150.38286,162.22858000000002,174.07430000000002
E01001436,Enfield 007D,1451,0.421,2,179.924,187.49880040000002,202.64840120000002,217.798002
E01001437,Enfield 014A,1655,0.588,1,205.22,217.286936,241.42080799999997,265.55468
E01001438,Enfield 007E,1267,0.488,1,157.108,164.7748704,180.1086112,195.442352
E01001439,Enfield 006A,1527,0.632,1,189.348,201.3147936,225.2483808,249.18196800000004
E01001440,Enfield 012A,1252,0.576,1,155.24800000000002,164.19028480000003,182.07485440000002,199.95942400000004
E01001441,Enfield 006B,1197,0.56,1,148.428,156.739968,173.363904,189.98784
E01001442,Enfield 002A,1251,0.661,1,155.12400000000002,165.37769640000002,185.8850892,206.39248200000003
E01001444,Enfield 001A,1367,0.438,2,169.508,176.93245040000002,191.78135120000002,206.630252
E01001445,Enfield 003B,2006,0.493,1,248.74400000000003,261.0070792,285.5332376,310.059396
E01001446,Enfield 001B,1419,0.473,1,175.95600000000002,184.2787188,200.92415640000002,217.56959400000002
E01001447,Enfield 003C,1485,0.609,1,184.14000000000001,195.354126,217.78237800000002,240.21063
E01001448,Enfield 003D,1419,0.499,1,175.95600000000002,184.73620440000002,202.2966132,219.85702200000003
E01001449,Enfield 003E,1215,0.469,1,150.66,157.725954,171.857862,185.98977
E01001450,Enfield 015C,1907,0.337,3,236.468,244.4369716,260.3749148,276.312858
E01001451,Enfield 017A,1390,0.169,6,172.36,175.272884,181.09865200000002,186.92442000000003
E01001452,Enfield 017B,1108,0.095,8,137.39200000000002,138.69722400000003,141.30767200000003,143.91812000000004
E01001453,Enfield 017C,1324,0.078,9,164.17600000000002,165.45657280000003,168.01771840000004,170.578864
E01001454,Enfield 017D,1347,0.125,7,167.02800000000002,169.11585000000002,173.29155000000003,177.46725000000004
E01001455,Enfield 021F,1172,0.15,6,145.328,147.50791999999998,151.86776,156.2276
E01001456,Enfield 022A,1118,0.056,10,138.632,139.4083392,140.9610176,142.513696
E01001457,Enfield 010A,1459,0.231,4,180.91600000000003,185.09515960000002,193.4534788,201.811798
E01001458,Enfield 037A,1323,0.572,1,164.05200000000002,173.4357744,192.20332320000003,210.97087200000004
E01001459,Enfield 024A,1321,0.456,2,163.804,171.27346240000003,186.2123872,201.151312
E01001460,Enfield 024B,1491,0.542,1,184.88400000000001,194.90471280000003,214.94613840000002,234.987564
E01001461,Enfield 027D,1235,0.689,1,153.14000000000001,163.691346,184.794038,205.89673000000002
E01001462,Enfield 024C,1139,0.515,1,141.236,148.509654,163.056962,177.60426999999999
E01001463,Enfield 031A,1245,0.417,2,154.38,160.817646,173.692938,186.56822999999997
E01001464,Enfield 027E,1046,0.465,1,129.704,135.73523600000001,147.797708,159.86018
E01001465,Enfield 031B,1241,0.401,2,153.88400000000001,160.05474840000002,172.39624520000004,184.737742
E01001466,Enfield 031C,1380,0.489,1,171.12,179.487768,196.223304,212.95884
E01001467,Enfield 031D,1452,0.492,1,180.048,188.9063616,206.6230848,224.339808
E01001468,Enfield 010B,1113,0.231,4,138.012,141.20007719999998,147.5762316,153.952386
E01001469,Enfield 008A,1388,0.258,4,172.112,176.5524896,185.43346879999999,194.314448
E01001470,Enfield 013B,1339,0.14,7,166.036,168.360504,173.009512,177.65852
E01001471,Enfield 010C,1561,0.21,5,193.564,197.628844,205.75853199999997,213.88822
E01001472,Enfield 010D,1338,0.191,5,165.912,169.08091919999998,175.4187576,181.756596
E01001473,Enfield 013C,1237,0.215,5,153.388,156.685842,163.281526,169.87721
E01001474,Enfield 010E,1547,0.172,6,191.828,195.12744160000003,201.72632480000001,208.32520800000003
E01001475,Enfield 013D,1443,0.074,9,178.93200000000002,180.25609680000002,182.9042904,185.552484
E01001476,Enfield 018A,1323,0.528,1,164.05200000000002,172.71394560000002,190.03783680000004,207.36172800000003
E01001477,Enfield 018B,1468,0.51,1,182.032,191.315632,209.88289600000002,228.45015999999998
E01001478,Enfield 016B,1296,0.306,3,160.704,165.6215424,175.4566272,185.29171200000002
E01001479,Enfield 023A,1334,0.626,1,165.41600000000003,175.77104160000002,196.48112480000003,217.19120800000002
E01001480,Enfield 024D,1216,0.431,2,150.784,157.28279039999998,170.2803712,183.277952
E01001481,Enfield 018C,1375,0.512,1,170.5,179.22959999999998,196.6888,214.148
E01001482,Enfield 023B,1410,0.556,1,174.84000000000003,184.56110400000006,204.00331200000005,223.44552000000004
E01001483,Enfield 025A,877,0.641,1,108.748,115.7187468,129.6602404,143.601734
E01001484,Enfield 016C,1062,0.465,1,131.688,137.811492,150.05847599999998,162.30545999999998
E01001485,Enfield 025B,1373,0.604,1,170.252,180.53522080000002,201.1016624,221.66810400000003
E01001486,Enfield 025C,1628,0.583,1,201.872,213.6411376,237.17941280000002,260.717688
E01001487,Enfield 023C,1422,0.592,1,176.328,186.7666176,207.6438528,228.52108800000002
E01001488,Enfield 024E,1449,0.612,1,179.67600000000002,190.6721712,212.66451360000002,234.65685600000003
E01001489,Enfield 023D,1375,0.582,1,170.5,180.4231,200.2693,220.1155
E01001491,Enfield 023E,1470,0.542,1,182.28,192.15957600000002,211.91872800000002,231.67788
E01001492,Enfield 025E,1567,0.534,1,194.308,204.68404719999998,225.4361416,246.18823599999996
E01001493,Enfield 026B,1546,0.335,3,191.704,198.12608400000002,210.97025200000002,223.81442
E01001494,Enfield 026C,1181,0.243,4,146.44400000000002,150.00258920000002,157.11976760000002,164.23694600000002
E01001495,Enfield 029A,1505,0.26,4,186.62,191.47212000000002,201.17636000000002,210.8806
E01001496,Enfield 026D,1548,0.212,5,191.952,196.02138240000002,204.1601472,212.29891200000003
E01001497,Enfield 031E,1123,0.306,3,139.252,143.5131112,152.03533360000003,160.557556
E01001498,Enfield 029B,1483,0.334,3,183.89200000000002,190.03399280000005,202.31797840000004,214.60196400000004
E01001499,Enfield 031F,1262,0.334,3,156.488,161.7146992,172.1680976,182.621496
E01001500,Enfield 035D,1255,0.245,4,155.62,159.43269,167.05807,174.68345000000002
E01001501,Enfield 036E,1757,0.363,2,217.868,225.7766084,241.5938252,257.411042
E01001502,Enfield 018D,1484,0.543,1,184.01600000000002,194.00806880000002,213.99220640000004,233.97634400000004
E01001503,Enfield 018E,1399,0.457,2,173.476,181.40385320000001,197.2595596,213.115266
E01001504,Enfield 012B,1531,0.382,2,189.84400000000002,197.09604080000003,211.60012240000003,226.10420400000004
E01001505,Enfield 012C,1478,0.439,2,183.27200000000002,191.31764080000002,207.40892240000002,223.50020400000002
E01001507,Enfield 012D,1845,0.472,1,228.78000000000003,239.578416,261.175248,282.77208
E01001508,Enfield 012E,1708,0.543,1,211.79200000000003,223.29230560000005,246.29291680000006,269.29352800000004
E01001509,Enfield 014C,1257,0.57,1,155.86800000000002,164.752476,182.52142800000004,200.29038000000003
E01001511,Enfield 016D,1384,0.363,2,171.616,177.84566080000002,190.30498240000003,202.764304
E01001512,Enfield 015D,1770,0.3,3,219.48000000000002,226.06440000000003,239.23320000000004,252.40200000000002
E01001513,Enfield 012F,1455,0.528,1,180.42000000000002,189.946176,208.99852800000002,228.05088000000003
E01001514,Enfield 016E,1337,0.35,3,165.788,171.59058,183.19574,194.8009
E01001515,Enfield 015E,1470,0.54,1,182.28,192.12312,211.80936,231.4956
E01001516,Enfield 005D,1598,0.406,2,198.15200000000002,206.1969712,222.2869136,238.37685600000003
E01001517,Enfield 006C,1485,0.584,1,184.14000000000001,194.89377600000003,216.40132800000003,237.90888000000004
E01001518,Enfield 016F,1334,0.302,3,165.41600000000003,170.41156320000002,180.40268960000003,190.39381600000004
E01001520,Enfield 019A,1464,0.2,5,181.536,185.16672,192.42816000000002,199.6896
E01001521,Enfield 028A,1473,0.159,6,182.65200000000002,185.55616680000003,191.36450040000003,197.172834
E01001522,Enfield 019B,1365,0.276,4,169.26,173.931576,183.27472799999998,192.61787999999999
E01001523,Enfield 019C,1410,0.172,6,174.84000000000003,177.84724800000006,183.86174400000004,189.87624000000005
E01001524,Enfield 019D,1249,0.268,4,154.876,159.0266768,167.32803040000002,175.629384
E01001525,Enfield 020E,1565,0.255,4,194.06,199.00853,208.90559000000002,218.80265
E01001526,Enfield 019E,1323,0.137,7,164.05200000000002,166.29951240000003,170.7945372,175.28956200000002
E01001527,Enfield 036F,1637,0.246,4,202.988,207.98150479999998,217.9685144,227.955524
E01001528,Enfield 032B,1300,0.44,2,161.20000000000002,168.29280000000003,182.47840000000005,196.66400000000002
E01001529,Enfield 032C,1437,0.414,2,178.188,185.5649832,200.3189496,215.072916
E01001530,Enfield 032D,1332,0.294,3,165.168,170.02393920000003,179.73581760000002,189.447696
E01001531,Enfield 028B,1149,0.093,9,142.476,143.80102680000002,146.4510804,149.101134
E01001532,Enfield 028C,1365,0.085,9,169.26,170.69870999999998,173.57613,176.45354999999998
E01001533,Enfield 028D,1327,0.051,10,164.548,165.38719480000003,167.0655844,168.743974
E01001534,Enfield 032E,1372,0.172,6,170.12800000000001,173.05420160000003,178.90660480000003,184.75900800000002
E01001535,Enfield 028E,1162,0.125,7,144.088,145.88909999999998,149.4913,153.0935
E01001536,Enfield 008B,1587,0.259,4,196.788,201.8848092,212.07842760000003,222.272046
E01001537,Enfield 005E,1308,0.274,4,162.192,166.63606080000002,175.52418240000003,184.412304
E01001538,Enfield 009A,1351,0.115,8,167.524,169.45052600000002,173.303578,177.15663
E01001539,Enfield 009B,1313,0.176,6,162.812,165.67749120000002,171.4084736,177.13945600000002
E01001540,Enfield 008C,1509,0.232,4,187.116,191.45709120000004,200.1392736,208.82145600000004
E01001541,Enfield 008D,1181,0.139,7,146.44400000000002,148.4795716,152.55071480000004,156.62185800000003
