evse_uid,total_records,availability_rate,utilisation_rate
4abd23b523e2fdb8d6da7860826e71ce,12,0.3333,0.0
4abefbf49ae04396839160b13850d661,158,0.5063,0.3924
4abf0f34e09d05e272da1ee095051bfd,447,0.4966,0.4743
4ac11104965fc9d475460922622d830e,793,0.4931,0.4918
4ac79cc89871132a31d0c56fb75f0552,1331,0.4869,0.4733
4ac920d949c3712d7b61d9c39de1ed57,436,0.5,0.3899
4ac94bcb884d4c3b97fb4436485cbf0b,894,0.4765,0.4519
4ac9b26c0850ef1a63dbd1126dc114c1,457,0.442,0.3282
4acd70e0e3fc1408a0af5676538fcdf4,24,0.5,0.5
4ad265cfc6e38fad4f068b52b815ca28,645,0.4946,0.493
4ad3a1839b8f4dcd94ca54d94c5a2bb5,302,0.5298,0.4636
4ad3be1b47b141dc82f12a5f93cfd3cd,77,0.4935,0.1039
4ad7b9ce66763b8688e3b6a871ace93a,666,0.491,0.4459
4ad84bae30ef461ca6b25a0177590a1c,405,0.4938,0.4049
4ad88d9c6a25bbe267135cd209a3db03,4909,0.4997,0.4901
4ad9bc3f479cd79d265553b5511bd304,1360,0.4971,0.4882
4adb5252f8b5f1ab07989bd74bbc1c21,808,0.4901,0.4901
4adc779736efa9f860bb6a709e273290,94,0.5319,0.1277
4ae0211f94af764d75f3d15db555e90f,762,0.4777,0.2651
4ae23fefd5cb4550be80bab018d56390,362,0.4696,0.2818
4ae2bc5855e8b5f44e3b621dfd8df70d,10,0.6,0.0
4ae3155b35ea5b125d82a845eb34c09f,184,0.4674,0.3913
4ae405cf6fbd00e5e9a22a52e9c04945,80,0.525,0.325
4ae431ddf7f96a420ccf29a0e46a5893,240,0.4958,0.5
4ae4a28aaa3ce8263be1ac2706ad861b,234,0.4957,0.5043
4aeb615331f44b6fb086a28fd1d17052,397,0.4861,0.403
4aec0a8d2321458d87ff41268539eaf2,8,0.5,0.0
4aed1964d2ee4271b984d3f490d92050,255,0.4824,0.2353
4af6fe9635e341368ab4c0ad5cbd598c,859,0.4913,0.4715
4af894afd10c465db98bbf634d8f6150,325,0.5015,0.4985
4afc1a623b754ae5578f27ed2da03238,84,0.5,0.2619
4b008c982c05c53101afd1280e5dd679,3850,0.4592,0.3857
4b00ce5edc3b45aba1e94b9ac81c7aee,395,0.362,0.2
4b00e6c35de5006761afe18ecc3547a9,375,0.456,0.408
4b015b9ba1611b52661846f72b5f36c6,1916,0.4937,0.4885
4b028e787c313daa397dfec9e306d5e6,246,0.4878,0.0854
4b0613abbb9146859707884ae37c90f8,790,0.4924,0.4506
4b065c41c48c48738ce8531f8702e2a8,123,0.3902,0.3008
4b088e38b46deafb5e51bb4a64a571ec,4,0.0,0.5
4b11168198bc3decc04c0e5f6ceb61e7,392,0.5,0.0051
4b120926976b46fca223b56b9e02827c,827,0.4909,0.474
4b13f149f58cce6d91bccf066e70d1b6,2634,0.4981,0.4715
4b1578b58ee745d59e81468641ace1dd,788,0.4911,0.4683
4b15bff736184ab78c3bb0ba3dab1ff1,587,0.4855,0.4225
4b16b0241e840fb77acfd24e4afe07d9,744,0.4892,0.4368
4b18d48eef73a4ea88183872aa921213,1429,0.4647,0.4696
4b19c5368ad0f46973e16ff7ffe5347a,14527,0.4913,0.504
4b1aea6f05944273cc84999b312814d9,641,0.4914,0.4618
4b1b43a9b431da62bbd0af01f6732fda,24,0.5,0.5
4b1d119d855b483e87e505389377e88a,239,0.3891,0.251
4b1d4c62aebd47d19c8887f1dccb7410,366,0.4973,0.4426
4b20dc5f82565250405ecc13a1c4e2d5,77,0.5065,0.0
4b22eb4fbb72bb9f4bcabb388f6cff43,96,0.4792,0.4583
4b230ea82aa337abdc66a72b092cb442,44,0.5,0.2727
4b23b1b3dd82da140c97feb512e017f0,418,0.4976,0.4402
4b24aa96c81fb1e8880ec2c6591afaf6,120,0.5,0.45
4b2857ea559a0dc0ddba9ebb3ac73c6f,645,0.4775,0.4853
4b287e8c20f42f0e16ed4753fbd6c991,14,0.5714,0.2857
4b296362ea3183511a0919e84dd00f75,56,0.0,0.0
4b29c4d869281e81084fce8c705e30a2,904,0.4912,0.469
4b2c261687934fe08738125eb3a28226,751,0.482,0.4621
4b2e9e302860bc3448741237588c098f,240,0.4917,0.4917
4b2f6f183df14578801a2ff432602b82,107,0.4579,0.3925
4b2f9f96dfc341e7a73acef9e1070904,603,0.4942,0.4262
4b312f42b6ebcf74a12ac6b92f5d512e,415,0.4964,0.5012
4b31526eb7204ce3982d59cedb3f9c4f,168,0.4167,0.4107
4b323ce73d7133d8aa6ca07e1e1c317d,77,0.5065,0.3896
4b33fae3e4c5be96c2baa98159f0524a,1047,0.49,0.489
4b34ed3df76c401cbcafea6014c4214a,332,0.5,0.3795
4b37c8fdb7a444c2a35eed23bffdb3f9,336,0.494,0.375
4b3f3bd599a5931ef67e865bfb21808d,68,0.5,0.4706
4b3fc6a2b595841075c86314c63c5988,4,0.5,0.0
4b3fc940ae1008ec32cf5781f8a61cda,325,0.5354,0.3754
4b4138bfb80e2f060d2f6221a99d1466,259,0.4517,0.4865
4b416df607e7b1f9a02445d99a2dfc77,154,0.4675,0.3377
4b45fee166ee4444a9a4f11ae0b5215b,303,0.3828,0.3795
4b4a516d67b1aa2a16daedd0085e6169,201,0.4975,0.4975
4b4fe92f993076d5b1f1156526104b15,12583,0.4735,0.481
4b524690c03f39fed826c7a4138fa9ce,421,0.3729,0.2375
4b526f8b348a79ce4835822be1be611e,94,0.4681,0.234
4b53d94432a9a7ca505411c56b89dbf8,158,0.5063,0.4684
4b540cdea09a452da84f086baa90fa59,11590,0.4741,0.4328
4b542096f56e4732f450221e2839e8ed,475,0.4968,0.0
4b5635b4c07054cfdb918468a283ee0a,5487,0.483,0.4853
4b5a538c918e15e12c767b5141ebd33d,2,0.0,0.0
4b5a863eb5efea7193770699cdf80ffb,3650,0.4858,0.4792
4b5c91f10be14f01b180377b950a76f2,464,0.4849,0.431
4b606b970123426da7c6fc61a7ffc407,984,0.4868,0.4685
4b610483ef9ef24d8bcf20c0f39d4351,84,0.5238,0.3333
4b61230fb563912ef91fce552ae691f5,178,0.4888,0.3708
4b61852e0046c537df19724e3a6fdd1b,295,0.4949,0.3966
4b62531e90694c7a810dac470d6d0859,1639,0.493,0.4875
4b6262b6703f1b910d15f79999bc2e1b,11,1.0,0.0
4b6270ab183df5c568073ff7614885ea,42,0.4762,0.4762
4b6407d331177c5c460ef714ba079129,5442,0.4836,0.1215
4b64c2fa3bc3c36698576cdbd978b0b4,446,0.4865,0.3094
4b6886ab15b741ab94635e97c2377fdd,136,0.4559,0.4265
4b69efd715bf4c1bbfa4bef68160e550,1148,0.4904,0.4739
4b6ef3d49cf113daab3c047c2e071b6e,394,0.4975,0.4569
4b6fbfd093fe4bf89374252db266b706,890,0.4809,0.3674
4b705ddf3cea0b041e4d808b3fc1ef36,66,0.4848,0.4242
4b73978f3ed02969c6fc3befca5e38d4,2,1.0,0.0
4b74ac98b022171985905aab58784dd8,162,0.4938,0.4938
4b7706509f3c9601e643274c28111925,4161,0.3564,0.4557
4b7d15addfdc58be1c029336de1c461e,384,0.5,0.4792
4b8cb7f128df4ed08188fb6b976a3992,335,0.4866,0.4657
4b8d4ab39d95e057c4deddab4d1d6543,87,0.4368,0.4138
4b8d721492c93b02a33af45ccb507110,49,0.4286,0.3265
4b8e5cb4a43f4eddaacdec29a8c2235e,136,0.4926,0.2206
4b90d24cbcafc6efea180f09eada5a28,72,0.5,0.4167
4b90f766322dddd951ca627a92ac953d,321,0.4891,0.3801
4b9187e2fc25fb6ce195b686851a2e9d,97,0.5258,0.0
4b92439047ca606e585383872e1e1a7e,220,0.4909,0.4455
4b9bac4f91dbac85587c0dd1c17a4427,14,0.5714,0.1429
4b9fab1857624ae9ac1e5f80463c05bf,206,0.5146,0.4757
4ba8f511e3d7aa13ddbc367e5324c4af,1599,0.4615,0.4922
4ba9e037030351d32dcb7feef64337d6,24,0.5,0.4167
4baa3e014b3eb53d51d24cbc2e4befbb,68,0.4412,0.3824
4bab71fa89288752c98f3a4cb2b3a358,164,0.5488,0.4512
4bac4d2498b0a18679e258198db62d09,54,0.537,0.2222
4bb37808780b9780fde2e02539a62838,6442,0.4404,0.1023
4bb50d50ddb1e05405d5fb47c44e1e98,206,0.5,0.2039
4bb5659c0a25b95036952896668acd7f,160,0.5,0.05
4bb63f7773660133413bae5eb2add88b,20,0.5,0.2
4bb6e9d81684ec32a361249bf683cfa1,97,0.4845,0.4742
4bc544a2c9e0a6bb69f5358ce528e34c,12,0.5,0.3333
4bc6ed2c15814ba3b17fc7b4d5c3a5a7,396,0.5,0.4848
4bc84a44bf9b4d6bb288b41695fb3b1f,517,0.4797,0.412
4bca0800a94a3d8f0b940f383a6f3e2e,332,0.5,0.4096
4bcc3a7bb66840e6a07eeb976129ddd0,2934,0.2727,0.408
4bcd40c018d6cc576e6c9122f1dc0f9f,119,0.5126,0.2353
4bcf89458420f025503de66feafcd051,208,0.4904,0.4038
4bd07e6089a63b0993905a9a6a7e1d56,268,0.4851,0.4478
4bd2927315520c02388951995a9acd07,36,0.5,0.2778
4bd2fc9b0ba7b0bd7bfe133d4cd9ae39,2,1.0,0.0
4bd43c18cf280e6241810588c3afcf7f,308,0.4935,0.4156
4bd9e9708a0ea06e33a5f1aa8264e511,24,0.8333,0.0
4bdd19b5de5cc8caa0f6c0802a309b95,642,0.5016,0.4984
4be2f00c46135e7b2e2502f0a9e8b07d,98,0.5306,0.2857
4be38924bf4647148d45d19caff0451a,617,0.41,0.3857
4be8871a0e2c46fe9fd9bf52cb0da2d1,243,0.3992,0.3745
4bec231c25a4427e9132ab3c624e78c1,230,0.4783,0.3087
4bec552a64fba470479c5f86b0c797bf,344,0.4767,0.4651
4beeb95fcf5fa30cf7887855de2848e2,258,0.4651,0.4651
4beedc9ed77cb0998b8478387864f033,3996,0.4817,0.4687
4bef2cbd8cecd9f667d98b45b7180376,2,1.0,0.0
4bf6d876f0a0b97923c8645fed31cf15,1303,0.4735,0.4728
4bf87b2ea558baa0d8c1dabef205e4e0,22,0.4545,0.3636
4bf995f6ec5e573737d7c8962b972009,749,0.4927,0.4833
4bf9998a0663dd94788f852bd4e8e8bd,61,0.4754,0.2623
4bfac64fdc1718fb522daa8e421bb265,598,0.4582,0.4448
4bfcb148ff6e09261c15535421c844d1,30,0.9,0.0
4bfd90ee6f5ca0e8c6c3a84ab6e7e427,703,0.4737,0.1067
4bff15fcac384592d7ec8385a1e6956c,662,0.4864,0.4502
4c00ae3087bce3d5c86fca516c593a30,10,0.6,0.4
4c02638bcfd555aaf11bdaee86ad71ee,544,0.4926,0.489
4c0392874a1fba19c6070972f80c8092,2,1.0,0.0
4c03bba25df5497b94e69a7172ea4c79,4377,0.411,0.122
4c03d1461aa4821bc534ad1b17717562,1831,0.497,0.0306
4c04ff16348ab6e9ecb235d7d35dcdaa,48,0.0,0.0
4c05496d26cc300bf6916161603e3c4e,328,0.5,0.4024
4c05503e3c27a7a8340fb288633f2e26,833,0.5006,0.4994
4c05dee0c07e767b47254709d70885e7,1178,0.4728,0.472
4c0cf82694e22028950291380b454f97,2,0.0,0.0
4c1162b7f3c024bdc19d578ef7fffb81,704,0.483,0.483
4c11ba71085e4dfabe20cfd9f1c3b7ec,18,0.5556,0.4444
4c1247ef221cae9fef63d1a4aa0e3c45,231,0.5022,0.0087
4c16cf17978c4475b7e9c666b945318c,852,0.4941,0.4906
4c16e0efc9204051b572486de4c17138,80,0.5,0.0
4c1ca2f88e4336e36b942298327ecf39,98,0.5714,0.0408
4c204b1030554164a1b9d4efa875715b,22,0.5,0.0455
4c213abe30be4bd1b62826ea3dd8d625,134,0.4925,0.4478
4c22811f24f44855ab9efd4ac276e2f6,114,0.5088,0.2281
4c26d18afb814da381f089c23c01f92c,220,0.4727,0.3364
4c276843598c307d23eff14fd09c19c8,195,0.4769,0.4718
4c2bb18ae1918670c74e632a4b8fbfb6,2,1.0,0.0
4c2e19840f894915b9060eba6034ab26,334,0.485,0.4611
4c2fd3a2bf21e85bd117400d40af456d,434,0.4977,0.4885
4c33cb1a962817396e97e961510cd261,231,0.4848,0.1645
4c36c189c7f1b0d8aa278fb57182ea9c,359,0.415,0.4345
4c3919d02c2d43f987bd3511f2b49886,831,0.497,0.1119
4c398a59ea321ece332f63f161c752df,362,0.4917,0.4475
4c3c0413c47c1688c77ddcb674b06ed8,4,0.5,0.0
4c3ca709e98ca5e7a1f2d2b6327c2adb,436,0.4679,0.1606
4c3f95a658c968b2e41f47f1b33e996c,258,0.5116,0.4806
4c403160236e4f4e864c09a57ffa5e6b,1432,0.4658,0.4399
4c43ef40d68a4f999b9df0a96c1b5da5,68,0.4706,0.2059
4c486193c0e25c48d01694b6c664fd1e,5995,0.4956,0.4909
4c4c164d4d4f5e54be1f9a0b02a600b7,755,0.494,0.4874
4c51c59df1324fbea694aa55698a886e,284,0.4718,0.081
4c544d20655e11c6a1706621b80962d0,14,0.2857,0.0
4c58de536a79ec80c97e7af63f64ef17,12342,0.4733,0.2669
4c5cc17d8e2e4ee2988e0c1ab0538d5a,100,0.52,0.16
4c60669a6a044a5c8319d2f34c192efa,361,0.4931,0.3102
4c610a70748e15fa8f1628cec1f267bc,1039,0.4716,0.488
4c644c8e725d44218767b1538451c729,148,0.4932,0.5
4c665f24fe1f4868a0471682da27966c,266,0.4887,0.1579
4c6aa6058ec3c892bed3831f85d4e204,110,0.4909,0.3091
4c6b3f0961fa80273cf5c42ad76b3db4,834,0.4976,0.0408
4c6ba8be5ae44642a8356b0a7342b050,404,0.4827,0.4752
4c6f905287439a1765430373d9dd3474,495,0.4949,0.4727
4c6fa36434cb0d59fe5c417c2f27850d,4,0.5,0.5
4c70155a87a1ad66383e209a9fd3ff9b,246,0.5041,0.0976
4c7425a5181558bd861224ec0591b108,134,0.5075,0.1045
4c7551838d4813829bc832812de5e873,3530,0.4989,0.4887
4c75b89018d145fab41697620dda3cda,212,0.5047,0.1792
4c7aacc31065b97837e29d077e6c3f5a,2,1.0,0.0
4c7bf0c55bccb6fab3502e7d42197903,34,0.4118,0.2647
4c80648932734edfa99125e51a1cb77c,446,0.5022,0.4529
4c80e3c2c88810b4da5e1270d9e51c17,159,0.4969,0.478
4c8249d770194bb599f84339ac1042ca,2857,0.4277,0.4813
4c82d18831f8468cb3f436d32a62e3cf,397,0.4987,0.4736
4c838035f387220d2c223e760d58e618,972,0.4599,0.4372
4c83a1be0b602ac2a4ec74ab458ec6a2,14,0.7143,0.2857
4c895a1ddb3948e9b9acb05c1269e7dd,1909,0.4945,0.4861
4c89da1d89fcebed780c3bb62a9c5599,94,0.4894,0.3404
4c8ea4b0b841e19d9f3aa4f9ed264ee0,162,0.4321,0.3704
4c94f37ebd024867b95311f6e890ee20,342,0.4971,0.4123
4c961ba00639799d8191faf4910e9e96,1060,0.4821,0.4745
4c962f5f376a191f34016ff088d34b8a,1,1.0,0.0
4c974efe196c4d5ca503533f896b303a,406,0.5,0.4187
4c9a29ea3b00ab09bd20a9757d0b56ba,124,0.5,0.371
4c9db7bce47c5985824bd5a35da21195,6,0.6667,0.0
4c9e959ef76172da8260fa746e967225,282,0.4965,0.2837
4c9ec09f99034838a6242c9036ee50c5,166,0.506,0.3012
4ca06bb3858549e5b20ba949a601c2dd,1442,0.4965,0.043
4ca5c6a527ad455c2d06e81922db6f79,46,0.5435,0.0
4ca67fe4421543f38b21733874bdb641,503,0.497,0.4274
4ca7743b64024e3bbb0760ff0b4a98aa,681,0.5037,0.4963
4ca92232972b39d65e24222753b94872,36,0.5,0.2222
4cb0148f48b331907a2f679bec7cdc54,38,0.4737,0.2632
4cb07dcaa5ba462d92b5ee97c756df25,191,0.5288,0.4712
4cb307208bc5187c68f9441c53cc51f3,150,0.52,0.1467
4cb796f11f73cbc29cfa0b86c869f21f,204,0.4804,0.2843
4cb89974552487ff2a01cf03d34e5780,28,0.5,0.4286
4cbc6d3afdcc47cc91d1e3385e51f77e,465,0.4989,0.471
4cbe4e6711f69d002bfdd20dff12b58d,793,0.4388,0.4048
4cc44127e4a1e6c8e9c841049d096f27,8,0.5,0.5
4cc48db7a361451980bf5ab94858f026,476,0.5,0.479
4cc5c332e7764fd89ff431d3550d4250,54,0.4815,0.1481
4cd454e17133de665b797b8affc37bd6,14,0.5714,0.1429
4cd8850d5b484cddb6b5dee4dd80dd0f,205,0.4732,0.1561
4cdab935a0c2404dbdef46300d97d922,277,0.4946,0.4765
4ce055a3d56a4fa199a4b5e14aeb654d,1173,0.4919,0.4766
4ce1a0d821d64e638ca3eecefd15bc9c,114,0.5789,0.1228
4ce3c496e22a4b7faa008b907194ce99,858,0.4872,0.38
4ce87d66bb8241479cec3216fb3e7f11,357,0.4762,0.3361
4ce97678e8ff4d69b40902482a11617b,112,0.4375,0.3839
4cec11d8000f021acef59d4d83476e32,1698,0.49,0.1908
4cecae6bdc46a3e8bfc6109dfda85359,945,0.4974,0.018
4cf067d6fb893a71a0e69605de84fc96,2,1.0,0.0
4cf0b8a4c21ad8459150c896b2dbee5c,66,0.4848,0.0606
4cf901ed97b9ce00e9cd855ad3b1d7bd,41,0.5122,0.2927
4cfad0ed9f7d4dcd322985073d360312,448,0.4375,0.4688
4cff1f689359365a539b64593d1d70d6,54,0.4444,0.3333
4d01f51b2faead0b4148093e85862909,3709,0.4894,0.4578
4d02158a949ef3aba0293b1e4081a8b4,74,0.5,0.473
4d0eab91f137b8c19a222c1099e7f129,546,0.489,0.478
4d0f7b7d8df2ddfa7a323b2695d0d2c4,2,1.0,0.0
4d126322123249b59758db33aa76f298,17,0.5294,0.3529
4d12bf38b80d4f08a07684c72ddd9f00,160,0.5,0.5
4d12e82a84d218622dd48d8d32bffab4,645,0.4915,0.4977
4d1b797037e1433db4e8625f3abe9075,383,0.4987,0.4909
4d1db3fc2aa6d292b97cc7d1ec420106,148,0.4595,0.4324
4d1db92d93657601de2c812cd9b68125,2,1.0,0.0
4d1ec525878b4fce8fa8f623091da8b4,703,0.5007,0.4936
4d2207ff976deaae6a5fd60de6fdf7ec,2,0.0,0.0
4d25da222aa14d539a1965851e09cdad,569,0.4903,0.3497
4d27993b33cfb0ec76b436b983c652ec,627,0.4848,0.4673
4d27a0a75d014884b8f80f48df31b786,9,0.4444,0.3333
4d29701a435b0b5b0457c50c328e03e6,1035,0.4367,0.4831
4d2cbec4d0bda806999ed728875ef037,219,0.4429,0.4475
4d307e32d01a6cb16697642db0b633b3,18,0.5,0.3889
4d3a7218668e4a3116dd5b2f7f7702de,121,0.5289,0.1157
4d3af95c030546c69d662aceeeb03a3f,897,0.4916,0.4125
4d3c3131b1527dfcc0b6d56f8672423e,729,0.4842,0.3731
4d3cef2809b26a1d5d433d088e9c45d2,293,0.4846,0.2765
4d3ff0880737e3c94dce3759db2f9019,208,0.5,0.5
4d3ff2eab088b493dbad713935396c16,84,0.4881,0.369
4d49ec632f26b6c123356f47d0c23391,339,0.4985,0.4838
4d4bf06b48cc4f19a12387bcf450caaf,292,0.4932,0.3185
4d4c5314898f83cd994a25dfcd5372c8,29,0.5172,0.3448
4d4d587c4e2bccce6c16c09a0cac8963,207,0.4928,0.1353
4d4ea0c340af49fda1fc0e6390ea91fe,12,1.0,0.0
4d4f6fc5f50b4bc38589a74759174160,201,0.5323,0.4577
4d4f776cc98c4dba61adb9a2fa128889,709,0.4725,0.457
4d4fe158fead46da9fc3a44cb339e46f,81,0.5432,0.0741
4d53768aa17fe30d4149846dd9222f36,150,0.4933,0.24
4d53d456f9b0b5a19e7370873e5dcd4a,86,0.5116,0.1163
4d598695d20146909a667ca41813feff,622,0.4952,0.4984
4d5bf1f42a0546ec8eacb716f514e1b8,87,0.5172,0.2989
4d5d4d956da93d878c9ce85171e9fa96,889,0.4972,0.0169
4d60b8b7ee6c249b5ea62111f3e92b34,1359,0.4982,0.4753
4d628728f71e954dc1991da646fd4985,3995,0.4904,0.4969
4d6593e90b734717a2164d5955afb878,639,0.4961,0.4883
4d65f7e21c814f6f8ca50feabfedd501,38,0.4474,0.3684
4d676191c7631134c5dd3ca06426d9cc,1276,0.4702,0.4749
4d697322096cecb531a64b76d5189387,6,0.6667,0.0
4d6be31176518652c494342767c977cc,2,1.0,0.0
4d6db0da699a5b8bca1b45fb80de09a9,84,0.5,0.3333
4d6e95ed8f604329a0f71e2dfdcb6f73,36,0.4722,0.1667
4d7039af3cb4433fa143f0a1502e0a9d,320,0.3375,0.3312
4d7108457fb3dc5818c2e336e6cafc3f,62,0.5645,0.0968
4d720744cef3886b912e5e5ec14c44a5,204,0.4853,0.1863
4d7255159609c4ed4f1cb485aefa91db,1793,0.4785,0.4523
4d7ca9978c12b55dc557142ccd6556c4,36,0.5,0.2222
4d88a693ce16d51bc30eef409c2b29fe,332,0.4518,0.4398
4d88c668ac9178c87778714a42cc8c71,306,0.4575,0.4444
4d8b1f0f3b1a3e40fc2171ab01230ff9,20,0.6,0.2
4d8c4eb4b80147c59ef218df400ff78f,1864,0.4882,0.4158
4d8dff8376e3359d2540100201998be4,30,0.5333,0.4
4d903025fd022c71ace85b44c7dc9365,2,1.0,0.0
4d906dfab77b4ddba23543ae02833625,413,0.4334,0.4019
4d92a5f0f7510249cd27a2a53e45e55c,241,0.473,0.0249
4d92f7a525fbd2f90ca378fbd2c3e834,2,1.0,0.0
4d951be0d7234c39b7568948a8e9b4f0,386,0.5026,0.487
4d9f849d0ce227683380f4139139c9a5,1210,0.4926,0.4926
4da082a4ae8ec7dd02561129b5a6b0c4,91,0.6813,0.0879
4da228cd43648d2bd17e55a89b7f0342,206,0.4951,0.3786
4da265b0a912422d894edf980e3816a3,805,0.4522,0.4609
4da43a71c7e4d70598d8ff0c883ef414,414,0.4783,0.3913
4da52fe9389e2f3ec1f4efa9affd5e8e,6,0.3333,0.3333
4da562e5122d40d5a844693bb15b80e2,236,0.5,0.339
4da7937ec131261b162abd62cab06380,419,0.494,0.4296
4da9cd0a381dbd1f6124939c8725949e,1808,0.458,0.4043
4dac7779654a4ff490158d04baecdde0,1085,0.4949,0.4645
4db25df49b204bc18ffc5ea0d218fdfe,469,0.4819,0.3945
4db37572722f45d5a5ebd0810c7e7d10,180,0.4444,0.3722
4db3d339bff52dd4b265c018b093c0f0,7804,0.4896,0.012
4db3e8dce50800a4cd59ddc59daf76af,1223,0.4816,0.0474
4db683fad60695ef0c8f13714aef4ff8,34,0.6471,0.1176
4db8775962bd7c46651fcf35d638dbcf,1062,0.4878,0.4746
4dba1c447f0e4d40b56a8b2fcbe18888,726,0.4807,0.3636
4dbac2ef4734a5481871783b743b6c5e,72,0.4028,0.375
4dbc7f10a63232f67ececd089d439aa6,428,0.4509,0.4019
4dbdce62ae2f530b19fc63160f341339,25,0.44,0.4
4dbedb6ab96f94f371658c21b2bd3c7c,20,0.6,0.4
4dbf6ba8c5946b008222393dccc16a07,224,0.5,0.5
4dc53ef7310241aea7f8d71c3e3a3829,249,0.51,0.4177
4dc71db4ed964de8a5357093efe819c8,68,0.4559,0.3971
4dca780decb46402f670523895e8968a,155,0.4968,0.0903
4dcb60910619b200dd7e8fe48100046a,2,0.0,0.0
4dcfd191bbdd06a8d59ff5a4a187bdc7,26,0.4615,0.3846
4dd069d5ddb4498f9b55a00a08ffd1b3,405,0.4889,0.4642
4dd11c2aa1738f3b78cf7f71fc451fd8,30,0.5333,0.4
4dd12696e1209596860b3b1c9315a557,42,0.5238,0.0
4dd43387f8f51bc0eaa967522567e583,1304,0.477,0.4632
4dd457fe085944739e10de65c1aa81e8,272,0.489,0.3162
4dd5714ae986b72cdabd6c297baee4a6,101,0.6337,0.0594
4dd8672d8e09b8da43c788d731e48f4d,4977,0.4822,0.4631
4ddc540aef101a6574e0d450c2f01565,52,0.5,0.4615
4ddef203fb64b79395500492db585782,10,0.6,0.0
4ddf816780f2a9ed244f507ff08d5cd1,500,0.5,0.484
4de03e3f7ecb44c285a35b5af2d4e3c0,395,0.4911,0.4861
4de441a0f24210893e7e74ef6176b727,101,0.505,0.3564
4de845cf540f406f9b34850f263914c7,220,0.4818,0.2909
4de9b7d716dd49b41cd36004400ca173,496,0.4778,0.4375
4ded49aa37bfeb78751e32ce162883d5,677,0.4682,0.4638
4dedba962ba69502cfb679cb5f3dadda,2,1.0,0.0
4df3d9f46c387888a32013f15852b657,2,1.0,0.0
4df52eb9773258e72a7476429ad97e55,168,0.4821,0.3393
4df5dbaab0464400a8f6c059981d6ef0,34,0.4412,0.0882
4df8925ddbf511a3c4812e6f0e38543a,2,1.0,0.0
4e00f125f2e79cf4f7849893e03d78c4,383,0.5013,0.3969
4e01c7e6855e498895a9d497baf3d31d,366,0.4918,0.4645
4e02b0ab9786f352e47d2a2cfda38205,656,0.4817,0.4665
4e049b8fbe0a79d2ac3dbd08d1b1c904,403,0.4913,0.3772
4e07490e757401aee8945890c2b91020,38,0.4211,0.4211
4e080072157b297ed3f3ff5fe8fc5b3f,114,0.4912,0.4211
4e0877cc2e4dc829253301b97d879301,367,0.4632,0.4877
4e0c7b98d6436bbd023cd3e4b7bd3206,73,0.5342,0.3288
4e10cf24e85449efaefa7309b277eb7a,766,0.4922,0.3655
4e17ff3cee3e154ccb1e41a4262d1cdb,43,0.4419,0.2093
4e1997f745b41294893483d05333fb60,90,0.4889,0.2
4e1a9b3e0101431eab98c9ac4b0742db,468,0.4786,0.265
4e1ceaba5ecf43f79b49157908bcbb59,378,0.4153,0.4127
4e1d04fa54d3c0b5aafca2bd899492ed,363,0.5041,0.4959
4e1d585427b94b5db9659844e942873b,20,0.45,0.1
4e31e8e1f766dfb4344a1ae30213ab08,123,0.5122,0.4065
4e325e6c6d85467986da51d6179f1c4b,73,0.4247,0.411
4e340d430f3fbcce9f018ab75632b2a5,614,0.4788,0.2296
4e3619b484bd4130bd658ade79091513,281,0.4769,0.4021
4e38628e377a629302ae0e33e0d97ec1,433,0.4781,0.448
4e3bffb02f933edd29a2d660377e64e2,12,0.5,0.3333
4e3c773c6fed8a103106c2a5af4c8fc4,297,0.4949,0.3434
4e3f00b9759c09f7ab2382c934f789cf,411,0.4793,0.3212
4e400bb5d4ba4634b9e68a9ae3019b96,150,0.3933,0.4267
4e409375663849a4a520548e8a177fce,445,0.4966,0.4292
4e40e2b60eef9d4751283d132a3aba9e,48,0.5,0.3333
4e469faaeefa891f6be7896ce1ee4dde,304,0.4934,0.3882
4e470777cd193ece51d0731fcd51538b,98,0.5408,0.0408
4e4863371879f9f4261baf74a4ac6ddb,288,0.4792,0.4722
4e4b3ccc041726d6787ce5083c128232,434,0.5,0.4539
4e4f36e26f375469c54836a2def29b5e,6,0.6667,0.0
4e52388270aeb0580502acca23165d3a,160,0.475,0.4
4e57bbb7e3bb4c80b7122f6db795882a,650,0.4938,0.4446
4e5943b865a948f184e251d5d1543593,144,0.4931,0.2361
4e5d1edb54d89496db548bc657489111,44,0.5,0.2273
4e5d43aa17f2a46449ed7d4b50446888,4647,0.4827,0.5132
4e60c11f867cdb55acd46b461814f1db,188,0.5106,0.2766
4e61fad6b99ec60d135c1a723bb01be9,2169,0.4882,0.4371
4e622b11fe524fee890cbdc115215abf,1387,0.4888,0.4557
4e62b58893fa1eda91b09f2d1678c794,1162,0.4888,0.4578
4e62bf9aa35afdef66dafbac1cae61a1,2,1.0,0.0
4e641439a4833294ee9ab886850b2526,226,0.5044,0.4071
4e64c5c81abf0802680fe9e893b82696,423,0.4894,0.4184
4e64d60349a7da765de3eaf272425f02,1313,0.4897,0.4813
4e65ede7c0acd2e16867738d3984e662,292,0.4726,0.4315
4e6638dd9d37637638d2bcecd8abd3d2,2,1.0,0.0
4e69e58033624b48f415b5b4b2e3eec0,36,0.5556,0.1667
4e6ae801149db557403e90c2dddbfa86,20,0.6,0.3
