evse_uid,total_records,availability_rate,utilisation_rate
7f15a9e9f434bccd1be5e71052ce873c,3261,0.4778,0.4634
7f16e1ead0b5997ae5399c37b59b84e9,340,0.4941,0.3
7f1ace898fca43e0be78befc740fe111,286,0.5105,0.4685
7f1d92820d4c4aa7ba5a0dcd4dffbd4f,238,0.5042,0.4622
7f1e3ad1ef674b7eaa5825c81139a484,957,0.489,0.4629
7f1e6eb74dc30d002e14742627f72ed1,658,0.4833,0.4924
7f1f9cefe8e064237868b3314f10e4fa,48,0.5208,0.0833
7f1fe3eb6d8446b5968f9fe3a0e891cc,118,0.4576,0.3559
7f21e27281444da80c2874dfc956f24c,248,0.4677,0.4032
7f2407e72129e7a726d50afc1b97d3c9,2,1.0,0.0
7f2c96aa3c0a395aba4b285627a75e51,31,0.5484,0.3871
7f2dc7ba4e0316e094359e54b9a2fed0,22,0.5455,0.3636
7f2e632023981eb8ad5fda31d3b29951,24,0.0833,0.0
7f2ecb81bd0e0dde092bb401229d6823,93,0.4516,0.2581
7f2f6f5ea2dd1f2d6dc90e839c5b0205,311,0.5048,0.4437
7f3051beda7cda23a5d45f7a5d37c5cd,2358,0.4936,0.098
7f312361191b65f9d372318de3b26efc,36,0.4444,0.4444
7f32be958e542420f2728b6749bf3179,180,0.5,0.2333
7f336ae825a141d58fb6778e7a064b68,307,0.4658,0.4691
7f34b9398c9eaf1a1502a2d4078ee04c,361,0.4958,0.4543
7f3753329478fd377dadc87518caf056,12,0.3333,0.0
7f37a5674e384f9492f5d527bf2402fe,170,0.5059,0.2941
7f395e9bf0d591540cdde570071ed7f9,742,0.4906,0.442
7f3b6be4b5734987b461e447827a380b,18664,0.4458,0.4494
7f3e2ac6e7e848888823d872c04ca4bc,887,0.4938,0.4938
7f3ea98cf2d1df29626ac0cd470df9a4,18415,0.4496,0.4471
7f40ce7dd6d94ebeb7181489b64fea0d,416,0.4784,0.3654
7f462718ce5988dd7c8273920b6706da,40,0.45,0.45
7f4700ca71fa02570f1d67b1c154628a,1812,0.3151,0.3041
7f4a7761f9500eddb6fe7e02e1fa3cbc,60,0.4667,0.5
7f4df22a07bea3773e71c58d3dcc504c,678,0.4749,0.4808
7f4f5960b7f04a8da77bb447c6bf124e,172,0.4942,0.0814
7f525ab48d09abcc7512390ed8b987c6,71,0.4789,0.4648
7f530baa232629031b47f73e1d699275,71,0.493,0.2254
7f53dce3045324b30990cbb511bd49bd,66,0.5152,0.3333
7f542939b51c76884870c9738eb7dd57,46,0.413,0.3913
7f59e0c58db84480bc6711e1cc172ba7,98,0.5306,0.1837
7f5a72acbc99776aaf648024698bb7e9,215,0.4977,0.5023
7f5af087289c623ebfcb50adbf39b322,224,0.4598,0.2232
7f5dbc5cd873c148e869fc5373164191,29,0.5172,0.4138
7f5ec74f34d322d369a740a9ecfa5cf1,1229,0.4605,0.2848
7f62115369eae089797d1ea7a8bf0517,2,1.0,0.0
7f66b814a301da809c5a274f1f7c3be0,322,0.4969,0.3509
7f6c18be842b4df4b20d90359b3b63c5,360,0.4944,0.2972
7f6c389a96e9c352780c2fc070dcfcb5,14897,0.4684,0.3473
7f707ff3e7f90fd09215920b71a6751f,310,0.4968,0.471
7f71715e7550c6383b355ceac5a66d43,416,0.4808,0.4663
7f74961091e1e84b463d5db3ab4c1dfe,1628,0.4877,0.3839
7f75677650f37abc273e7ddd682b359e,1002,0.499,0.497
7f75dfcb67f782d5310be747756e4cc7,314,0.5032,0.414
7f763ea56253bf58f771f308d1cbc25e,597,0.4724,0.3551
7f7a6827d7ee62d1bf72ad59d3a23fdc,1266,0.4779,0.481
7f7b004ea45676eb30d61b8527388c50,296,0.4899,0.3176
7f7eead313e4fa833f210c3c57a976a4,114,0.5526,0.0351
7f814db0d537a1b849991effa764f88b,6,0.3333,0.3333
7f84a8e798c61ff97c2561f95346d4c0,59,0.5254,0.0
7f865891fe5e90f77cac0aad6307e587,253,0.4466,0.2648
7f869b989d21be68fecebf99def3c116,74,0.5135,0.3514
7f88ffdede5f4368b5ebbaee84cac774,108,0.463,0.3519
7f8b50999fdd495cae7752e9d492eb07,230,0.5043,0.2261
7f8c3891384a436d9ea79809ca0e61bb,888,0.4966,0.4989
7f9739de39e96b9f7e2886bc19f66a7f,92,0.5,0.0652
7f97babdc5b071225f7b7cbcf9fa367d,73,0.5068,0.4932
7f9ae82acfda46f5b503acdf4859598a,328,0.4817,0.4512
7f9ca654169d7f13b4164c373b8b54ff,206,0.4757,0.4466
7f9cdd15794c0d6a613d94bfc06a6002,3600,0.4869,0.3931
7fa065568f6df5affde7e48f5e4eea83,553,0.4503,0.4195
7fa24937cd88400c8fe7f952d6550e84,61,0.459,0.3115
7fa4806c47524c55ac4846e82e3062b8,1094,0.4899,0.4735
7fa6cf0549874de996a8f720ad2c8248,146,0.3973,0.3082
7fa8f8e40ac5496e8f3486818553425a,493,0.501,0.499
7faa9f41b93d49a6aa897c3470fe386f,824,0.4393,0.4442
7faeaf5b368cce2fdb6065ddb454eecf,12,1.0,0.0
7fb1caede73419fd7e62c3626e202a8f,332,0.4217,0.3886
7fb2449ccad1a78c7fb3227e1b50e6a0,230,0.4783,0.3652
7fb394d26b71e799b78c075e87bbaf1a,40,0.5,0.15
7fb5a6a965bacb772878ca1f6135d0b5,8,0.5,0.5
7fba9fdc5153f6722c81d4718fd7228c,2,1.0,0.0
7fbcfacaef254e4da7c452e54ff2f1ff,56,0.4821,0.0536
7fbd2c51c95b0c83fe996fc12d0b16ac,381,0.4856,0.378
7fc25b7c19a0422e8aa061f0cf701abd,614,0.4837,0.4511
7fc61610a4c737463b2864648e996912,30,0.9333,0.0
7fc9f430ca0d73e0ebe877f18a19449e,1880,0.4936,0.4383
7fcb7517aecef3b6dd159872d6da0786,83,0.506,0.3735
7fcc7c9732854ac9b967c401b69e74b9,74,0.4324,0.2838
7fcfd1ab4f2cffdf99b96f1f5396cd14,1079,0.4801,0.0315
7fd044e5f2e4da2519005f809a24d864,99,0.5051,0.0
7fd3dca570684f2c891a4da44c6de807,390,0.3795,0.2795
7fd4c2004e4df25ecd1686c8b8e97399,2,1.0,0.0
7fd76ba9b9c80950bd380693af6d3436,599,0.4624,0.2972
7fdc039f8092e90ac73e956d894a5ae1,1239,0.4875,0.4504
7fdcb95f78eda2bb1d6afd307566fa1a,58,0.5172,0.4828
7fde1be2604cdf9dcbfac692b40cd07c,78,0.5128,0.0769
7fde9def223df61c43584d7f273c5ae4,85,0.4941,0.3412
7fdf5036811a44d0a9a659726c7e0ad3,781,0.493,0.3713
7fe19a55bb0d42b893df8081aeca69ed,9439,0.4598,0.0743
7fe2a265c8394f5ca1484502cbf64252,6,0.5,0.1667
7fe56da704604d539c3e43146e59d6de,376,0.4787,0.4574
7fe7e7ec01c640d8a4f5effb2c3679c7,554,0.4838,0.4188
7fe9d756bf8148e5b7bd004c68f259aa,99,0.4141,0.3535
7ff21e8c04ea45faa2a8783c2226c5d8,646,0.4907,0.4876
7ff26560c57508e422e1f0d5ae161e13,599,0.4908,0.4541
7ff8f1cecb804a3885dd151b76c1806d,148,0.4865,0.4459
7ff91948669225a22792a114e372de9e,29,0.4828,0.0
7ff9e50534d742379873bdc6d896d8d3,527,0.4953,0.4858
8001cb3e388e4ded8fee6fd678a825b3,20,0.4,0.15
8002e3fda1757583014d06eed784fb32,68,0.5,0.2647
800453626b070ecc703e5f9d484ac246,221,0.4842,0.4525
800c6620ac9877df5282fdc869eb25fe,866,0.4873,0.485
800cc6754a9742dda9553a1e7f96beaa,38,0.3947,0.1053
800dcd5ddba72668374069c5cc559fd8,54,0.5556,0.1111
800f1d9b420640c283f1962e237fa373,379,0.4987,0.4908
80103b68e5c15494cc7a0406769ee0c6,558,0.4857,0.4194
801158c08251717e65be6b320da6ae04,149,0.5436,0.443
8011cf1d0a6643bfb390c1f329865a75,40,0.475,0.025
801866282af445e19b02671b66a35667,935,0.4898,0.0674
80186a7b2144349b27ea0e473659ed61,2418,0.4847,0.2366
801bd8cee53d4fdee26486ee71b8a3f4,151,0.5033,0.2384
801c836765b9428f9df332c0dea4f002,277,0.4946,0.3466
801decfd6bdcfce2df54c11e42fc520d,25,0.24,0.24
801ecab5f6b38b0a6ff623ae6e0f70a6,36,0.4722,0.2222
8021e99faba8bfa1f022bbae5c500179,17,0.0,0.0
80229e4817a722b88f4b4375b529ffae,37,0.5135,0.3784
8022e857a1efe085bc07d4c242c5ff52,173,0.5029,0.4393
8025bd1885fee612f335a49394a259fb,2127,0.4904,0.4241
802bd0f4275a45f5b679e8044e6568b5,11,0.6364,0.0
802d3a5688309fe3bc6ead410205b2cb,1305,0.4766,0.4667
802e851aaf04ac8b18a6c22b3eda91fa,815,0.4724,0.4638
80393db8f7a3879d457aee499f703203,209,0.5024,0.4019
803aa6bc3a86261a99cdb0cce1703458,483,0.4928,0.4824
803ced7054c79d7eaa4fb65046c5c1c9,17248,0.4447,0.2976
803e9dcb62610e1b0259f329f7dd58a5,76,0.5,0.1842
803ed8e500df4c54b3d7dbdd839dc080,58,0.431,0.1724
803f1ebcbfb3b45383aecfaa64e862fa,1739,0.4865,0.4669
803feed2e8a711555dd190a3f94dc612,429,0.4639,0.3869
804098b5eb8fbc6946d8fbc635d26401,683,0.4993,0.0146
8040c7b62d8cd0e49553468b5addfea4,1196,0.4933,0.1254
8042541d992124b98bc3863b55210312,22,0.5455,0.2727
8043d4abac4380a01793f6b0305d36f2,1007,0.4747,0.4697
8043e5af3d932412311724e34f1c17f9,6203,0.4962,0.4964
8045ec0fd9fb49c603ad352ad6917072,5992,0.4823,0.4723
8048b394099048ea1945ea9760105650,46,0.4783,0.4348
804a723e4c7e7e6c1c686df0bbb14407,124,0.5,0.3387
804b80557a0412baa4396e19d3de1e30,280,0.5,0.3929
804b99fd610243c299094eeec953f3d7,244,0.4672,0.4262
80533628a7583b5e082219d943701566,1237,0.4859,0.4673
805b9539a2181d9b22762db466030e21,13,0.5385,0.4615
805e33d0145442e19523f5a733f44beb,1741,0.4957,0.0322
805fc0da512c4aec98a899cd11c30778,765,0.4588,0.3294
805fdb10d31746da9597c3afda8f1a8b,266,0.5113,0.4812
8062e8acaa9540e428984378673d6942,230,0.5043,0.3826
8064116b998d71c2e8131a34f83ef96e,321,0.4984,0.4891
806417979f7b4e0398753662609ad748,436,0.4908,0.4174
80654fd14e4e44163f72b198eb040ee9,144,0.5139,0.3611
806805373ccf2c4f47ac7c88868442a7,160,0.5,0.15
806b7a7f85e76a54b8ae059d9168466d,18718,0.4987,0.3455
806ba989b6fd354e7fa860e4e7ff7627,229,0.5022,0.4934
806bad24a3d24e5d8ee66d0d4bfbcefd,765,0.4902,0.0235
806ce0dec5d8492b8969bbb947a0dd1d,1055,0.4607,0.3545
8070237336597f7a685411184df1749f,216,0.4769,0.4722
807090296ab30018388250f80202a1ec,1194,0.4958,0.5008
8070ced7721e0cb1d50de90e76dc903b,908,0.4868,0.4405
8073463e730b4400975544d2185c5f24,524,0.4828,0.4447
80757180b9a544a1819f6e6dce882bd4,389,0.5064,0.4833
8076d051a9d44494804e32406ad6e174,302,0.5033,0.4702
807b1173b445c0d8173bc3f189479fa6,397,0.5013,0.1108
807c423e1fa04139ab671f0df07157c9,291,0.5052,0.488
807e48d80f10efcbbcdf50b8617c5b6b,1389,0.4284,0.3326
807f317018e4e48379f52761139ec285,332,0.494,0.4819
8082eaf897bd795b51e7c46d47a867fb,6,0.6667,0.3333
808426f83c1a50b02899cf43a46ebfbc,1135,0.4714,0.3974
80843f0e425b677fa47361030e43526f,37,0.5135,0.3243
8084a190718141e42c1dfcf010f4c919,62,0.4516,0.3226
80873dd1956d4e8dbb6460dc70f21c2f,71,0.4366,0.2254
808769f8eba2b42b9ac3601e2095ff7b,204,0.3725,0.3676
8087924fe493a623c741b734fefad47d,1307,0.495,0.4943
808f1ed6adbbd0ecde63fd7d02314ba0,135,0.6,0.3704
808f385ef652e82509a44863ab39387d,126,0.5,0.4048
808fa06fafbd8efc1d6c87033097ab35,253,0.4901,0.4427
80927d569c4e49cb80fbc8109e379bf1,798,0.4812,0.4787
80977fc80b1b803a2a5a1761f56a6db3,2,1.0,0.0
809835bc394a2862604a25e3df2760d8,31,0.5161,0.0
809a91c3621a6f6893efb0c6ebeebbae,3581,0.3843,0.3759
80a17ac510c9e0c2f7a6968f24f0bb03,68,0.4706,0.2941
80a1d2209dd854a97a71b1e7cd79053c,540,0.463,0.2185
80a45b2c8425eb70431fb585bc8b7022,197,0.4822,0.3147
80a49d68a533474695385d7f578816dd,318,0.4937,0.4465
80a6724c0780cb696d4afd6d7321edd5,475,0.4758,0.4232
80a6d94b9e9a43cc9dada6c50bdb1a5e,479,0.4781,0.4635
80a78a505c6985d84c819c7ad42ef84b,72,0.5,0.3611
80a9325895914e5bb1c4a987e8ec30c5,156,0.4872,0.3974
80aa9995eed306565ce486c1722d7ad3,5759,0.4839,0.461
80ad8c21dc23f536049cd1468444174f,104,0.5,0.3462
80ae3c1362d6456887707446ee197cc1,241,0.5062,0.4938
80aedface829c4a465f8bb13096bea25,129,0.4264,0.1705
80b01a25ea5568166da1599c75325043,34,0.5294,0.0
80b2d3193ea94765ae6a4d5e556679af,228,0.5132,0.4781
80b3d9ee548cf862d9701b481ea94fa7,61,0.5082,0.0
80b724dc1da1db5b8b0572b1a6fb7975,969,0.4943,0.4954
80b8b6aa2ac31117f79c43ff182bbd2b,299,0.505,0.4883
80bdf7e7ba86315b40c8e38774b1875b,97,0.5052,0.0825
80be24753c83e9088518ae86de809023,2591,0.4994,0.0463
80bec168da104cdd88b3dab31b0a0655,41,0.439,0.3415
80c0caec16b0d0a9b4fd51bb16dd1b15,61,0.5082,0.4262
80c11e91d52f418e9034a54be0f90311,878,0.492,0.4875
80c4d6c13b918173e207593d76d04296,263,0.4829,0.3726
80cc1cf76846ddfcb164b8d48273ef0c,262,0.4962,0.4656
80cc21d3ec2b4632a8ed5b5d555c067a,893,0.4983,0.4905
80cda7d4e49a2a8bd55653dc4afd9f5b,101,0.5446,0.297
80cdf2a17481465198d048ffeda7d432,418,0.4952,0.4761
80ce2eee83e9324cf281be66df0efdce,505,0.4733,0.4792
80d01e6e12fa15d13bb29f66caa1788a,210,0.5048,0.4
80d1e0bfe1f086897c66fa677d2ea05f,20,0.4,0.4
80d40c07fa3a5f4224829e553880fa95,46,0.2609,0.413
80d47b5868537263cb373dda7a8186a5,3822,0.4929,0.0662
80d54265c13b6c1d409cd030c0b0812f,2,1.0,0.0
80d74b5a89c5b8c8412ed7d3d45967a5,49,0.4694,0.2857
80d7a087ec19d1b996ae1946b0dad3b8,1044,0.455,0.4186
80dc174c24488a3ded6f86b7b7c473a6,1,0.0,0.0
80e5a8975085906759392834f54ad2db,450,0.4844,0.4444
80e5f6a7e6418e12788f70d74758a07b,192,0.474,0.3802
80e8ae0aa242572761863710b4bf2fad,1131,0.4633,0.4695
80e8b7b6dc814bb0aeac1622cc7594fb,201,0.4876,0.3284
80e9799bb276a6f016ec455638b8ffb0,108,0.4444,0.3889
80edb0c15dfc75eb3e6f7eeb68ae6e51,486,0.4979,0.465
80ee620c68fe3f72847f8e6e24f85d24,18,0.5556,0.2222
80f238c1484b4fe38e3379dfef72db84,54,0.3889,0.2593
80f3f36065f77de792804754bb32f0c0,304,0.4638,0.4441
80f52d23af25431d9533353f9314462e,797,0.4931,0.4605
80f56daf480b3481b6f0292fff84aee1,10,0.2,0.0
80f5fb44a4d042558976e812c615bd73,12,0.6667,0.25
80f7b8a97cafb0668432e895b8ff64df,248,0.4839,0.4435
80f82655b44831d569c1be03a1aa7e83,10,0.6,0.0
80ffee1ff9464a99b929bca9cb29bd2f,168,0.4762,0.2857
810369eaa8144743b937002b2af9b4b4,1313,0.4928,0.476
810534986f3c016dcfa4e640080b6b67,6,0.0,0.0
8105ae19c0eb61a64b1101380b5b5f97,144,0.5,0.4306
8109facbb0badf62fe59f8f93c6ac8cf,79,0.519,0.2532
810b1285a70f5549ca7978e7c7b1b5bc,44,0.5,0.1818
810b6d6c5f1a38e4f2c05682078f628a,43,0.4884,0.0
810bf1683d2ca90d41a94cf83531b8d6,15,0.0,0.0
81140f92cbbb434ea79f1fc63d193ba3,463,0.5032,0.4924
8117178fb79de82c3f0fee0b20dc1534,7894,0.475,0.4536
811c46a5a847d60402d9582802437ade,20,0.5,0.0
8120114c21e1827e51576adacbb976a4,32,0.4688,0.1875
8121950794dd91d2ccfa004f43decd89,104,0.5,0.4423
81260f760f474c1ba69cb9cc881a79b1,19,0.4737,0.2632
81275ea25f6181512b0c8873dd353eda,6204,0.4877,0.3625
812a52facea9eaeeae773317f3abc942,2,0.0,0.0
812a58c60bb83f600b50d36badd69d15,2,1.0,0.0
812b1927267d4a0981f06529ebc38fc4,174,0.5115,0.1149
812b5704e7db0d46b95d74423a54ab44,11748,0.4974,0.4969
812b62b11e6d427ce3f6c4d0b4448bfd,246,0.4634,0.439
812c144033854b63956fabb36f0a8433,721,0.4716,0.2802
812c65e9752101e1920fa4b3aece35ac,93,0.5054,0.3011
812e4f056e6cb519baad05465e9305a0,88,0.4773,0.5
8130cb7779f167d4a2826bb9cb0b26a7,49,0.5102,0.2449
8132f524ce05ea5d0141da1df767958a,6710,0.4861,0.4742
8133293b1e1b4b44a17c406a9e36cbd3,357,0.4874,0.3978
8133e5af5a8666d59335dcd1e0f2637b,2,0.0,0.0
8134b950f6c6f705714fd1a4c4859162,678,0.4735,0.4189
813652e28e37449c8e1a5c5090b88060,70,0.5143,0.2571
81374a87c1ef41d988a9a6c63fc91fd7,272,0.5147,0.4779
8138e1133d6775f154921e25c6b696fb,2,1.0,0.0
81396cd44e6a23804b509f799f65f267,108,0.4074,0.213
813c7a6e3f38509b6fe9ca217765d30e,2043,0.3338,0.279
813db8bc766a5c7e39053292219ef102,88,0.5,0.5
813eea3db665df2545210fda74f410a6,178,0.4944,0.3483
814484f07e3e419fb7fd75a37491f304,214,0.3832,0.3318
814b34f9d344006b5f0436ba3f3fc723,790,0.5101,0.0696
814b751c6bf648a0aecdbedd145476e4,657,0.4627,0.4368
814e714e9badb9173844b4c4c0cdc909,680,0.4971,0.4588
81527f233f1f410ea5d41cb1d2be7c4d,1171,0.4774,0.4765
8152ce910e6217cbc407cd2fcc0ef3bf,20580,0.5001,0.0138
8158d41b20684a7599f7459ca35b91f5,802,0.4938,0.4913
815d767cdecd4e02a82c3b5e6236aa69,56,0.4464,0.0536
815dc27febb8269cd077b59d43e3bc01,358,0.5028,0.486
815eea2cde1144fabfdff36fa50ebcad,188,0.4894,0.4043
8161855ce2f5860632787c6158146341,499,0.493,0.491
816279c7f46e4bd0b3b0423887022b90,580,0.4862,0.4586
816359e2ae38a2d1e655f2622559b310,6,0.6667,0.3333
8163e08aef659d7648167943fd2dc0c8,1622,0.4994,0.0123
816560e016b80556e81bb281e91a905c,2,1.0,0.0
8169ca93a798d9e39960699c212c285b,194,0.5052,0.4742
8169fd8bfe294f5482d52cfaea782213,338,0.4704,0.4408
816aeab056a27e58a9980c8a683a13b0,182,0.478,0.2582
816c1709dc877dc24527cb8523397a34,186,0.5054,0.0968
816f63795ce2420dbbc5578b2bfeebf4,204,0.4902,0.402
8171397335fac067f88030d4cb33aa12,226,0.4735,0.3363
8171b1e595d54e7496304cb8a1421dd1,892,0.4731,0.4821
81747bcb543969e16a64c994172eac86,739,0.4668,0.479
81759eea2171fd030bb01a1a47b94183,124,0.5161,0.4355
8176c7aa55c1db41540880fc0cfafb23,370,0.5027,0.4541
8177c00087db4f49f471196715ef23e1,133,0.4962,0.4361
817a7f00807beaabcddb1688c9c59832,49,0.5102,0.3265
817b3e044eafdf34057fad209f3d83ad,501,0.499,0.497
817f480ef025b1560f3620b62eb50f4d,413,0.4722,0.4116
8183c73886e2b52f60760dd3708790b1,69,0.5072,0.4638
818917eb661484082eeed033e8453500,555,0.4775,0.2595
8189a153303455e0652407b5fd7e61d1,435,0.4874,0.3793
818a536ebb964c21a69bedb9e3a3a884,357,0.4006,0.4006
818d3874b33b4c1f9db189a98e70b431,259,0.4826,0.1429
818f882616d4a941e57555dcabe659e8,262,0.4809,0.3969
81905b0d300ff6a43a535c40665abca6,347,0.5159,0.4726
8192012b6d7d9f5e7b3c5969de402c6c,2,1.0,0.0
8194909fb141465bbe12da8921c3b44b,223,0.5247,0.4574
8194ebabb16c4596ad1b5ccec9f35511,7,0.4286,0.2857
819525937b004075997199db991f8d38,9,0.4444,0.1111
819a0374884749298bb34583d8d67361,522,0.4713,0.4751
819a4bb0059ffaa4b700e0bd56219430,159,0.5157,0.283
81a57da100c34dcba1904612ebce0598,86,0.4419,0.3372
81a5a18ef4f5319d0d21dd51a7d474c3,3699,0.3255,0.3085
81a86944fe1d45af91494d454391f9a5,259,0.5058,0.4633
81ab1a5576fb4064871df32a10524d5e,659,0.4962,0.4537
81ae1d022038a2a4227b06ca0d35b8ac,442,0.4887,0.4887
81b460cb8edd4f01a7180af8935218e5,188,0.5106,0.4894
81b6ebd0f205e5bc94e29e79c218ceb5,192,0.5104,0.4375
81b8504398fba71bf9c25170b6159fb9,189,0.5132,0.4868
81b9959af51a47f4bece8b809e3e0e41,828,0.5024,0.4565
81ba5989a6e5eee4952f9be1191d438b,975,0.4851,0.4862
81bc1e4b57e64d3d92a48f17cf76dac7,369,0.4851,0.4119
81bcae33c0eb4c83aaa5a2d3dea9c66b,190,0.4737,0.1263
81bf07069d5f46979d50164453fd57db,421,0.4941,0.4181
81c0fa534448cad62215ddd82b0a0626,653,0.4165,0.3614
81c12132a981140f5cb7fdc82a92c80d,11,0.4545,0.3636
81c518e5dee75df0f493ba5992c0fe14,171,0.4912,0.3801
81c592e88809af5ef5bd4138f5792eb4,1265,0.4901,0.4846
81c6cfb1c95b4eaa8d1e6fb0d83065cf,185,0.4108,0.4162
81c79183e47cce52aea4a2e1bdf7e078,89,0.4831,0.2022
81cd80cd8b9cd7f504cd268188617eea,92,0.5217,0.2174
81ce17e9640519367183ec4e6a408743,136,0.5,0.4118
81d25dcb45855a3a44e74f4a7986514e,407,0.4742,0.43
81d47d0781ea9ff1e1eec2ff347746d9,2128,0.4474,0.1335
81d4ca2e369b4ab2a232cb29c0a0732c,473,0.4905,0.482
81d627eae67b4cc1bd9084330fbd3e84,699,0.4964,0.4864
81d672cc6c914e538751064b2499c09f,209,0.4402,0.3828
81db76a62bca9374f1b0beb084c96901,82,0.4634,0.2317
81dc26eb4a1f82bf647202bbe674596e,84,0.4762,0.3095
81dc3fd3bba942b1b7c91ca245ae570e,522,0.4866,0.4387
81e04fb185e827e9e12eac62119df2c0,96,0.5,0.4792
81e75856b4aca80fdaa7db2b30bdf131,24,0.5833,0.0833
81e7d5a8b8654c4e00fb736fc989ee61,158,0.4937,0.2278
81e8852d50b982fb8650683500c2fecc,50,0.5,0.26
81e8f25df77727da4a38dae03ca6eef3,364,0.4945,0.3956
81eec80ffbd0e9da76c56fdb2f29a5e7,414,0.4903,0.442
81ef603afa19626ba392fa2cee1e8e6b,18,0.5,0.1111
81ef93bdf19d2bcd4a1988d2b3ba9de2,92,0.5,0.3261
81f7ac7c4a38560bc4e0ed8e316b9dc5,66,0.5152,0.2121
81f956f603c64f6694b2aa7e8f097de0,624,0.4904,0.3301
82006eedb1a1484bb6633a5816f5799a,218,0.5,0.3578
8201f6e2be212cf3dfb5c8d287406739,228,0.5,0.5
8202abc0617d4588b467ce18823be8ec,1360,0.4868,0.4831
82034034b47b4257835def862a2ebbb2,308,0.4935,0.3571
82050e79d1e2425299c00c89ee612f1c,442,0.4887,0.3507
8208692e1b601f6b61168701d32b7fe7,282,0.4823,0.4681
820920a105c32c86abb0c98ecb136c05,2,1.0,0.0
8209a384bf963c6d348984dca29057d9,32,0.5625,0.0
820aa997af72dfdfe5432488e4b6a37f,15,0.6,0.1333
820d25cd0dec76d46d07b5c9e621082d,747,0.4806,0.4819
820f02c837870713896be638a9dfe442,62,0.4839,0.3871
8212249feb534c280ef6f67487418aea,64,0.5,0.4688
821c144ed85b2ce3189cfca9bd3842b8,798,0.4787,0.4361
821faeac33e87d3e36e3d6fd16e4db05,52,0.5,0.3846
8220495b5e3a5d2b9dcc01c74c3c6232,1288,0.4682,0.4449
82212b4fb9b5416d9d93ff465f62e176,413,0.4891,0.4334
82257be306cd508bcf1859c1497b8173,1663,0.4847,0.4829
8226639ce4805428f0f6ce34aa0cc195,229,0.4978,0.1354
8226b1412c9bf3993e958cf30fc0b950,200,0.46,0.29
822d7871f0ffd1ac60009f4b67c1f7fe,708,0.4548,0.2034
822e4b5a16fc7b97aa8d4dc749ef32f6,931,0.4844,0.4361
822eed3c489009e49e0b998736c9c960,170,0.4882,0.4412
823203b833f62af80ad43de8db2fb1cc,669,0.4843,0.432
8237a54e8e3540c092b5806bbeddabb4,82,0.561,0.3902
8238d27834b3e84abe8b938cfb133356,8,0.5,0.0
823aebd3986148aeaa36d601ab024f21,111,0.4054,0.2252
823eef9f038dfcc8935fc9447322d375,75,0.44,0.2667
823f5c26e30949ed932ebbd6681e48fd,406,0.4581,0.4113
823fd9e64fcd9e90efef5212fb275fd6,72,0.5,0.4444
824325d592a776db23fbedab2958835f,402,0.4925,0.4925
824454f73f693bd10fabde41f8597873,172,0.5,0.4767
82474c2c275c3365c000a34d7dd5e51e,12,0.5,0.0
82477b1652762d42bd8f5486996238a4,194,0.4845,0.3608
824859fcb36a48db8a3ea84d74ed994e,683,0.4861,0.3514
82493b4459134356bc990fdb63a65ab5,67,0.4478,0.2537
824964de02f949847ab94b8b269c65d3,72,0.3611,0.4444
824df67237f34a1e8cc9184cb4773935,1536,0.487,0.4753
8251bfca941948b5aae93bc1774e8050,3696,0.4727,0.4367
82520c1c0356450d92211349812d7ec9,7937,0.4522,0.41
825407fa70c5ce980588bdb2f301acd4,480,0.475,0.4667
8254a4b18d804187a1ef4d604c3870c1,323,0.4985,0.2136
8255bf353bcc32b9719c94e01859079d,760,0.5,0.4816
825735b80708495a82e9caddf20b943d,524,0.4981,0.4924
8257acd71cd9499bb8dd7ddb2bbeaf77,128,0.5,0.375
8257bca83f8ff890bcc0cc2a740c031a,12,0.1667,0.0
825a92abd9e7fdaa2ea8e8029b0664a2,127,0.4961,0.2677
825e5817e7a5d03ddffb173440f5109d,774,0.4729,0.2313
825f0e73396749752015b6e83ca0093c,10,0.6,0.2
8261d835097849fbbc8d7c98642429b0,1342,0.4896,0.4784
82683d07829ba592802b78f38b0b6fb7,1918,0.488,0.4745
826868f9024828bdeccbe1a25cb72633,767,0.3585,0.1512
826cc99474084f4c872e07c7ee561536,800,0.4962,0.4512
826eefe69bf414d2db37864fee262798,2,1.0,0.0
827198c7d0436bdea58ab27f2689727e,266,0.5,0.3421
8273d8a50ca14f1ef0eae8dff1097f04,639,0.4898,0.4726
8274a4d4d2cb408c9fae0d2faf413934,512,0.4961,0.4199
8277d441ce974b9f1d4cd3c09d4cc01d,176,0.4886,0.4659
827b20044cd730cdb18ebebebed49cdb,2,1.0,0.0
827ed38fda1866d773fedf77e1e907c8,416,0.4808,0.4135
827f5468fff86d4949ffc47abb94ea62,11459,0.472,0.252
827fd64f8f8637d04353969561fe0626,3,1.0,0.0
8281c56cc34de1378b8da1691c1c4626,52,0.5385,0.0385
8285fc3d2b0742c280bc84dfe0a8e228,109,0.5046,0.1468
8286dbf0be1450c6778cf0f689964cdd,81,0.5062,0.2099
8287ae4b972e487fa6fcac5f83a19a5e,376,0.5053,0.4415
8287f4ceb9d7ec3b970ce0de9f3f47a3,405,0.4914,0.4593
8288532c2c9d39a66e55d89c88a0bfa9,30,0.5333,0.0667
828aa7654146d57577c010fcf45bf728,267,0.4607,0.4345
828c89fd1ee0426497adcf752c7011ed,15,0.4667,0.0667
828cd78926572b92b032f73788b79106,88,0.5,0.2727
