lsoa_code,lsoa_name,lad_code,lad_name,imd_score,imd_rank,imd_decile,income_score,income_rank,income_decile
E01003877,Richmond upon Thames 008C,E09000027,Richmond upon Thames,8.097,27336,9,0.065,30649,10
E01003878,Richmond upon Thames 006D,E09000027,Richmond upon Thames,18.982,15511,5,0.25,12289,4
E01003879,Richmond upon Thames 008D,E09000027,Richmond upon Thames,5.563,30252,9,0.062,30949,10
E01003880,Richmond upon Thames 016A,E09000027,Richmond upon Thames,5.932,29831,9,0.061,31050,10
E01003881,Richmond upon Thames 016B,E09000027,Richmond upon Thames,4.112,31759,10,0.049,32213,10
E01003882,Richmond upon Thames 014A,E09000027,Richmond upon Thames,6.009,29736,9,0.059,31247,10
E01003883,Richmond upon Thames 014B,E09000027,Richmond upon Thames,5.507,30323,9,0.078,28930,9
E01003884,Richmond upon Thames 016C,E09000027,Richmond upon Thames,7.843,27659,9,0.109,24879,8
E01003885,Richmond upon Thames 016D,E09000027,Richmond upon Thames,6.589,29102,9,0.1,26109,8
E01003886,Richmond upon Thames 021A,E09000027,Richmond upon Thames,5.271,30601,10,0.092,27129,9
E01003887,Richmond upon Thames 021B,E09000027,Richmond upon Thames,4.419,31498,10,0.053,31832,10
E01003888,Richmond upon Thames 021C,E09000027,Richmond upon Thames,13.634,20783,7,0.205,15305,5
E01003889,Richmond upon Thames 021D,E09000027,Richmond upon Thames,5.347,30514,10,0.052,31885,10
E01003890,Richmond upon Thames 018C,E09000027,Richmond upon Thames,5.294,30577,10,0.101,25851,8
E01003891,Richmond upon Thames 018D,E09000027,Richmond upon Thames,2.824,32866,10,0.057,31451,10
E01003892,Richmond upon Thames 009A,E09000027,Richmond upon Thames,2.491,33117,10,0.038,32973,10
E01003893,Richmond upon Thames 009B,E09000027,Richmond upon Thames,6.368,29336,9,0.063,30809,10
E01003894,Richmond upon Thames 009C,E09000027,Richmond upon Thames,6.075,29662,9,0.056,31558,10
E01003895,Richmond upon Thames 009D,E09000027,Richmond upon Thames,7.555,27985,9,0.089,27542,9
E01003896,Richmond upon Thames 014C,E09000027,Richmond upon Thames,9.295,25844,8,0.089,27632,9
E01003897,Richmond upon Thames 014D,E09000027,Richmond upon Thames,8.552,26776,8,0.124,22967,7
E01003898,Richmond upon Thames 015A,E09000027,Richmond upon Thames,7.385,28203,9,0.113,24263,8
E01003899,Richmond upon Thames 015B,E09000027,Richmond upon Thames,6.767,28889,9,0.113,24323,8
E01003900,Richmond upon Thames 015C,E09000027,Richmond upon Thames,19.21,15331,5,0.251,12258,4
E01003901,Richmond upon Thames 015D,E09000027,Richmond upon Thames,3.67,32150,10,0.056,31579,10
E01003902,Richmond upon Thames 015E,E09000027,Richmond upon Thames,5.778,30005,9,0.064,30745,10
E01003903,Richmond upon Thames 015F,E09000027,Richmond upon Thames,14.114,20276,7,0.193,16207,5
E01003904,Richmond upon Thames 015G,E09000027,Richmond upon Thames,9.971,25017,8,0.153,19748,6
E01003905,Richmond upon Thames 010A,E09000027,Richmond upon Thames,8.603,26701,8,0.129,22370,7
E01003906,Richmond upon Thames 010B,E09000027,Richmond upon Thames,12.362,22171,7,0.161,18948,6
E01003907,Richmond upon Thames 010C,E09000027,Richmond upon Thames,19.179,15354,5,0.262,11579,4
E01003908,Richmond upon Thames 010D,E09000027,Richmond upon Thames,8.048,27395,9,0.113,24278,8
E01003909,Richmond upon Thames 010E,E09000027,Richmond upon Thames,12.523,21972,7,0.144,20741,7
E01003910,Richmond upon Thames 011D,E09000027,Richmond upon Thames,4.063,31800,10,0.082,28445,9
E01003911,Southwark 020A,E09000028,Southwark,24.357,11515,4,0.293,9889,3
E01003912,Southwark 019A,E09000028,Southwark,28.871,8844,3,0.36,6797,3
E01003913,Southwark 024A,E09000028,Southwark,21.101,13843,5,0.181,17119,6
E01003914,Southwark 024B,E09000028,Southwark,20.541,14306,5,0.179,17345,6
E01003915,Southwark 024C,E09000028,Southwark,24.928,11162,4,0.295,9793,3
E01003916,Southwark 020B,E09000028,Southwark,17.687,16652,5,0.212,14807,5
E01003917,Southwark 020C,E09000028,Southwark,24.575,11383,4,0.321,8497,3
E01003918,Southwark 020D,E09000028,Southwark,29.977,8292,3,0.354,7029,3
E01003919,Southwark 021A,E09000028,Southwark,26.077,10444,4,0.234,13328,4
E01003920,Southwark 021B,E09000028,Southwark,29.186,8690,3,0.368,6477,2
E01003921,Southwark 021C,E09000028,Southwark,35.724,5899,2,0.304,9350,3
E01003922,Southwark 021D,E09000028,Southwark,29.373,8590,3,0.363,6703,2
E01003923,Southwark 017A,E09000028,Southwark,25.359,10894,4,0.278,10717,4
E01003924,Southwark 021E,E09000028,Southwark,28.811,8872,3,0.373,6315,2
E01003925,Southwark 020E,E09000028,Southwark,22.912,12516,4,0.328,8192,3
E01003926,Southwark 021F,E09000028,Southwark,27.152,9797,3,0.317,8719,3
E01003929,Southwark 002B,E09000028,Southwark,24.153,11656,4,0.234,13298,4
E01003930,Southwark 034A,E09000028,Southwark,18.122,16262,5,0.188,16632,5
E01003932,Southwark 034B,E09000028,Southwark,38.556,4977,2,0.386,5799,2
E01003933,Southwark 034C,E09000028,Southwark,19.236,15315,5,0.196,15957,5
E01003934,Southwark 002C,E09000028,Southwark,10.682,24168,8,0.133,21890,7
E01003935,Southwark 002D,E09000028,Southwark,18.668,15798,5,0.244,12689,4
E01003936,Southwark 009A,E09000028,Southwark,9.363,25763,8,0.053,31809,10
E01003937,Southwark 009B,E09000028,Southwark,17.987,16363,5,0.231,13465,4
E01003938,Southwark 006A,E09000028,Southwark,19.951,14761,5,0.251,12236,4
E01003939,Southwark 002E,E09000028,Southwark,16.439,17778,6,0.178,17444,6
E01003940,Southwark 006B,E09000028,Southwark,28.359,9122,3,0.337,7764,3
E01003941,Southwark 006C,E09000028,Southwark,17.046,17232,6,0.223,14002,5
E01003942,Southwark 006D,E09000028,Southwark,26.227,10372,4,0.335,7888,3
E01003943,Southwark 009C,E09000028,Southwark,29.364,8600,3,0.35,7215,3
E01003945,Southwark 033A,E09000028,Southwark,12.905,21541,7,0.149,20212,6
E01003946,Southwark 033B,E09000028,Southwark,12.52,21980,7,0.152,19929,6
E01003947,Southwark 033C,E09000028,Southwark,33.803,6628,2,0.459,3524,2
E01003948,Southwark 033D,E09000028,Southwark,14.277,20114,6,0.175,17700,6
E01003949,Southwark 032A,E09000028,Southwark,15.933,18311,6,0.173,17832,6
E01003950,Southwark 032B,E09000028,Southwark,27.522,9593,3,0.31,9019,3
E01003951,Southwark 033E,E09000028,Southwark,12.679,21800,7,0.109,24817,8
E01003952,Southwark 030A,E09000028,Southwark,19.703,14944,5,0.168,18260,6
E01003953,Southwark 028A,E09000028,Southwark,17.098,17183,6,0.122,23210,7
E01003954,Southwark 030B,E09000028,Southwark,12.66,21820,7,0.11,24687,8
E01003955,Southwark 028B,E09000028,Southwark,17.074,17201,6,0.189,16542,5
E01003956,Southwark 030C,E09000028,Southwark,13.38,21050,7,0.106,25175,8
E01003957,Southwark 032C,E09000028,Southwark,12.321,22211,7,0.119,23556,7
E01003958,Southwark 032D,E09000028,Southwark,15.719,18542,6,0.15,20134,6
E01003960,Southwark 012A,E09000028,Southwark,20.308,14464,5,0.263,11535,4
E01003961,Southwark 012B,E09000028,Southwark,38.469,5000,2,0.42,4676,2
E01003963,Southwark 016A,E09000028,Southwark,33.066,6916,3,0.401,5305,2
E01003966,Southwark 015B,E09000028,Southwark,33.61,6709,2,0.383,5932,2
E01003969,Southwark 017B,E09000028,Southwark,25.154,11017,4,0.245,12578,4
E01003971,Southwark 015D,E09000028,Southwark,29.769,8388,3,0.418,4753,2
E01003972,Southwark 016D,E09000028,Southwark,26.398,10246,4,0.316,8779,3
E01003973,Southwark 016E,E09000028,Southwark,30.159,8204,3,0.363,6694,2
E01003975,Southwark 004A,E09000028,Southwark,27.402,9652,3,0.334,7911,3
E01003976,Southwark 036D,E09000028,Southwark,25.94,10518,4,0.317,8694,3
E01003977,Southwark 010A,E09000028,Southwark,29.188,8688,3,0.32,8580,3
E01003979,Southwark 006E,E09000028,Southwark,30.85,7871,3,0.292,9985,3
E01003980,Southwark 013A,E09000028,Southwark,33.361,6802,3,0.347,7350,3
E01003981,Southwark 006F,E09000028,Southwark,24.388,11498,4,0.273,10993,4
E01003983,Southwark 018A,E09000028,Southwark,31.061,7780,3,0.434,4242,2
E01003984,Southwark 023A,E09000028,Southwark,26.38,10257,4,0.27,11114,4
E01003986,Southwark 011A,E09000028,Southwark,36.48,5635,2,0.439,4107,2
E01003987,Southwark 011B,E09000028,Southwark,35.188,6109,2,0.438,4117,2
E01003988,Southwark 018B,E09000028,Southwark,36.076,5772,2,0.438,4140,2
E01003989,Southwark 018C,E09000028,Southwark,25.895,10544,4,0.321,8520,3
E01003990,Southwark 018D,E09000028,Southwark,28.669,8943,3,0.382,5995,2
E01003991,Southwark 017C,E09000028,Southwark,32.549,7137,3,0.461,3453,2
E01003992,Southwark 014A,E09000028,Southwark,32.408,7208,3,0.446,3884,2
E01003993,Southwark 017D,E09000028,Southwark,26.022,10476,4,0.36,6809,3
E01003994,Southwark 012E,E09000028,Southwark,29.844,8354,3,0.296,9766,3
E01003995,Southwark 014B,E09000028,Southwark,35.414,6017,2,0.371,6375,2
E01003997,Southwark 017E,E09000028,Southwark,25.637,10703,4,0.298,9663,3
E01003998,Southwark 014D,E09000028,Southwark,26.075,10447,4,0.254,12053,4
E01003999,Southwark 014E,E09000028,Southwark,22.941,12491,4,0.318,8654,3
E01004000,Southwark 026A,E09000028,Southwark,27.916,9358,3,0.332,8041,3
E01004001,Southwark 026B,E09000028,Southwark,32.517,7151,3,0.388,5740,2
E01004002,Southwark 029A,E09000028,Southwark,14.701,19660,6,0.165,18611,6
E01004003,Southwark 023B,E09000028,Southwark,33.307,6826,3,0.381,6012,2
E01004004,Southwark 023C,E09000028,Southwark,26.668,10071,3,0.309,9084,3
E01004005,Southwark 023D,E09000028,Southwark,37.067,5439,2,0.409,5025,2
E01004006,Southwark 023E,E09000028,Southwark,24.72,11294,4,0.26,11691,4
E01004007,Southwark 018E,E09000028,Southwark,31.787,7462,3,0.426,4491,2
E01004008,Southwark 022B,E09000028,Southwark,33.22,6846,3,0.402,5260,2
E01004010,Southwark 022D,E09000028,Southwark,33.508,6753,3,0.369,6456,2
E01004011,Southwark 019B,E09000028,Southwark,30.287,8137,3,0.382,5981,2
E01004012,Southwark 019C,E09000028,Southwark,23.313,12236,4,0.329,8150,3
E01004013,Southwark 019D,E09000028,Southwark,28.418,9089,3,0.363,6683,2
E01004014,Southwark 019E,E09000028,Southwark,30.811,7895,3,0.387,5797,2
E01004015,Southwark 028C,E09000028,Southwark,17.052,17226,6,0.152,19907,6
E01004016,Southwark 029B,E09000028,Southwark,14.843,19490,6,0.169,18228,6
E01004017,Southwark 029C,E09000028,Southwark,12.442,22087,7,0.116,23938,8
E01004018,Southwark 032E,E09000028,Southwark,11.067,23708,8,0.096,26601,8
E01004019,Southwark 026C,E09000028,Southwark,20.69,14178,5,0.25,12274,4
E01004020,Southwark 029D,E09000028,Southwark,25.484,10805,4,0.36,6823,3
E01004021,Southwark 028D,E09000028,Southwark,14.306,20078,6,0.142,20927,7
E01004023,Southwark 004D,E09000028,Southwark,30.217,8173,3,0.34,7637,3
E01004024,Southwark 011C,E09000028,Southwark,29.18,8692,3,0.366,6564,2
E01004028,Southwark 004E,E09000028,Southwark,30.437,8067,3,0.336,7811,3
E01004029,Southwark 001A,E09000028,Southwark,11.117,23642,8,0.15,20076,6
E01004030,Southwark 007A,E09000028,Southwark,21.019,13914,5,0.276,10824,4
E01004031,Southwark 007B,E09000028,Southwark,19.623,15005,5,0.223,14041,5
E01004032,Southwark 001B,E09000028,Southwark,4.442,31480,10,0.078,28959,9
E01004033,Southwark 007C,E09000028,Southwark,27.102,9829,3,0.32,8559,3
E01004034,Southwark 007D,E09000028,Southwark,30.945,7830,3,0.358,6878,3
E01004035,Southwark 011D,E09000028,Southwark,30.983,7810,3,0.333,7952,3
E01004036,Southwark 007E,E09000028,Southwark,30.685,7954,3,0.351,7171,3
E01004037,Southwark 010B,E09000028,Southwark,28.788,8888,3,0.328,8204,3
E01004038,Southwark 010C,E09000028,Southwark,24.935,11156,4,0.309,9097,3
E01004039,Southwark 013B,E09000028,Southwark,21.485,13540,5,0.266,11375,4
E01004040,Southwark 013C,E09000028,Southwark,37.46,5305,2,0.425,4543,2
E01004041,Southwark 013D,E09000028,Southwark,26.971,9900,3,0.334,7918,3
E01004042,Southwark 010D,E09000028,Southwark,40.625,4428,2,0.427,4467,2
E01004043,Southwark 010E,E09000028,Southwark,24.49,11440,4,0.257,11859,4
E01004044,Southwark 013E,E09000028,Southwark,31.791,7458,3,0.381,6037,2
E01004045,Southwark 027A,E09000028,Southwark,28.361,9120,3,0.376,6197,2
E01004046,Southwark 028E,E09000028,Southwark,18.814,15655,5,0.15,20158,6
E01004047,Southwark 027B,E09000028,Southwark,24.881,11188,4,0.308,9115,3
E01004048,Southwark 027C,E09000028,Southwark,19.232,15317,5,0.212,14818,5
E01004049,Southwark 027D,E09000028,Southwark,24.337,11531,4,0.315,8799,3
E01004050,Southwark 024D,E09000028,Southwark,12.905,21542,7,0.107,25047,8
E01004051,Southwark 027E,E09000028,Southwark,11.575,23073,7,0.081,28620,9
E01004052,Southwark 024E,E09000028,Southwark,18.23,16160,5,0.14,21121,7
E01004053,Southwark 001C,E09000028,Southwark,7.194,28419,9,0.11,24607,8
E01004054,Southwark 001D,E09000028,Southwark,6.332,29375,9,0.087,27900,9
E01004055,Southwark 001E,E09000028,Southwark,31.99,7378,3,0.395,5500,2
E01004056,Southwark 008A,E09000028,Southwark,15.634,18633,6,0.208,15119,5
E01004057,Southwark 008B,E09000028,Southwark,18.753,15719,5,0.251,12251,4
E01004058,Southwark 008C,E09000028,Southwark,3.9,31955,10,0.076,29281,9
E01004059,Southwark 008D,E09000028,Southwark,8.798,26461,8,0.12,23358,7
E01004060,Southwark 008E,E09000028,Southwark,23.838,11883,4,0.297,9673,3
E01004061,Southwark 025A,E09000028,Southwark,19.756,14902,5,0.157,19434,6
E01004062,Southwark 025B,E09000028,Southwark,28.106,9250,3,0.32,8586,3
E01004063,Southwark 025C,E09000028,Southwark,21.617,13430,4,0.22,14263,5
E01004064,Southwark 026D,E09000028,Southwark,26.584,10137,4,0.342,7540,3
E01004065,Southwark 025D,E09000028,Southwark,17.341,16966,6,0.176,17576,6
E01004066,Southwark 025E,E09000028,Southwark,24.526,11414,4,0.296,9774,3
E01004067,Southwark 022E,E09000028,Southwark,35.433,6010,2,0.384,5907,2
E01004068,Southwark 026E,E09000028,Southwark,31.052,7783,3,0.345,7411,3
E01004069,Southwark 031A,E09000028,Southwark,8.091,27341,9,0.042,32688,10
E01004070,Southwark 031B,E09000028,Southwark,14.462,19909,6,0.14,21196,7
E01004071,Southwark 030D,E09000028,Southwark,22.742,12628,4,0.205,15302,5
E01004072,Southwark 030E,E09000028,Southwark,11.195,23550,7,0.08,28785,9
E01004073,Southwark 031C,E09000028,Southwark,11.176,23575,7,0.101,25933,8
E01004074,Southwark 031D,E09000028,Southwark,11.309,23404,7,0.072,29822,9
E01004075,Southwark 031E,E09000028,Southwark,8.911,26320,8,0.045,32527,10
E01004076,Sutton 011A,E09000029,Sutton,18.496,15935,5,0.261,11622,4
E01004077,Sutton 011B,E09000029,Sutton,14.086,20310,7,0.18,17231,6
E01004078,Sutton 011C,E09000029,Sutton,19.664,14969,5,0.252,12168,4
E01004079,Sutton 011D,E09000029,Sutton,3.113,32623,10,0.049,32192,10
E01004080,Sutton 011E,E09000029,Sutton,4.886,31026,10,0.074,29512,9
E01004081,Sutton 011F,E09000029,Sutton,13.384,21045,7,0.162,18929,6
E01004082,Sutton 011G,E09000029,Sutton,6.237,29479,9,0.105,25439,8
E01004083,Sutton 019A,E09000029,Sutton,40.688,4409,2,0.478,3034,1
E01004084,Sutton 024A,E09000029,Sutton,3.335,32441,10,0.062,31013,10
E01004085,Sutton 024B,E09000029,Sutton,3.752,32087,10,0.07,30084,9
E01004086,Sutton 019B,E09000029,Sutton,14.16,20229,6,0.202,15496,5
E01004087,Sutton 017A,E09000029,Sutton,3.224,32531,10,0.057,31427,10
E01004088,Sutton 019C,E09000029,Sutton,50.046,2364,1,0.51,2301,1
E01004089,Sutton 019D,E09000029,Sutton,37.911,5184,2,0.412,4932,2
E01004090,Sutton 021A,E09000029,Sutton,40.288,4507,2,0.482,2947,1
E01004091,Sutton 022A,E09000029,Sutton,1.897,33449,10,0.045,32485,10
E01004092,Sutton 022B,E09000029,Sutton,4.829,31082,10,0.063,30795,10
E01004093,Sutton 025A,E09000029,Sutton,3.462,32323,10,0.075,29350,9
E01004094,Sutton 025B,E09000029,Sutton,6.906,28745,9,0.109,24833,8
E01004095,Sutton 025C,E09000029,Sutton,3.314,32470,10,0.07,29992,9
E01004096,Sutton 021B,E09000029,Sutton,14.451,19917,6,0.238,13057,4
E01004097,Sutton 015A,E09000029,Sutton,6.549,29139,9,0.1,25988,8
E01004098,Sutton 015B,E09000029,Sutton,7.222,28378,9,0.073,29601,9
E01004099,Sutton 015C,E09000029,Sutton,20.975,13951,5,0.214,14670,5
E01004100,Sutton 015D,E09000029,Sutton,8.76,26505,8,0.105,25361,8
E01004101,Sutton 013A,E09000029,Sutton,4.653,31272,10,0.086,28012,9
E01004102,Sutton 015E,E09000029,Sutton,11.577,23068,7,0.121,23295,7
E01004103,Sutton 013B,E09000029,Sutton,11.893,22709,7,0.157,19379,6
E01004104,Sutton 020A,E09000029,Sutton,3.929,31926,10,0.065,30569,10
E01004105,Sutton 022C,E09000029,Sutton,6.536,29158,9,0.12,23410,7
E01004106,Sutton 022D,E09000029,Sutton,1.723,33513,10,0.027,33447,10
E01004107,Sutton 020B,E09000029,Sutton,14.466,19906,6,0.2,15686,5
E01004108,Sutton 024C,E09000029,Sutton,8.807,26446,8,0.111,24525,8
E01004109,Sutton 024D,E09000029,Sutton,18.103,16279,5,0.237,13104,4
E01004110,Sutton 016A,E09000029,Sutton,12.532,21963,7,0.176,17580,6
E01004111,Sutton 016B,E09000029,Sutton,8.488,26855,8,0.108,25025,8
E01004112,Sutton 016C,E09000029,Sutton,3.162,32583,10,0.043,32645,10
E01004114,Sutton 025D,E09000029,Sutton,2.083,33356,10,0.033,33251,10
E01004115,Sutton 009A,E09000029,Sutton,8.313,27091,9,0.112,24403,8
E01004116,Sutton 008A,E09000029,Sutton,4.946,30952,10,0.107,25094,8
E01004117,Sutton 006A,E09000029,Sutton,2.785,32897,10,0.061,31070,10
E01004118,Sutton 009B,E09000029,Sutton,13.136,21301,7,0.161,18947,6
E01004119,Sutton 009C,E09000029,Sutton,5.546,30281,9,0.073,29650,9
E01004120,Sutton 016D,E09000029,Sutton,3.564,32240,10,0.042,32683,10
E01004121,Sutton 006B,E09000029,Sutton,11.074,23697,8,0.159,19224,6
E01004122,Sutton 008B,E09000029,Sutton,3.322,32461,10,0.064,30771,10
E01004123,Sutton 002A,E09000029,Sutton,28.919,8825,3,0.339,7672,3
E01004124,Sutton 002B,E09000029,Sutton,25.17,11004,4,0.344,7446,3
E01004125,Sutton 001A,E09000029,Sutton,34.046,6525,2,0.388,5746,2
E01004126,Sutton 002C,E09000029,Sutton,26.708,10042,3,0.336,7818,3
E01004127,Sutton 005A,E09000029,Sutton,19.63,15001,5,0.239,13019,4
E01004128,Sutton 002D,E09000029,Sutton,24.081,11710,4,0.317,8732,3
E01004129,Sutton 002E,E09000029,Sutton,33.743,6653,2,0.413,4920,2
E01004130,Sutton 003A,E09000029,Sutton,9.645,25381,8,0.14,21204,7
E01004131,Sutton 003B,E09000029,Sutton,9.784,25218,8,0.149,20233,6
E01004132,Sutton 009D,E09000029,Sutton,3.713,32116,10,0.072,29842,9
E01004133,Sutton 009E,E09000029,Sutton,4.142,31723,10,0.073,29668,9
E01004134,Sutton 003C,E09000029,Sutton,12.495,22010,7,0.161,19027,6
E01004135,Sutton 003D,E09000029,Sutton,7.783,27718,9,0.105,25416,8
E01004136,Sutton 003E,E09000029,Sutton,5.516,30312,9,0.085,28069,9
E01004137,Sutton 012A,E09000029,Sutton,10.013,24964,8,0.14,21181,7
E01004138,Sutton 013C,E09000029,Sutton,14.759,19591,6,0.207,15179,5
E01004139,Sutton 013D,E09000029,Sutton,13.819,20620,7,0.164,18659,6
E01004140,Sutton 012B,E09000029,Sutton,31.949,7399,3,0.384,5887,2
E01004141,Sutton 012C,E09000029,Sutton,25.285,10935,4,0.362,6743,2
E01004143,Sutton 014A,E09000029,Sutton,12.304,22223,7,0.158,19279,6
E01004144,Sutton 007A,E09000029,Sutton,8.903,26338,8,0.101,25957,8
E01004145,Sutton 007B,E09000029,Sutton,11.654,22991,7,0.17,18135,6
E01004146,Sutton 007C,E09000029,Sutton,10.031,24943,8,0.135,21764,7
E01004147,Sutton 007D,E09000029,Sutton,7.864,27634,9,0.12,23407,7
E01004148,Sutton 014B,E09000029,Sutton,25.155,11015,4,0.353,7099,3
E01004149,Sutton 012E,E09000029,Sutton,10.066,24891,8,0.132,21984,7
E01004150,Sutton 021C,E09000029,Sutton,18.721,15747,5,0.292,9973,3
E01004151,Sutton 021D,E09000029,Sutton,12.443,22082,7,0.174,17807,6
E01004152,Sutton 018A,E09000029,Sutton,15.973,18271,6,0.231,13520,5
E01004153,Sutton 021E,E09000029,Sutton,9.596,25431,8,0.159,19159,6
E01004154,Sutton 022E,E09000029,Sutton,3.436,32346,10,0.063,30858,10
E01004155,Sutton 018B,E09000029,Sutton,7.484,28074,9,0.148,20318,7
E01004156,Sutton 018C,E09000029,Sutton,10.178,24761,8,0.145,20666,7
E01004157,Sutton 016E,E09000029,Sutton,2.507,33109,10,0.04,32801,10
E01004158,Sutton 018D,E09000029,Sutton,7.729,27781,9,0.117,23721,8
E01004159,Sutton 014C,E09000029,Sutton,10.794,24033,8,0.138,21377,7
E01004160,Sutton 014D,E09000029,Sutton,8.782,26479,8,0.147,20417,7
E01004161,Sutton 014E,E09000029,Sutton,7.991,27475,9,0.114,24124,8
E01004162,Sutton 018E,E09000029,Sutton,13.406,21023,7,0.201,15620,5
E01004163,Sutton 005B,E09000029,Sutton,10.815,24008,8,0.122,23140,7
E01004164,Sutton 004A,E09000029,Sutton,11.117,23643,8,0.124,22902,7
E01004165,Sutton 005C,E09000029,Sutton,18.244,16146,5,0.229,13642,5
E01004166,Sutton 004B,E09000029,Sutton,12.845,21606,7,0.168,18347,6
E01004167,Sutton 005D,E09000029,Sutton,28.246,9185,3,0.365,6613,2
E01004168,Sutton 013E,E09000029,Sutton,7.686,27827,9,0.108,24997,8
E01004169,Sutton 004C,E09000029,Sutton,17.452,16875,5,0.272,11042,4
E01004170,Sutton 017B,E09000029,Sutton,12.882,21561,7,0.198,15830,5
E01004171,Sutton 010A,E09000029,Sutton,8.392,26983,8,0.114,24107,8
E01004172,Sutton 010B,E09000029,Sutton,26.328,10296,4,0.347,7334,3
E01004173,Sutton 010C,E09000029,Sutton,11.791,22830,7,0.137,21478,7
E01004174,Sutton 017C,E09000029,Sutton,17.2,17089,6,0.185,16809,5
E01004175,Sutton 010D,E09000029,Sutton,9.84,25154,8,0.122,23205,7
E01004176,Sutton 010E,E09000029,Sutton,14.843,19489,6,0.18,17249,6
E01004177,Sutton 020C,E09000029,Sutton,23.678,12012,4,0.303,9400,3
E01004178,Sutton 017D,E09000029,Sutton,21.271,13689,5,0.245,12581,4
E01004179,Sutton 017E,E09000029,Sutton,4.821,31096,10,0.089,27606,9
E01004180,Sutton 020D,E09000029,Sutton,2.994,32731,10,0.056,31562,10
E01004181,Sutton 020E,E09000029,Sutton,17.632,16708,5,0.216,14497,5
E01004182,Sutton 019E,E09000029,Sutton,28.422,9088,3,0.342,7545,3
E01004183,Sutton 001B,E09000029,Sutton,28.119,9242,3,0.328,8197,3
E01004184,Sutton 001C,E09000029,Sutton,29.409,8566,3,0.336,7808,3
E01004185,Sutton 001D,E09000029,Sutton,28.749,8910,3,0.351,7187,3
E01004186,Sutton 004D,E09000029,Sutton,14.963,19352,6,0.191,16365,5
E01004187,Sutton 005E,E09000029,Sutton,21.122,13821,5,0.256,11919,4
E01004189,Sutton 001E,E09000029,Sutton,27.948,9334,3,0.341,7569,3
E01004190,Sutton 008C,E09000029,Sutton,2.845,32843,10,0.064,30747,10
E01004191,Sutton 008D,E09000029,Sutton,9.621,25411,8,0.136,21671,7
E01004192,Sutton 006C,E09000029,Sutton,11.564,23087,7,0.189,16535,5
E01004193,Sutton 006D,E09000029,Sutton,9.765,25239,8,0.196,15970,5
E01004194,Sutton 008E,E09000029,Sutton,13.626,20794,7,0.188,16624,5
E01004195,Sutton 006E,E09000029,Sutton,11.383,23314,7,0.192,16283,5
E01004196,Sutton 008F,E09000029,Sutton,5.364,30493,10,0.111,24543,8
E01004198,Tower Hamlets 002B,E09000030,Tower Hamlets,45.952,3183,1,0.49,2736,1
E01004199,Tower Hamlets 002C,E09000030,Tower Hamlets,44.165,3553,2,0.541,1739,1
E01004200,Tower Hamlets 005A,E09000030,Tower Hamlets,22.522,12777,4,0.255,12002,4
E01004201,Tower Hamlets 002D,E09000030,Tower Hamlets,25.579,10737,4,0.357,6918,3
E01004202,Tower Hamlets 005B,E09000030,Tower Hamlets,24.885,11187,4,0.324,8396,3
E01004203,Tower Hamlets 005C,E09000030,Tower Hamlets,30.953,7827,3,0.383,5945,2
E01004204,Tower Hamlets 005D,E09000030,Tower Hamlets,37.469,5300,2,0.472,3206,1
E01004205,Tower Hamlets 013A,E09000030,Tower Hamlets,47.599,2820,1,0.605,836,1
E01004206,Tower Hamlets 013B,E09000030,Tower Hamlets,52.061,2022,1,0.61,795,1
E01004207,Tower Hamlets 011A,E09000030,Tower Hamlets,43.476,3709,2,0.536,1808,1
E01004208,Tower Hamlets 013C,E09000030,Tower Hamlets,30.764,7919,3,0.326,8301,3
E01004209,Tower Hamlets 011B,E09000030,Tower Hamlets,48.711,2588,1,0.599,893,1
E01004211,Tower Hamlets 013D,E09000030,Tower Hamlets,34.692,6290,2,0.34,7633,3
E01004212,Tower Hamlets 011D,E09000030,Tower Hamlets,30.507,8034,3,0.421,4639,2
E01004214,Tower Hamlets 030A,E09000030,Tower Hamlets,52.684,1919,1,0.73,129,1
E01004216,Tower Hamlets 030B,E09000030,Tower Hamlets,21.109,13837,5,0.317,8689,3
E01004217,Tower Hamlets 030C,E09000030,Tower Hamlets,26.389,10251,4,0.293,9914,3
E01004218,Tower Hamlets 030D,E09000030,Tower Hamlets,16.025,18216,6,0.232,13397,4
E01004219,Tower Hamlets 035B,E09000030,Tower Hamlets,29.952,8309,3,0.445,3893,2
E01004221,Tower Hamlets 036A,E09000030,Tower Hamlets,29.445,8544,3,0.362,6734,2
E01004222,Tower Hamlets 001A,E09000030,Tower Hamlets,37.465,5303,2,0.47,3239,1
E01004223,Tower Hamlets 001B,E09000030,Tower Hamlets,35.266,6074,2,0.451,3738,2
E01004226,Tower Hamlets 001D,E09000030,Tower Hamlets,31.751,7482,3,0.439,4108,2
E01004228,Tower Hamlets 003A,E09000030,Tower Hamlets,19.842,14838,5,0.231,13474,4
E01004229,Tower Hamlets 004C,E09000030,Tower Hamlets,26.778,10007,3,0.369,6466,2
E01004230,Tower Hamlets 003B,E09000030,Tower Hamlets,27.27,9721,3,0.366,6583,2
E01004231,Tower Hamlets 004D,E09000030,Tower Hamlets,38.278,5070,2,0.465,3347,1
E01004232,Tower Hamlets 003C,E09000030,Tower Hamlets,20.741,14122,5,0.202,15530,5
E01004233,Tower Hamlets 003D,E09000030,Tower Hamlets,29.1,8733,3,0.442,3986,2
E01004234,Tower Hamlets 003E,E09000030,Tower Hamlets,17.914,16434,5,0.178,17429,6
