lsoa_code,lsoa_name,lad_code,lad_name,imd_score,imd_rank,imd_decile,income_score,income_rank,income_decile
E01000001,City of London 001A,E09000001,City of London,8.742,26525,8,0.013,33730,10
E01000002,City of London 001B,E09000001,City of London,4.722,31203,10,0.018,33669,10
E01000003,City of London 001C,E09000001,City of London,9.25,25913,8,0.107,25167,8
E01000005,City of London 001E,E09000001,City of London,19.884,14807,5,0.211,14836,5
E01000006,Barking and Dagenham 016A,E09000002,Barking and Dagenham,25.307,10917,4,0.343,7519,3
E01000007,Barking and Dagenham 015A,E09000002,Barking and Dagenham,37.217,5377,2,0.486,2857,1
E01000008,Barking and Dagenham 015B,E09000002,Barking and Dagenham,40.726,4400,2,0.51,2309,1
E01000009,Barking and Dagenham 016B,E09000002,Barking and Dagenham,39.153,4812,2,0.403,5235,2
E01000011,Barking and Dagenham 016C,E09000002,Barking and Dagenham,36.767,5535,2,0.421,4637,2
E01000012,Barking and Dagenham 015D,E09000002,Barking and Dagenham,37.53,5278,2,0.494,2650,1
E01000013,Barking and Dagenham 013A,E09000002,Barking and Dagenham,31.914,7410,3,0.387,5785,2
E01000014,Barking and Dagenham 013B,E09000002,Barking and Dagenham,28.117,9243,3,0.309,9095,3
E01000015,Barking and Dagenham 009A,E09000002,Barking and Dagenham,30.328,8120,3,0.415,4836,2
E01000016,Barking and Dagenham 009B,E09000002,Barking and Dagenham,26.475,10202,4,0.348,7271,3
E01000017,Barking and Dagenham 009C,E09000002,Barking and Dagenham,31.808,7452,3,0.4,5324,2
E01000018,Barking and Dagenham 009D,E09000002,Barking and Dagenham,29.964,8300,3,0.382,5974,2
E01000019,Barking and Dagenham 023A,E09000002,Barking and Dagenham,30.661,7965,3,0.414,4876,2
E01000020,Barking and Dagenham 023B,E09000002,Barking and Dagenham,30.021,8264,3,0.333,7989,3
E01000021,Barking and Dagenham 008A,E09000002,Barking and Dagenham,37.877,5192,2,0.458,3571,2
E01000022,Barking and Dagenham 008B,E09000002,Barking and Dagenham,30.488,8043,3,0.387,5786,2
E01000024,Barking and Dagenham 008D,E09000002,Barking and Dagenham,29.683,8426,3,0.371,6392,2
E01000025,Barking and Dagenham 008E,E09000002,Barking and Dagenham,29.84,8359,3,0.377,6163,2
E01000027,Barking and Dagenham 001A,E09000002,Barking and Dagenham,33.245,6841,3,0.402,5267,2
E01000028,Barking and Dagenham 001B,E09000002,Barking and Dagenham,35.4,6021,2,0.444,3949,2
E01000029,Barking and Dagenham 001C,E09000002,Barking and Dagenham,19.077,15432,5,0.196,16002,5
E01000030,Barking and Dagenham 001D,E09000002,Barking and Dagenham,34.554,6345,2,0.419,4719,2
E01000031,Barking and Dagenham 002A,E09000002,Barking and Dagenham,21.003,13927,5,0.246,12560,4
E01000032,Barking and Dagenham 002B,E09000002,Barking and Dagenham,26.712,10040,3,0.321,8514,3
E01000033,Barking and Dagenham 006A,E09000002,Barking and Dagenham,33.537,6743,2,0.464,3380,2
E01000034,Barking and Dagenham 003A,E09000002,Barking and Dagenham,28.583,8994,3,0.337,7765,3
E01000035,Barking and Dagenham 010A,E09000002,Barking and Dagenham,29.504,8514,3,0.339,7702,3
E01000036,Barking and Dagenham 010B,E09000002,Barking and Dagenham,25.385,10874,4,0.304,9324,3
E01000037,Barking and Dagenham 003B,E09000002,Barking and Dagenham,17.76,16580,5,0.225,13884,5
E01000038,Barking and Dagenham 003C,E09000002,Barking and Dagenham,17.612,16728,5,0.227,13771,5
E01000039,Barking and Dagenham 003D,E09000002,Barking and Dagenham,17.12,17151,6,0.221,14160,5
E01000040,Barking and Dagenham 019A,E09000002,Barking and Dagenham,37.802,5208,2,0.46,3489,2
E01000041,Barking and Dagenham 017A,E09000002,Barking and Dagenham,26.175,10397,4,0.368,6504,2
E01000042,Barking and Dagenham 017B,E09000002,Barking and Dagenham,39.355,4753,2,0.51,2313,1
E01000043,Barking and Dagenham 019B,E09000002,Barking and Dagenham,27.454,9631,3,0.301,9492,3
E01000044,Barking and Dagenham 016D,E09000002,Barking and Dagenham,31.558,7562,3,0.383,5939,2
E01000045,Barking and Dagenham 017C,E09000002,Barking and Dagenham,34.446,6387,2,0.392,5597,2
E01000046,Barking and Dagenham 017D,E09000002,Barking and Dagenham,27.678,9497,3,0.382,5960,2
E01000049,Barking and Dagenham 021C,E09000002,Barking and Dagenham,36.991,5459,2,0.329,8135,3
E01000050,Barking and Dagenham 019C,E09000002,Barking and Dagenham,30.806,7897,3,0.388,5720,2
E01000051,Barking and Dagenham 021D,E09000002,Barking and Dagenham,31.542,7571,3,0.546,1649,1
E01000052,Barking and Dagenham 019D,E09000002,Barking and Dagenham,34.895,6208,2,0.411,4957,2
E01000053,Barking and Dagenham 020A,E09000002,Barking and Dagenham,33.471,6763,3,0.395,5513,2
E01000054,Barking and Dagenham 018A,E09000002,Barking and Dagenham,28.481,9055,3,0.365,6602,2
E01000055,Barking and Dagenham 018B,E09000002,Barking and Dagenham,28.667,8945,3,0.381,6008,2
E01000056,Barking and Dagenham 018C,E09000002,Barking and Dagenham,39.902,4599,2,0.477,3064,1
E01000057,Barking and Dagenham 012A,E09000002,Barking and Dagenham,28.873,8843,3,0.348,7286,3
E01000058,Barking and Dagenham 018D,E09000002,Barking and Dagenham,29.526,8503,3,0.376,6184,2
E01000059,Barking and Dagenham 013C,E09000002,Barking and Dagenham,27.068,9848,3,0.381,6003,2
E01000060,Barking and Dagenham 006B,E09000002,Barking and Dagenham,32.786,7035,3,0.407,5088,2
E01000061,Barking and Dagenham 006C,E09000002,Barking and Dagenham,55.406,1545,1,0.69,242,1
E01000062,Barking and Dagenham 006D,E09000002,Barking and Dagenham,26.18,10394,4,0.356,6946,3
E01000063,Barking and Dagenham 004A,E09000002,Barking and Dagenham,25.377,10883,4,0.326,8277,3
E01000064,Barking and Dagenham 006E,E09000002,Barking and Dagenham,31.351,7649,3,0.385,5842,2
E01000065,Barking and Dagenham 007A,E09000002,Barking and Dagenham,35.962,5811,2,0.471,3234,1
E01000066,Barking and Dagenham 011A,E09000002,Barking and Dagenham,21.257,13708,5,0.258,11787,4
E01000067,Barking and Dagenham 011B,E09000002,Barking and Dagenham,24.431,11472,4,0.31,9065,3
E01000068,Barking and Dagenham 016E,E09000002,Barking and Dagenham,23.118,12348,4,0.269,11153,4
E01000069,Barking and Dagenham 011C,E09000002,Barking and Dagenham,15.416,18866,6,0.172,17964,6
E01000070,Barking and Dagenham 011D,E09000002,Barking and Dagenham,22.241,12968,4,0.237,13086,4
E01000071,Barking and Dagenham 011E,E09000002,Barking and Dagenham,21.718,13366,4,0.276,10812,4
E01000072,Barking and Dagenham 017E,E09000002,Barking and Dagenham,36.794,5523,2,0.457,3596,2
E01000073,Barking and Dagenham 012B,E09000002,Barking and Dagenham,30.53,8025,3,0.415,4851,2
E01000074,Barking and Dagenham 012C,E09000002,Barking and Dagenham,29.284,8640,3,0.39,5680,2
E01000075,Barking and Dagenham 012D,E09000002,Barking and Dagenham,26.014,10481,4,0.305,9284,3
E01000076,Barking and Dagenham 012E,E09000002,Barking and Dagenham,29.935,8315,3,0.367,6515,2
E01000077,Barking and Dagenham 008F,E09000002,Barking and Dagenham,33.764,6646,2,0.406,5123,2
E01000078,Barking and Dagenham 007B,E09000002,Barking and Dagenham,32.5,7165,3,0.403,5232,2
E01000079,Barking and Dagenham 009E,E09000002,Barking and Dagenham,27.809,9422,3,0.369,6459,2
E01000080,Barking and Dagenham 007C,E09000002,Barking and Dagenham,27.365,9673,3,0.345,7406,3
E01000081,Barking and Dagenham 007D,E09000002,Barking and Dagenham,24.864,11202,4,0.332,8044,3
E01000082,Barking and Dagenham 007E,E09000002,Barking and Dagenham,29.663,8446,3,0.395,5506,2
E01000083,Barking and Dagenham 007F,E09000002,Barking and Dagenham,33.329,6814,3,0.424,4551,2
E01000084,Barking and Dagenham 013D,E09000002,Barking and Dagenham,33.774,6644,2,0.364,6631,2
E01000085,Barking and Dagenham 013E,E09000002,Barking and Dagenham,36.282,5699,2,0.427,4454,2
E01000086,Barking and Dagenham 013F,E09000002,Barking and Dagenham,33.161,6870,3,0.437,4152,2
E01000087,Barking and Dagenham 020B,E09000002,Barking and Dagenham,32.659,7092,3,0.445,3915,2
E01000088,Barking and Dagenham 020C,E09000002,Barking and Dagenham,27.226,9752,3,0.337,7785,3
E01000089,Barking and Dagenham 020D,E09000002,Barking and Dagenham,30.349,8110,3,0.451,3733,2
E01000090,Barking and Dagenham 020E,E09000002,Barking and Dagenham,28.866,8847,3,0.454,3683,2
E01000091,Barking and Dagenham 022A,E09000002,Barking and Dagenham,39.772,4644,2,0.499,2547,1
E01000093,Barking and Dagenham 022B,E09000002,Barking and Dagenham,42.301,3999,2,0.471,3228,1
E01000094,Barking and Dagenham 022C,E09000002,Barking and Dagenham,23.658,12032,4,0.374,6259,2
E01000095,Barking and Dagenham 018E,E09000002,Barking and Dagenham,33.176,6862,3,0.525,1993,1
E01000096,Barking and Dagenham 022D,E09000002,Barking and Dagenham,33.845,6611,2,0.417,4784,2
E01000097,Barking and Dagenham 023C,E09000002,Barking and Dagenham,31.971,7385,3,0.416,4804,2
E01000098,Barking and Dagenham 023D,E09000002,Barking and Dagenham,36.217,5725,2,0.441,4014,2
E01000099,Barking and Dagenham 023E,E09000002,Barking and Dagenham,23.773,11925,4,0.343,7494,3
E01000100,Barking and Dagenham 004B,E09000002,Barking and Dagenham,26.926,9927,3,0.341,7607,3
E01000101,Barking and Dagenham 004C,E09000002,Barking and Dagenham,33.901,6585,2,0.417,4759,2
E01000102,Barking and Dagenham 007G,E09000002,Barking and Dagenham,33.452,6771,3,0.463,3425,2
E01000103,Barking and Dagenham 014A,E09000002,Barking and Dagenham,26.062,10456,4,0.369,6460,2
E01000104,Barking and Dagenham 014B,E09000002,Barking and Dagenham,34.071,6517,2,0.442,4000,2
E01000105,Barking and Dagenham 014C,E09000002,Barking and Dagenham,40.539,4451,2,0.471,3210,1
E01000106,Barking and Dagenham 014D,E09000002,Barking and Dagenham,44.075,3580,2,0.574,1230,1
E01000107,Barking and Dagenham 010C,E09000002,Barking and Dagenham,22.908,12519,4,0.317,8710,3
E01000108,Barking and Dagenham 010D,E09000002,Barking and Dagenham,27.991,9311,3,0.353,7092,3
E01000110,Barking and Dagenham 002C,E09000002,Barking and Dagenham,18.236,16154,5,0.24,12949,4
E01000111,Barking and Dagenham 002D,E09000002,Barking and Dagenham,27.63,9532,3,0.336,7817,3
E01000112,Barking and Dagenham 002E,E09000002,Barking and Dagenham,25.208,10982,4,0.293,9920,3
E01000113,Barking and Dagenham 002F,E09000002,Barking and Dagenham,29.0,8791,3,0.336,7834,3
E01000114,Barking and Dagenham 004E,E09000002,Barking and Dagenham,27.162,9786,3,0.375,6201,2
E01000115,Barnet 009A,E09000003,Barnet,5.318,30546,10,0.063,30807,10
E01000116,Barnet 009B,E09000003,Barnet,9.499,25568,8,0.132,22048,7
E01000117,Barnet 010A,E09000003,Barnet,9.751,25250,8,0.137,21520,7
E01000118,Barnet 010B,E09000003,Barnet,11.25,23486,7,0.159,19156,6
E01000119,Barnet 009C,E09000003,Barnet,8.049,27394,9,0.13,22211,7
E01000120,Barnet 009D,E09000003,Barnet,5.985,29768,9,0.121,23340,7
E01000121,Barnet 010C,E09000003,Barnet,30.044,8255,3,0.335,7878,3
E01000122,Barnet 009E,E09000003,Barnet,8.957,26263,8,0.138,21460,7
E01000123,Barnet 010D,E09000003,Barnet,15.388,18894,6,0.223,14026,5
E01000124,Barnet 010E,E09000003,Barnet,23.855,11873,4,0.313,8898,3
E01000126,Barnet 026A,E09000003,Barnet,35.216,6096,2,0.445,3920,2
E01000127,Barnet 024B,E09000003,Barnet,30.453,8055,3,0.407,5096,2
E01000128,Barnet 024C,E09000003,Barnet,28.639,8961,3,0.394,5527,2
E01000129,Barnet 024D,E09000003,Barnet,43.653,3668,2,0.55,1591,1
E01000130,Barnet 021A,E09000003,Barnet,27.891,9376,3,0.318,8682,3
E01000131,Barnet 024E,E09000003,Barnet,23.659,12031,4,0.296,9768,3
E01000132,Barnet 021B,E09000003,Barnet,30.633,7980,3,0.422,4609,2
E01000133,Barnet 021C,E09000003,Barnet,30.983,7811,3,0.409,5035,2
E01000134,Barnet 024F,E09000003,Barnet,26.681,10065,3,0.336,7816,3
E01000135,Barnet 038A,E09000003,Barnet,11.517,23144,7,0.147,20475,7
E01000136,Barnet 038B,E09000003,Barnet,9.546,25507,8,0.073,29704,9
E01000137,Barnet 041A,E09000003,Barnet,30.731,7934,3,0.456,3623,2
E01000138,Barnet 040A,E09000003,Barnet,30.386,8092,3,0.392,5612,2
E01000139,Barnet 041B,E09000003,Barnet,17.015,17259,6,0.21,14908,5
E01000140,Barnet 041C,E09000003,Barnet,16.978,17297,6,0.239,12979,4
E01000141,Barnet 039A,E09000003,Barnet,41.647,4170,2,0.416,4816,2
E01000142,Barnet 040B,E09000003,Barnet,27.24,9739,3,0.395,5484,2
E01000143,Barnet 041D,E09000003,Barnet,32.352,7234,3,0.443,3962,2
E01000144,Barnet 038C,E09000003,Barnet,24.599,11364,4,0.288,10173,4
E01000145,Barnet 037A,E09000003,Barnet,23.062,12393,4,0.345,7413,3
E01000146,Barnet 038D,E09000003,Barnet,26.44,10219,4,0.249,12338,4
E01000147,Barnet 043F,E09000003,Barnet,20.409,14403,5,0.213,14716,5
E01000150,Barnet 036A,E09000003,Barnet,25.077,11057,4,0.373,6292,2
E01000151,Barnet 026B,E09000003,Barnet,50.246,2331,1,0.569,1308,1
E01000152,Barnet 026C,E09000003,Barnet,19.977,14739,5,0.349,7256,3
E01000153,Barnet 026D,E09000003,Barnet,34.894,6211,2,0.439,4090,2
E01000154,Barnet 026E,E09000003,Barnet,30.426,8072,3,0.417,4782,2
E01000156,Barnet 022A,E09000003,Barnet,11.691,22937,7,0.163,18744,6
E01000157,Barnet 022B,E09000003,Barnet,17.521,16817,5,0.255,11984,4
E01000158,Barnet 015A,E09000003,Barnet,18.054,16312,5,0.226,13857,5
E01000159,Barnet 015B,E09000003,Barnet,14.601,19763,6,0.186,16724,5
E01000160,Barnet 015C,E09000003,Barnet,17.019,17253,6,0.229,13665,5
E01000161,Barnet 015D,E09000003,Barnet,23.583,12075,4,0.297,9690,3
E01000162,Barnet 015E,E09000003,Barnet,19.605,15020,5,0.22,14256,5
E01000163,Barnet 022C,E09000003,Barnet,33.304,6827,3,0.399,5350,2
E01000164,Barnet 022D,E09000003,Barnet,34.691,6291,2,0.429,4405,2
E01000165,Barnet 022E,E09000003,Barnet,16.834,17435,6,0.279,10630,4
E01000166,Barnet 003A,E09000003,Barnet,18.166,16226,5,0.236,13186,4
E01000167,Barnet 002A,E09000003,Barnet,28.935,8818,3,0.341,7572,3
E01000168,Barnet 003B,E09000003,Barnet,5.752,30038,9,0.092,27197,9
E01000169,Barnet 003C,E09000003,Barnet,14.013,20384,7,0.172,17990,6
E01000170,Barnet 006A,E09000003,Barnet,21.318,13655,5,0.256,11920,4
E01000171,Barnet 006B,E09000003,Barnet,33.766,6645,2,0.437,4154,2
E01000172,Barnet 003D,E09000003,Barnet,8.821,26429,8,0.111,24536,8
E01000173,Barnet 006C,E09000003,Barnet,11.98,22614,7,0.163,18779,6
E01000174,Barnet 006D,E09000003,Barnet,24.64,11343,4,0.303,9404,3
E01000175,Barnet 006E,E09000003,Barnet,7.4,28185,9,0.11,24716,8
E01000176,Barnet 027A,E09000003,Barnet,30.19,8191,3,0.357,6916,3
E01000177,Barnet 029A,E09000003,Barnet,12.47,22043,7,0.138,21467,7
E01000178,Barnet 027B,E09000003,Barnet,12.961,21494,7,0.167,18424,6
E01000179,Barnet 029B,E09000003,Barnet,12.083,22508,7,0.162,18880,6
E01000180,Barnet 029C,E09000003,Barnet,21.066,13873,5,0.343,7525,3
E01000181,Barnet 029D,E09000003,Barnet,10.629,24222,8,0.084,28303,9
E01000182,Barnet 029E,E09000003,Barnet,10.274,24648,8,0.082,28469,9
E01000183,Barnet 033A,E09000003,Barnet,10.223,24705,8,0.127,22623,7
E01000184,Barnet 027C,E09000003,Barnet,32.657,7094,3,0.38,6069,2
E01000185,Barnet 029F,E09000003,Barnet,30.958,7824,3,0.447,3834,2
E01000186,Barnet 014A,E09000003,Barnet,8.324,27074,9,0.131,22182,7
E01000187,Barnet 014B,E09000003,Barnet,21.414,13592,5,0.318,8648,3
E01000188,Barnet 014C,E09000003,Barnet,14.579,19783,6,0.232,13424,4
E01000189,Barnet 014D,E09000003,Barnet,25.492,10799,4,0.373,6284,2
E01000190,Barnet 014E,E09000003,Barnet,12.655,21827,7,0.162,18891,6
E01000191,Barnet 014F,E09000003,Barnet,14.84,19496,6,0.205,15297,5
E01000192,Barnet 018A,E09000003,Barnet,25.219,10974,4,0.272,11044,4
E01000193,Barnet 018B,E09000003,Barnet,27.234,9746,3,0.312,8950,3
E01000194,Barnet 018C,E09000003,Barnet,34.324,6427,2,0.445,3897,2
E01000195,Barnet 013A,E09000003,Barnet,36.298,5694,2,0.424,4561,2
E01000196,Barnet 028A,E09000003,Barnet,21.54,13501,4,0.256,11933,4
E01000197,Barnet 023A,E09000003,Barnet,17.502,16832,5,0.184,16923,6
E01000198,Barnet 025A,E09000003,Barnet,17.001,17271,6,0.224,13936,5
E01000199,Barnet 025B,E09000003,Barnet,10.292,24629,8,0.141,21045,7
E01000200,Barnet 028B,E09000003,Barnet,13.711,20709,7,0.167,18351,6
E01000201,Barnet 028C,E09000003,Barnet,5.308,30556,10,0.054,31731,10
E01000202,Barnet 028D,E09000003,Barnet,11.139,23617,7,0.131,22133,7
E01000203,Barnet 028E,E09000003,Barnet,25.902,10536,4,0.384,5902,2
E01000204,Barnet 025C,E09000003,Barnet,12.658,21823,7,0.128,22473,7
E01000205,Barnet 035A,E09000003,Barnet,9.471,25607,8,0.112,24381,8
E01000206,Barnet 033B,E09000003,Barnet,7.996,27469,9,0.02,33644,10
E01000207,Barnet 033C,E09000003,Barnet,11.331,23375,7,0.107,25112,8
E01000208,Barnet 033D,E09000003,Barnet,9.982,25003,8,0.081,28552,9
E01000209,Barnet 035B,E09000003,Barnet,8.977,26229,8,0.103,25646,8
E01000210,Barnet 033E,E09000003,Barnet,12.425,22107,7,0.084,28210,9
E01000211,Barnet 035C,E09000003,Barnet,26.085,10442,4,0.335,7855,3
E01000212,Barnet 035D,E09000003,Barnet,14.806,19531,6,0.134,21852,7
E01000213,Barnet 033F,E09000003,Barnet,8.472,26870,8,0.042,32681,10
E01000214,Barnet 038E,E09000003,Barnet,10.932,23859,8,0.113,24293,8
E01000215,Barnet 037B,E09000003,Barnet,26.849,9962,3,0.481,2983,1
E01000216,Barnet 035E,E09000003,Barnet,20.171,14573,5,0.303,9366,3
E01000217,Barnet 035F,E09000003,Barnet,21.179,13780,5,0.331,8068,3
E01000218,Barnet 037C,E09000003,Barnet,26.607,10123,3,0.41,4985,2
E01000219,Barnet 037D,E09000003,Barnet,31.669,7512,3,0.434,4232,2
E01000220,Barnet 037E,E09000003,Barnet,28.945,8812,3,0.491,2722,1
E01000221,Barnet 039B,E09000003,Barnet,41.818,4126,2,0.49,2748,1
E01000222,Barnet 040C,E09000003,Barnet,27.589,9546,3,0.389,5695,2
E01000223,Barnet 039C,E09000003,Barnet,36.995,5458,2,0.493,2666,1
E01000224,Barnet 040D,E09000003,Barnet,28.876,8840,3,0.458,3569,2
E01000225,Barnet 037F,E09000003,Barnet,18.482,15941,5,0.27,11147,4
E01000226,Barnet 018D,E09000003,Barnet,34.528,6353,2,0.468,3301,1
E01000227,Barnet 018E,E09000003,Barnet,11.235,23509,7,0.165,18601,6
E01000228,Barnet 007A,E09000003,Barnet,16.53,17707,6,0.182,17043,6
E01000229,Barnet 013B,E09000003,Barnet,29.326,8616,3,0.358,6875,3
E01000230,Barnet 013C,E09000003,Barnet,17.975,16377,5,0.253,12080,4
E01000231,Barnet 013D,E09000003,Barnet,23.261,12266,4,0.283,10415,4
E01000232,Barnet 013E,E09000003,Barnet,18.122,16265,5,0.238,13063,4
E01000233,Barnet 013F,E09000003,Barnet,11.455,23211,7,0.165,18585,6
E01000234,Barnet 021D,E09000003,Barnet,14.545,19832,6,0.209,14999,5
E01000235,Barnet 021E,E09000003,Barnet,23.981,11785,4,0.332,8015,3
E01000236,Barnet 034A,E09000003,Barnet,24.742,11276,4,0.366,6574,2
E01000237,Barnet 032A,E09000003,Barnet,21.816,13294,4,0.253,12125,4
E01000238,Barnet 034B,E09000003,Barnet,21.394,13608,5,0.297,9682,3
E01000239,Barnet 031A,E09000003,Barnet,25.959,10513,4,0.35,7201,3
E01000240,Barnet 031B,E09000003,Barnet,26.033,10468,4,0.294,9886,3
E01000241,Barnet 031C,E09000003,Barnet,16.214,18025,6,0.23,13565,5
E01000242,Barnet 032B,E09000003,Barnet,15.157,19152,6,0.22,14271,5
E01000243,Barnet 032C,E09000003,Barnet,24.985,11123,4,0.324,8392,3
E01000244,Barnet 032D,E09000003,Barnet,24.948,11148,4,0.26,11716,4
E01000245,Barnet 032E,E09000003,Barnet,32.199,7294,3,0.414,4869,2
E01000246,Barnet 002B,E09000003,Barnet,8.447,26905,8,0.118,23661,8
E01000247,Barnet 002C,E09000003,Barnet,13.31,21123,7,0.158,19251,6
E01000248,Barnet 001A,E09000003,Barnet,11.576,23071,7,0.145,20685,7
E01000249,Barnet 001B,E09000003,Barnet,4.799,31123,10,0.064,30717,10
E01000250,Barnet 001C,E09000003,Barnet,15.016,19311,6,0.191,16340,5
E01000251,Barnet 002D,E09000003,Barnet,24.959,11137,4,0.25,12295,4
E01000252,Barnet 002E,E09000003,Barnet,16.037,18199,6,0.206,15244,5
E01000253,Barnet 007B,E09000003,Barnet,5.591,30230,9,0.052,31968,10
E01000254,Barnet 001D,E09000003,Barnet,6.82,28838,9,0.08,28691,9
E01000255,Barnet 017A,E09000003,Barnet,21.778,13313,4,0.253,12116,4
E01000256,Barnet 016A,E09000003,Barnet,14.515,19859,6,0.181,17102,6
E01000257,Barnet 017B,E09000003,Barnet,22.202,12991,4,0.311,9017,3
E01000258,Barnet 016B,E09000003,Barnet,11.777,22855,7,0.135,21693,7
E01000259,Barnet 025D,E09000003,Barnet,17.099,17181,6,0.225,13867,5
E01000260,Barnet 025E,E09000003,Barnet,23.396,12190,4,0.271,11099,4
E01000261,Barnet 017C,E09000003,Barnet,7.447,28126,9,0.101,25850,8
E01000263,Barnet 016C,E09000003,Barnet,3.366,32419,10,0.028,33406,10
E01000264,Barnet 016D,E09000003,Barnet,23.398,12189,4,0.279,10621,4
E01000265,Barnet 011A,E09000003,Barnet,20.976,13950,5,0.327,8234,3
E01000266,Barnet 011B,E09000003,Barnet,3.14,32599,10,0.066,30498,10
E01000267,Barnet 005A,E09000003,Barnet,11.287,23426,7,0.146,20566,7
E01000268,Barnet 005B,E09000003,Barnet,26.687,10060,3,0.367,6546,2
E01000269,Barnet 005C,E09000003,Barnet,12.236,22327,7,0.129,22397,7
E01000270,Barnet 005D,E09000003,Barnet,11.678,22955,7,0.181,17132,6
E01000271,Barnet 008A,E09000003,Barnet,7.262,28338,9,0.117,23710,8
E01000272,Barnet 008B,E09000003,Barnet,3.726,32104,10,0.099,26226,8
E01000273,Barnet 008C,E09000003,Barnet,18.991,15504,5,0.269,11183,4
E01000274,Barnet 011C,E09000003,Barnet,18.765,15706,5,0.265,11430,4
E01000275,Barnet 012A,E09000003,Barnet,8.362,27030,9,0.173,17890,6
E01000276,Barnet 020A,E09000003,Barnet,1.153,33689,10,0.04,32796,10
E01000277,Barnet 012B,E09000003,Barnet,17.792,16548,5,0.268,11226,4
E01000278,Barnet 020B,E09000003,Barnet,2.534,33094,10,0.054,31796,10
E01000279,Barnet 007C,E09000003,Barnet,4.642,31287,10,0.038,32932,10
E01000280,Barnet 007D,E09000003,Barnet,2.653,33002,10,0.038,32933,10
E01000281,Barnet 008D,E09000003,Barnet,11.972,22630,7,0.235,13215,4
E01000282,Barnet 008E,E09000003,Barnet,8.951,26269,8,0.12,23454,7
E01000283,Barnet 012C,E09000003,Barnet,1.423,33622,10,0.055,31640,10
E01000284,Barnet 012D,E09000003,Barnet,18.393,16012,5,0.273,10983,4
E01000285,Barnet 004A,E09000003,Barnet,14.473,19901,6,0.198,15845,5
E01000286,Barnet 007E,E09000003,Barnet,23.266,12260,4,0.304,9321,3
E01000287,Barnet 004B,E09000003,Barnet,23.438,12162,4,0.28,10590,4
E01000288,Barnet 004C,E09000003,Barnet,13.252,21181,7,0.178,17418,6
E01000289,Barnet 004D,E09000003,Barnet,35.166,6120,2,0.511,2282,1
E01000290,Barnet 007F,E09000003,Barnet,18.992,15501,5,0.223,14018,5
E01000291,Barnet 004E,E09000003,Barnet,20.234,14521,5,0.245,12584,4
E01000292,Barnet 001E,E09000003,Barnet,10.354,24553,8,0.145,20592,7
E01000293,Barnet 001F,E09000003,Barnet,9.273,25879,8,0.102,25784,8
E01000294,Barnet 004F,E09000003,Barnet,15.454,18828,6,0.18,17210,6
E01000295,Barnet 023B,E09000003,Barnet,11.865,22747,7,0.134,21827,7
E01000296,Barnet 023C,E09000003,Barnet,17.949,16400,5,0.209,15025,5
E01000297,Barnet 027D,E09000003,Barnet,15.523,18747,6,0.218,14382,5
E01000298,Barnet 023D,E09000003,Barnet,17.609,16734,5,0.238,13025,4
E01000299,Barnet 019A,E09000003,Barnet,22.416,12857,4,0.283,10414,4
E01000300,Barnet 019B,E09000003,Barnet,11.794,22827,7,0.18,17201,6
E01000301,Barnet 020C,E09000003,Barnet,6.454,29247,9,0.104,25485,8
E01000302,Barnet 019C,E09000003,Barnet,22.614,12710,4,0.285,10355,4
E01000303,Barnet 020D,E09000003,Barnet,4.934,30965,10,0.085,28165,9
E01000304,Barnet 020E,E09000003,Barnet,13.215,21218,7,0.203,15489,5
E01000305,Barnet 036B,E09000003,Barnet,29.642,8458,3,0.418,4738,2
E01000306,Barnet 036C,E09000003,Barnet,22.525,12774,4,0.224,13991,5
E01000307,Barnet 039D,E09000003,Barnet,31.034,7793,3,0.369,6468,2
E01000308,Barnet 036D,E09000003,Barnet,21.95,13189,4,0.293,9907,3
E01000309,Barnet 031D,E09000003,Barnet,19.888,14804,5,0.228,13716,5
E01000310,Barnet 034C,E09000003,Barnet,30.848,7872,3,0.348,7274,3
E01000311,Barnet 034D,E09000003,Barnet,19.226,15318,5,0.209,14980,5
E01000312,Barnet 036E,E09000003,Barnet,29.317,8621,3,0.309,9101,3
E01000313,Barnet 036F,E09000003,Barnet,33.049,6925,3,0.39,5691,2
E01000314,Barnet 032F,E09000003,Barnet,18.878,15599,5,0.19,16463,5
E01000315,Barnet 022F,E09000003,Barnet,31.368,7642,3,0.366,6562,2
E01000316,Barnet 027E,E09000003,Barnet,23.38,12199,4,0.301,9491,3
E01000317,Barnet 019D,E09000003,Barnet,14.008,20390,7,0.223,13998,5
E01000318,Barnet 019E,E09000003,Barnet,12.227,22336,7,0.179,17315,6
E01000319,Barnet 027F,E09000003,Barnet,8.186,27228,9,0.115,24025,8
E01000320,Barnet 011D,E09000003,Barnet,11.453,23214,7,0.206,15272,5
E01000321,Barnet 012E,E09000003,Barnet,16.59,17664,6,0.223,14020,5
E01000322,Barnet 011E,E09000003,Barnet,17.567,16776,5,0.278,10668,4
E01000323,Barnet 019F,E09000003,Barnet,24.372,11509,4,0.268,11220,4
E01000324,Barnet 015F,E09000003,Barnet,12.864,21585,7,0.161,19048,6
E01000325,Bexley 014A,E09000004,Bexley,4.119,31750,10,0.057,31468,10
E01000326,Bexley 014B,E09000004,Bexley,11.491,23161,7,0.111,24571,8
E01000327,Bexley 017A,E09000004,Bexley,6.65,29019,9,0.088,27650,9
E01000328,Bexley 017B,E09000004,Bexley,8.492,26848,8,0.107,25101,8
