location_id,zapmap_device_uid,power_band,device_max_power
RL86DGH,3XOHTW5,1. Slow,5000
1I9V45Z,RF6NWOY,1. Slow,5000
14G1UNL,D1CDJ50,1. Slow,5000
76ET6EI,6KVDRVE,1. Slow,5000
AS548B5,D811ZRY,1. Slow,5000
CUWGGQI,F3OLKJF,1. Slow,5000
GTQAWRY,0E8FS1H,1. Slow,5000
49CPIUV,40EG92Z,1. Slow,5000
BFIPCY8,8G7Q02O,1. Slow,5000
W6C5AD8,JN27D18,1. Slow,5000
D7BLK1C,7VZRP16,1. Slow,5000
YIZVHWP,E0JO6XF,1. Slow,5000
HEM40V7,0E69G18,1. Slow,5000
4ZMQC1N,ZLCUEYO,1. Slow,5000
CY75D4W,BGI78NP,1. Slow,5000
P8VGCRW,WCJE5X2,1. Slow,5000
9MGEHE4,38ZPQK2,1. Slow,5000
YITLFQ6,C40HZR8,1. Slow,5000
9F1CYXA,5F3PXPU,1. Slow,5000
BBMYNEJ,7IXASS5,1. Slow,5000
7KOY8IQ,3ERPCKS,1. Slow,5000
XJ04SYB,2BVGLIS,1. Slow,5000
1SKFV4H,TFOIK4P,1. Slow,5000
UKTEJAH,FLBJIC9,1. Slow,5000
3K2PRPV,4X0VH38,1. Slow,5000
OXWPQGJ,KWO1VAG,1. Slow,5000
4WL2UN6,7REDJBV,1. Slow,5000
WNNZA44,W9B81Y8,1. Slow,5000
L25C7YD,52CFEGW,1. Slow,5000
7WLI3QB,XV10H53,1. Slow,5000
AW9RPNG,7FNQEFU,1. Slow,5000
7GLYUZD,1LHRITF,1. Slow,5000
5DBT9VR,DNJR930,1. Slow,5000
EDN1FWJ,DHJ21ON,1. Slow,5000
1W9DHAJ,UOW5JYE,1. Slow,5000
GCH4SYN,V78SWLP,1. Slow,5000
PBW87RZ,EV8QLJH,1. Slow,5000
9PA0NA9,827WZFJ,1. Slow,5000
DQZOEX0,3KWJIRT,1. Slow,5000
S0EBJWF,OOGGKM1,1. Slow,5000
2NSZC6Y,DIGU9RF,1. Slow,5000
6SK8A4X,5BONCC6,1. Slow,5000
5ADOMFK,ENWGXOD,1. Slow,5000
7B30P1I,5SQW86U,1. Slow,5000
7EOHUDC,7Z2JAXU,1. Slow,5000
AH4102K,3DILQC9,1. Slow,5000
KFDN3DA,Q4O6MFT,1. Slow,5000
MI0SY6P,S9L2GH1,1. Slow,5000
6A1KDDL,8GXDX6V,1. Slow,5000
9OS9ATM,F21GO1K,1. Slow,5000
OEF7S18,Q5RB3US,1. Slow,5000
8PLJL60,674UIYM,1. Slow,5000
5RDZPXY,38O51TM,1. Slow,5000
LAJCFM6,DNTR7NK,1. Slow,5000
F5BLKCQ,BXUFWJL,1. Slow,5000
AUCCLTP,8G4WZMT,1. Slow,5000
P7ZUK9L,J8M3QAL,1. Slow,5000
ALIG6E1,4MF7F1S,1. Slow,5000
6EJIAY0,CZKT3X2,1. Slow,5000
AY6SCUA,JROKK73,1. Slow,5000
8W0SA5F,62PHHZY,1. Slow,5000
2GRO9YU,AXD3L5T,1. Slow,5000
HTP8FTT,8EILMNJ,1. Slow,5000
DB98E7J,EGGQX4L,1. Slow,5000
CCFAOWO,EI8WCVB,1. Slow,5000
BRCZJLT,ODSENWQ,1. Slow,5000
42ENM5N,19CPKVU,1. Slow,5000
5IVFY4P,2EJ3MC8,1. Slow,5000
Y9CIVA7,TR21O8Z,1. Slow,5000
1I3U8BN,Q75XS94,1. Slow,5000
7H2VNWC,66AFTLX,1. Slow,5000
BCWRPKQ,EJIN2JS,1. Slow,5000
IYGCAUR,WAFBE75,1. Slow,5000
6M3DJQK,3UT7HA8,1. Slow,5000
55NXEXH,EF5A88H,1. Slow,5000
AC0ZVQD,9F18O2T,1. Slow,5000
ISAWZ8Z,XCZTOR0,1. Slow,5000
SBYZ5NU,CKYHZH2,1. Slow,5000
OKGCC2K,2NS6AEW,1. Slow,5000
BW68ENA,98IZEAD,1. Slow,5000
C3MX1VH,161X5DI,1. Slow,5000
DYIHCCS,C6YCV3X,1. Slow,5000
HIM10RY,LXPCW6Z,1. Slow,5000
GDS5WMB,EN97LPI,1. Slow,5000
R2AKNSP,13BPAIL,1. Slow,5000
6B6MZ8S,AW0V5D8,1. Slow,5000
DE1NK4J,PRSBJA2,1. Slow,5000
GSL1PI6,12LZLWS,1. Slow,5000
5G83MNH,B82NOC4,1. Slow,5000
7YL9DKI,3TILPUA,1. Slow,5000
KUYIR0N,SH68GIP,1. Slow,5000
8R6T9EK,AMP9GNQ,1. Slow,5000
AND573W,FXXMD7G,1. Slow,5000
1PZE6XF,MJ4UL9S,1. Slow,5000
LDET319,U6EQBFH,1. Slow,5000
8ITHVLX,9NEQSIB,1. Slow,5000
NACHE03,W4ERXQ7,1. Slow,5000
DN9DM0D,E3I15PQ,1. Slow,5000
L3KZFKC,MHMZTCJ,1. Slow,5000
KG29Q4T,LG25MOC,1. Slow,5000
DIH07HL,A9309SL,1. Slow,5000
BP1BX6F,BU9HA2E,1. Slow,5000
8EQXQ17,BNC6M79,1. Slow,5000
7CF8EQQ,91HBSE4,1. Slow,5000
CUEIYMZ,HK69QG4,1. Slow,5000
1Y4YENE,1ISVD4Y,1. Slow,5000
0N1LBVG,FQVUKBS,1. Slow,5000
CBS87N0,9PFGVNF,1. Slow,5000
8FP3VV8,AFCL4IK,1. Slow,5000
1UDEUHO,BURMVV3,1. Slow,5000
EBIJW6B,2BUR1M0,1. Slow,5000
5QMTUBK,EYSJLTC,1. Slow,5000
5NGP78O,C6LH9UT,1. Slow,5000
9M583SW,APUUL1F,1. Slow,5000
XHUD45Z,J0R4F8I,1. Slow,5000
9HQ2RGE,EP4UGS2,1. Slow,5000
CHWXVPM,8APUAYM,1. Slow,5000
6N61BXY,6U4E49W,1. Slow,5000
1EX5KO4,IT8TPHT,1. Slow,5000
FEQ9T1N,IAKU35X,1. Slow,5000
MS4UVXL,B9DIXPW,1. Slow,5000
CFPV53C,BKTMOCG,1. Slow,5000
SXK9MKC,HWQMRNV,1. Slow,5000
4CQQURR,EE1CSZZ,1. Slow,5000
6R4F3C2,S058X94,1. Slow,5000
A76U41F,5A8CU9N,1. Slow,5000
KC9HFNB,5OD6GYM,1. Slow,5000
RZ9DC2B,YEDO8WM,1. Slow,5000
AHM317N,DA7KP7N,1. Slow,5000
AIC1K1X,7YI2SHR,1. Slow,5000
2PU91NL,9M85B7T,1. Slow,5000
QWR0LUZ,Z2H7EJW,1. Slow,5000
DIL1694,5NK76LZ,1. Slow,5000
4K3YWLM,MB6UI3H,1. Slow,5000
EJ5ZKMB,64LM6LE,1. Slow,5000
K9XHZ3J,15DNQL2,1. Slow,5000
2GPVRNW,JT1L4ED,1. Slow,5000
AWNXW7N,5MTX2E8,1. Slow,5000
24H8XWL,8142VBL,1. Slow,5000
WHU0LOW,8U0H7RM,1. Slow,5000
9LB6V1U,HH7EQKU,1. Slow,5000
TQJRKVC,FJBPB0I,1. Slow,5000
CA4F9ON,O2F3UEG,1. Slow,5000
DXXC61Q,6WQRIDG,1. Slow,5000
8P6OMQX,3PZ5VEY,1. Slow,5000
7WERD5G,7D6PC0K,1. Slow,5000
DFNY7UA,CCNF36L,1. Slow,5000
9PYO50P,ANCN3G4,1. Slow,5000
2YOY8SH,7563FKH,1. Slow,5000
290FOFM,2H0KSSQ,1. Slow,5000
DX8BHUI,J3VK0PY,1. Slow,5000
1876JGV,AB3C65O,1. Slow,5000
XEYRPZ1,BBMMWX1,1. Slow,5000
S1MBHRX,IZ8OHPG,1. Slow,5000
2TVOPX8,OLT67FW,1. Slow,5000
6VRQSPF,8V26Y07,1. Slow,5000
5TX2I5B,5SDKR13,1. Slow,5000
OA7RTZ1,GWG5MMB,1. Slow,5000
4QQY83D,26Z8ALP,1. Slow,5000
64SSGNB,4UP0033,1. Slow,5000
ABHZYXN,B2ZY3JZ,1. Slow,5000
HLFSWWQ,9B94VE4,1. Slow,5000
WDYJN7V,1BY6CLW,1. Slow,5000
AX3UL3T,4TTWN77,1. Slow,5000
WMSZL16,Q6X8C5M,1. Slow,5000
22821FH,E3RM41Q,1. Slow,5000
MVPX835,WSEU6XG,1. Slow,5000
B7HKE4U,EET9D4U,1. Slow,5000
RHEDNE6,3ZYDFU9,1. Slow,5000
CPZS0JK,PX3KGD4,1. Slow,5000
IJ6JIGQ,5W5US4T,1. Slow,5000
AZTBWJG,OP3100H,1. Slow,5000
4FL9O8I,UYS2NQE,1. Slow,5000
3SR5MES,7XX1TBZ,1. Slow,5000
CUWLOTG,CYCUQY5,1. Slow,5000
LMFJBUS,Y1WDACG,1. Slow,5000
EF8ZXWH,1SDK9WG,1. Slow,5000
B7H4KRD,VSSERMG,1. Slow,5000
9DV476G,6WA4H2O,1. Slow,5000
TFVJ1DG,FSKBNHD,1. Slow,5000
BT7QF65,BRBGUA2,1. Slow,5000
KIWUEXG,Q1ZIDA0,1. Slow,5000
38GLAI5,6IXGF7L,1. Slow,5000
1UOZBC6,72K36DW,1. Slow,5000
AZHFCOX,EC249TV,1. Slow,5000
UOFGRAV,UNSTL5G,1. Slow,5000
BLJR973,A47IWSS,1. Slow,5000
5Y63L1R,407ONQ8,1. Slow,5000
A863CFS,8ZCZ6GY,1. Slow,5000
AQWGJP7,ECFJA5O,1. Slow,5000
Q0WYJ74,P5TYQW7,1. Slow,5000
OTFA27Y,2Z6NMIL,1. Slow,5000
VJ4Z5OD,MU1LJC8,1. Slow,5000
4MNZG82,FHM0WO9,1. Slow,5000
E2CTKVY,8YA1QCK,1. Slow,5000
60MURW9,7H1CYU9,1. Slow,5000
BUV2GQJ,5S9L42L,1. Slow,5000
3GT5FD6,7O2QXU9,1. Slow,5000
14DB5UG,CBPSZLM,1. Slow,5000
1QQUUC0,8O45CPA,1. Slow,5000
3QCLN5N,5MFI25B,1. Slow,5000
437A7DX,AKJTPXL,1. Slow,5000
0NYS5HB,RFOPNVG,1. Slow,5000
22IUFIE,F3G823G,1. Slow,5000
9JOBNG1,11M1A8J,1. Slow,5000
12Y39U2,E8HCYRD,1. Slow,5000
DBNCR1R,3XSX691,1. Slow,5000
5WF6BBK,285YGCQ,1. Slow,5000
768B312,BAPMU2F,1. Slow,5000
5LFK3LG,2UPGI73,1. Slow,5000
FFCNM4L,0KS2608,1. Slow,5000
E39RDOA,L6NJ49W,1. Slow,5000
60X9D4X,BRAREQD,1. Slow,5000
C4EB69H,A4P3QPD,1. Slow,5000
PNVW0GJ,B0MXMKH,1. Slow,5000
ARQWIKA,5LSM0ZZ,1. Slow,5000
2JT160T,EHNFUXG,1. Slow,5000
PKT1LIO,9QTI73D,1. Slow,5000
TLD67W1,SMJ60QD,1. Slow,5000
ED4QJXF,D3O1CS6,1. Slow,5000
LZP4STV,570UBHX,1. Slow,5000
AZUXOQH,6GSYDJX,1. Slow,5000
DKDCFCA,38OYNJ1,1. Slow,5000
2W06RL7,7DT80H7,1. Slow,5000
C0OLV1S,3FIV9V7,1. Slow,5000
UEFGTNQ,WLNNYXO,1. Slow,5000
F3FIX44,BKARGBO,1. Slow,5000
70CKSA9,73Z84CE,1. Slow,5000
Z1CI6L2,D5QXLZ0,1. Slow,5000
TIGNVRB,LOZLPHJ,1. Slow,5000
DJI83W5,7RBZFBI,1. Slow,5000
TB6KGFW,EMKI7BQ,1. Slow,5000
9JB2KXS,1ZLVFN4,1. Slow,5000
SK6RJYO,0UT7S4F,1. Slow,5000
E98BO0F,DUNA1WW,1. Slow,5000
78TMQQ6,EV7LLE7,1. Slow,5000
CJY54XZ,8ZGDD17,1. Slow,5000
CO3MADG,EIXVZ3O,1. Slow,5000
8WSYBYX,1MMMNF6,1. Slow,5000
7YAS2JD,5JTCLH9,1. Slow,5000
4VMYP1N,D7MYYV3,1. Slow,5000
O7QUWFR,FE0Z64U,1. Slow,5000
2ZIDLS1,J4H07AZ,1. Slow,5000
DWMTV0T,64G2CO6,1. Slow,5000
RZF5QI5,LFGCUMF,1. Slow,5000
96QMJXA,6I0C1M8,1. Slow,5000
7YQHNR1,6O2GCX4,1. Slow,5000
F3ZLARI,CXCCCLR,1. Slow,5000
BCH36AP,K98PNE3,1. Slow,5000
DZYHZQH,PXEIJZX,1. Slow,5000
ZT8ITV2,R0GTKXA,1. Slow,5000
N9VLE4S,T7P6V4C,1. Slow,5000
V2NG5IX,CP4H9N9,1. Slow,5000
7CM1WFC,4HOIQYA,1. Slow,5000
28F1LIH,9ORIKXV,1. Slow,5000
1LFVSH3,85S0VVE,1. Slow,5000
JAQPNCV,Q2UWXUC,1. Slow,5000
ZMOFGWH,QVEJCVL,1. Slow,5000
83G2V0O,EWKWX7A,1. Slow,5000
3UBNTL9,2OIEOT6,1. Slow,5000
J319YZ4,D7XLBN8,1. Slow,5000
WDB9YUI,TISWUGQ,1. Slow,5000
DFS8O7Q,WQJ9ALC,1. Slow,5000
ETYK35G,MUV5SNK,1. Slow,5000
POPATHJ,BXJ1TEQ,1. Slow,5000
CQJXO5N,RK3XPI2,1. Slow,5000
NLRM17I,ZHI7AQB,1. Slow,5000
VHFQKBY,39821IF,1. Slow,5000
1G39XQO,BBVE068,1. Slow,5000
6TALCDK,PEYZXMV,1. Slow,5000
30B5AMN,ZY5FPW4,1. Slow,5000
PCAD2JJ,K14GPX8,1. Slow,5000
1RTGIHB,T77O74D,1. Slow,5000
D43GYWV,BHVE0N9,1. Slow,5000
FFOEOG6,Q2TDE08,1. Slow,5000
RTGF0KJ,QLGU5OY,1. Slow,5000
85D5VWT,ELS2JID,1. Slow,5000
37TWN91,94XPNXX,1. Slow,5000
4MW5PUE,8KFIF1T,1. Slow,5000
QRYO9M0,3IWQ1DT,1. Slow,5000
1F9W558,2HN1U0Z,1. Slow,5000
85A8CT4,8T8WZOY,1. Slow,5000
35MY1QV,KQUV7GZ,1. Slow,5000
QWF4APU,0TLG62W,1. Slow,5000
6UVHRZJ,NCZHASF,1. Slow,5000
45DGG0Q,A67CSHP,1. Slow,5000
7VGJRZA,2EKIR75,1. Slow,5000
5Y8VJKA,3UONJ7R,1. Slow,5000
LFCWDXA,FOQ9JHP,1. Slow,5000
SKNZZRD,AVEYF20,1. Slow,5000
XUC4Y20,JW6FNOV,1. Slow,5000
4WU3CDT,9ELQQD6,1. Slow,5000
VLFFLFD,NQSQSLJ,1. Slow,5000
9RM5FQW,3ZWG28Y,1. Slow,5000
F13ONWD,82AZJDL,1. Slow,5000
XBVYGTP,CNK5FXP,1. Slow,5000
S5KJ4EY,X6OA8UB,1. Slow,5000
40671J0,1G6HDB2,1. Slow,5000
DAXY0OM,DUM9Z42,1. Slow,5000
10SKF73,BC6KPNL,1. Slow,5000
1M5FNJ2,H2OWVJM,1. Slow,5000
UNZHFTQ,IYC2B0J,1. Slow,5000
3XWH7M9,AEZ35GH,1. Slow,5000
39OKTDN,236M9AO,1. Slow,5000
5RM4AAE,AW23HED,1. Slow,5000
V81ELFX,6284UEZ,1. Slow,5000
BB38N83,72R78VY,1. Slow,5000
BEQP4LX,A3RBBFN,1. Slow,5000
NL2PHLW,W97MCLX,1. Slow,5000
5CVMM33,HA9UNU0,1. Slow,5000
60WH92E,17BU4KH,1. Slow,5000
ISY7VZF,G4KWC07,1. Slow,5000
9C2JJU7,30IOUPS,1. Slow,5000
XQM2J7K,ZPY3I21,1. Slow,5000
DCEM5PA,F61OPBR,1. Slow,5000
A71RO2K,2X6KW7J,1. Slow,5000
4NQBX1D,7DNY3U9,1. Slow,5000
AL8HA83,DR3F8FP,1. Slow,5000
KJSAYBA,7CFH9IS,1. Slow,5000
E1QWZKI,5BDEXXP,1. Slow,5000
RMJBCP1,0KGN9OY,1. Slow,5000
L9JPTIN,5CPRNY8,1. Slow,5000
MCAZE9U,P0I9571,1. Slow,5000
3J16RSM,URIAQJV,1. Slow,5000
S18P5DC,TFQR2MA,1. Slow,5000
481F7MP,U0IRKF2,1. Slow,5000
AF3LT8I,SAPOKHX,1. Slow,5000
50FB8OG,6OY1T63,1. Slow,5000
EOV6PWZ,F3IL45X,1. Slow,5000
RJNTHC1,VRZE73K,1. Slow,5000
LAKDMPC,1MXQ1FB,1. Slow,5000
SQ5YW3F,M9BB6IM,1. Slow,5000
GA9F4UO,LA841Q7,1. Slow,5000
583F43Q,955FGFR,1. Slow,5000
9SARWLW,3R6B23L,1. Slow,5000
5WMB4JL,93PUGCB,1. Slow,5000
B63X23Y,ECHYYHY,1. Slow,5000
63DFTHR,3WFAJLE,1. Slow,5000
XMNEQXS,EQ01YGG,1. Slow,5000
5PKD4NN,64O9DEB,1. Slow,5000
EDSR7OV,TQ63WVE,1. Slow,5000
NM1UAIZ,DORUGQI,1. Slow,5000
3OFK6ZT,6SQCN66,1. Slow,5000
4ZUR6CB,1I8JK9K,1. Slow,5000
XKCJML0,4G8BD72,1. Slow,5000
K1UPZ9Z,4WHP8BI,1. Slow,5000
7DV5Z6Z,XGWRIQ0,1. Slow,5000
9H8JN7P,3RYC8PT,1. Slow,5000
NSGDC0Q,JHSLG0O,1. Slow,5000
BACL7HA,9LRSWAO,1. Slow,5000
8ZXIGCA,VQW4MPS,1. Slow,5000
NJ3LUQP,9IRPYE1,1. Slow,5000
SE0G89B,80LE36O,1. Slow,5000
D8280K9,24U6HD4,1. Slow,5000
92MRINP,3LDQIHT,1. Slow,5000
4U1LAIQ,62TJH9P,1. Slow,5000
F56MYQN,3UOZR9R,1. Slow,5000
C0I0KAA,78IYJSY,1. Slow,5000
L5ZCYV6,F2GGXVB,1. Slow,5000
6NWVNNB,EX71WGD,1. Slow,5000
F5D8I8S,8J3K029,1. Slow,5000
EF9NC7S,42CX6RW,1. Slow,5000
AZR1GBK,BCR1XD7,1. Slow,5000
3N2A90S,2UNCXIW,1. Slow,5000
9BLSI5D,D0MIIMH,1. Slow,5000
QJHT2DU,QDVECAY,1. Slow,5000
836EG54,B0ZX26Y,1. Slow,5000
DPE5Y9H,GTT0Q0G,1. Slow,5000
MZAWLBM,GH6Z2QO,1. Slow,5000
VZFYINW,E7P0U84,1. Slow,5000
PTQ7CRS,YAPUE4Q,1. Slow,5000
PXHBOWY,5S870BT,1. Slow,5000
7FAUWDA,BLJAXEZ,1. Slow,5000
XZ1637K,PZW57SC,1. Slow,5000
SJPHWMY,GBH6S7R,1. Slow,5000
4RMFONP,JC967VM,1. Slow,5000
MUGQ4CD,8U40P9Z,1. Slow,5000
BZ2TV69,CB4ZRY1,1. Slow,5000
8C8NCQW,FET9UY1,1. Slow,5000
3JXX2YF,1TLRDVV,1. Slow,5000
VXLZ9M3,AP6CG4B,1. Slow,5000
LM2T7HQ,U23RN09,1. Slow,5000
X5DVCQY,IPH60FH,1. Slow,5000
657ISFY,JXT5EVR,1. Slow,5000
T2UKGMQ,G9KU7NF,1. Slow,5000
7NP0M61,ET53ADW,1. Slow,5000
CBIIVTV,4YT9FTB,1. Slow,5000
E8WTVRY,KDYP0R3,1. Slow,5000
VFFAYRD,NEUY0L7,1. Slow,5000
AOBC4US,EHTP8QY,1. Slow,5000
V6J9AHT,8H5Q9J7,1. Slow,5000
L8Z924T,5UB1DTL,1. Slow,5000
9TLAF68,B9N2NGU,1. Slow,5000
EFLVG8R,819DK6R,1. Slow,5000
R8VO74W,7JEZMAL,1. Slow,5000
G28HK0N,5YPU84V,1. Slow,5000
HM48I7S,VRE59ON,1. Slow,5000
CN43MA2,DB4TO8Z,1. Slow,5000
4QM33YN,9CNXWHF,1. Slow,5000
4FVC27M,4FWSD0C,1. Slow,5000
TGJTAFH,ZKGN9XP,1. Slow,5000
HT7JAXY,91DBK2V,1. Slow,5000
NEHDIMO,BQ9BNG9,1. Slow,5000
SSYUHAM,YNBQOS9,1. Slow,5000
6ONHKZA,6FVWKUE,1. Slow,5000
Z30JYHG,8QKIGND,1. Slow,5000
9772PU2,76BDB3K,1. Slow,5000
4QQY83D,CVTXXHE,1. Slow,5000
31IURHP,3O2REYJ,1. Slow,5000
3CZ45J9,DGQ05OL,1. Slow,5000
6ZYZRVI,LKHCKFH,1. Slow,5000
HYX2BCA,PSTJOAL,1. Slow,5000
I1AT0QZ,8R4T217,1. Slow,5000
A8MH7HN,ZMTQU8F,1. Slow,5000
H754IZ0,XY3J8BF,1. Slow,5000
6BE0TWK,KBZ9GVU,1. Slow,5000
SD2QVTK,7HI97ZM,1. Slow,5000
JVLSEDI,7YVXT8A,1. Slow,5000
5WP26LM,W77LHAD,1. Slow,5000
XA5O48Y,XBCK2PQ,1. Slow,5000
WNJU4C1,KYZOTAW,1. Slow,5000
B6VRPW8,5HS4VEC,1. Slow,5000
9U82NSG,9TUR9UH,1. Slow,5000
5EY786Q,7DDK8DZ,1. Slow,5000
NOHYV1W,Z5AIJPT,1. Slow,5000
ZBKNRD9,5F3C9IZ,1. Slow,5000
DFEGQBM,1VZ8OIQ,1. Slow,5000
QR8GFOM,WQYAZCI,1. Slow,5000
729XLS6,1HK5RTC,1. Slow,5000
WDO2YKL,3AWMCOY,1. Slow,5000
1Y2AJ3B,32P7ZFX,1. Slow,5000
10V0TMW,9AF3SLN,1. Slow,5000
25TR8HN,3VQ4Z6P,1. Slow,5000
YULQ0JB,305YWOL,1. Slow,5000
7L8ZJXW,BNSZ0KG,1. Slow,5000
IE6PM2J,ST8IOKP,1. Slow,5000
4VAFKSE,BUG9GNQ,1. Slow,5000
71AG3UC,DMWDCBD,1. Slow,5000
D6O04SD,3DQ52WM,1. Slow,5000
2Z2FX6D,F3BE264,1. Slow,5000
CI9ZZD1,A0NPTVX,1. Slow,5000
BUPA6VQ,3WSY2KP,1. Slow,5000
EHYM7JE,2UK0624,1. Slow,5000
BHEBRZE,3Z9SS6P,1. Slow,5000
EAEQ1FQ,8N48UVB,1. Slow,5000
9RIQVUD,RNMBXD1,1. Slow,5000
EDU8CH5,NJBAR2M,1. Slow,5000
95EAPZA,DEIKZGR,1. Slow,5000
BULHVWC,ADLYVUO,1. Slow,5000
5UVMX72,453XCG6,1. Slow,5000
2HU6TYC,2EK42FS,1. Slow,5000
B24A3RH,5XAWNZ8,1. Slow,5000
B3ZTZUB,GZ1UXLF,1. Slow,5000
TF7ILPI,HQNTJHF,1. Slow,5000
F8STZC9,SQ96ARF,1. Slow,5000
PTG87UD,AJLTOFO,1. Slow,5000
U45MGHF,AKR2YWP,1. Slow,5000
NJ3LUQP,S839PIY,1. Slow,5000
L8XJPB4,JYO6BTX,1. Slow,5000
C63TFPS,8V602OM,1. Slow,5000
A2P6DFL,LE2WB85,1. Slow,5000
VQ5TM64,L81NYEJ,1. Slow,5000
UCF348B,2D5KIW1,1. Slow,5000
6Z3CKZ8,1SN0G9L,1. Slow,5000
7Y385IR,9KQG0V4,1. Slow,5000
5FUUKZE,6DKIMNB,1. Slow,5000
3HN21L1,C5WU403,1. Slow,5000
5HWLUDI,AQDAZRO,1. Slow,5000
PVLNOVR,TJIRS8F,1. Slow,5000
3731OPJ,5T31VO1,1. Slow,5000
OMMVEQZ,H9C6LZH,1. Slow,5000
DM8Y9KF,7C3LN1C,1. Slow,5000
7ZJR21W,3OM4H9Z,1. Slow,5000
3IAI9M3,59HEQOV,1. Slow,5000
OYV3NCU,JVF92II,1. Slow,5000
80EALYS,AGIPWTW,1. Slow,5000
313WW5B,2PPR4NS,1. Slow,5000
2LS1WJB,EANMHMO,1. Slow,5000
2G7Q0XH,4VWFTS8,1. Slow,5000
2SC5KZW,MJ5FO0Y,1. Slow,5000
HW78BCO,LGO6EP4,1. Slow,5000
A0B57YI,YA8TCXP,1. Slow,5000
6HAJZB6,ENQ78BN,1. Slow,5000
EQ8072G,0YBW618,1. Slow,5000
D0HTLK2,WTD7IS9,1. Slow,5000
ZN6HPIG,AW52KB1,1. Slow,5000
TJASN83,1WMZBME,1. Slow,5000
81SCV0A,WRTNE8Z,1. Slow,5000
HBZPGQS,EKRO71S,1. Slow,5000
6GKV1L1,DE9R3PG,1. Slow,5000
SGXG4J2,HMILQ2X,1. Slow,5000
KDMC57Z,P1BZZMI,1. Slow,5000
AUS3AAD,60BERNG,1. Slow,5000
26T3ORI,9E35GNI,1. Slow,5000
477U3I5,A61M7YG,1. Slow,5000
V3W1MYF,JE3UY7M,1. Slow,5000
ZD7HYWS,JW4U6ER,1. Slow,5000
D8LCLWS,422R9CB,1. Slow,5000
8NE1HRS,91425LM,1. Slow,5000
E57WA73,XQ21STV,1. Slow,5000
ZBWUUKU,0PUHQBU,1. Slow,5000
BEPM31S,A9MG87A,1. Slow,5000
DRBZFSE,SO857QJ,1. Slow,5000
0MQEGAV,NU3Z4XB,1. Slow,5000
C1MBNFP,983OU2T,1. Slow,5000
EYNZCVL,3D6JZ0Z,1. Slow,5000
WEV9ZIH,4QJNTKL,1. Slow,5000
OMRUB7I,NIEQKHC,1. Slow,5000
65AP2N8,WQPSGM5,1. Slow,5000
L62F4HO,6PX2JAU,1. Slow,5000
7A4D9WL,7BRLEDJ,1. Slow,5000
DI7SMEK,V2NWQ4K,1. Slow,5000
5J1UNRM,A9HZLJT,1. Slow,5000
BW21EZ5,2I0QDP4,1. Slow,5000
UEGH773,7BYKEXL,1. Slow,5000
9TOIHIG,SD1IU2Y,1. Slow,5000
2DSUX91,O4S7LZS,1. Slow,5000
NW4ES7Y,N70FY6J,1. Slow,5000
3IEMTHN,F4CG0BA,1. Slow,5000
BY75NDX,C5N675J,1. Slow,5000
FSOT6EI,I3SWBNM,1. Slow,5000
8KC9JSW,BUYMLSR,1. Slow,5000
1O1PPAC,AVE5NRQ,1. Slow,5000
F065LZE,JS4YD5U,1. Slow,5000
DQ5Q469,BT3GE1H,1. Slow,5000
XHBM4CS,9V3BZOM,1. Slow,5000
DTZ4US7,98JGBTA,1. Slow,5000
2XEIIQJ,GBJ548N,1. Slow,5000
4RGP3DR,4S8A49O,1. Slow,5000
D3I2L03,2JGY3OC,1. Slow,5000
92LVJ45,WZ0F8OU,1. Slow,5000
CSV63B5,93MQM4L,1. Slow,5000
IQTQRCL,BGP40JO,1. Slow,5000
9TAPNA7,AIFNO2G,1. Slow,5000
KQ2N7IO,VQTPDYT,1. Slow,5000
9Y7J92M,76P0SV2,1. Slow,5000
DT2NI97,DREYHYM,1. Slow,5000
1SYR5QK,AKZY7K6,1. Slow,5000
A9BVCM4,695W9KD,1. Slow,5000
DZ6VSAI,7XX3IP9,1. Slow,5000
EDHJGCH,DYJGLM0,1. Slow,5000
EXA8EJH,38UTTZB,1. Slow,5000
DB4M2VW,99A0JE0,1. Slow,5000
8FJBTQT,EB71ZWX,1. Slow,5000
Q0AHWFX,CVDG4UM,1. Slow,5000
D5LYNJ7,9K72WN0,1. Slow,5000
A9CBK0H,B4CH1TR,1. Slow,5000
FRQBXM9,VQ9YSAO,1. Slow,5000
51Q2IY8,JZYR93T,1. Slow,5000
QBKEW9D,ZJQ2V3T,1. Slow,5000
4TBI8RV,8AQ241J,1. Slow,5000
TBUEBJC,ELRNMDT,1. Slow,5000
96KMJC9,EAKY180,1. Slow,5000
D03MPVP,612JP4F,1. Slow,5000
R9KMHZ3,OTU3IB1,1. Slow,5000
YLLGY2S,IBKX5L7,1. Slow,5000
ZBTSOWE,FT9DV7X,1. Slow,5000
QRDYP7Z,QZ4CNAS,1. Slow,5000
E6KHZ59,8LF4ARG,1. Slow,5000
M8REBFO,2CFVHPE,1. Slow,5000
ZATL2U1,7BCIJ9L,1. Slow,5000
BNM8M29,74APAO3,1. Slow,5000
6CREI5T,VGK1D97,1. Slow,5000
30RUSXX,9SFEAE6,1. Slow,5000
48XBCJY,77266K1,1. Slow,5000
C75U0Q6,64HAWUG,1. Slow,5000
ERJ6MK5,CKDG4BA,1. Slow,5000
R8GQIJY,JWHUZFG,1. Slow,5000
7ZWL1KQ,5RNNHIA,1. Slow,5000
0B8I6AL,WDYZCAQ,1. Slow,5000
