location_id,zapmap_device_uid,power_band,device_max_power
2CE9LRD,QBKSGI9,1. Slow,5000
N80324V,4HDIJRP,1. Slow,5000
75EH5KV,EJRI599,1. Slow,5000
Y4XVBSD,LDUJ20T,1. Slow,5000
3XFQ663,7MLW220,1. Slow,5000
427FIKX,0TJ2GVP,1. Slow,5000
EV3PC0E,7R9EVRJ,1. Slow,5000
5T6ZDB9,MV7BPEW,1. Slow,5000
ASAK6HT,E71GPLP,1. Slow,5000
4093QFR,428BN0U,1. Slow,5000
TYQJUI8,5L6HJFA,1. Slow,5000
E3NJ1I8,GIZNOYC,1. Slow,5000
AFY6FL3,AFIA89W,1. Slow,5000
F4361BR,DNDJ42U,1. Slow,5000
AJ0BR0F,B8V6ZLV,1. Slow,5000
8YIAXJD,90PEOAI,1. Slow,5000
4PAG2VH,7RYNQLV,1. Slow,5000
B5NEYWX,26KMJ7I,1. Slow,5000
U0MFPLS,RC2AVET,1. Slow,5000
7O5J0TX,4USBYVC,1. Slow,5000
BJBTKKO,ESXMKGV,1. Slow,5000
HDCVR6I,IEFQ81J,1. Slow,5000
DA1C9R9,35XCN8W,1. Slow,5000
YLPPD7E,MSA72Y8,1. Slow,5000
EH4SBRI,0L4YPIF,1. Slow,5000
XJUMK8F,PNEMCFX,1. Slow,5000
ADMCER6,HY35CFG,1. Slow,5000
239MI6V,EE7JJR0,1. Slow,5000
P1OWRCV,CSK9EW1,1. Slow,5000
78J6FW2,VZB4XQ2,1. Slow,5000
A0OOHDH,CK6HC3X,1. Slow,5000
2DW6JB7,K3TMY7X,1. Slow,5000
FEPLB31,0I5EK4C,1. Slow,5000
EF7BMK1,2XHE8I5,1. Slow,5000
OEQP4QY,QAHRH8O,1. Slow,5000
XLAMLDK,FIMVR6N,1. Slow,5000
6XY8RQM,5NJ49LM,1. Slow,5000
9C2E1OD,BP14ZX4,1. Slow,5000
8R6T9EK,5B27Q78,1. Slow,5000
1RLX5EF,4JCK4OS,1. Slow,5000
3XWQZ4B,C0Y7RJD,1. Slow,5000
CNS5R07,ET2Z0PW,1. Slow,5000
VU55X94,9MHY8EM,1. Slow,5000
S74MUZY,I5Y3LHJ,1. Slow,5000
YIWJ7C6,NU3TQ2O,1. Slow,5000
7QGDADF,54ZXBRH,1. Slow,5000
4IS3KR2,4FA5AEH,1. Slow,5000
2RHM9LI,17ZTP9Y,1. Slow,5000
E1O6LM5,24ARQ3I,1. Slow,5000
4PMJLAI,3LULQ5Q,1. Slow,5000
C6S3S0H,46OL43H,1. Slow,5000
61HTLG9,F1O3STK,1. Slow,5000
X8MTBKC,6PE1JWZ,1. Slow,5000
N27G36X,9HINWL5,1. Slow,5000
5LFK3LG,CRZC2NZ,1. Slow,5000
O4HKMFP,SAQZJIT,1. Slow,5000
BNITJ07,AFYCWFX,1. Slow,5000
Z36BRGO,A30K6US,1. Slow,5000
C7UJJOW,RFTQBK1,1. Slow,5000
BO00C86,1VUS82R,1. Slow,5000
XJSSU0B,1JRGDIT,1. Slow,5000
E6SZ2Y7,DHVFEH6,1. Slow,5000
7SHSCVA,1206PNP,1. Slow,5000
JA2YZLR,3AE5UYP,1. Slow,5000
7YSNMWI,2L0BZ20,1. Slow,5000
BD8524C,1UUHWBL,1. Slow,5000
2AW36JQ,81FDBO0,1. Slow,5000
4LSKU0D,ETROHKE,1. Slow,5000
9MR8NWT,6RELZSY,1. Slow,5000
A34ZI3A,SABSNBU,1. Slow,5000
4B5YFMI,6S6W7UK,1. Slow,5000
4C2JPAY,TU7F0NO,1. Slow,5000
540CN7X,51U4CGJ,1. Slow,5000
69JWZZ3,BZD9ZWG,1. Slow,5000
9FC4GNG,1Y17K4S,1. Slow,5000
FE4R98L,NSVJ3WY,1. Slow,5000
OQGNL87,O6CT5XQ,1. Slow,5000
D6RF97Q,B45CHH4,1. Slow,5000
PY6DGVU,0UCRSVO,1. Slow,5000
4L01VE0,B2BPR8L,1. Slow,5000
69T92XO,F2PJ0CR,1. Slow,5000
BUVTKFA,KGWOIF5,1. Slow,5000
DIGT1HI,B154KCR,1. Slow,5000
9T1T85M,7FAFFII,1. Slow,5000
84T3PWV,S85T7ER,1. Slow,5000
VXCOHCY,PLC8TFD,1. Slow,5000
YG31M9X,CNFXDVR,1. Slow,5000
47T9I2U,BTY9WSD,1. Slow,5000
DJY279F,53FG08X,1. Slow,5000
3FBGOSW,OGNMJDT,1. Slow,5000
WVB0Q23,ILPUE3J,1. Slow,5000
CB12JI0,8NKE5KO,1. Slow,5000
EQG3TYT,4YIUGVD,1. Slow,5000
7WCFP0S,WH1VTGM,1. Slow,5000
S1L35NK,BEKOQ04,1. Slow,5000
HZ6LDFJ,7SQJTDY,1. Slow,5000
HFWN0JF,RHFPZU9,1. Slow,5000
COFC7D1,1SP6I2F,1. Slow,5000
9ULD67Z,51YEXUB,1. Slow,5000
C5UVVVY,7WGKMM5,1. Slow,5000
9O225TN,BAW76MD,1. Slow,5000
BVWYFYJ,AY5VYDO,1. Slow,5000
FJ2YAZO,5G42EOP,1. Slow,5000
RXAZV2U,ZRO9XQM,1. Slow,5000
IQX8B45,3FM57O0,1. Slow,5000
0WEGMK7,UJ05G78,1. Slow,5000
1BKE1XF,082MHG5,1. Slow,5000
5EO4NTN,2E49WXQ,1. Slow,5000
FNZVUPG,6YO354F,1. Slow,5000
IN1E9JQ,W4PFKJN,1. Slow,5000
FPDOERJ,DHY6RZ1,1. Slow,5000
6V3OATY,2R03IDE,1. Slow,5000
ASLYPMX,WHFFFJT,1. Slow,5000
3G8XWRZ,FY9CVU5,1. Slow,5000
IGODH5X,LBPZY2F,1. Slow,5000
TJSDFBJ,RCKKP4I,1. Slow,5000
DRGY7VX,RQIJX5G,1. Slow,5000
DIGBTOT,M4GNV18,1. Slow,5000
NWM180P,JSI9K8H,1. Slow,5000
DSHFCWD,ALLKI8Q,1. Slow,5000
KLOGV05,XCZ3PQU,1. Slow,5000
OLPXSHR,RKZERPX,1. Slow,5000
CK7O506,S35E4HQ,1. Slow,5000
IZNFP05,DBIXAGP,1. Slow,5000
902A99M,2MXOUFB,1. Slow,5000
6HIYVUH,5RPU58R,1. Slow,5000
F0J3WLX,DLCB124,1. Slow,5000
DJ3M519,5ARRTRJ,1. Slow,5000
YTA3FCP,NYCW2JT,1. Slow,5000
98FLEXA,BJV0BLX,1. Slow,5000
0Z8KH5D,OURLTQX,1. Slow,5000
5CJ76U0,69RDR99,1. Slow,5000
VS5Z7LN,92H5T8R,1. Slow,5000
65R4AYK,1QC7KGL,1. Slow,5000
6FXUVCE,NB7FA34,1. Slow,5000
X881SOK,3ZXQDP9,1. Slow,5000
AFSDG0I,9HWFM0Z,1. Slow,5000
NHFJCKM,3PLMW9K,1. Slow,5000
1KIV2SO,RZ4JXKS,1. Slow,5000
IVPPHHZ,XI2DQLL,1. Slow,5000
R6VYI3N,GI73PB0,1. Slow,5000
WBDZDAZ,FQKM5TD,1. Slow,5000
5Z7CGOZ,ZW5DKN1,1. Slow,5000
9YKXJYU,5I14OR5,1. Slow,5000
74PQ5YN,CF2EO57,1. Slow,5000
1QKRJ8V,3RQ4L4I,1. Slow,5000
0B3RQ2V,MCS8JF7,1. Slow,5000
5CIV2GS,UL38WF0,1. Slow,5000
29Z4QTD,6M7PQZ1,1. Slow,5000
4WXOZA8,C4R08LD,1. Slow,5000
3GSF4P1,9JVRN1C,1. Slow,5000
TKDQXIA,9C7ZXGB,1. Slow,5000
JHOQTZL,PT3UL6O,1. Slow,5000
K7J2E4L,U0TSKIQ,1. Slow,5000
19RL2YH,CL159S2,1. Slow,5000
4ZXD543,67NC3FA,1. Slow,5000
YJULLY5,KDTV4GO,1. Slow,5000
IZCL2EO,JRN7KLY,1. Slow,5000
4ERRAOL,A3ZPISZ,1. Slow,5000
36OSLW1,8ZK9W2J,1. Slow,5000
CBZP62U,D6GCA89,1. Slow,5000
TENP6HK,AK4HW7N,1. Slow,5000
KIS750H,9V6RA0U,1. Slow,5000
1BP8KOH,3ZLKX4Z,1. Slow,5000
K7NOD8U,YM2HE59,1. Slow,5000
Z3O0X1Q,U5QCPGB,1. Slow,5000
1KH09Y3,EKTY8U5,1. Slow,5000
NL2KUVI,6CRVAE2,1. Slow,5000
IRGEKXD,T63MZKV,1. Slow,5000
E7WO2OS,7GG76IB,1. Slow,5000
D90WBXG,26OXR3V,1. Slow,5000
62SDPD0,CL3E8XA,1. Slow,5000
8WBD4CG,IA1BTUK,1. Slow,5000
IZ1FK90,X1DCBPV,1. Slow,5000
D7BLK1C,46Z6HA4,1. Slow,5000
J1RHZ4M,B3V7YJV,1. Slow,5000
2XLZ9OM,9VSZAJQ,1. Slow,5000
ZODME0B,N6UEWO3,1. Slow,5000
UCPVQ7L,D8LOYKN,1. Slow,5000
783LB16,2THIKFK,1. Slow,5000
AZXTXKY,DLPQESP,1. Slow,5000
CAO23UZ,99KX1H9,1. Slow,5000
5VLI3XL,JLZZW5C,1. Slow,5000
8L91SKI,BNR7HHC,1. Slow,5000
3C56FYI,E9R1X22,1. Slow,5000
0ONCQT9,LSWO85T,1. Slow,5000
39SSVE1,1M0J85A,1. Slow,5000
7U4EY25,4RHQT8E,1. Slow,5000
KLRYSGI,M8GOXBL,1. Slow,5000
3C8KYDE,AOUVUBX,1. Slow,5000
B2SX4LC,61SM4OJ,1. Slow,5000
9V6F0CI,KPG1JIR,1. Slow,5000
3WSHUGK,WRPG6XC,1. Slow,5000
UHON71A,UDTL90E,1. Slow,5000
3MFP8QJ,GQ0RIP7,1. Slow,5000
HO3IJTG,FAQY8IU,1. Slow,5000
E2SXAGN,2GY9L92,1. Slow,5000
35IH4Q2,1OOB610,1. Slow,5000
F57EQK5,7F1HG0Y,1. Slow,5000
JMBM9RN,JEUZRCY,1. Slow,5000
E6G98KO,H1Z9B4T,1. Slow,5000
GM8IMMD,A2F52WD,1. Slow,5000
OCQXPL0,WJH98DZ,1. Slow,5000
2SLX8WZ,9SYAA13,1. Slow,5000
QXZKILU,XBR6NMM,1. Slow,5000
0WTZY7U,ZAKVF46,1. Slow,5000
EIFPB0F,8FN1AG2,1. Slow,5000
I9BTZP7,881WTAS,1. Slow,5000
7263U15,9WO63RC,1. Slow,5000
GI4DNWJ,FH9Q1VM,1. Slow,5000
DADY63B,78DE2AU,1. Slow,5000
F5P9C8W,A8POLWG,1. Slow,5000
SP5W3AZ,MLQTARE,1. Slow,5000
VFMWHI9,5XV6CKQ,1. Slow,5000
2KJTXRN,8BLKXCY,1. Slow,5000
LEZKIOX,NL2KEC1,1. Slow,5000
D4FG11B,BH0KU1P,1. Slow,5000
MIN0FGA,QWU19YV,1. Slow,5000
BYFNZ3B,KZSQS1X,1. Slow,5000
6PZYS7E,1NXYJV6,1. Slow,5000
VK0DINM,1UW0AEX,1. Slow,5000
94KHNT2,5R4AOOL,1. Slow,5000
7XMCCLZ,D35QBNC,1. Slow,5000
6R1CY77,2HQKK3W,1. Slow,5000
4UDYBVX,D75B77R,1. Slow,5000
HCDT74L,CA4PF3R,1. Slow,5000
72ILO5H,GPBT28R,1. Slow,5000
Q4ID3EG,8EFZ1DS,1. Slow,5000
BLCQJIL,3IO5LUR,1. Slow,5000
S1ANOVJ,JY1XPNH,1. Slow,5000
TGESVKA,GTNFVFC,1. Slow,5000
8D7R828,DIB6SAN,1. Slow,5000
B8KEECR,CGZ332M,1. Slow,5000
E52QW1A,5NPSHEK,1. Slow,5000
F508ZZ1,CODXC81,1. Slow,5000
6226Z5P,AC27UHL,1. Slow,5000
ADA1R28,8GC3FG4,1. Slow,5000
FABIBMG,5HOOYRK,1. Slow,5000
843WKUE,3DWAPQA,1. Slow,5000
4HJF1MV,6CP0O4W,1. Slow,5000
C9DXFLB,39MB6PO,1. Slow,5000
ZDZIQ5M,8SYCJTO,1. Slow,5000
91H16C0,D34FGAU,1. Slow,5000
91I4IHH,20Y1W42,1. Slow,5000
WYCPBXT,ZAW1DZE,1. Slow,5000
1GH7ZWF,C1R7B37,1. Slow,5000
4JEBOAA,4BG165D,1. Slow,5000
DPA4L6D,BJD7E1Q,1. Slow,5000
6V5M5KN,44KUA0G,1. Slow,5000
CSLDRH4,8IA1WBE,1. Slow,5000
BDTO7IC,LY2ZXMU,1. Slow,5000
TOLPEZR,L2IAKMK,1. Slow,5000
VAZRY12,4XS956F,1. Slow,5000
JKJGBFE,92CYDQD,1. Slow,5000
SJGO5QP,B4NVRWY,1. Slow,5000
74YM5BC,4IC7LJG,1. Slow,5000
HWPG7ZX,74D31TO,1. Slow,5000
9SEWJSC,B8IX1UM,1. Slow,5000
L603UT2,549UKTX,1. Slow,5000
0BCR139,XPY9873,1. Slow,5000
56V1GJM,A6HYFKL,1. Slow,5000
7MECBEG,8ZQL89J,1. Slow,5000
3VTMZF1,4EQF92Z,1. Slow,5000
A11XT54,3QSV1CX,1. Slow,5000
QIV7ABP,89OJ4ZP,1. Slow,5000
64E1TWB,EW3W6OV,1. Slow,5000
3HN210O,1AEA5P8,1. Slow,5000
F8NZHTM,4HFWEBG,1. Slow,5000
LGEBVQY,AWLKM3U,1. Slow,5000
1RM29QJ,9LOGDUB,1. Slow,5000
A4NI7HA,68GH249,1. Slow,5000
0L1G629,75O03XW,1. Slow,5000
JYL8IFA,K8TZ6CN,1. Slow,5000
22FE5HX,FARIZGZ,1. Slow,5000
4BK0J3W,RMN2ZH1,1. Slow,5000
HQJAQO1,EDP12WT,1. Slow,5000
7KVLG0Y,HPOF1Z6,1. Slow,5000
UD8GLIV,EY63REB,1. Slow,5000
V4NAE5L,C9UKX2T,1. Slow,5000
1YHX2OB,2LJLF1M,1. Slow,5000
3JD3X5V,R7XRE7X,1. Slow,5000
80GMK96,41I27X1,1. Slow,5000
3G8HINQ,YJG2W43,1. Slow,5000
BLI4PV9,54YEJV9,1. Slow,5000
3PWI2B8,D83J77S,1. Slow,5000
AT769TM,2VVBDHV,1. Slow,5000
DKEFO7G,8RV2N0C,1. Slow,5000
9YBDKGV,EHNZFBM,1. Slow,5000
VZ1YMA9,KL3MSYA,1. Slow,5000
8A0EKON,QLUON81,1. Slow,5000
YH296BM,7DGYEJ9,1. Slow,5000
53YUW0E,AJLD0EM,1. Slow,5000
EVBBFOU,4FMO5IS,1. Slow,5000
AYTN89N,7YRKYRN,1. Slow,5000
4QPARCK,WFZMQMV,1. Slow,5000
M6TM4NI,GKUOWZV,1. Slow,5000
OD3HIOG,LKZOGVG,1. Slow,5000
1IPRI8J,E6WA91H,1. Slow,5000
9772PU2,2EEZ7V3,1. Slow,5000
IQOHMRD,49ORNNG,1. Slow,5000
IED5L9G,K3DTVI2,1. Slow,5000
S31MZPU,ZR1X9D5,1. Slow,5000
SWKA8G6,6LUVPCI,1. Slow,5000
1HWYJR6,7Y6TL2M,1. Slow,5000
DAYPMEX,PCI5YXL,1. Slow,5000
DQ36VTN,4UG08EB,1. Slow,5000
R60LFIC,F2UYZMK,1. Slow,5000
TICNBVE,9ULKFAY,1. Slow,5000
1MEALHI,7RS0FKY,1. Slow,5000
CU1KJED,JJVYCJU,1. Slow,5000
LS4GIY6,19XQE8K,1. Slow,5000
8U6V9XI,A8D5RJR,1. Slow,5000
ZPXIJTC,Z3Y6KWP,1. Slow,5000
ABQ9SIM,1DJCUOL,1. Slow,5000
1FPA6S5,5HC7FRG,1. Slow,5000
L1B94TX,69HESLF,1. Slow,5000
EVW46EX,3Y0V2D3,1. Slow,5000
XTEC148,J3NDFPK,1. Slow,5000
7HLTAPF,1YINNEO,1. Slow,5000
EWY62ZS,PE06Z8K,1. Slow,5000
74ZMI3Q,8O7XB28,1. Slow,5000
24LDHYC,42N100W,1. Slow,5000
BEPM98S,AO1G02S,1. Slow,5000
F0TIM0Y,E7TGBXQ,1. Slow,5000
KP801OY,PZK6L4H,1. Slow,5000
CZY76VS,77PYQDP,1. Slow,5000
3YTN2C4,30A0Z22,1. Slow,5000
WWSQ5UI,A95A9RO,1. Slow,5000
HMQTJBI,HM8VSLW,1. Slow,5000
7YRHST8,F7VA0T5,1. Slow,5000
CE0K2VD,CXS4DJA,1. Slow,5000
HKTYOM9,H3V7L5J,1. Slow,5000
X0NLKZS,537XGWT,1. Slow,5000
3KBTM34,BRLFSS2,1. Slow,5000
5GJSER9,BBYR69N,1. Slow,5000
VCN264I,6JRTUAZ,1. Slow,5000
RYI0WLA,LG7CRFB,1. Slow,5000
K0LZ9GO,LR75A9B,1. Slow,5000
MSPTJIP,TQMYX98,1. Slow,5000
VU3DEAR,YV7H8GP,1. Slow,5000
4ZHMTDM,B2SXPBL,1. Slow,5000
AEFPTT8,AGRB0LT,1. Slow,5000
7PGZBIE,AH64COM,1. Slow,5000
JCLNIQW,9BPA6ZN,1. Slow,5000
E7PRJ5B,5Q0M5X1,1. Slow,5000
ANIVKQH,6YDOQJU,1. Slow,5000
5CVKJY1,ENQ5LV0,1. Slow,5000
MDX6PUA,C5EXNBI,1. Slow,5000
0W9DS1E,2KOECP3,1. Slow,5000
6ACT9JX,5Y2NP7F,1. Slow,5000
DHEIP3W,DEI0PW5,1. Slow,5000
9OWKDHI,P4QNORP,1. Slow,5000
ZO4YPMA,JN87WZX,1. Slow,5000
UONKV8M,C5QS3A9,1. Slow,5000
ABU1H4X,7AS64B3,1. Slow,5000
9YBQC61,QYB6ZZF,1. Slow,5000
13UUBDL,5PKT4P1,1. Slow,5000
HRRH2NJ,OA5C5BX,1. Slow,5000
XHZQD2V,FH6NC2A,1. Slow,5000
0F6R8BH,X39DQ08,1. Slow,5000
E8BP165,TS9I3NX,1. Slow,5000
ZWNB8YC,I0NT5DS,1. Slow,5000
VYSEZ2B,K3X4R9D,1. Slow,5000
EV48NDV,9KHRZKN,1. Slow,5000
3ILQX1P,2HKUFQD,1. Slow,5000
2DQSEYE,CA0YW1R,1. Slow,5000
Y0QPK4C,MLT2AGO,1. Slow,5000
2PN1PN1,9ICLV1A,1. Slow,5000
0VOJN1M,DX1N5IJ,1. Slow,5000
9DQEKDZ,1DWCSUS,1. Slow,5000
6XM4P8D,88IF16K,1. Slow,5000
0A5PE1F,0OELR91,1. Slow,5000
937ONO6,DY5V405,1. Slow,5000
DE77K9I,1XQX7GJ,1. Slow,5000
LX4BZRW,2WAF7OL,1. Slow,5000
8MC4153,3ELZ80Y,1. Slow,5000
Y7X78XJ,QZ5959F,1. Slow,5000
1VKQ5XN,S361P8H,1. Slow,5000
CB8US47,82OUT51,1. Slow,5000
KVDJWCF,KOLD67D,1. Slow,5000
6548JTF,6SLBYTX,1. Slow,5000
Y8BOZCI,FT8ICL1,1. Slow,5000
8PLJL60,A5S4V3O,1. Slow,5000
R7BSXD0,QC3JA71,1. Slow,5000
87XNKEX,3O2VL9U,1. Slow,5000
BHZH5IL,4TL6F3H,1. Slow,5000
TCRRYYR,SU26JVB,1. Slow,5000
5ZOJCLT,T3KZLSH,1. Slow,5000
L9YX5T2,37FM0V5,1. Slow,5000
462ZQUA,D6KLTPO,1. Slow,5000
8CAIFKW,QWL9V5Z,1. Slow,5000
9E9MCQA,6PYH9R7,1. Slow,5000
DGI191H,C7HGZFT,1. Slow,5000
4RYDT7C,0UZBQKY,1. Slow,5000
8KQFGN2,AYYFVMQ,1. Slow,5000
TOZYWZG,Z8ZB15F,1. Slow,5000
JWYE7M5,OCEV49A,1. Slow,5000
BA4LKKS,7CEJVXW,1. Slow,5000
9CBP16Z,6APLOIP,1. Slow,5000
9HVYAA0,8FD6C3Z,1. Slow,5000
NWFHL8U,JYGVFWX,1. Slow,5000
T5VLU2H,53EJOSX,1. Slow,5000
8C2DGKN,H5LMXWZ,1. Slow,5000
ZFOUBP4,4YOD26A,1. Slow,5000
4O1C79L,7DE92GG,1. Slow,5000
FZTCP62,BYMIQHN,1. Slow,5000
1WCTASP,6G9A48C,1. Slow,5000
OBSG8VJ,RNMFQ3E,1. Slow,5000
EJOUT04,30KB8W1,1. Slow,5000
YPT4BH6,DQ5FXJ3,1. Slow,5000
BDRPCGX,CF11QWM,1. Slow,5000
BW8OE09,D8EJ45G,1. Slow,5000
4FQRM2E,2Y4K7M9,1. Slow,5000
4SDQJQ9,6M7V0LB,1. Slow,5000
BOUAWHZ,A20X7WK,1. Slow,5000
WD86L0K,2KINLRP,1. Slow,5000
9JPEK8P,CWSV936,1. Slow,5000
B8LVO5H,OIUMX4L,1. Slow,5000
9XIW0N4,NVZQAWD,1. Slow,5000
EC62U2J,A6C33RY,1. Slow,5000
67Z2M2A,3XYW2XI,1. Slow,5000
BT05GW4,SCP7G2Y,1. Slow,5000
FIJ92QT,HPE0MYJ,1. Slow,5000
QLURXU4,PUQZBUC,1. Slow,5000
5OYPE75,94678LR,1. Slow,5000
TWSO9E1,6VBA25G,1. Slow,5000
T7Y0XQL,M2PHWDG,1. Slow,5000
U12LXH5,DK8J9FO,1. Slow,5000
G53YEHT,7M9EY1F,1. Slow,5000
Y5E0QBU,6G3EKOW,1. Slow,5000
J5DXPP2,CF3F23B,1. Slow,5000
A9YX6D9,HH2UQ36,1. Slow,5000
DNQC546,78TJWEO,1. Slow,5000
7IIASEK,93W1NC6,1. Slow,5000
JKOOJRU,CHGFQZY,1. Slow,5000
YQ44BSP,AEXRFNL,1. Slow,5000
TYDR6ZS,ZWD25V8,1. Slow,5000
JY3WX8F,23W0GAX,1. Slow,5000
5YZOO9Q,JUNEN2B,1. Slow,5000
1JWHZS1,C86GX3C,1. Slow,5000
S9XQK3E,7OORB9W,1. Slow,5000
6Q11BRG,9VTV1LM,1. Slow,5000
A1LS1R7,DN1HKZT,1. Slow,5000
CI6SKX6,EPE4LY3,1. Slow,5000
9X4KM07,CRKFAXS,1. Slow,5000
SZL81CR,476FRPL,1. Slow,5000
9NBZFS6,4VGPW3A,1. Slow,5000
FXVHIEZ,13IVEA4,1. Slow,5000
3231YB9,43B7P79,1. Slow,5000
WTO3G5Z,WHNCOT2,1. Slow,5000
46532MH,B41YS6V,1. Slow,5000
EAYN4O0,D3BT1XG,1. Slow,5000
3YGVIS7,DXC1YLN,1. Slow,5000
CPP8ZTM,KK5QY5N,1. Slow,5000
WBSVNXI,ZDIKJP0,1. Slow,5000
DMCR0EP,YKAGDWO,1. Slow,5000
5I6NFPL,6CZXE4Z,1. Slow,5000
LEM4IF8,7WRLANM,1. Slow,5000
PLLG2MG,ZT7XU3U,1. Slow,5000
FBR87N4,DY8HSVX,1. Slow,5000
V91OY6U,BIV364N,1. Slow,5000
8JWIFCJ,A9TH2FC,1. Slow,5000
9KGCWZ6,65RO2IG,1. Slow,5000
3PJ76FH,H9KQXW2,1. Slow,5000
CDSAR4Z,2QNPCDJ,1. Slow,5000
2KMA15Q,81EGRWY,1. Slow,5000
6RY3KRV,24KV95R,1. Slow,5000
35YGBWD,DOKF11I,1. Slow,5000
APLCZTR,ZAWVLST,1. Slow,5000
6N45FUY,1607KSW,1. Slow,5000
NO8EJI4,8S36Q3W,1. Slow,5000
3X9870X,ETH2H51,1. Slow,5000
7IYPF10,C2JFKIX,1. Slow,5000
SZAEC3U,KAY1MTB,1. Slow,5000
CHM05J4,W8AYZMD,1. Slow,5000
4VZ91JF,AWIBPC4,1. Slow,5000
VQ3TBX5,6ZQLCTB,1. Slow,5000
LSUOCE1,F9NMDIR,1. Slow,5000
ADXOPK7,96A8SRT,1. Slow,5000
71XIKV2,FZ408OB,1. Slow,5000
8FCW8TI,91CX8ZK,1. Slow,5000
97PCDY5,C5472SM,1. Slow,5000
RSOOIXU,FRBVJXQ,1. Slow,5000
18BIYNM,HLJONGT,1. Slow,5000
5NY8XCA,AHTUO9I,1. Slow,5000
WP1YPGT,GF1QE09,1. Slow,5000
BSKX5ZR,3E1IZ1S,1. Slow,5000
1M6PSLB,5YIER3G,1. Slow,5000
LWKCNU3,4U638RJ,1. Slow,5000
VWIEH4F,6ELXFA9,1. Slow,5000
V7HW95T,D4Q6PUB,1. Slow,5000
ECPJX6O,8KI6MOU,1. Slow,5000
DYQVEP5,KH6AOPR,1. Slow,5000
SG654P6,7P3K76C,1. Slow,5000
CANVTG7,7RWVH0P,1. Slow,5000
V1X0RJF,XJO17EY,1. Slow,5000
4KDJ8R6,PJRYTNS,1. Slow,5000
B6H65US,2BLA2RX,1. Slow,5000
7CN5YI3,DO1VL3B,1. Slow,5000
AL4YDRB,F271IBW,1. Slow,5000
9DCVKHB,NXTGB0K,1. Slow,5000
DQ4OVEB,3W7OM3Y,1. Slow,5000
5YNLH82,2Q83OBE,1. Slow,5000
D0888J0,AC2GOSN,1. Slow,5000
XA2UC1P,RKIGPF6,1. Slow,5000
D7KKRRA,8KPZUSU,1. Slow,5000
70G1BAO,ITEOGQN,1. Slow,5000
J95IEIO,PY2AMW2,1. Slow,5000
92S8DPQ,HMEAFOY,1. Slow,5000
4133RVJ,D658IB1,1. Slow,5000
EBC8PDY,1LN23ME,1. Slow,5000
9NUO1BI,A4R3V5L,1. Slow,5000
V9GNVD6,5HOZTIG,1. Slow,5000
23C5ETM,GVYBK8Q,1. Slow,5000
C7MNU2V,A9KNR3W,1. Slow,5000
C559NVQ,ADGM77X,1. Slow,5000
C8ROD5U,7FUJLQP,1. Slow,5000
C20P7I8,20UQU35,1. Slow,5000
1LY4HPZ,OSRI4RU,1. Slow,5000
U5EGX4Q,KY0NPAE,1. Slow,5000
5CGSAD9,FSDICJ9,1. Slow,5000
NDJISNM,LMZQM3R,1. Slow,5000
ELFDIRW,8R8R6G6,1. Slow,5000
HS8A8HR,ZLH7ZKJ,1. Slow,5000
NZBX6LR,BMCLWXJ,1. Slow,5000
JH0HB6H,W6GJHUB,1. Slow,5000
GRC9W0A,TDBIFWZ,1. Slow,5000
U5JT361,7IP3WVX,1. Slow,5000
2BFI226,5XBWCTT,1. Slow,5000
2ZZIY71,EJPA5L3,1. Slow,5000
3XS92KI,F049U4N,1. Slow,5000
DAQGZU8,VWADEPG,1. Slow,5000
1PXY7FP,9RS3QNW,1. Slow,5000
YNL0Z1O,7QWCXZA,1. Slow,5000
0HFUNRE,71C3ZN9,1. Slow,5000
5DMG32Z,EBG3G0H,1. Slow,5000
EDFCNEK,AJMUTWC,1. Slow,5000
EDLIL3N,F2H34XF,1. Slow,5000
53J5DFT,G8ODBCV,1. Slow,5000
MMSLMIV,VA77BEW,1. Slow,5000
9AIN6PM,NHZMHSF,1. Slow,5000
4VRBEM8,51HNQDI,1. Slow,5000
5OOQGX0,4F05A2Q,1. Slow,5000
4TNMAEZ,1O6HOHT,1. Slow,5000
EHJKX5L,9OHL9W6,1. Slow,5000
HIE4Y51,ROSTXCL,1. Slow,5000
8ONYIM2,8613BCU,1. Slow,5000
CYX4725,EDC36PW,1. Slow,5000
5GO73H9,E1GK7RI,1. Slow,5000
DH4DNK6,1PAHHGM,1. Slow,5000
S2QA0DM,ZXFYP20,1. Slow,5000
5KH87WY,BQHN5W2,1. Slow,5000
TK69VRO,3ZTNXAI,1. Slow,5000
WXFQH3M,I265S7X,1. Slow,5000
D09O7V7,AGDJCP0,1. Slow,5000
DONTKHZ,OT2RBLS,1. Slow,5000
KNKCXYK,4CV2APS,1. Slow,5000
RIGSA17,GW01X82,1. Slow,5000
BDFFG0T,DRIDO1V,1. Slow,5000
LO43CD0,ETGOUOH,1. Slow,5000
MMSBLVU,METX5IX,1. Slow,5000
9VX5SSS,CDZJB8F,1. Slow,5000
EUPCYJY,CKIFEEP,1. Slow,5000
OKUMS4Y,2HUWINX,1. Slow,5000
N8RLBAC,RE2X7MT,1. Slow,5000
PMVN2JU,94PM75E,1. Slow,5000
ZZ9QPLW,4UMIBU7,1. Slow,5000
PF5DX42,AR8MWIY,1. Slow,5000
WSOST2O,EK4VXM1,1. Slow,5000
N1ZZY84,UK4ARVE,1. Slow,5000
4FPPP97,BGLIMFM,1. Slow,5000
