lsoa_code,xj_A_p2000,sj_A_p2000,xj_B_p2000,sj_B_p2000,xj_C_p2000,sj_C_p2000,xj_D_p2000,sj_D_p2000,xj_A_p5000,sj_A_p5000,xj_B_p5000,sj_B_p5000,xj_C_p5000,sj_C_p5000,xj_D_p5000,sj_D_p5000,xj_A_p8000,sj_A_p8000,xj_B_p8000,sj_B_p8000,xj_C_p8000,sj_C_p8000,xj_D_p8000,sj_D_p8000
E01002192,0,103.40942,0,104.47453,8,1.2639354,0,108.735,0,103.40942,7,12.301305,0,106.60477,0,108.735,0,103.40942,7,12.301305,0,106.60477,0,108.735
E01002193,0,101.77597,0,103.75043,8,2.3585046,0,111.64824,0,101.77597,7,11.577201,0,107.69934,0,111.64824,0,101.77597,7,11.577201,0,107.69934,0,111.64824
E01002194,0,115.3461,0,116.14199,8,12.392937,0,119.32554,0,115.3461,8,10.801161,0,117.73377,0,119.32554,0,115.3461,8,10.801161,0,117.73377,0,119.32554
E01002195,0,100.01688,0,101.34711,0,104.00756,0,106.66801,0,100.01688,0,101.34711,0,104.00756,0,106.66801,0,100.01688,7,9.1738805,0,104.00756,0,106.66801
E01002196,0,114.08961,0,115.16205,8,11.966106,0,119.45182,0,114.08961,0,115.16205,0,117.30694,0,119.45182,0,114.08961,8,9.8212216,0,117.30694,0,119.45182
E01002197,0,79.912987,0,81.527229,0,84.755714,0,87.984199,0,79.912987,0,81.527229,0,84.755714,0,87.984199,0,79.912987,6,2.521606,0,84.755714,0,87.984199
E01002198,0,82.677273,0,84.678063,0,88.679643,0,92.681223,6,3.6716494,0,84.678063,0,88.679643,0,92.681223,0,82.677273,0,84.678063,0,88.679643,0,92.681223
E01002199,0,82.802922,0,85.179366,0,89.932254,0,94.685141,0,82.802922,0,85.179366,0,89.932254,0,94.685141,0,82.802922,0,85.179366,0,89.932254,0,94.685141
E01002200,0,95.367857,0,97.017721,0,100.31745,0,103.61718,0,95.367857,0,97.017721,0,100.31745,0,103.61718,0,95.367857,0,97.017721,0,100.31745,0,103.61718
E01002201,0,92.980519,0,94.942408,0,98.866186,0,102.78996,0,92.980519,0,94.942408,0,98.866186,0,102.78996,0,92.980519,0,94.942408,0,98.866186,0,102.78996
E01002202,0,77.902597,0,81.010911,0,87.227538,0,93.444166,0,77.902597,0,81.010911,0,87.227538,0,93.444166,0,77.902597,0,81.010911,0,87.227538,0,93.444166
E01002203,0,89.336688,0,92.088258,0,97.591398,0,103.09454,0,89.336688,0,92.088258,0,97.591398,0,103.09454,6,10.331065,0,92.088258,7,5.4181711,0,103.09454
E01002204,0,72.122727,0,74.610961,0,79.58743,0,84.563898,5,6.2847078,0,74.610961,6,0.58180624,0,84.563898,5,6.2847078,5,8.7729419,0,79.58743,6,5.5582744
E01002206,0,45.436535,0,47.453321,0,51.486893,0,55.520465,0,45.436535,0,47.453321,3,11.984082,0,55.520465,3,5.9337238,3,7.9505098,3,11.984082,4,2.8500499
E01002207,7,0.68164293,0,94.981247,0,99.234,0,103.48675,7,0.68164293,7,2.8080195,7,7.0607725,7,11.313526,7,0.68164293,7,2.8080195,7,7.0607725,7,11.313526
E01002208,0,83.054221,0,83.677127,0,84.922941,0,86.168754,0,83.054221,6,4.6715041,0,84.922941,0,86.168754,0,83.054221,6,4.6715041,0,84.922941,0,86.168754
E01002209,0,88.080195,6,10.554319,0,92.519437,0,95.478931,0,88.080195,0,89.559942,0,92.519437,7,3.305704,6,9.0745715,6,10.554319,7,0.34620943,7,3.305704
E01002210,0,86.698052,0,88.657428,0,92.57618,0,96.494932,0,86.698052,0,88.657428,0,92.57618,0,96.494932,6,7.6924286,6,9.6518046,0,92.57618,0,96.494932
E01002211,0,67.599351,0,70.012647,0,74.839241,0,79.665835,0,67.599351,0,70.012647,5,9.0012217,0,79.665835,5,1.7613312,5,4.174628,0,74.839241,0,79.665835
E01002212,0,79.661688,0,82.967648,0,89.579569,0,96.191489,0,79.661688,0,82.967648,6,10.573945,0,96.191489,6,0.656065,6,3.9620251,6,10.573945,0,96.191489
E01002214,6,13.095351,0,95.315298,0,101.74395,0,108.17259,6,13.095351,7,3.1420708,7,9.5707188,8,2.8317629,6,13.095351,7,3.1420708,7,9.5707188,8,2.8317629
E01002215,0,71.745779,0,74.974339,0,81.431459,0,87.88858,0,71.745779,0,74.974339,6,2.4258361,0,87.88858,5,5.9077598,5,9.1363199,6,2.4258361,6,8.8829562
E01002216,0,88.205844,0,90.816737,0,96.038523,0,101.26031,0,88.205844,0,90.816737,7,3.8652959,0,101.26031,6,9.2002208,6,11.811114,7,3.8652959,0,101.26031
E01002217,0,76.358946,0,79.707239,0,86.403825,0,93.100411,5,10.520926,6,0.70161548,6,7.3982014,7,0.92718343,5,10.520926,6,0.70161548,0,86.403825,0,93.100411
E01002218,0,85.441558,0,88.090247,0,93.387623,0,98.685,0,85.441558,0,88.090247,0,93.387623,7,6.5117728,6,6.4359351,6,9.0846234,7,1.2143962,7,6.5117728
E01002219,0,64.081169,0,66.522661,0,71.405646,0,76.288631,0,64.081169,0,66.522661,0,71.405646,5,10.450612,4,11.410753,5,0.68464194,0,71.405646,5,10.450612
E01002220,0,84.059416,0,86.438297,0,91.19606,0,95.953823,6,5.0537923,0,86.438297,6,12.190437,0,95.953823,6,5.0537923,6,7.4326737,6,12.190437,7,3.7805957
E01002221,0,67.222403,0,69.386964,0,73.716087,0,78.045209,5,1.3843832,0,69.386964,5,7.8780673,0,78.045209,5,1.3843832,5,3.5489445,5,7.8780673,5,12.20719
E01002222,0,73.781747,0,75.946786,0,80.276863,0,84.606941,0,73.781747,0,75.946786,6,1.2712399,0,84.606941,5,7.9437273,5,10.108766,6,1.2712399,0,84.606941
E01002223,0,102.40422,0,105.22034,0,110.85257,0,116.4848,7,10.230994,0,105.22034,8,5.5117379,8,11.14397,7,10.230994,7,13.04711,8,5.5117379,8,11.14397
E01002224,0,81.672078,0,84.587771,0,90.419157,0,96.250544,6,2.6664546,6,5.5821478,6,11.413534,7,4.0773166,6,2.6664546,6,5.5821478,6,11.413534,7,4.0773166
E01002225,0,133.56526,0,134.75399,0,137.13145,0,139.50891,10,1.8892209,0,134.75399,0,137.13145,0,139.50891,10,1.8892209,10,3.0779517,10,5.4554133,0,139.50891
E01002226,0,144.24545,0,147.49098,0,153.98202,0,160.47307,0,144.24545,0,147.49098,0,153.98202,0,160.47307,10,12.569416,11,2.6473345,11,9.13838,0,160.47307
E01002227,0,93.985714,0,97.472584,0,104.44632,0,111.42006,0,93.985714,0,97.472584,0,104.44632,0,111.42006,7,1.8124871,7,5.2993571,0,104.44632,0,111.42006
E01002228,0,140.60162,0,143.77922,0,150.13441,0,156.48961,10,8.9255845,0,143.77922,0,150.13441,0,156.48961,10,8.9255845,10,12.103181,11,5.2907707,0,156.48961
E01002229,0,106.425,0,109.3304,0,115.14121,0,120.95201,8,1.0841689,0,109.3304,0,115.14121,0,120.95201,8,1.0841689,8,3.9895714,8,9.8003764,0,120.95201
E01002230,0,121.50292,0,123.49557,0,127.48087,0,131.46616,9,2.9944871,0,123.49557,0,127.48087,0,131.46616,9,2.9944871,9,4.987135,9,8.9724309,0,131.46616
E01002231,0,102.40422,0,105.85524,0,112.75729,0,119.65933,7,10.230994,0,105.85524,0,112.75729,0,119.65933,7,10.230994,8,0.51441194,8,7.4164564,0,119.65933
E01002232,0,97.001299,0,100.07624,0,106.22612,0,112.376,7,4.8280715,7,7.9030127,8,0.88529113,8,7.0351735,7,4.8280715,7,7.9030127,8,0.88529113,8,7.0351735
E01002233,0,81.923377,0,85.364158,0,92.245722,0,99.127286,0,81.923377,0,85.364158,0,92.245722,0,99.127286,0,81.923377,0,85.364158,7,0.072494883,0,99.127286
E01002234,0,79.787338,0,82.436277,0,87.734156,0,93.032036,6,0.78171435,6,3.430654,6,8.7285332,7,0.85880852,6,0.78171435,6,3.430654,6,8.7285332,7,0.85880852
E01002235,0,73.881818,0,77.376428,0,84.365648,0,91.354868,5,8.0437988,0,77.376428,0,84.365648,0,91.354868,5,8.0437988,5,11.538409,6,5.3600249,0,91.354868
E01002236,0,79.28474,0,82.313417,0,88.370771,0,94.428126,6,0.27911695,6,3.307794,6,9.3651482,7,2.2548985,6,0.27911695,6,3.307794,6,9.3651482,7,2.2548985
E01002237,0,54.163436,0,58.364309,0,66.766054,0,75.167799,0,54.163436,0,58.364309,0,66.766054,0,75.167799,4,1.4930204,4,5.6938931,5,0.9280346,5,9.32978
E01002238,0,59.526418,0,61.209306,0,64.575081,0,67.940857,4,6.8560021,4,8.53889,4,11.904666,0,67.940857,4,6.8560021,4,8.53889,4,11.904666,5,2.1028376
E01002239,0,99.388636,0,100.8894,0,103.89094,0,106.89248,7,7.2154092,7,8.7161776,7,11.717714,8,1.5516473,7,7.2154092,7,8.7161776,7,11.717714,8,1.5516473
E01002240,0,31.486337,0,33.295707,0,36.914448,0,40.533188,0,31.486337,0,33.295707,0,36.914448,0,40.533188,2,5.1511295,2,6.9604997,2,10.57924,3,1.0303766
E01002241,0,94.237013,0,97.535308,0,104.1319,0,110.72849,7,2.0637858,7,5.3620812,7,11.958672,8,5.3876592,7,2.0637858,7,5.3620812,7,11.958672,8,5.3876592
E01002242,0,102.52987,0,104.27288,0,107.75889,0,111.24491,7,10.356643,0,104.27288,8,2.4180624,8,5.904078,7,10.356643,7,12.099651,8,2.4180624,8,5.904078
E01002243,0,69.007071,0,72.343363,0,79.015947,6,6.6829072,5,3.169052,0,72.343363,0,79.015947,0,85.688531,5,3.169052,5,6.5053438,0,79.015947,0,85.688531
E01002244,7,2.6920325,7,4.6367704,7,8.526246,7,12.415722,7,2.6920325,7,4.6367704,7,8.526246,0,104.58895,7,2.6920325,7,4.6367704,7,8.526246,0,104.58895
E01002245,0,83.17987,0,85.059735,0,88.819465,0,92.579195,6,4.1742468,6,6.0541119,6,9.813842,0,92.579195,6,4.1742468,6,6.0541119,6,9.813842,7,0.40596826
E01002246,7,10.85924,0,104.95917,8,3.4717579,8,7.3251722,7,10.85924,0,104.95917,8,3.4717579,0,112.666,7,10.85924,7,12.785947,8,3.4717579,8,7.3251722
E01002247,8,4.6023507,8,8.6482598,9,3.5724741,9,11.664292,8,4.6023507,8,8.6482598,9,3.5724741,9,11.664292,8,4.6023507,8,8.6482598,9,3.5724741,9,11.664292
E01002248,0,79.536039,0,82.041424,6,8.0465713,0,92.062965,6,0.53041565,0,82.041424,0,87.052195,0,92.062965,6,0.53041565,6,3.0358009,6,8.0465713,0,92.062965
E01002250,8,1.838065,8,4.4103585,8,9.5549455,9,1.5319287,8,1.838065,8,4.4103585,8,9.5549455,9,1.5319287,8,1.838065,8,4.4103585,8,9.5549455,9,1.5319287
E01002251,0,73.127922,0,75.519205,0,80.301771,0,85.084337,5,7.2899027,0,75.519205,0,80.301771,0,85.084337,5,7.2899027,5,9.6811857,0,80.301771,6,6.078714
E01002252,8,6.3614416,8,7.4337835,8,9.5784671,8,11.723151,8,6.3614416,8,7.4337835,8,9.5784671,8,11.723151,8,6.3614416,8,7.4337835,8,9.5784671,8,11.723151
E01002253,8,10.005273,8,10.235965,8,10.697349,8,11.158734,8,10.005273,8,10.235965,8,10.697349,8,11.158734,8,10.005273,8,10.235965,8,10.697349,8,11.158734
E01002254,8,10.63352,8,11.08582,8,11.990419,8,12.895019,8,10.63352,0,116.42665,8,11.990419,0,118.23585,8,10.63352,8,11.08582,8,11.990419,0,118.23585
E01002255,7,10.98489,0,104.27222,8,1.1596088,8,3.3878241,7,10.98489,0,104.27222,8,1.1596088,8,3.3878241,7,10.98489,7,12.098997,8,1.1596088,8,3.3878241
E01002256,7,10.733591,7,11.659752,8,0.34447119,8,2.1967939,7,10.733591,0,103.83298,8,0.34447119,8,2.1967939,7,10.733591,7,11.659752,8,0.34447119,8,2.1967939
E01002257,9,4.8792274,9,5.2864067,9,6.1007652,9,6.9151238,9,4.8792274,9,5.2864067,9,6.1007652,9,6.9151238,9,4.8792274,9,5.2864067,9,6.1007652,9,6.9151238
E01002258,8,3.974104,8,6.411827,8,11.287273,9,2.9951154,8,3.974104,8,6.411827,8,11.287273,9,2.9951154,8,3.974104,8,6.411827,8,11.287273,9,2.9951154
E01002259,7,6.9641105,7,8.0050525,7,10.086937,7,12.168821,7,6.9641105,7,8.0050525,7,10.086937,7,12.168821,7,6.9641105,7,8.0050525,7,10.086937,7,12.168821
E01002260,7,12.241383,0,106.37761,0,110.30359,0,114.22958,0,104.41461,8,1.036774,8,4.9627633,8,8.8887527,7,12.241383,8,1.036774,8,4.9627633,8,8.8887527
E01002261,6,11.838857,0,92.33433,7,3.1408018,0,98.293728,0,90.844481,7,0.16110281,7,3.1408018,7,6.1205007,6,11.838857,7,0.16110281,7,3.1408018,7,6.1205007
E01002262,8,1.461117,0,108.85255,8,7.6129092,0,117.05494,8,1.461117,8,3.5117144,8,7.6129092,8,11.714104,8,1.461117,8,3.5117144,8,7.6129092,8,11.714104
E01002263,0,104.66591,8,0.44500324,0,108.02568,0,110.26554,0,104.66591,8,0.44500324,8,2.6848537,0,110.26554,0,104.66591,8,0.44500324,8,2.6848537,8,4.9247041
E01002264,6,1.2843118,0,83.44533,0,89.756118,0,96.066907,6,1.2843118,6,4.4397062,6,10.750495,7,3.8936801,6,1.2843118,6,4.4397062,6,10.750495,7,3.8936801
E01002265,0,97.001299,0,98.107114,0,100.31874,0,102.53037,7,4.8280715,7,5.9338863,7,8.1455159,7,10.357146,7,4.8280715,7,5.9338863,7,8.1455159,7,10.357146
E01002266,7,0.053396182,0,93.554687,0,96.210814,0,98.86694,7,0.053396182,7,1.3814596,0,96.210814,7,6.6937131,7,0.053396182,7,1.3814596,7,4.0375863,7,6.6937131
E01002267,7,0.43034423,0,95.344637,0,100.82677,0,106.3089,7,0.43034423,7,3.1714099,7,8.6535414,8,0.96806892,7,0.43034423,7,3.1714099,7,8.6535414,8,0.96806892
E01002268,7,5.0793702,7,6.4895329,7,9.3098582,7,12.130184,7,5.0793702,7,6.4895329,7,9.3098582,7,12.130184,7,5.0793702,7,6.4895329,7,9.3098582,7,12.130184
E01002269,0,131.30357,10,1.0718719,10,3.9605504,0,138.52527,0,131.30357,10,1.0718719,10,3.9605504,10,6.849229,0,131.30357,10,1.0718719,10,3.9605504,10,6.849229
E01002270,10,1.6379222,10,2.8244164,10,5.1974049,0,139.24643,10,1.6379222,10,2.8244164,10,5.1974049,0,139.24643,10,1.6379222,10,2.8244164,10,5.1974049,0,139.24643
E01002271,9,6.0100715,9,6.5081456,9,7.5042936,9,8.5004417,9,6.0100715,9,6.5081456,9,7.5042936,9,8.5004417,9,6.0100715,9,6.5081456,9,7.5042936,9,8.5004417
E01002272,7,1.5611884,7,2.7328686,7,5.076229,7,7.4195894,7,1.5611884,7,2.7328686,7,5.076229,7,7.4195894,7,1.5611884,7,2.7328686,7,5.076229,7,7.4195894
E01002273,7,9.3514481,7,10.133188,7,11.696668,8,0.092544245,7,9.3514481,7,10.133188,7,11.696668,8,0.092544245,7,9.3514481,7,10.133188,7,11.696668,8,0.092544245
E01002274,8,9.7539741,8,10.881903,0,118.47859,0,120.73445,8,9.7539741,0,116.22273,0,118.47859,9,2.2260157,8,9.7539741,8,10.881903,0,118.47859,9,2.2260157
E01002275,7,12.492682,6,26.225482,8,1.0206657,8,2.1510576,0,104.66591,0,105.2311,8,1.0206657,8,2.1510576,7,12.492682,7,13.057878,8,1.0206657,8,2.1510576
E01002276,9,10.910396,10,1.8065436,10,9.9340462,11,4.8939449,9,10.910396,10,1.8065436,10,9.9340462,11,4.8939449,9,10.910396,10,1.8065436,10,9.9340462,11,4.8939449
E01002277,6,11.21061,0,92.868591,7,6.0000784,7,11.304793,6,11.21061,7,0.69536384,7,6.0000784,7,11.304793,6,11.21061,7,0.69536384,7,6.0000784,7,11.304793
E01002278,0,83.305519,6,7.3655393,7,0.32922164,7,6.4605079,6,4.2998962,6,7.3655393,7,0.32922164,7,6.4605079,6,4.2998962,6,7.3655393,7,0.32922164,7,6.4605079
E01002279,7,4.3254741,7,7.0274377,0,104.60459,8,4.6676884,7,4.3254741,7,7.0274377,0,104.60459,8,4.6676884,7,4.3254741,7,7.0274377,7,12.431365,8,4.6676884
E01002280,0,80.541234,0,84.076994,0,91.148514,7,6.0468074,6,1.5356105,6,5.0713706,0,91.148514,7,6.0468074,6,1.5356105,6,5.0713706,0,91.148514,7,6.0468074
E01002281,8,3.974104,8,8.1936605,9,3.4651696,9,11.904283,8,3.974104,8,8.1936605,9,3.4651696,9,11.904283,8,3.974104,8,8.1936605,9,3.4651696,0,130.41272
E01002282,0,79.536039,0,83.242418,0,90.655177,7,5.8947088,6,0.53041565,6,4.2367951,6,11.649554,7,5.8947088,6,0.53041565,6,4.2367951,6,11.649554,7,5.8947088
E01002283,0,80.618441,0,83.24445,0,88.496469,7,1.57526,6,1.6128176,6,4.2388268,6,9.4908453,7,1.57526,6,1.6128176,6,4.2388268,6,9.4908453,7,1.57526
E01002284,0,101.65032,0,104.80148,8,5.7629738,8,12.065294,7,9.4770975,0,104.80148,8,5.7629738,8,12.065294,7,9.4770975,7,12.628258,8,5.7629738,8,12.065294
E01002285,0,93.106169,0,93.776533,0,95.117262,7,4.2847637,7,0.93294164,7,1.6033061,7,2.9440349,7,4.2847637,7,0.93294164,7,1.6033061,7,2.9440349,7,4.2847637
E01002286,8,7.3666365,8,7.8625493,8,8.854375,0,115.18703,8,7.3666365,8,7.8625493,8,8.854375,8,9.8462007,8,7.3666365,8,7.8625493,8,8.854375,8,9.8462007
E01002287,7,5.4563183,7,6.5595321,7,8.7659599,0,103.14561,7,5.4563183,7,6.5595321,7,8.7659599,7,10.972388,7,5.4563183,7,6.5595321,7,8.7659599,7,10.972388
E01002288,8,0.45592217,8,1.6831645,8,4.1376492,0,111.93296,8,0.45592217,8,1.6831645,8,4.1376492,8,6.5921339,8,0.45592217,8,1.6831645,8,4.1376492,8,6.5921339
E01002289,7,8.220604,7,9.3148967,7,11.503482,8,0.52446389,7,8.220604,0,101.48812,7,11.503482,8,0.52446389,7,8.220604,7,9.3148967,7,11.503482,8,0.52446389
E01002290,0,98.63474,0,99.226549,0,100.41017,7,9.4205553,7,6.4615131,7,7.0533215,7,8.2369384,7,9.4205553,7,6.4615131,7,7.0533215,7,8.2369384,7,9.4205553
E01002291,0,98.132143,0,99.49618,7,10.051026,7,12.7791,7,5.9589157,7,7.3229524,7,10.051026,7,12.7791,7,5.9589157,7,7.3229524,7,10.051026,0,104.95233
E01002292,7,8.0949546,7,10.010077,8,0.67271756,8,4.5029621,7,8.0949546,0,102.1833,8,0.67271756,8,4.5029621,7,8.0949546,7,10.010077,8,0.67271756,8,4.5029621
E01002294,8,3.2202079,8,4.6206453,8,7.4215201,8,10.222395,8,3.2202079,8,4.6206453,8,7.4215201,8,10.222395,8,3.2202079,8,4.6206453,8,7.4215201,8,10.222395
E01002295,9,0.4815001,9,2.7066119,9,7.1568355,0,130.11549,9,0.4815001,9,2.7066119,9,7.1568355,9,11.607059,9,0.4815001,9,2.7066119,9,7.1568355,9,11.607059
E01002296,9,1.1097469,9,2.7006687,9,5.8825123,9,9.0643559,9,1.1097469,9,2.7006687,9,5.8825123,9,9.0643559,9,1.1097469,9,2.7006687,9,5.8825123,9,9.0643559
E01002297,6,0.656065,0,82.856122,0,89.244989,7,3.4606296,6,0.656065,6,3.8504987,6,10.239366,7,3.4606296,6,0.656065,6,3.8504987,6,10.239366,7,3.4606296
E01002298,7,11.236188,0,105.07431,8,3.0632593,8,6.3930425,7,11.236188,0,105.07431,8,3.0632593,8,6.3930425,7,11.236188,7,12.90108,8,3.0632593,8,6.3930425
E01002299,0,105.29416,8,2.5330316,8,7.6924452,8,12.851859,0,105.29416,8,2.5330316,8,7.6924452,8,12.851859,7,13.120929,8,2.5330316,8,7.6924452,8,12.851859
E01002300,9,6.7639676,9,8.6931626,9,12.551553,10,3.2423387,9,6.7639676,9,8.6931626,9,12.551553,10,3.2423387,9,6.7639676,9,8.6931626,9,12.551553,10,3.2423387
E01002301,0,115.09481,0,116.93632,0,120.61936,0,124.30239,8,9.7539741,8,11.595491,9,2.1109209,0,124.30239,8,9.7539741,8,11.595491,9,2.1109209,9,5.7939546
E01002302,0,110.32013,0,112.17351,0,115.88026,0,119.58702,8,4.9792988,8,6.832677,8,10.539433,0,119.58702,8,4.9792988,8,6.832677,8,10.539433,9,1.0785858
E01002303,0,113.33571,0,116.70178,0,123.43393,9,11.657633,8,7.9948832,0,116.70178,9,4.9254915,9,11.657633,8,7.9948832,8,11.360954,9,4.9254915,9,11.657633
E01002304,0,105.54545,0,106.97032,0,109.82005,8,7.3289416,8,0.20462347,8,1.6294871,8,4.4792144,8,7.3289416,8,0.20462347,8,1.6294871,8,4.4792144,8,7.3289416
E01002305,0,111.57662,0,113.97552,0,118.77332,0,123.57111,8,6.2357923,8,8.6346897,0,118.77332,0,123.57111,8,6.2357923,8,8.6346897,9,0.26488062,9,5.0626754
E01002306,0,85.818506,0,89.010955,0,95.395852,7,9.6075215,6,6.8128832,6,10.005332,7,3.2226246,7,9.6075215,6,6.8128832,6,10.005332,7,3.2226246,7,9.6075215
E01002307,0,117.85909,0,121.15915,0,127.75925,0,134.35936,0,117.85909,9,2.6507105,9,9.2508196,0,134.35936,4,65.188675,9,2.6507105,9,9.2508196,10,2.6833248
E01002308,0,106.1737,0,109.1041,0,114.96488,0,120.82567,8,0.83287022,8,3.7632644,8,9.6240527,0,120.82567,8,0.83287022,8,3.7632644,8,9.6240527,9,2.3172371
E01002309,0,96.624351,0,99.503756,7,13.08934,8,5.6805478,7,4.4511235,7,7.3305291,0,105.26257,8,5.6805478,7,4.4511235,7,7.3305291,7,13.08934,8,5.6805478
E01002310,0,86.195455,0,89.057144,0,94.780522,7,8.3306728,0,86.195455,0,89.057144,7,2.6072946,7,8.3306728,6,7.1898312,6,10.05152,7,2.6072946,7,8.3306728
E01002311,7,7.7180066,7,10.764689,0,109.03128,8,9.7838158,7,7.7180066,7,10.764689,8,3.6904506,8,9.7838158,7,7.7180066,7,10.764689,8,3.6904506,8,9.7838158
E01002312,7,10.607942,8,0.14348249,8,5.549772,8,10.956061,7,10.607942,8,0.14348249,8,5.549772,8,10.956061,7,10.607942,8,0.14348249,8,5.549772,8,10.956061
E01002313,9,6.2613702,9,9.7549248,10,3.57443,10,10.561539,9,6.2613702,9,9.7549248,10,3.57443,10,10.561539,9,6.2613702,9,9.7549248,10,3.57443,10,10.561539
E01002314,6,6.6872338,0,89.403358,7,4.6511321,0,104.24536,6,6.6872338,0,89.403358,7,4.6511321,7,12.072134,6,6.6872338,6,10.397735,7,4.6511321,7,12.072134
E01002315,0,91.724026,0,94.402368,7,7.5858235,7,12.942507,0,91.724026,7,2.2291403,7,7.5858235,7,12.942507,6,12.718403,7,2.2291403,7,7.5858235,7,12.942507
E01002316,0,80.541234,0,84.334726,0,91.92171,7,7.3354671,6,1.5356105,6,5.3291026,0,91.92171,7,7.3354671,6,1.5356105,6,5.3291026,6,12.916087,7,7.3354671
E01002317,8,7.9948832,8,8.6635639,8,10.000925,0,116.67912,8,7.9948832,0,114.00439,8,10.000925,8,11.338287,8,7.9948832,8,8.6635639,8,10.000925,8,11.338287
E01002318,8,4.7280001,8,5.6635852,8,7.5347553,0,114.74676,8,4.7280001,8,5.6635852,8,7.5347553,8,9.4059254,8,4.7280001,8,5.6635852,8,7.5347553,8,9.4059254
E01002319,7,9.6027468,0,104.73765,0,110.66102,8,11.243547,7,9.6027468,0,104.73765,8,5.3201855,8,11.243547,7,9.6027468,7,12.564428,8,5.3201855,8,11.243547
E01002320,7,10.230994,7,11.459844,8,0.74994165,8,3.2076429,7,10.230994,0,103.63307,8,0.74994165,8,3.2076429,7,10.230994,7,11.459844,8,0.74994165,8,3.2076429
E01002321,9,5.3818248,9,6.6207274,9,9.0985326,9,11.576338,9,5.3818248,9,6.6207274,9,9.0985326,9,11.576338,9,5.3818248,9,6.6207274,9,9.0985326,9,11.576338
E01002322,9,12.16689,10,0.63272738,10,3.8996105,10,7.1664936,9,12.16689,10,0.63272738,10,3.8996105,10,7.1664936,9,12.16689,10,0.63272738,10,3.8996105,10,7.1664936
E01002323,8,1.9637144,8,3.0582207,8,5.2472335,8,7.4362462,8,1.9637144,8,3.0582207,8,5.2472335,8,7.4362462,8,1.9637144,8,3.0582207,8,5.2472335,8,7.4362462
E01002324,7,5.707617,7,7.919724,7,12.343938,8,3.6005485,7,5.707617,7,7.919724,7,12.343938,8,3.6005485,7,5.707617,7,7.919724,7,12.343938,8,3.6005485
E01002325,0,110.82273,0,114.4688,0,121.76093,0,129.05307,8,5.4818962,8,9.1279639,9,3.2524955,0,129.05307,8,5.4818962,8,9.1279639,9,3.2524955,9,10.544631
E01002326,0,98.383442,0,101.06931,0,106.44105,0,111.81278,7,6.2102144,0,101.06931,8,1.1002143,0,111.81278,7,6.2102144,7,8.8960823,8,1.1002143,8,6.4719503
E01002327,0,105.16851,0,106.98792,0,110.62675,0,114.26558,0,105.16851,8,1.6470906,8,5.2859209,0,114.26558,7,12.995279,8,1.6470906,8,5.2859209,0,114.26558
E01002328,0,114.46656,0,115.97752,0,118.99943,0,122.02135,8,9.1257274,8,10.636686,9,0.49099919,0,122.02135,8,9.1257274,8,10.636686,9,0.49099919,9,3.5129163
E01002329,0,106.6763,0,108.46846,0,112.05278,0,115.63711,8,1.3354676,8,3.1276294,8,6.7119531,0,115.63711,8,1.3354676,8,3.1276294,8,6.7119531,8,10.296277
E01002330,0,106.29935,0,109.2651,0,115.19661,0,121.12811,8,0.95851957,8,3.9242715,8,9.8557752,0,121.12811,8,0.95851957,8,3.9242715,8,9.8557752,9,2.6196751
E01002331,0,107.80714,0,109.76923,0,113.69341,0,117.61759,8,2.4663118,8,4.4284018,8,8.3525818,0,117.61759,8,2.4663118,8,4.4284018,8,8.3525818,8,12.276762
E01002332,0,112.33052,0,114.5659,0,119.03665,0,123.50741,8,6.9896884,0,114.5659,9,0.52821653,0,123.50741,8,6.9896884,8,9.2250657,9,0.52821653,9,4.9989712
E01002333,0,98.63474,0,99.581634,0,101.47542,7,11.195981,7,6.4615131,7,7.4084066,7,9.3021936,7,11.195981,7,6.4615131,7,7.4084066,7,9.3021936,7,11.195981
E01002334,9,12.04124,10,0.33579284,10,3.2601056,10,6.1844183,9,12.04124,10,0.33579284,10,3.2601056,10,6.1844183,9,12.04124,10,0.33579284,10,3.2601056,10,6.1844183
E01002335,0,89.964935,0,92.13309,0,96.4694,0,100.80571,6,10.959312,0,92.13309,7,4.2961727,0,100.80571,6,10.959312,6,13.127467,7,4.2961727,0,100.80571
E01002336,0,113.46136,0,115.16328,0,118.56713,9,3.4625309,8,8.1205326,8,9.822453,9,0.058690035,9,3.4625309,8,8.1205326,8,9.822453,9,0.058690035,9,3.4625309
E01002337,7,8.220604,7,9.8771022,8,0.022494732,8,3.3354912,7,8.220604,7,9.8771022,8,0.022494732,8,3.3354912,7,8.220604,7,9.8771022,8,0.022494732,8,3.3354912
E01002338,0,81.546429,0,82.794089,0,85.28941,0,87.78473,6,2.5408053,6,3.7884656,6,6.2837863,0,87.78473,6,2.5408053,6,3.7884656,6,6.2837863,0,87.78473
E01002339,0,117.60779,0,118.43105,9,1.5691209,9,3.21563,0,117.60779,8,13.090216,9,1.5691209,9,3.21563,8,12.266961,8,13.090216,9,1.5691209,9,3.21563
E01002340,6,8.3206754,6,9.4821152,6,11.804995,7,0.96027037,6,8.3206754,6,9.4821152,6,11.804995,7,0.96027037,6,8.3206754,6,9.4821152,6,11.804995,7,0.96027037
E01002341,0,105.79675,0,106.65371,0,108.36761,8,4.7406907,8,0.45592217,8,1.3128759,8,3.0267833,8,4.7406907,8,0.45592217,8,1.3128759,8,3.0267833,8,4.7406907
