lsoa_code,xj_A_p2000,sj_A_p2000,xj_B_p2000,sj_B_p2000,xj_C_p2000,sj_C_p2000,xj_D_p2000,sj_D_p2000,xj_A_p5000,sj_A_p5000,xj_B_p5000,sj_B_p5000,xj_C_p5000,sj_C_p5000,xj_D_p5000,sj_D_p5000,xj_A_p8000,sj_A_p8000,xj_B_p8000,sj_B_p8000,xj_C_p8000,sj_C_p8000,xj_D_p8000,sj_D_p8000
E01000489,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000490,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000491,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000492,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000493,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000494,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000497,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000498,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000499,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000501,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000502,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000503,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000504,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000505,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000506,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000507,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000508,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000509,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000510,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000511,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000512,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000513,0,0.0,0,0.0,0,0.0,0,33.861392,0,0.0,0,0.0,0,0.0,0,33.861392,0,0.0,0,0.0,0,0.0,0,33.861392
E01000514,0,30.159108,0,65.388295,0,69.459183,0,73.530071,0,30.159108,0,65.388295,0,69.459183,0,73.530071,0,30.159108,0,65.388295,0,69.459183,0,73.530071
E01000515,0,66.091558,0,68.550164,0,73.467376,0,78.384588,0,66.091558,0,68.550164,0,73.467376,0,78.384588,0,66.091558,0,68.550164,0,73.467376,0,78.384588
E01000516,0,30.145926,0,46.375418,0,52.499194,0,58.622969,0,30.145926,0,46.375418,0,52.499194,0,58.622969,0,30.145926,0,46.375418,0,52.499194,0,58.622969
E01000517,0,75.012662,0,76.482911,0,79.423407,0,82.363903,0,75.012662,0,76.482911,0,79.423407,0,82.363903,0,75.012662,0,76.482911,0,79.423407,0,82.363903
E01000518,0,53.23411,0,55.43818,0,59.84632,0,64.25446,0,53.23411,0,55.43818,0,59.84632,0,64.25446,0,53.23411,0,55.43818,0,59.84632,0,64.25446
E01000519,0,47.53291,0,50.761935,0,57.219986,0,63.678037,0,47.53291,0,50.761935,0,57.219986,0,63.678037,0,47.53291,0,50.761935,0,57.219986,0,63.678037
E01000520,0,46.038818,0,48.810743,0,54.354594,0,59.898444,0,46.038818,0,48.810743,0,54.354594,0,59.898444,0,46.038818,0,48.810743,0,54.354594,0,59.898444
E01000521,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000522,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000523,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000524,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000525,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000526,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000527,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000528,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000530,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000531,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000532,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000533,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000534,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000535,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000536,0,67.585348,0,68.772417,0,71.146553,0,73.52069,0,67.585348,0,68.772417,0,71.146553,0,73.52069,5,1.7473288,0,68.772417,0,71.146553,0,73.52069
E01000538,0,84.298147,0,85.955064,0,89.2689,0,92.582735,0,84.298147,0,85.955064,0,89.2689,0,92.582735,6,5.2925232,0,85.955064,0,89.2689,0,92.582735
E01000539,0,67.750578,0,68.923892,0,71.270519,0,73.617146,0,67.750578,0,68.923892,0,71.270519,0,73.617146,5,1.9125585,0,68.923892,0,71.270519,0,73.617146
E01000540,0,86.823701,0,87.726668,0,89.532601,0,91.338534,0,86.823701,0,87.726668,0,89.532601,0,91.338534,6,7.818078,0,87.726668,0,89.532601,0,91.338534
E01000541,0,64.583766,0,66.288778,0,69.698801,0,73.108823,0,64.583766,0,66.288778,0,69.698801,0,73.108823,4,11.913351,0,66.288778,0,69.698801,0,73.108823
E01000543,0,72.499675,0,74.167168,0,77.502153,0,80.837138,0,72.499675,0,74.167168,0,77.502153,0,80.837138,0,72.499675,0,74.167168,0,77.502153,0,80.837138
E01000544,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000545,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000546,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000547,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000548,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000549,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000550,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000551,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000552,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000553,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000554,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000555,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000556,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000557,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000558,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000559,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000560,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000561,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000562,0,92.603571,0,94.011146,0,96.826294,0,99.641443,7,0.43034423,7,1.8379185,7,4.6530671,0,99.641443,7,0.43034423,7,1.8379185,7,4.6530671,7,7.4682157
E01000563,0,93.483117,0,94.586218,0,96.792419,0,98.998621,7,1.3098897,7,2.4129905,7,4.619192,7,6.8253936,7,1.3098897,7,2.4129905,7,4.619192,7,6.8253936
E01000564,0,63.327273,0,65.309416,0,69.273704,0,73.237991,0,63.327273,0,65.309416,0,69.273704,0,73.237991,4,10.656857,0,65.309416,5,3.4356842,0,73.237991
E01000565,0,64.206818,0,66.229333,0,70.274362,0,74.319392,0,64.206818,0,66.229333,0,70.274362,0,74.319392,4,11.536403,5,0.39131353,5,4.4363431,0,74.319392
E01000566,0,78.782143,0,80.373542,0,83.556341,0,86.739139,0,78.782143,0,80.373542,0,83.556341,0,86.739139,0,78.782143,6,1.3679188,6,4.5507174,0,86.739139
E01000567,0,30.149606,0,32.371518,0,36.815343,0,41.259167,0,30.149606,0,32.371518,0,36.815343,0,41.259167,0,30.149606,0,32.371518,0,36.815343,0,41.259167
E01000568,0,64.583766,0,65.152103,0,66.288778,0,67.425452,0,64.583766,0,65.152103,0,66.288778,0,67.425452,0,64.583766,0,65.152103,5,0.45075824,0,67.425452
E01000569,0,87.577597,0,89.057659,0,92.017782,0,94.977904,6,8.5719741,0,89.057659,0,92.017782,0,94.977904,6,8.5719741,6,10.052035,6,13.012158,7,2.8046772
E01000570,0,62.447727,0,64.895678,0,69.79158,0,74.687482,0,62.447727,4,12.225263,0,69.79158,0,74.687482,4,9.7773117,4,12.225263,5,3.9535606,5,8.8494624
E01000571,0,81.923377,0,84.077961,0,88.387131,0,92.696301,0,81.923377,6,5.0723381,0,88.387131,0,92.696301,6,2.9177533,6,5.0723381,6,9.3815077,7,0.52307345
E01000572,0,71.117532,0,72.803018,0,76.173989,0,79.54496,0,71.117532,0,72.803018,0,76.173989,0,79.54496,5,5.279513,0,72.803018,0,76.173989,0,79.54496
E01000573,0,54.557396,0,56.548511,0,60.530741,0,64.512971,0,54.557396,0,56.548511,0,60.530741,0,64.512971,4,1.8869806,0,56.548511,0,60.530741,0,64.512971
E01000574,0,61.472061,0,63.255949,0,66.823725,0,70.391501,0,61.472061,0,63.255949,0,66.823725,0,70.391501,4,8.8016451,0,63.255949,0,66.823725,0,70.391501
E01000575,0,69.007071,0,71.201135,0,75.589263,0,79.977391,0,69.007071,0,71.201135,0,75.589263,0,79.977391,5,3.169052,0,71.201135,0,75.589263,0,79.977391
E01000576,0,53.960907,0,56.241317,0,60.802136,0,65.362955,0,53.960907,0,56.241317,0,60.802136,0,65.362955,0,53.960907,0,56.241317,0,60.802136,0,65.362955
E01000577,0,55.937617,0,59.936076,0,67.932995,0,75.929913,0,55.937617,0,59.936076,0,67.932995,0,75.929913,0,55.937617,0,59.936076,0,67.932995,0,75.929913
E01000578,0,48.572071,0,52.077451,0,59.088212,0,66.098972,0,48.572071,0,52.077451,0,59.088212,0,66.098972,0,48.572071,0,52.077451,0,59.088212,0,66.098972
E01000579,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000580,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000581,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000582,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000583,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000584,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000585,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000586,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000587,0,58.914955,0,60.918334,0,64.925092,0,68.931849,0,58.914955,0,60.918334,0,64.925092,0,68.931849,0,58.914955,0,60.918334,4,12.254676,0,68.931849
E01000589,0,108.56104,0,111.48133,0,117.32191,0,123.1625,0,108.56104,0,111.48133,0,117.32191,0,123.1625,0,108.56104,0,111.48133,0,117.32191,0,123.1625
E01000590,0,35.853587,0,37.650625,0,41.244699,0,44.838774,0,35.853587,0,37.650625,0,41.244699,0,44.838774,0,35.853587,0,37.650625,0,41.244699,0,44.838774
E01000591,0,49.786075,0,51.803289,0,55.837717,0,59.872145,0,49.786075,0,51.803289,0,55.837717,0,59.872145,0,49.786075,0,51.803289,0,55.837717,0,59.872145
E01000592,0,77.342614,0,79.804492,0,84.728247,0,89.652003,0,77.342614,0,79.804492,0,84.728247,0,89.652003,5,11.504594,0,79.804492,6,5.722624,0,89.652003
E01000593,0,92.729221,0,95.659464,0,101.51995,0,107.38044,0,92.729221,0,95.659464,0,101.51995,0,107.38044,0,92.729221,0,95.659464,0,101.51995,0,107.38044
E01000594,0,48.022791,0,49.896613,0,53.644256,0,57.391899,0,48.022791,0,49.896613,0,53.644256,0,57.391899,0,48.022791,0,49.896613,0,53.644256,0,57.391899
E01000595,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000596,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000599,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000601,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000602,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000603,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000604,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000605,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000606,0,0.0,0,0.0,0,4.0037688,0,8.1633654,0,0.0,0,0.0,0,4.0037688,0,8.1633654,0,0.0,0,0.0,0,4.0037688,0,8.1633654
E01000607,0,49.869882,0,52.542126,0,57.886613,0,63.2311,0,49.869882,0,52.542126,0,57.886613,0,63.2311,0,49.869882,0,52.542126,0,57.886613,0,63.2311
E01000608,0,56.87495,0,59.579281,0,64.987941,0,70.396601,0,56.87495,0,59.579281,0,64.987941,0,70.396601,0,56.87495,0,59.579281,0,64.987941,0,70.396601
E01000609,0,81.672078,0,84.073237,0,88.875555,0,93.677873,0,81.672078,0,84.073237,0,88.875555,0,93.677873,6,2.6664546,6,5.0676137,6,9.8699319,7,1.5046462
E01000610,0,34.630305,0,37.454777,0,43.10372,0,48.752664,0,34.630305,0,37.454777,0,43.10372,0,48.752664,0,34.630305,0,37.454777,0,43.10372,0,48.752664
E01000611,0,70.866234,0,72.61663,0,76.117422,0,79.618214,0,70.866234,0,72.61663,0,76.117422,0,79.618214,5,5.0282143,5,6.7786103,5,10.279402,6,0.61259033
E01000612,0,21.763816,0,26.6966,0,39.80807,0,52.919541,0,21.763816,0,26.6966,0,39.80807,0,52.919541,0,21.763816,0,26.6966,0,39.80807,0,52.919541
E01000613,0,48.149279,0,50.319897,0,54.661132,0,59.002368,0,48.149279,0,50.319897,0,54.661132,0,59.002368,3,8.6464676,3,10.817085,4,1.9907167,0,59.002368
E01000615,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000616,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000617,0,0.0,0,0.0,0,11.58897,0,16.632937,0,0.0,0,0.0,0,11.58897,0,16.632937,0,0.0,0,0.0,0,11.58897,0,16.632937
E01000618,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000619,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000620,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000621,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000622,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000623,0,41.368695,0,45.388507,0,73.060982,0,86.532329,3,1.8658833,3,5.885695,5,7.2229624,6,7.5267054,3,1.8658833,3,5.885695,5,7.2229624,6,7.5267054
E01000624,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000627,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000628,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000629,0,0.0,0,16.88442,0,32.9315,0,67.522729,0,0.0,1,3.7168161,2,6.5962918,5,1.68471,0,0.0,1,3.7168161,2,6.5962918,5,1.68471
E01000630,0,48.749172,0,52.970898,0,58.168447,0,63.365997,0,48.749172,0,52.970898,0,58.168447,0,63.365997,0,48.749172,0,52.970898,0,58.168447,0,63.365997
E01000631,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000632,0,30.464297,0,32.472353,0,36.488465,0,40.504577,0,30.464297,0,32.472353,0,36.488465,0,40.504577,0,30.464297,0,32.472353,0,36.488465,0,40.504577
E01000633,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000634,0,5.51983,0,8.5596744,0,14.639363,0,20.719052,0,5.51983,0,8.5596744,0,14.639363,0,20.719052,0,5.51983,0,8.5596744,0,14.639363,0,20.719052
E01000636,0,0.0,0,0.0,0,1.0025248,0,10.922017,0,0.0,0,0.0,0,1.0025248,0,10.922017,0,0.0,0,0.0,0,1.0025248,0,10.922017
E01000637,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000638,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000639,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000640,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000641,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000642,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000643,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000644,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
E01000645,0,117.23084,8,12.124475,0,117.93423,0,118.40315,0,117.23084,0,117.46531,0,117.93423,0,118.40315,8,11.890013,0,117.46531,0,117.93423,0,118.40315
E01000646,0,104.79156,0,105.79756,0,107.80956,0,109.82155,0,104.79156,0,105.79756,0,107.80956,0,109.82155,7,12.618331,0,105.79756,0,107.80956,8,4.4807222
E01000647,0,94.86526,0,95.98467,0,98.22349,0,100.46231,0,94.86526,0,95.98467,0,98.22349,0,100.46231,7,2.6920325,0,95.98467,0,98.22349,7,8.2890829
E01000648,0,116.1,0,117.07524,0,119.02572,0,120.9762,0,116.1,0,117.07524,0,119.02572,0,120.9762,8,10.759169,0,117.07524,0,119.02572,9,2.467765
E01000649,0,147.38669,0,148.61,0,151.05662,0,153.50324,0,147.38669,0,148.61,0,151.05662,0,153.50324,11,2.5430456,0,148.61,0,151.05662,11,8.6595931
E01000650,0,131.05227,0,132.54627,0,135.53426,0,138.52225,0,131.05227,10,0.87022979,10,3.8582216,0,138.52225,9,12.543838,10,0.87022979,10,3.8582216,10,6.8462134
E01000651,0,92.100974,0,93.104875,0,95.112676,0,97.120477,0,92.100974,7,0.93164745,7,2.9394487,0,97.120477,6,13.095351,7,0.93164745,7,2.9394487,7,4.9472499
E01000652,0,117.98474,0,118.66905,0,120.03767,0,121.4063,0,117.98474,9,0.16061679,9,1.5292398,0,121.4063,8,12.643909,9,0.16061679,9,1.5292398,9,2.8978628
E01000653,0,110.94838,0,111.91363,0,113.84413,0,115.77463,0,110.94838,0,111.91363,0,113.84413,0,115.77463,8,5.6075455,0,111.91363,0,113.84413,0,115.77463
E01000654,0,106.04805,0,107.43728,0,110.21574,0,112.9942,0,106.04805,0,107.43728,0,110.21574,0,112.9942,0,106.04805,0,107.43728,0,110.21574,0,112.9942
E01000655,0,106.1737,0,107.42655,0,109.93225,0,112.43795,0,106.1737,0,107.42655,0,109.93225,0,112.43795,0,106.1737,0,107.42655,0,109.93225,0,112.43795
E01000656,0,126.2776,0,127.22468,0,129.11884,0,131.01301,0,126.2776,0,127.22468,0,129.11884,0,131.01301,9,7.7691624,0,127.22468,0,129.11884,0,131.01301
E01000657,0,118.86429,0,121.06328,0,125.46125,0,129.85923,0,118.86429,0,121.06328,0,125.46125,0,129.85923,9,0.35585075,0,121.06328,0,125.46125,0,129.85923
E01000658,0,106.425,0,107.3509,0,109.20269,0,111.05449,0,106.425,0,107.3509,0,109.20269,0,111.05449,8,1.0841689,0,107.3509,0,109.20269,0,111.05449
E01000659,0,115.72305,0,117.07701,0,119.78493,0,122.49285,0,115.72305,0,117.07701,0,119.78493,0,122.49285,0,115.72305,0,117.07701,0,119.78493,0,122.49285
E01000661,0,135.1987,0,140.06585,0,149.80016,12,1.5232209,0,135.1987,0,140.06585,0,149.80016,0,159.53447,10,3.5226624,10,8.3898157,11,4.9565183,12,1.5232209
E01000662,0,109.44058,0,111.49807,0,115.61303,9,1.2195644,0,109.44058,8,6.1572363,0,115.61303,0,119.728,0,109.44058,8,6.1572363,0,115.61303,0,119.728
E01000663,0,98.132143,0,100.06535,0,103.93175,8,2.4573278,0,98.132143,0,100.06535,0,103.93175,0,107.79816,0,98.132143,7,7.8921189,0,103.93175,0,107.79816
E01000664,0,107.1789,0,109.16171,0,113.12732,0,117.09294,0,107.1789,0,109.16171,0,113.12732,0,117.09294,0,107.1789,8,3.8208746,0,113.12732,0,117.09294
E01000665,0,126.90584,0,128.77136,0,132.50239,0,136.23342,0,126.90584,0,128.77136,0,132.50239,0,136.23342,0,126.90584,9,10.262925,0,132.50239,0,136.23342
E01000666,0,168.11883,0,169.22842,0,171.44758,13,2.4879021,12,10.107585,0,169.22842,0,171.44758,0,173.66675,0,168.11883,12,11.217169,0,171.44758,0,173.66675
