evse_uid,total_duration_min,location_id,latitude,longitude,ur_j
0240588f670d83fe9da8962ebf8c7a3f,237.01666666666668,ER0NS32,51.53048,-0.22038,0.0054864969135802475
02417652ac0a4387a5d374295f2af51a,80.36666666666667,AHSQ6UG,51.407404,-0.203426,0.0018603395061728397
0242e5dfbb2e111a7aad57c2c1ea5ae6,12414.866666633336,7ON1WLI,51.606151,-0.048805,0.2873811728387346
024be3c1ac670fb26993a234a6cba2a4,2308.383333333333,58JO3M4,51.443064,-0.203497,0.053434799382716044
024d76e1d5f34701b4f310597b88b84b,5653.916666666667,L4Q0NB6,51.500953,-0.083115,0.13087770061728396
024d86825f10c88ce024ff1e12161782,3432.2333333166675,5DJET94,51.574782,-0.236266,0.07944984567862656
024f1f2c361044ddb6173cdb7640ffb8,610.0,T9SYUMX,51.480103,-0.208259,0.01412037037037037
024f8ccca0ac40279ec12d13dfc00625,5.0,3NMA4K3,51.485963,-0.142229,0.00011574074074074075
025015d3702db1b2b053ec4a6af24290,856.9499999833334,4RJMQGK,51.46185,-0.042844,0.019836805555169756
02545547e7a39276de71742be0d10928,1106.2833333333333,N8R0PAF,51.360699,-0.167801,0.02560841049382716
0259458deca5e3edea6df3cceefc25ac,14626.183333066661,50C1WVZ,51.491592,-0.293054,0.33856905863580233
025a005fd31440808eebd5a3ae3a6f70,763.9999999833333,8A8BTEG,51.531166,-0.180301,0.017685185184799383
025afafb0f62b7870a197e7ffe3b2fde,5.0,7SBLEGN,51.611083,-0.071857,0.00011574074074074075
025cf5ee49cdbaf86d29616d64d486a7,909.6333333333332,2CQ2P5E,51.518185,-0.210895,0.021056327160493823
026586f3e8975d340d47beb7b5f04943,5.516666666666667,791AJEA,51.587813,-0.199873,0.0001277006172839506
0266602d2b40ebb0a0c29f0366d8d3ff,457.26666665,7QNKI94,51.523315,-0.057424,0.010584876542824074
02717e36576ed175b751ae60b5aed543,788.2499999833333,COHX79N,51.423191,-0.147293,0.018246527777391976
0275249ae6dca12a40c18707c703a5c3,311.8666666666667,CUXQR02,51.460038,-0.186861,0.007219135802469136
0277d9ea87e049d5bcfb2642daf5af6b,165.9,LYFGIMS,51.398132,-0.308334,0.003840277777777778
0279335f7e612c25edcb4f872d23b0a3,171.48333333333335,2JSWCNF,51.586261,-0.190919,0.003969521604938272
027b0ad2b00f41218bfccacc73be4b73,752.5666666500001,NRZVGPO,51.398707,-0.168555,0.017420524690972224
027e7a94945daebadd3d15f41291c790,679.9333333000001,EM7Z994,51.442613,-0.094033,0.015739197530092595
027f02d46dff9d6db5650daeb09d0a67,456.6,WMT3UGO,51.549328,-0.303052,0.010569444444444446
0287f7f655424dbcbdf856fdf582d7ec,4263.533333316667,G4JRI6J,51.428882,-0.080568,0.09869290123418212
028dcda450a6dcec661b24d251a10a07,204.05,3GKMTN7,51.487457,-0.208035,0.00472337962962963
028e2f0cb94b758d5bcb2c40ac4b7993,965.5,D7SZ8LN,51.600066,0.012694,0.022349537037037036
028f1c0b84a985611add61ddffba12f1,6298.016666633333,5TUFP5F,51.602608,-0.265173,0.14578742283873458
02934290201884623de21171a1b789b2,5170.21666665,5IVFY4P,51.513677,-0.039068,0.11968094135763889
0297236fb707fa3fb0961c2f55323c06,8.9,OS734KT,51.552253,-0.076933,0.00020601851851851852
02990e0a02479947fbddbf8aa00810d5,550.6833333333333,4XYIB0E,51.526283,-0.053565,0.012747299382716048
029b0ba53bdf57a85335b136ce1b403c,3104.9166666500005,IZN9O4T,51.524173,-0.184107,0.07187307098726853
02a2603d03a94769b2da6a975930777f,2.9166666666666665,7QYBBYO,51.43141,-0.089222,6.751543209876543e-05
02a3e674eb7b9ff69741d04b09738d65,35.266666666666666,IY2N7ZT,51.557558,-0.130897,0.000816358024691358
02a48d4ee9021d40b0aafc58c6c937e1,789.15,NU8XC5E,51.536815,-0.368381,0.01826736111111111
02a53ce59c2a4e2eb998b0c121353afe,397.0,LMWTLQQ,51.468077,-0.219269,0.009189814814814816
02b3bf3150934418b163d8b12318c087,1038.3833333333332,ALNVXV1,51.428477,-0.199034,0.0240366512345679
02b4819498c5caaae099890963fa7300,664.8999999666667,AA6WVPR,51.432343,-0.340687,0.015391203702932099
02c1eea92064588940a1eec41e4123b0,1715.3,7THNYNX,51.565985,-0.196922,0.039706018518518515
02c33b4738684fd1b7b94486602f4235,1374.0999999666667,YCJG9RG,51.54005,-0.209519,0.03180787036959876
02c40050c10542b191fe370df6ebffa0,997.4166666666666,HPLG2HO,51.427158,-0.326981,0.023088348765432098
02c5548959bd4cf9aa9a694afe22aa82,410.2,QW3PBBY,51.477956,-0.182473,0.00949537037037037
02c621439d96411eaab6321eb1cd581a,25.199999916666673,MQOEYIA,51.621972,-0.255685,0.0005833333314043211
02ca4e95c4a1700004bda1b9dcf070b3,5.233333333333333,5COSVHM,51.522006,-0.206026,0.00012114197530864198
02cc27852aee8dad93583cf954509178,632.8166666666667,6VK8WTE,51.612322,0.015959,0.014648533950617285
02d486bc057e1ec198c6994ab42d4218,527.4666666666667,57AQHG2,51.424385,-0.319187,0.012209876543209878
02d9cdc3f0bb495099257f599b10a431,413.1333333333333,VOPRIOZ,51.508931,-0.338704,0.009563271604938271
02de3c1bf8334be79f0bb3f95614f1af,1235.7666666499997,MS51PRF,51.515824,-0.23814,0.0286057098761574
02e1982b5489ff7ace1ac64bce5f7ba8,239.95000000000002,5OQ8ZA8,51.465084,-0.11052,0.005554398148148149
02e4a283de84f608f278cbbf5b42904b,175.03333333333336,7UIG2ZB,51.601036,0.021584,0.004051697530864198
02e68123aeb242c09b74397564892a54,1784.8666666666668,MFDPISU,51.43667,-0.20097,0.04131635802469136
02e6a7216b93f654223adadebb2b942b,2734.5666666500006,A6F3ZLF,51.488789,-0.082481,0.06330015432060186
02e75b4644fe4d3991e27e44a0573b10,1376.2,FXKSTQY,51.544346,-0.177882,0.031856481481481486
02eff5352d017e0a683fa02e9295ea18,1416.0333333166668,2WAII38,51.510494,-0.056101,0.03277854938233025
02f1c44cb835472e9b43ca2cdc614569,799.9666666666667,UZADPZE,51.478381,-0.213292,0.018517746913580248
02f3a63117c1c044184e9d0452ce6763,2404.9833333333336,1MYVE04,51.505722,-0.232836,0.055670910493827164
02faac94401693d9b88e4bc7f40a0d2c,3033.449999916667,CVZPJUQ,51.59089,-0.021676,0.070218749998071
02faf9ad14b777558766dcaf75cc9638,3242.15,PMIAL2D,51.518594,-0.197737,0.07504976851851852
02fd7e1c864182bf0afff1cb291da2fd,2860.5666666500006,1MR955F,51.512101,-0.054432,0.06621682098726853
03033cc6ec1b60bdad07fe3a87a38481,973.61666665,B5NEYWX,51.454149,-0.157741,0.02253742283912037
03052f764739dc21acb776e94df8d00b,257.85,25LFC8I,51.495253,-0.140705,0.00596875
0309dac02e8a4a239fd34288c7beac35,558.1333332500001,RGBN1EX,51.43346,0.009184,0.012919753084490743
